stage,phi,ess_pre,ess_post,acc_rate,wallclock_s,lml_inc,m_stage,mean_gamma1,mean_gamma2,mean_xi1,mean_xi2,mean_rhoU,mean_theta1,mean_theta2,mean_rhopr,mean_lam1,mean_lam2,mean_rhohpp,mean_chi1,mean_chi2,mean_rhok,mean_rhow,mean_rho_rg,mean_phisum,mean_phi2,mean_nu,mean_alpha,mean_gzbar,mean_gwbar,mean_pistar,mean_alphapi,mean_phiy,mean_phiu,mean_phipr,mean_phihpp,mean_phik,mean_sig_c,mean_sig_Ustar,mean_sig_pie,mean_sig_z,mean_sig_gz,mean_sig_k,mean_sig_gk,mean_sig_w,mean_sig_gw,mean_sig_hpp,mean_sig_ghpp,mean_sig_pr,mean_sig_gpr,mean_sig_xi,mean_sme_y,mean_sme_pi,mean_sme_w,mean_sme_U,mean_sme_pr,mean_sme_hpp,mean_sme_k,mean_sme_pieobs,mean_m84_y,mean_m84_z,mean_m84_c,mean_m93_pi,mean_m93_U,mean_kapc_2021,mean_kapy_20,mean_kapy_21,mean_kapu_20,mean_kapu_2122,mean_kappr_20,mean_kappr_2122,mean_kaphpp_2022,mean_kappop_2021,mean_kappi_2023,mean_kapk_20,mean_kapk_21,mean_kapHyp_lm_w2020,mean_kapHyp_lm_w2021,mean_kapHyp_lm_w2122,mean_kapHyp_lm_w2021tot,mean_kapHyp_lm_w2022tot,mean_kapHyp_lm_w2023tot,mean_kapHyp_la_w2020,mean_kapHyp_la_w2021,mean_kapHyp_la_w2122,mean_kapHyp_la_w2021tot,mean_kapHyp_la_w2022tot,mean_kapHyp_la_w2023tot
1,0.0064362301217794,1999.99999999998,1000,0.19175,15.3906679166667,-8.1431549564415,2,0.591328954207919,-0.200455884561494,-0.265319079199813,-0.236937554124794,0.556463622584542,0.217454206120064,0.226453114264723,0.494886464811485,0.263949487172849,0.237056182369474,0.501150694184952,0.0400038835417652,0.00321542753804627,0.503713598224702,0.519738215603776,0.852928331368094,0.506314341722073,-0.19500688552209,-0.101429858646178,0.352225134809875,0.292225352347728,0.391980665956522,2.54382974275487,0.440719623778615,-0.0738390028472618,-0.0352887882923215,-0.00108385395290844,0.00259813265041387,-0.000334580577801605,0.687621107497164,0.145267397078945,0.28470059656929,0.458771499633163,0.0462488692155734,0.272711951833448,0.0475008522591022,0.180137956896157,0.0460810429656922,0.371314416029165,0.0469171475783974,0.276955050797342,0.0468472205809941,0.140624368849807,0.562362486039181,0.909618098469988,0.17752405734426,0.234374652512855,0.281201380440299,0.454304053782137,0.186751323564859,0.3,1.69112474515994,1.66190344269516,1.63507234214012,1.63789102536615,1.76890335487309,3.24714152047439,3.63089457824455,3.37462964578446,3.46240028083027,3.32780119896565,3.49353248652089,3.46897736121499,3.54302761775086,3.44243130839287,3.27508197536727,3.53242731928525,3.4990021215355,0.949788123171336,0.913641305756699,0.920428837379103,0.921284160035404,0.927212228669405,0.93388755963906,0.689543377759121,0.723091232123984,0.69407892941476,0.706600501951286,0.675245967497503,0.684800948782113
2,0.0144012821448318,1999.99999999998,1000,0.302875,9.480266875,-9.12585378358436,2,0.590154240694143,-0.198278721748818,-0.258702088841617,-0.174061583218965,0.604514612863386,0.209821257357309,0.194766906783598,0.47875278389462,0.269418995406744,0.177750594666321,0.47447506244839,0.0551914679549637,0.00199299703520699,0.504752140117361,0.546791167797933,0.854990367175043,0.507986782550268,-0.134827134763723,-0.0966542133855304,0.353292530486002,0.292630790460628,0.378408466018692,2.54778050405079,0.393119398139958,-0.0699739616787053,-0.031859583128211,-0.00208912411191428,0.000214933602797947,-0.000857527970940357,0.634411072950235,0.1463191397538,0.281261556019009,0.442947837825293,0.0458243251531231,0.260464538988173,0.0473489337333623,0.171197537139792,0.0456242591579782,0.36171940616602,0.0460093622076974,0.269942696908995,0.0471367600416274,0.141371221555079,0.550662788975621,0.88759337082917,0.163722091861462,0.224717599820387,0.276752947107729,0.438366863807722,0.181993557813758,0.3,1.65736486231064,1.67515879801064,1.5704333876409,1.61263103427193,1.79542531868605,3.10584737257068,3.93312019775038,3.45313280319363,3.45879927896043,3.34635464332973,3.76928988508148,3.55564905554809,3.60112657606743,3.33829810535058,3.25412152798691,3.77172654006189,3.64938227140842,0.943176450205617,0.914517193331149,0.924600974887656,0.900627131278936,0.942102184516552,0.933602538401072,0.645854625104845,0.721733617356506,0.693976122282191,0.722145089269568,0.670434006543796,0.691432264832933
3,0.0240468517503253,1999.99999999998,1000,0.32575,9.79159620833333,-10.1335223840531,2,0.59386917650096,-0.189407405896345,-0.233945992734985,-0.122007637872065,0.651756131712938,0.169971607002741,0.152094000522207,0.454036622034835,0.218567916735185,0.125697806098777,0.425077334667786,0.0681679512419397,0.0325640216056862,0.554613246222319,0.563971266406119,0.863846502270264,0.513096788521992,-0.033307725549194,-0.0965045736047154,0.354225905053835,0.298875622011549,0.36700890754907,2.58105033415787,0.367276788048804,-0.0711938982057117,-0.0279788969806558,-0.00271740599982352,-0.00714377319291079,-0.000254736091684917,0.598885914654398,0.141867387137599,0.269014540617855,0.425693865260851,0.0448655617453872,0.249803550843417,0.0469915333132866,0.163183093629994,0.0460470122687015,0.353788249231733,0.0433257367002337,0.25691688248543,0.0469649248074367,0.141012984243759,0.553795984057109,0.850482340642917,0.150941838654446,0.215506237540848,0.271600316058036,0.410120775783236,0.17813582860414,0.3,1.65195529017297,1.67677190125021,1.4729774723637,1.5690791454801,1.76827443896467,3.04478054539272,3.98663898829271,3.44362821159888,3.19966779560988,3.46256377213599,3.76563298787055,3.71609423786995,3.76359700743468,3.26533804459667,3.17509440485973,3.95312439629394,3.71265563421953,0.88281431554339,0.902772067377694,0.92372367661054,0.897745101697083,0.977061266456374,0.931185251430334,0.596604760618097,0.715205906118985,0.735148929648011,0.712013769631091,0.610643693685086,0.648773934834297
4,0.0356383552553946,1999.99999999998,1000,0.394875,10.456210125,-11.2420602306487,2,0.603842628413844,-0.176767854872664,-0.229099503115381,-0.138847329163569,0.686868178374788,0.144524145508326,0.114605661164998,0.443853932889278,0.167208751962435,0.0626257753577305,0.367160231352096,0.0731386203824116,0.0515256852542916,0.650453284618527,0.585658330258132,0.877659794443824,0.505644144440892,0.0696638520576091,-0.100361456007162,0.353869650073124,0.301274029827907,0.357342765622392,2.63442768755644,0.357886056835504,-0.0757555047653414,-0.0257440078422182,-0.00104396367509751,-0.0195470719819732,-0.000534457335397099,0.578081671257759,0.131365872440398,0.252539842599001,0.409955579007253,0.0443758717610317,0.241783791925477,0.0470640725676596,0.151565947428609,0.0461292625744805,0.339233518060798,0.0392044172465737,0.233821781425436,0.0466353530840721,0.141091053561438,0.557679642637868,0.814015432671183,0.139998729746288,0.206170238850912,0.266699309319745,0.371444766901362,0.177062739378422,0.3,1.69840399418513,1.68473672337963,1.37780230089155,1.4705724272466,1.65444168641819,2.99478052923753,3.66320741508855,3.31741571509031,2.73414766070622,3.62321395929589,3.25827965192988,3.89320373974795,4.11187676019051,3.39871162124602,2.95991607513179,3.89422253051962,3.70198314214684,0.76036441527016,0.902195051464726,0.939052668243549,0.937691978885598,1.05177603366377,0.935869645613606,0.531435652653434,0.729562450630387,0.789261971831454,0.740208761124278,0.479768770043481,0.540689997477436
5,0.049504988994964,1999.99999999998,1000,0.385,10.0698597916667,-12.43270206362,2,0.6102967511572,-0.173099669811077,-0.243962411261784,-0.178160655005723,0.725226262238309,0.115522810822782,0.128221178906921,0.464332538786286,0.142895877665473,0.0448950013033465,0.325456856009557,0.0758845000114405,0.0308750044036955,0.745317649995556,0.599625772874733,0.893339892838766,0.515447248239508,0.142399546470809,-0.108396671259047,0.350988956692405,0.301049906340223,0.350590680745207,2.66388062674482,0.350086456525673,-0.0787920679526039,-0.0237456768002246,0.00275384270803612,-0.0335120856741235,-0.00225048262966491,0.571147456221323,0.121046682570721,0.238358522404729,0.402047306840893,0.0449689346781503,0.233188504848047,0.0483676921020633,0.138648647186471,0.0447483603222989,0.323568134257305,0.0358433381687701,0.21300885500821,0.0465202690193207,0.144572342281018,0.558819634282593,0.797882203258212,0.131411145742821,0.198999914586558,0.268425882903569,0.337780819041753,0.175432888595289,0.3,1.78350689918324,1.70620958023826,1.26581149574013,1.33897070353784,1.52500937258515,2.82581194613716,3.18358585797646,3.09980894523293,2.43274551507545,3.77998776968984,2.65400571554205,3.87534887019375,4.46741415352083,3.55308571398212,2.69137265115779,3.6975295638467,3.66431203710228,0.675520473561856,0.917369098794994,0.948610455169692,0.97118971158563,1.11606641459087,0.958452087999153,0.481922022377476,0.741206048352506,0.82111425771972,0.742007635091347,0.385665691082122,0.440972881470164
6,0.0666899478646701,1999.99999999998,1000,0.331875,10.1159932916667,-14.2911265315035,2,0.613947449194575,-0.180448042199942,-0.260594962005263,-0.203911109531482,0.776269912420075,0.0922736991089677,0.153574540350701,0.490252060390332,0.18785570508013,0.0283156875459077,0.311154634038379,0.0757813365600114,-0.00604386637170489,0.79153697184013,0.631621463848154,0.905318219892044,0.55178843446259,0.171686613321078,-0.114930424589927,0.347135127464062,0.299479977382143,0.341074858453929,2.65411360504803,0.337456514128898,-0.0758924106555224,-0.0230744301843718,0.00756472581617319,-0.0409539095952997,-0.00349789218143172,0.576781257275874,0.115102833023522,0.231671149135381,0.410943792653871,0.0456921981489456,0.229915366404449,0.0498432704603851,0.130323703901843,0.0434778474070984,0.310559827603539,0.0339855937400485,0.203455475069185,0.0465027464008021,0.148946751930229,0.55926086007339,0.795527787033136,0.123432900592053,0.19583263327247,0.270586858538574,0.314713570754768,0.17123370796162,0.3,1.8278286825755,1.64056974756565,1.17886378439259,1.25219421890863,1.46280832691615,2.71010816500939,2.73124086495105,3.03128515026955,2.33845653776543,3.87117839155032,2.39610356528606,3.95267280828842,4.71039467410351,3.69041205129456,2.45363224493522,3.42559179108257,3.57987165783994,0.644661467151923,0.937707813475592,0.933533364596153,0.985391696779323,1.13214065340669,0.962772232956859,0.454299773702416,0.777214371800772,0.800144245129492,0.759757683780405,0.319723895583236,0.386084734222922
7,0.0880473679360797,1999.99999999998,1000,0.312625,10.1963198333333,-16.6749248629578,2,0.61245552831127,-0.188354598531062,-0.281324177687534,-0.206007707974336,0.797516828145079,0.0748344882547494,0.164994535683922,0.514026601058178,0.247263806018446,0.00966672604310278,0.305728611942764,0.0745963179887844,-0.0328323794315721,0.802336225455965,0.676608282895125,0.909422607789792,0.59052919356901,0.168357302534768,-0.117943346217815,0.345459194852784,0.296989073726241,0.334461879053279,2.65304309112501,0.321496533140374,-0.072703324139714,-0.0219716750700758,0.0104598870995187,-0.0423737062009124,-0.00357822860081649,0.583868671885879,0.113562216082654,0.229800765560624,0.416744118259598,0.0458581329781169,0.226790942616549,0.0509648522406945,0.126072971757482,0.0421429809867078,0.308143382937048,0.0336037054819983,0.203656089630899,0.0462470885182596,0.151732136219971,0.551125286169741,0.798175040082299,0.118264382420119,0.192457040545891,0.269122618947652,0.305994732154892,0.167627533874742,0.3,1.84685249803019,1.59746977436042,1.1539974933725,1.22655228406176,1.47628550839328,2.6251756988448,2.62974283421896,3.12391038204321,2.38552941929491,3.76658526985495,2.48823929650361,4.05434335592688,4.72866992203535,3.85885851043332,2.29611586626953,3.19228681826164,3.38329292526817,0.667566867954156,0.946421124023916,0.921179175720956,0.982687868017942,1.12461863821241,0.954719747251129,0.436783571843215,0.809663667160993,0.789374733796246,0.769160355940812,0.282251421952371,0.35516696415843
8,0.110960454069984,1999.99999999998,1000,0.30325,10.1973561666667,-17.002984135369,2,0.613259410790948,-0.195624184415342,-0.285506081466933,-0.202481800347974,0.797605822138483,0.0537961786327532,0.17475378176227,0.52469980984156,0.273974973638005,0.0162319942090312,0.289363329988247,0.0688384228893721,-0.0367664577684162,0.810948602476913,0.722599612714496,0.909756323044056,0.621801502655109,0.145671769457572,-0.118722023321149,0.346454559527629,0.297537944588022,0.330685507986088,2.65145966114005,0.296457060593303,-0.0703154266556034,-0.0209405743095174,0.0115550287060847,-0.0443375552966567,-0.00282315350848407,0.584600587787386,0.113723619100301,0.228843792283622,0.416167419926795,0.0451266976521039,0.216655275806307,0.0519731894743973,0.12225767196712,0.0415568115868232,0.307004128013552,0.0332724426773127,0.207498772867784,0.0458095201630257,0.151763933190151,0.546942275316376,0.798867163743771,0.114633571392191,0.187070602127475,0.262633132011924,0.302777361436176,0.164018508188474,0.3,1.85569630047556,1.59762340351109,1.16317596947053,1.22699980254859,1.50044335757967,2.60225144511157,2.52830651438003,3.23767254494833,2.33849233958401,3.6876879500941,2.66490784202317,4.0917509672776,4.6836772230145,3.9456926565029,2.23489636984675,2.96748361656088,3.35534440410111,0.682976650388555,0.971858587767966,0.922008125500331,0.980776914301887,1.11980747132431,0.939719513182869,0.41901177668616,0.819604281012618,0.793409881413064,0.7624079533238,0.247680187872819,0.324903776087899
9,0.133889317602044,1999.99999999998,1000,0.305125,10.2302797083333,-16.2033250334095,2,0.617043700048014,-0.204113782185538,-0.27454235112721,-0.187307093002426,0.801269762995367,0.0315311376855102,0.192999174178075,0.537478169847715,0.266593523980621,0.0419518512675276,0.25763175856929,0.0619641000796708,-0.0282091536232839,0.829603680868781,0.763527543968057,0.912202136298099,0.631581626934458,0.136412713024555,-0.117362765640098,0.347527625551624,0.300796601080843,0.328981713488912,2.6528134113251,0.27099046986265,-0.0697772309837835,-0.0215655516009624,0.012568331193323,-0.0465005431762891,-0.00187890954015891,0.577286522208877,0.111941250709203,0.229273888646736,0.416211577865586,0.0440982503134392,0.201976662726492,0.0526585719817944,0.118652762139977,0.0407301388343691,0.307738597826881,0.032029843417981,0.208044657920843,0.0457075896385577,0.150560696912408,0.539260398963956,0.790481930527419,0.110900011544666,0.18273986313213,0.25291691279447,0.29708999909239,0.158263930050117,0.3,1.86381474340577,1.65394894584317,1.17874565907116,1.22513769670801,1.56984789281718,2.55280369274412,2.52061034611576,3.18975269071743,2.22334074419994,3.75738544657808,2.95939429303868,4.2820454021177,4.7485989794818,4.08563447213423,2.21416308513706,2.96922713571853,3.53178705126519,0.713983298249139,1.01866201856748,0.931040667796631,0.969366045899843,1.13533836562635,0.92354574617151,0.369209299755354,0.809650635579229,0.806213810296914,0.721872752427311,0.212669059588237,0.270547042259211
10,0.158248149861628,1999.99999999998,1000,0.313875,10.1400509166667,-16.3414710143641,2,0.621807114848544,-0.213691896782465,-0.27262690780264,-0.16355579543056,0.807885398579272,0.0210348416873612,0.21419942017712,0.545501631534109,0.234611742105268,0.0750640506285186,0.222535182714692,0.0551892094730715,-0.0194363730457459,0.860011181622549,0.784801413287597,0.919036235811903,0.635011580419044,0.151274591362243,-0.120970457554173,0.350840312893835,0.306619220880819,0.323584907015142,2.64862561744884,0.252944339616321,-0.0709896481045172,-0.0229286528707292,0.013174190374343,-0.0503055404176664,-0.0011389862220018,0.568674611950402,0.110566191954698,0.230230476967616,0.417383836301185,0.0435361741343452,0.186498668171074,0.0528981590016749,0.114186857415991,0.0403170220353834,0.311809384917376,0.0304870139226157,0.201507555856986,0.04596063554806,0.15033662727922,0.521402642023965,0.780888577727776,0.106352443473497,0.180151060298888,0.245634087920362,0.287079706604188,0.152090028518599,0.3,1.83490029779543,1.70271699133698,1.15521518716166,1.24644665472736,1.73274920739064,2.46236242057054,2.51440445434628,3.03301874936745,2.1236289827746,4.02302303492569,3.27034299205132,4.56812180348535,4.81136216977343,4.19715753718465,2.13624705026943,2.89585775129935,3.84450906071658,0.755750640107224,1.05335977315586,0.958130859729461,0.961780351064216,1.18686292105212,0.900352865416804,0.314146723371331,0.798240131115365,0.818393969030161,0.668303912566112,0.172384905656664,0.183099224729759
