param,neff,std_mean,post_sd,mcse_over_sd,rhat_classic,rhat_rank_bulk,rhat_rank_folded
rhopr,9.57763354396008,0.029013699757587,0.0897908784954563,0.323125246614612,1.05461901545868,1.08484798152701,1.01102079875903
kapu_20,10.0732734566328,0.506032462039641,1.60606711452161,0.315075539162863,1.05181189381147,1.0668060832651,1.0233209442498
chi2,10.5367168150334,0.00866507656980324,0.0281271065784449,0.308068536862718,1.04943632861425,1.04827002705467,1.02150166779432
kappop_2021,10.6302172018294,0.504304335636689,1.64423455518492,0.306710702585843,1.04898323536276,1.06769579393643,1.01589914890598
nu,11.5197094848588,0.0103943913217837,0.0352792891809502,0.294631540575266,1.0450550504563,1.04567187338523,1.03312786284722
gamma2,12.8034576484158,0.0153743838684034,0.0550124966314497,0.279470753189087,1.040381709992,1.03975882855702,1.00463301036385
m93_pi,13.7875911829816,0.062341672732268,0.231484890919936,0.269312059566903,1.03740741354374,1.03853436665179,1.0018072558169
sme_pr,14.4796715235499,0.0064819427188441,0.0246651944588567,0.262797146386032,1.03556532576929,1.03430452919613,1.01424889081554
gzbar,14.8720392401471,0.0205172007486814,0.0791231136228996,0.259307297314742,1.03459939150615,1.03271683872135,1.02646133130455
sig_gpr,15.8745550159837,0.00203041977755418,0.00808977821186091,0.25098583970785,1.03235427475646,1.03395515631482,1.0001393819353
xi2,16.4389467168813,0.0210679505791485,0.0854199444818631,0.246639712855606,1.0312140292346,1.03109751188525,1.04105824818593
sme_hpp,19.0315671188989,0.00771802427184401,0.0336700231882052,0.229225392233994,1.02686498493223,1.0271376569034,1.05324110786629
gamma1,20.6429546446663,0.0161690835889899,0.0734634526231314,0.220096973551428,1.02472403622679,1.02520673242918,1.00060571974778
kapHyp_la_w2020,53.7231402128096,0.0612477849091824,0.448922199014464,0.136432961086892,1.00937992917712,1.01009952784606,1.06388673907335
kappr_20,96.9691408755603,0.241754104314195,2.38062302589906,0.101550771241026,1.00517856582788,1.00410984644379,1.01237400771337
kapHyp_lm_w2021tot,143.110114590652,0.0253357389097176,0.30308799839563,0.0835920229234749,1.00350402586359,1.00406724732304,1.02602412459181
m84_c,220.300014468617,0.0188136465551673,0.279241680959044,0.067374062820968,1.0022739359329,1.00157179988407,1.00344900117831
