param,neff,std_mean,post_sd,mcse_over_sd,rhat_classic,rhat_rank_bulk,rhat_rank_folded
kapc_2021,3.32465450361499,1.45840953418774,2.65921073287914,0.548436991531213,1.19210481583093,1.23807119790762,1.02655282490171
kapy_20,3.47133455224636,2.10133004780954,3.91509681721214,0.536724925567959,1.18178481780305,1.23244574201776,1.0246491420529
phiy,4.03900056889748,0.00786843498403098,0.0158134022306474,0.497580145579391,1.15053435525947,1.18323429670898,1.02867842299254
sme_pr,4.15100516195035,0.0115178803871945,0.0234665475966955,0.490821256929006,1.1456010957035,1.14574965200469,1.02021174563006
sig_pr,4.370226968965,0.0119010024017817,0.0248791500393586,0.478352451066631,1.13682815635382,1.1373811658114,1.0236835117677
kapHyp_la_w2021tot,4.57410835503918,0.260782957336942,0.557740819120119,0.467570147991586,1.12957068824189,1.12943291617211,1.017298628197
gamma2,4.58613060831929,0.0290797942417301,0.0622751150723813,0.466956892940803,1.12916678301978,1.13139826386289,1.01653465449085
kapHyp_la_w2122,4.74216164424979,0.254992956767175,0.555285536527672,0.459210514218873,1.1241449369032,1.12408659315484,1.01667164323437
kapHyp_lm_w2021,4.79988594438189,0.181871245782652,0.398455201458543,0.456440887499807,1.122384940531,1.12183727215068,1.01590181414594
kapHyp_la_w2020,4.98625469163108,0.244213316934328,0.545326460633973,0.447829574692591,1.11702929005517,1.11540022240373,1.02031058795353
kapHyp_lm_w2021tot,4.99566324279006,0.167442699332501,0.374250848879804,0.447407667433983,1.11677135519221,1.11591719590192,1.00933357829658
kapHyp_lm_w2020,5.06472842655906,0.152359287310811,0.342883837366589,0.444346658276338,1.11491228565204,1.11606355729083,1.02008223073379
rhok,5.08829282914192,0.00899218819373653,0.0202838988370041,0.443316556939833,1.11429149628851,1.16172389817421,1.02785289750866
m84_z,5.14306628810027,0.204383424297483,0.463507464010356,0.440949585858053,1.11287418679973,1.11350152342281,1.02318193582559
phisum,5.16121001163132,0.00962022134541857,0.0218555042043267,0.440173846161557,1.1124124421915,1.11425271764002,1.02628696945464
m93_U,5.22697774259534,0.182694473055497,0.417686784485474,0.437395866571525,1.11076998572541,1.11688281110655,1.00977147825042
lam1,5.38181665256744,0.0481856946143667,0.111784753366775,0.43105784253301,1.10708676421549,1.1072679679346,1.01972553304893
theta1,5.50590436192725,0.0334415401708783,0.0784694489186626,0.426172741515518,1.1043076514102,1.10418968031338,1.01087527698997
sig_gk,5.63586595050229,0.00187146040259502,0.00444284303467266,0.42123036712975,1.10154787761354,1.10006763599713,1.01496377005604
kapk_20,5.68954398270958,0.740733078939147,1.76685320616142,0.419238608140191,1.10045025455501,1.10541546542537,1.04237309440903
m93_pi,5.80957753317228,0.09500207359093,0.228984117642344,0.414884991016346,1.09807978066688,1.09474928093651,1.01802009654952
gamma1,5.92195056783321,0.0284883928566045,0.0693266697713433,0.410929775663051,1.09595999332119,1.09586872991333,1.01304766004417
