param,neff,std_mean,post_sd,mcse_over_sd,rhat_classic,rhat_rank_bulk,rhat_rank_folded
kapu_20,6.04912906233862,1.13849910330085,2.80013595519086,0.406587080598824,1.09366901840338,1.12177604258417,1.01944149582345
phi2,6.15741313425621,0.0494751693558365,0.122768354911661,0.402996109147483,1.09180306292534,1.08846164401013,1.01577590378422
sig_xi,6.1612559976172,0.0149888069952249,0.037205033024211,0.402870412330261,1.09173821007099,1.09239296421576,1.01920664558534
kapHyp_la_w2022tot,6.18653204225488,0.225937012947376,0.561967262082889,0.402046574937404,1.09131392394272,1.09144485915715,1.01768020434941
sig_ghpp,6.22857175597535,0.00288447480456919,0.00719881455151501,0.400687472073043,1.09061688253059,1.09261236529285,1.01388885594904
alpha,6.2448383872406,0.0162946166345237,0.040719716811647,0.400165273984986,1.09035002503391,1.09019853274574,1.01821531711038
kapk_21,6.3049011262956,0.396411512415996,0.99537195179692,0.398254654152515,1.08937817640741,1.1254818052923,1.02724248176786
sme_k,6.33008016523143,0.00196570723001883,0.00494565070192052,0.397461799972145,1.08897696778254,1.08821696204059,1.01262411918583
sme_hpp,6.41302356954131,0.0115814621769023,0.0293288349281213,0.394883131405868,1.08768047546069,1.08891236963386,1.01399311240933
sig_z,6.51682602892269,0.0153732112967733,0.0392448487869484,0.391725583661466,1.0861102964085,1.08761291386782,1.00684298370883
theta2,6.60836420108544,0.0314649023685865,0.0808860026787549,0.389003057717561,1.08477164504843,1.08464528285196,1.0066423689908
sme_w,6.63652679923251,0.00186041488755352,0.00479269986030721,0.388176798418223,1.08436814165607,1.08187504811792,1.01358461561629
alphapi,6.72639484699004,0.0186948596274967,0.0484856684271647,0.38557495923935,1.08310588565747,1.088663550115,1.00857717452469
lam2,6.79446548425879,0.0493834727356722,0.128723925534794,0.383638647831043,1.08217468351234,1.08229205877362,1.01331956460063
sig_gpr,6.98263723543951,0.00276147212270779,0.00729710177170635,0.378434097413177,1.07970596994967,1.07198688642135,1.02713297717498
kapHyp_la_w2021,7.0456955037923,0.199640642654344,0.529920712034169,0.376736817642016,1.07891157611953,1.0787886211138,1.01712183896566
xi1,7.10058111414948,0.0226984725184537,0.0604844281627644,0.375277955135358,1.07823293551212,1.07832427732488,1.01262672785073
phipr,7.14671885580379,0.00312679159470026,0.00835896072568201,0.374064635223555,1.07767143662925,1.07730935243445,1.013600208507
kapHyp_la_w2023tot,7.17795716566541,0.204289890660155,0.547327547539741,0.373249787222379,1.07729582464345,1.07728610966913,1.01335624925073
sig_Ustar,7.44386309599136,0.00470737337953122,0.0128433357392109,0.366522644515126,1.07423998402586,1.07304377877415,1.01378776090434
sme_U,7.45166874466945,0.00446854264069637,0.012198113690383,0.366330627350963,1.0741539308071,1.07382986162609,1.00600581285493
sig_gz,7.58398714116703,0.00318017199002096,0.00875788830623907,0.363120866448528,1.07272499337664,1.066408237352,1.02037550669535
xi2,7.66367622628276,0.0333074880532361,0.0922062702255598,0.36122801596635,1.07189070855779,1.07139176537976,1.00985593644538
rhopr,7.69965730467592,0.0301746495750556,0.08372939116813,0.360383004749962,1.07152026110744,1.07337591460911,1.01060307833035
phiu,7.72462701119956,0.00110347998477046,0.00306692545012751,0.359800067759906,1.07126542111148,1.07597117974194,1.01075542611818
kaphpp_2022,7.94656859569243,0.378850726241173,1.06796726840674,0.354740016336237,1.06907773611717,1.07604081330145,1.01081850748608
rhow,8.19641049063176,0.00919442590134806,0.02632306567902,0.349291606588065,1.06677052762972,1.09220409569895,1.00708869054295
rhoU,8.37607776067028,0.0337027440925883,0.09754064273976,0.345525138505677,1.065204481918,1.06580802136058,1.00979597642671
phihpp,8.42386092484156,0.00592787055675858,0.0172049852940466,0.344543773531139,1.06480028795337,1.06450073319123,1.00983244599664
sig_hpp,8.44002578737906,0.0109154810062837,0.0317113524870707,0.344213669559952,1.064664683738,1.05987523264763,1.02098685575104
sig_k,8.45641064858486,0.00187678411037926,0.00545767097681263,0.34388003937081,1.06452781249618,1.06277609218552,1.00910173834133
gwbar,8.61207572011559,0.0217088216420695,0.0637074424148081,0.340758015377862,1.06325581881771,1.06335136165945,1.0082368879591
kapy_21,8.74833316609526,0.714223431371525,2.11250016204508,0.338093906075774,1.06218290848046,1.08613578481622,1.01365483510256
kappr_2122,8.80591408841859,0.258655694211345,0.767554576944376,0.336986713363172,1.06174037994619,1.06824368477892,1.01056031170603
kapHyp_lm_w2022tot,8.82447382000312,0.126779748388033,0.37661212242921,0.336632149730823,1.06159908260461,1.06104439505846,1.01097372260174
sig_pie,8.86112277827563,0.00626789781535774,0.0186580513791661,0.335935285415528,1.0613219624427,1.0627482851542,1.00501687938921
sig_c,8.90893660249714,0.0116614704769118,0.0348069725975997,0.335032598546532,1.06096414922573,1.06064703170283,1.01176267954781
kapHyp_lm_w2122,9.11590091839048,0.121168616999885,0.365838955998076,0.331207530016356,1.059462345772,1.05927081176897,1.01084783659131
kapu_2122,9.28800520292332,0.223367249526462,0.680739139721379,0.328124587662,1.05826875734509,1.09342900392929,1.01367628424065
sme_y,9.36463336537073,0.00896573360713564,0.0274366586651274,0.326779354460216,1.05775261320399,1.05792685700215,1.00787883311272
gzbar,9.52319608085518,0.022907146752338,0.0706907128814053,0.324047471281953,1.05671311805021,1.0567856470921,1.00682660566522
sme_pi,9.6591457983712,0.0134958727214373,0.0419440473093108,0.321758952394692,1.05585123161609,1.05653969908112,1.00520121094957
chi2,9.69026801035144,0.00619559121613251,0.0192863769066423,0.321241840607124,1.05565759956616,1.05546382804914,1.00613098821125
m84_y,9.75750999102296,0.119676483945811,0.373833591917607,0.320133039227219,1.05524379559318,1.05709869870483,1.00930080077487
kapHyp_lm_w2023tot,10.0402419885214,0.120748105495326,0.382606563227002,0.31559339828597,1.05356920633211,1.05378217721443,1.00840093583353
m84_c,10.1440574332797,0.106244985587864,0.338387484246907,0.313974335736193,1.05297953800787,1.05493554036518,1.00548672787623
rhohpp,10.2686077351166,0.0408617277052296,0.130940051497686,0.312064393116202,1.05228901359327,1.05226345435606,1.01192212244112
kappr_20,10.4679502738368,0.906130162144234,2.93171272709851,0.309078769474465,1.05122054679197,1.05788812824151,1.00847421183232
kappi_2023,11.5897135328393,0.142669014304047,0.485697660376922,0.293740377899554,1.04593857032245,1.04849270351914,1.00605732881877
sig_gw,11.8920248176928,0.00110424237448213,0.00380795942583089,0.289982704907941,1.04469649338338,1.04498769424966,1.00574546648258
chi1,12.2959624351248,0.00547004699907943,0.0191810475382972,0.285179784271836,1.04313809253802,1.04311019876402,1.00494150448993
sig_w,12.8692745484573,0.00126415998654911,0.00453501860249048,0.278755193166105,1.04110408868063,1.04073790690371,1.00551951508848
nu,13.5089822935309,0.00699598926711978,0.0257134559485054,0.272075028775991,1.03904970341102,1.0367686130888,1.00938933669276
pistar,15.1819265130149,0.0403281387909179,0.157134526621451,0.256647215974828,1.03453591343092,1.03437210617363,1.02456452638985
sme_pieobs,15.2,1.13906478925191e-16,4.44089209850062e-16,0.256494588021289,1,NaN,NaN
kappop_2021,16.0289150249918,0.434508641745909,1.73960433661554,0.249774407088028,1.0326266357085,1.03695865443839,1.00526777263413
phik,21.009577931824,0.000316404239582371,0.0014502769948632,0.218168143536067,1.02462261225482,1.02461206337328,1.00613466615478
