stage,phi,ess_pre,ess_post,acc_rate,wallclock_s,lml_inc,m_stage,n_cloud,wf_m,wf_p,mean_gamma1,mean_gamma2,mean_xi1,mean_xi2,mean_rhoU,mean_theta1,mean_theta2,mean_rhopr,mean_lam1,mean_lam2,mean_rhohpp,mean_chi1,mean_chi2,mean_rhok,mean_rhow,mean_phisum,mean_phi2,mean_nu,mean_alpha,mean_gzbar,mean_gwbar,mean_pistar,mean_alphapi,mean_phiy,mean_phiu,mean_phipr,mean_phihpp,mean_phik,mean_sig_c,mean_sig_Ustar,mean_sig_pie,mean_sig_z,mean_sig_gz,mean_sig_k,mean_sig_gk,mean_sig_w,mean_sig_gw,mean_sig_hpp,mean_sig_ghpp,mean_sig_pr,mean_sig_gpr,mean_sig_xi,mean_sme_y,mean_sme_pi,mean_sme_w,mean_sme_U,mean_sme_pr,mean_sme_hpp,mean_sme_k,mean_sme_pieobs,mean_m84_y,mean_m84_z,mean_m84_c,mean_m93_pi,mean_m93_U,mean_kapc_2021,mean_kapy_20,mean_kapy_21,mean_kapu_20,mean_kapu_2122,mean_kappr_20,mean_kappr_2122,mean_kaphpp_2022,mean_kappop_2021,mean_kappi_2023,mean_kapk_20,mean_kapk_21,mean_kapHyp_lm_w2020,mean_kapHyp_lm_w2021,mean_kapHyp_lm_w2122,mean_kapHyp_lm_w2021tot,mean_kapHyp_lm_w2022tot,mean_kapHyp_lm_w2023tot,mean_kapHyp_la_w2020,mean_kapHyp_la_w2021,mean_kapHyp_la_w2122,mean_kapHyp_la_w2021tot,mean_kapHyp_la_w2022tot,mean_kapHyp_la_w2023tot
1,0.00621356905638387,1999.99999999998,1000,0.18925,9.85414391666667,-7.87821872597592,2,4500,500,9,0.591307239743896,-0.205797777078325,-0.266083407294443,-0.24483231064085,0.542555940797114,0.245613851288424,0.192327594629212,0.504746147377413,0.261222239824173,0.187745037695648,0.49917926623054,-0.0145527382981898,-0.00498728179818623,0.494246105662975,0.521659472105239,0.545598344245124,-0.20271193817434,-0.107661513456965,0.351237075834914,0.280349530546678,0.396134633603808,2.55873366084636,0.448946241246347,-0.0709857923766529,-0.0334931580210521,0.000781149878041496,0.00222539743494791,-0.00195918509027578,0.673293979529459,0.146680788825937,0.283054133197023,0.463265775075362,0.0469138595168159,0.271489538340201,0.0473308018408357,0.18456540029062,0.0473717341582536,0.373013438643899,0.0474662204909742,0.278910628839948,0.0458805120557134,0.143160761822799,0.548570030475954,0.905777287802212,0.175458952533407,0.23865596046724,0.279925672915289,0.466539144857918,0.179130034591684,0.299999999999999,1.7015775184087,1.69609935053363,1.67120924360046,1.63318212855749,1.69017552739698,3.35941186449588,3.4934455825562,3.6526419948208,3.38796100040384,3.24186863459021,3.69436546657585,3.44657384484124,3.60903551394174,3.63623288943294,3.39917716910907,3.68219667374735,3.58875509163897,0.935919621826242,0.99465978353968,0.946471435334436,0.919317018477406,0.96024988437971,0.90209323184055,0.700461821971777,0.665055323537674,0.730197020189942,0.670060454868807,0.701753034222991,0.677432260197655
2,0.0140925829140923,4500.00000000003,2250,0.29675,10.1144240833333,-9.03899825327049,2,4500,500,9,0.57605869810636,-0.207131900444165,-0.240256424057386,-0.238650581667939,0.579808069152751,0.252228767641027,0.139519145883501,0.532110568298333,0.297603110978723,0.184135394036705,0.502671861988688,0.0483916014393916,-0.00595228721132339,0.478305531924187,0.566428992057589,0.559043679487634,-0.195506292510841,-0.0937640526739344,0.349526476541787,0.288312889864115,0.391675680577276,2.55012599980238,0.403579084008167,-0.0662220506195226,-0.0313695657173205,0.00058495239314411,0.00493553174232135,0.00113238644080047,0.623993954757523,0.146750575360238,0.279699135660306,0.467348866310239,0.0467828860988533,0.250645708462674,0.0483611401812848,0.172521946482393,0.0469704133146274,0.359822763185065,0.0474940059343544,0.274866049132521,0.0451471793266509,0.142736598668095,0.527363238608293,0.892021417505552,0.163442295690876,0.230900234007436,0.273811864390677,0.449812631267416,0.173908520574211,0.299999999999999,1.71311763957466,1.70830050119671,1.57432495406507,1.69526024094294,1.73815507700429,3.32766638052153,3.59024721017878,4.19625919228192,3.52418955893179,3.13020860038824,3.90109898570943,3.55770107812859,3.5993265779808,3.44665766690623,3.11032359565105,3.72418765238147,3.72140809639059,0.97952972258681,1.034486639569,0.940649204832434,0.901657103969855,0.95304555877724,0.882141308285787,0.757782070594672,0.639831217450914,0.722534750763762,0.712471004437062,0.742114521648661,0.676537173191978
3,0.0231141730330595,4500.00000000003,2250,0.32225,10.1407070416667,-9.48875996839081,2,4500,500,9,0.55831086189752,-0.213673424365836,-0.235939401698156,-0.208051703075925,0.617857886358121,0.230358256836764,0.1068566363513,0.556124888015793,0.411885224242442,0.143206617767671,0.516744836775583,0.0289917009002751,-0.00821434862022466,0.451136045952717,0.648627783081404,0.572467932862727,-0.196815428931672,-0.0800845489754172,0.345291044209394,0.299284214208529,0.380848820931679,2.53345088274596,0.370150375952467,-0.0690409093750954,-0.027885145008851,-0.00143298211271262,0.00762056833078448,0.000768809452451566,0.5893882067212,0.142397004285426,0.284742101775072,0.45643010651302,0.04690807149949,0.237922965155424,0.0519540837937608,0.162561916565663,0.0474505658284715,0.345891441465977,0.048681850199261,0.271859712628392,0.0447605876371476,0.138761733579374,0.501713342185393,0.854777756406698,0.153449463730701,0.226636196448154,0.262376427102611,0.430563925697082,0.170167660132835,0.299999999999999,1.68223213849281,1.68593353715077,1.55841161614056,1.76387326713742,1.73338031332411,3.33888424212801,3.59362117298857,4.5256466839901,3.48635323974195,3.11719077313418,4.16550693508267,3.58890663208947,3.45529759251152,3.30697780833933,3.10933558323201,3.57886251893433,3.91099109725606,0.984198970544623,1.03330364603329,0.915379604717227,0.906919451753023,0.932914361416975,0.888249299325111,0.829208612716742,0.550165763224148,0.709856897135024,0.729243043732344,0.820572790415046,0.66168553944086
4,0.0328203057217702,4500.00000000003,2250,0.35225,10.280544625,-9.40304371079515,2,4500,500,9,0.538510560912682,-0.212427654884626,-0.238632198752448,-0.20217017634681,0.655126833129784,0.206297839551499,0.0963344081766468,0.564351497940554,0.540857056774721,0.0566117954388913,0.543262786304957,0.00551875078310884,-0.0181881788182484,0.442336555260246,0.734453774954585,0.592206233486394,-0.206638761621584,-0.0837281189985809,0.345676289202179,0.311679512363715,0.360531563205573,2.45622043304487,0.32924321445169,-0.0735601536724565,-0.0246592096741363,-0.0040116837680332,0.00840168525356094,0.00200984272624556,0.557612276048488,0.140193861856759,0.293675304507598,0.449261707235924,0.047933224044555,0.225930988937268,0.0557610268195177,0.152146846293996,0.0476495789576946,0.327696189286443,0.0484396448581514,0.259721030383395,0.0429389087108693,0.129415714826952,0.473456397891255,0.83820217442968,0.14723356547953,0.219807011701163,0.247022670454009,0.419102909531211,0.166145462051737,0.299999999999999,1.74183026878665,1.66766496234986,1.66317564750342,1.74871562613305,1.70369669126811,3.55264521452806,3.67394453775415,4.61538571291048,3.59533463029892,2.85517333529843,4.26017476430585,3.41386092100932,3.08182864263064,3.08590653758857,3.1582023528466,3.55624796270283,3.97093271260663,0.993600829015603,1.05931177917564,0.887488183043624,0.907346086703755,0.923123337260591,0.928903706218193,0.82447687094279,0.456081361884068,0.799300158225545,0.709399653856812,0.88541224121773,0.696182941346521
5,0.0439320915134001,4500.00000000003,2250,0.312,10.1746379583333,-9.8859589324192,2,4500,500,9,0.518750931487126,-0.207539772490654,-0.227067796540687,-0.198786980946673,0.700915607794862,0.169484525633595,0.109203043416875,0.574008135423813,0.64709466449121,-0.0482835678426377,0.61048682063943,-0.0196768983866087,-0.0187361302023049,0.44021129952874,0.817441007801595,0.623092014929121,-0.21079264694377,-0.0979221930683236,0.349576944348272,0.312476124930813,0.335394757496946,2.40372686161471,0.29692880398549,-0.0712170103847322,-0.0199520926106796,-0.00770839254440968,0.0103058973191278,0.00450317982685929,0.532093366998056,0.140370249518975,0.300184837170576,0.442992056401631,0.0479179476837023,0.207456966081107,0.0569963766204404,0.144399459482618,0.0472977145772467,0.317800955348537,0.047352084164551,0.247293249180252,0.0413979082556146,0.123071590312541,0.441299981295885,0.818193587834722,0.14179626190304,0.211044617872772,0.237679539508352,0.413389234749384,0.158988467053445,0.299999999999999,1.82278058433729,1.70747146125679,1.76472530880519,1.70497597562612,1.67629384522171,3.6515907928695,3.95075885979993,4.02392939450874,3.54242984751718,2.56614926614908,4.34511750646156,3.09096532735488,2.61723020065866,3.10726402300404,3.37337641394162,3.47626732065098,3.83859925168335,1.00060883222929,1.05702434066407,0.854124855324781,0.920311175915955,0.910924163296878,1.00180097756876,0.782571261520266,0.419942619834802,0.950402124756446,0.651939149174442,0.872589838388904,0.784873445044483
6,0.0561553016013813,4500.00000000003,2250,0.33875,10.215112625,-10.013226084002,2,4500,500,9,0.510578354325986,-0.205683557833303,-0.24536283239305,-0.195315141724801,0.749359322308144,0.158295600442669,0.0881585209640496,0.586034190561728,0.665213949554198,-0.116341973617189,0.666830314104097,-0.0391227950939291,-0.0140580710590532,0.466385804370055,0.877211932779562,0.65325487913937,-0.156632032367405,-0.102194794592648,0.348564874043144,0.309735852848166,0.326530830190471,2.3630701146701,0.272346740544529,-0.0674903563541398,-0.0155581582370929,-0.0118437323053609,0.0165575257663599,0.00477746450213093,0.52073012871277,0.138770629611901,0.299258784576389,0.436271354337197,0.0479659029464206,0.191835758896216,0.0565512427642048,0.139314606936548,0.0455759708615531,0.314490501051338,0.0464400212951354,0.240990392707018,0.0397489437746149,0.117888867744708,0.416094462358081,0.795874824981916,0.13765094976515,0.202987760463884,0.231226518020519,0.411289303691724,0.154190785228706,0.299999999999999,1.85391287776512,1.74566980093055,1.85703341809547,1.62742702474721,1.62804734183116,3.962407712493,4.25180721449353,3.36939376063886,3.50967978827829,2.43506824404246,4.48674828756803,2.8205991006714,2.33835432912286,3.06097725449411,3.38212813992353,3.43352205228949,3.63284727472428,1.02126549548249,1.01290249465935,0.819809032367542,0.944557153852525,0.946167863540908,1.06668480262408,0.746905384578579,0.410889744929522,1.11029341435812,0.620333049175934,0.852200049358283,0.862364035411978
7,0.071995892763906,4500.00000000003,2250,0.364375,10.3282538333333,-11.9455567568653,2,4500,500,9,0.50876917650719,-0.206421657994828,-0.280230163774755,-0.170473560896663,0.788723915896391,0.153826072805018,0.047992330120711,0.610762635410492,0.578076300169755,-0.110635099191627,0.69869653027938,-0.0657136380319412,-0.00873249652427196,0.498119475610387,0.904564481506022,0.685748913119456,-0.0788759266329193,-0.0992751651859737,0.343362470450135,0.313925693658592,0.328200563953553,2.34937495802389,0.248587946861764,-0.0628565045551426,-0.0128507608763647,-0.0138724815889129,0.0217056974039494,0.00356306161361394,0.509725173079691,0.134428182313476,0.290173753473493,0.428908737132496,0.047961891553385,0.180324916819445,0.0562294926617893,0.133387916433171,0.043958778175337,0.309443938622246,0.0460680722814816,0.240826912869526,0.0385508773473939,0.113184993314608,0.405538208656297,0.775316502834334,0.135515752580379,0.195791503514369,0.226452023809232,0.411512142297558,0.147807678500229,0.299999999999999,1.76382082982471,1.78162021443593,1.92684406014451,1.57068640730605,1.6604258962013,4.21634518774046,4.51007469329664,2.96865298203003,3.47799801286991,2.40983695821714,4.42432691842247,2.54828515489765,2.25187788464172,2.92814026052315,3.18982924658286,3.35324382522516,3.42397053926222,1.01471372058199,1.00010118769876,0.776308133668735,0.976025798242104,1.00613028584497,1.09786580998252,0.747144955461152,0.425947255413044,1.22535504524389,0.654316458802094,0.83587615077765,0.923593125994658
8,0.0924348673682113,4500.00000000003,2250,0.263625,10.4178358333333,-14.3112935132831,2,4500,500,9,0.5026856654637,-0.204497009245054,-0.291590787931894,-0.146724978916292,0.805664887610795,0.164504682797127,0.0151975633507048,0.61326194569527,0.485293413993655,-0.0671529154616875,0.697277553443092,-0.0591094141181083,-0.00153655349992719,0.521731785212241,0.912769605031376,0.699358794002282,-0.0402394751469353,-0.0911616484320714,0.340664922618568,0.314689293943524,0.339299400445772,2.35751897470042,0.23927386095094,-0.0603828407442807,-0.0108501907931936,-0.0133995126532499,0.0229141030139678,0.00261648484719127,0.501950816897581,0.129774513932005,0.285376820687926,0.432711855785846,0.0474843814792307,0.171038956644131,0.0561201010640108,0.127589494001626,0.0430045695066957,0.306942283977687,0.0452806903887196,0.240729870428981,0.0374267441295523,0.110950972755329,0.397883785908587,0.762744549934744,0.134351383185684,0.191747704580469,0.222735565697836,0.41187514137199,0.139678225230096,0.299999999999999,1.66698623919939,1.84466408998759,1.92925981638065,1.5152998364845,1.66805113511216,4.26983276441493,4.72260989863574,2.99713099091867,3.57747394222702,2.48009348930974,4.48169646308123,2.39879903940229,2.39099067777529,2.78031916002805,2.88956016933355,3.3247399911302,3.45073249069909,1.0063098703241,1.03487796597461,0.743091853270635,0.961934860134012,1.07609143053938,1.06932876815749,0.735878816273645,0.464301150332146,1.27910112654131,0.695161494533706,0.87763462044366,0.95085455974915
9,0.115868841424232,4500.00000000003,2250,0.2605,10.367629375,-15.4631102352404,2,4500,500,9,0.502666130941889,-0.207391017564034,-0.279467389815099,-0.125644100485834,0.818238900605128,0.159944629399199,9.68860443435921e-05,0.624174866741681,0.396142646029939,-0.0159723393245642,0.695562275826439,-0.040652148672993,0.00350816829845559,0.549015177810952,0.919017840641338,0.727561068013666,-0.00070354285721543,-0.080980765840737,0.340240737923385,0.312801284913886,0.342490341658872,2.3444494304454,0.226083500337463,-0.0597722456766764,-0.0107133928534153,-0.0112687871425257,0.0261216232003488,0.00149775597741484,0.487418066968429,0.127571480940501,0.283429967701977,0.424681843426588,0.0470372273644676,0.164216522893913,0.0554782126899975,0.121952483809691,0.0427496150261228,0.303329710563927,0.0454311110631337,0.23496340058637,0.036994355001971,0.108589452864703,0.395005795818395,0.75589997521012,0.132519374554953,0.188458570129392,0.223317651051371,0.414056394580593,0.133342494196108,0.299999999999999,1.64693816202716,1.9024372621548,1.91285166900197,1.48415991613535,1.64809241624687,4.07797410218216,4.99880349494914,3.3529472943998,3.49322586282406,2.57259932670039,4.48611053450714,2.24372267585697,2.58051350774201,2.66185323760604,2.76621142619988,3.39852656249573,3.73550347087653,0.982954643849905,1.09808944800512,0.69725184730878,0.951127966476304,1.1145013761202,1.03360953051337,0.735603947115832,0.494883877688673,1.28487855809049,0.731257443824126,0.920852378096371,0.95453905777564
10,0.140463374598764,4500.00000000003,2250,0.26075,10.320679875,-15.3605832946187,2,4500,500,9,0.510393543920908,-0.209716707600603,-0.273243425269467,-0.110054092179488,0.829777082442018,0.131703100675452,0.00053197249534236,0.633041456947444,0.331123567318194,0.0252513801458643,0.685197572985017,-0.015693510006604,0.000741736879582153,0.597192139420731,0.925747652349548,0.754561371484023,-0.00756018662946028,-0.0650571736360032,0.334842309221987,0.304896409568924,0.343260203410231,2.34651685121492,0.204278796404199,-0.0606813735962959,-0.0103663755921465,-0.010163250018191,0.0281119493243156,0.000461954162738379,0.474159635159887,0.125911726579847,0.281260953457478,0.423584121277126,0.0459309350660377,0.15764399608516,0.055420729548777,0.116645243960329,0.0428265033354498,0.296980481031922,0.0471971977441729,0.228030048663305,0.0377212177462277,0.106941229259399,0.388039113204971,0.753011567363616,0.130481484970602,0.184146901053707,0.221969606844666,0.411231268554498,0.127652957509326,0.299999999999999,1.58534052438779,1.96190074010391,1.86115729970874,1.49164233805655,1.69827631421889,4.08897800118809,5.35290590098959,3.84704562089236,3.50184585665515,2.4980797881186,4.63393546096593,2.1627934918454,2.82303038644346,2.64469483285535,2.74011734332995,3.43965724527671,3.96501880991657,0.98025503945459,1.14599108426643,0.657234092422889,0.968184967047168,1.14027631126626,0.996442300324389,0.731666142213322,0.496751899656076,1.29596011533635,0.74258668636077,1.00831866986657,0.946908251342198
