x,ll,lp,lpost
-1.47880361447709,-229.717324424108,-67.1782566243313,-296.89558104844
-1.37373745732688,-229.717324424108,-63.2465110198239,-292.963835443932
-1.26867130017667,-229.717324424108,-59.6766727410579,-289.393997165166
-1.16360514302645,-229.717324424108,-56.4372842277509,-286.154608651859
-1.05853898587624,-229.717324424108,-53.5000377891487,-283.217362213257
-0.953472828726025,-229.717324424108,-50.8394610874617,-280.55678551157
-0.848406671575812,-229.717324424108,-48.4326338213331,-278.149958245442
-0.743340514425598,-229.717324424108,-46.2589324902544,-275.976256914363
-0.638274357275384,-229.717324424108,-44.2998004359099,-274.017124860018
-0.53320820012517,-229.717324424108,-42.538540640739,-272.255865064848
-0.428142042974957,-229.717324424108,-40.9601290204806,-270.677453444589
-0.323075885824743,-229.717324424108,-39.5510461786996,-269.268370602808
-0.218009728674529,-229.717324424108,-38.2991257995775,-268.016450223686
-0.112943571524315,-229.717324424108,-37.1934180425872,-266.910742466696
-0.00787741437410161,-229.717324424108,-36.224066470861,-265.941390894969
0.0971887427761122,-229.717324424108,-35.382197195712,-265.099521619821
0.202254899926326,-229.717324424108,-34.6598190543468,-264.377143478455
0.30732105707654,-229.717324424108,-34.0497337576844,-263.767058181793
0.412387214226754,-229.717324424108,-33.5454550516686,-263.262779475777
0.517453371376967,-229.717324424108,-33.1411360297847,-262.858460453893
0.622519528527181,-229.717324424108,-32.8315038178972,-262.548828242006
0.727585685677395,-229.717324424108,-32.6118009262142,-262.329125350323
0.832651842827608,-229.717324424108,-32.4777326283413,-262.19505705245
0.937717999977822,-229.717324424108,-32.4254197851496,-262.142744209258
1.04278415712804,-229.717324424108,-32.4513565826258,-262.168681006734
1.14785031427825,-229.717324424108,-32.552372699001,-262.269697123109
1.25291647142846,-229.717324424108,-32.7255994581534,-262.442923882262
1.35798262857868,-229.717324424108,-32.9684395643256,-262.685763988434
1.46304878572889,-229.717324424108,-33.2785400482239,-262.995864472332
1.5681149428791,-229.717324424108,-33.6537680870754,-263.371092511184
1.67318110002932,-229.717324424108,-34.0921893915825,-263.809513815691
1.77824725717953,-229.717324424108,-34.5920488811819,-264.30937330529
1.88331341432975,-229.717324424108,-35.1517533957448,-264.869077819853
1.98837957147996,-229.717324424108,-35.7698562169212,-265.48718064103
2.09344572863017,-229.717324424108,-36.4450431957624,-266.162367619871
2.19851188578039,-229.717324424108,-37.1761203050432,-266.893444729152
2.3035780429306,-229.717324424108,-37.9620024548388,-267.679326878947
2.40864420008081,-229.717324424108,-38.801703428375,-268.519027852483
2.51371035723103,-229.717324424108,-39.6943268119686,-269.411651236077
2.61877651438124,-229.717324424108,-40.6390578080378,-270.356382232146
2.72384267153146,-229.717324424108,-41.6351558337321,-271.352480257841
