x,ll,lp,lpost
-0.141958101057016,-248.596455979666,-33.3454042181122,-281.941860197778
-0.138409148530591,-247.432463097891,-33.2956537151747,-280.728116813066
-0.134860196004165,-246.30481545957,-33.2471627186406,-279.551978178211
-0.13131124347774,-245.213512826284,-33.1999312285101,-278.413444054794
-0.127762290951314,-244.158555674871,-33.153959244783,-277.312514919654
-0.124213338424889,-243.139943290075,-33.1092467674593,-276.249190057535
-0.120664385898464,-242.157675910315,-33.0657937965392,-275.223469706854
-0.117115433372038,-241.211754012426,-33.0236003320226,-274.235354344449
-0.113566480845613,-240.302176642736,-32.9826663739094,-273.284843016646
-0.110017528319187,-239.428945231756,-32.9429919221997,-272.371937153956
-0.106468575792762,-238.592058825811,-32.9045769768935,-271.496635802705
-0.102919623266337,-237.791517186483,-32.8674215379908,-270.658938724474
-0.0993706707399113,-237.027321029028,-32.8315256054915,-269.858846634519
-0.0958217182134859,-236.299469638189,-32.7968891793958,-269.096358817585
-0.0922727656870605,-235.607963490805,-32.7635122597035,-268.371475750508
-0.088723813160635,-234.952802586874,-32.7313948464147,-267.684197433289
-0.0851748606342096,-234.333986926397,-32.7005369395294,-267.034523865927
-0.0816259081077843,-233.751516270956,-32.6709385390476,-266.422454810004
-0.0780769555813589,-233.20539062055,-32.6425996449692,-265.847990265519
-0.0745280030549335,-232.695609736761,-32.6155202572943,-265.311129994055
-0.070979050528508,-232.222174811682,-32.589700376023,-264.811875187705
-0.0674300980020826,-231.785084891638,-32.5651400011551,-264.350224892793
-0.0638811454756572,-231.384339499792,-32.5418391326906,-263.926178632483
-0.0603321929492318,-231.019939589819,-32.5197977706297,-263.539737360449
-0.0567832404228064,-230.691884684881,-32.4990159149722,-263.190900599853
-0.053234287896381,-230.400175261816,-32.4794935657183,-262.879668827534
-0.0496853353699556,-230.144811320623,-32.4612307228678,-262.606042043491
-0.0461363828435302,-229.925791907629,-32.4442273864208,-262.37001929405
-0.0425874303171048,-229.74311749967,-32.4284835563772,-262.171601056047
-0.0390384777906794,-229.596788573584,-32.4139992327372,-262.010787806321
-0.035489525264254,-229.486804652533,-32.4007744155006,-261.887579068033
-0.0319405727378286,-229.413165498098,-32.3888091046676,-261.801974602766
-0.0283916202114032,-229.375872302374,-32.378103300238,-261.753975602612
-0.0248426676849778,-229.374923396429,-32.3686570022118,-261.743580398641
-0.0212937151585524,-229.410320210775,-32.3604702105892,-261.770790421365
-0.017744762632127,-229.48206155332,-32.3535429253701,-261.83560447869
-0.0141958101057016,-229.590148854574,-32.3478751465544,-261.938024001129
-0.0106468575792762,-229.734580684027,-32.3434668741422,-262.078047558169
-0.00709790505285082,-229.915357995352,-32.3403181081335,-262.255676103485
-0.0035489525264254,-230.132480311712,-32.3384288485283,-262.470909160241
0,-230.385947871527,-32.3377990953265,-262.723746966853
