date,rstar_q05,rstar_med,rstar_q95,nairu_q05,nairu_med,nairu_q95,taustar_q05,taustar_med,taustar_q95,gap_q05,gap_med,gap_q95,trend_inflation_q05,trend_inflation_med,trend_inflation_q95
01/10/1989,-0.936208208703483,2.05684265835269,4.83359618578367,5.10575095572127,6.33691842282823,7.40219923486758,1231.25082210271,1232.83139637701,1234.68877503561,-1.55279725976382,0.362071341016391,1.93501250057277,7.0524161718716,7.36445860881025,7.64159420225027
01/01/1990,-0.782960328282879,2.05288276753724,4.79693717246516,5.16337871844852,6.4211657754096,7.48009865193085,1232.56862094261,1234.15264505039,1235.99517628869,-1.99229454133954,-0.0974498795788199,1.47636613127572,6.80290038370754,7.08683526175135,7.36573227364219
01/04/1990,-0.853151006209866,2.11206084473599,4.76726312964718,5.16944637061262,6.38138599235299,7.43026095409093,1233.69228712554,1235.16009740924,1237.02880838451,-2.78516819237966,-0.862189695099402,0.56099421222089,6.42362915107855,6.7044909172382,6.99586674396931
01/07/1990,-0.783464009461394,2.07042620373902,4.85492103779399,5.34353507339534,6.54518659522145,7.53780155605098,1234.6088625775,1236.10352019833,1238.12480509757,-3.97815769691432,-1.98381458225156,-0.509664523646083,5.9019390239465,6.21037694019979,6.49022405855197
01/10/1990,-0.864776896049924,1.99287146841091,4.84645647317502,5.44272099521112,6.58847385828967,7.60895802631467,1235.31198793983,1236.87117958192,1238.81502407322,-4.97467319532361,-3.08610699023797,-1.63458979338286,5.35985436863649,5.64353163788553,5.90525854270224
01/01/1991,-0.926550790107526,1.91268821778777,4.65816352015766,5.56353639079948,6.70477580736483,7.77603963025457,1235.87159333916,1237.41391588976,1239.32639799412,-6.01859058461111,-4.15861428780692,-2.66669080246151,4.97066838763807,5.25771751337533,5.52570878986199
01/04/1991,-1.00758451437805,1.87554605973388,4.52621764732423,5.74473000886944,6.89329472653612,7.92390047055584,1236.35159156358,1237.95948198464,1239.85032569224,-6.83431616098174,-4.99149290640482,-3.42583167027294,4.8085062302792,5.10197243001336,5.37131209171931
01/07/1991,-1.06089737853232,1.84915873860204,4.5990818462295,5.61327525175065,6.78302537331536,7.78791646761059,1236.84662653452,1238.46884794251,1240.43618241026,-7.32212301655344,-5.41062528970274,-3.81825249596428,4.6355027442484,4.90246901756249,5.18639434507423
01/10/1991,-1.01726757549473,1.94008874003771,4.61507493379449,5.64162980600675,6.79569982419996,7.77923770888964,1237.31478905599,1238.91485322279,1240.92051527131,-7.79142807205759,-5.78343853036128,-4.12404348367623,4.49927525613863,4.78705963152225,5.0538787951326
01/01/1992,-1.01828119912554,1.94466568524425,4.59870309540967,5.6167742159633,6.72742665901011,7.69648099744248,1238.27713235977,1239.83989204414,1241.80075620047,-8.04313531862918,-5.97777766243064,-4.27530264766574,4.17951846401675,4.44809734110805,4.73516484514863
01/04/1992,-0.863792056948994,1.98251898511763,4.57461807923083,5.61442787599216,6.75214805724984,7.69139042333599,1238.75436409612,1240.46856212487,1242.58589810698,-8.41758945356639,-6.21426816910905,-4.55803864469913,3.89360231236418,4.17230286938693,4.44923885312346
01/07/1992,-0.814984680144066,1.97901279267133,4.76701869864643,5.62529620232919,6.77344589709332,7.69010640063344,1239.47155979273,1241.28921742609,1243.26671318452,-8.51505464823208,-6.39011145653445,-4.61769686649221,3.61371601688309,3.92456492587977,4.22611694419423
01/10/1992,-0.93376593512765,2.1173241597898,4.82411566542964,5.79260576205523,6.94109318359767,7.82595335027004,1240.58918468201,1242.33611964485,1244.53206931169,-8.03798838331724,-6.02494587411363,-4.25562021388262,3.52278168799224,3.79349411329578,4.1040197642715
01/01/1993,-0.775981753569786,2.14828368083152,4.8354280358054,5.73254115551518,6.88719397127799,7.80079193211471,1241.4319626457,1243.24404145593,1245.34276120736,-7.61780364446155,-5.5928789330754,-3.78385535270854,3.34977275152204,3.65019397997729,3.91417036721294
01/04/1993,-0.695630018161271,2.14382951537635,4.84649348890448,5.76434756059566,6.89908913398113,7.80601402342732,1242.13537406077,1243.85158948666,1246.0210306112,-7.4748330321874,-5.40929621643852,-3.58161168769556,3.31336286226467,3.57613955471774,3.84778422794867
01/07/1993,-0.87356507166174,2.09524327957414,4.99952738920208,5.80322031715408,6.96295745312073,7.83457024306042,1242.68412809712,1244.46443475566,1246.56105158549,-7.4685627218511,-5.33308110978435,-3.57746115851608,3.23238367767225,3.53280457292411,3.82907060601097
01/10/1993,-0.72958311467015,2.11110432792674,4.85749325590892,5.86494443759265,6.99256456478942,7.87405977959839,1243.38129681508,1245.10763696093,1247.17235066053,-7.11377922633075,-5.04347390332862,-3.32530419799065,3.19056769386111,3.51192325258698,3.7824925865855
01/01/1994,-0.664792114497081,2.14318346022325,4.75581802411489,5.8148373812489,6.94656627465635,7.81751870758734,1244.09444847285,1245.86084939074,1247.66478451949,-6.17753976353455,-4.2231555824948,-2.53914398096711,3.21496024241629,3.5043580649492,3.78975243443346
01/04/1994,-0.70849531169247,2.24074058377848,4.71548720139601,5.76193056288394,6.89016476013015,7.74371341147552,1244.82525669401,1246.40095608408,1248.32921758828,-5.27073460086338,-3.36936034605915,-1.688932235264,3.27911047614458,3.54598581708595,3.83108205528977
01/07/1994,-0.511534972550538,2.28973327197967,5.08605623380441,5.78848026288172,6.88304293289317,7.73471388042757,1245.72043743946,1247.28244689766,1249.10747481089,-4.51068078091165,-2.67091926739194,-1.10954355999795,3.31490546323046,3.58839709936292,3.8423215128548
01/10/1994,-0.476699591280721,2.31216017751316,4.93257333030976,5.78583923494693,6.82588961335749,7.68552940950755,1245.95325711684,1247.42793232407,1249.23393195069,-4.21026722841612,-2.4631151381264,-1.02214568260288,3.32155761049545,3.57948665021449,3.87648078324119
01/01/1995,-0.381669458954435,2.48137268454847,5.17896768523177,5.7214557091787,6.79028072278122,7.64536840223392,1246.43669045912,1247.86895911092,1249.586471035,-4.12026547842851,-2.4336752940602,-1.03810423572672,3.26511663112185,3.55414547278044,3.89418111179675
01/04/1995,-0.207217577036911,2.60814842200253,5.18988766949573,5.64770090860101,6.71369782271749,7.50790056473031,1247.31422739381,1248.6961166592,1250.3565087665,-3.96048746485474,-2.36388884913341,-0.985014724128561,3.21969977835054,3.49984555062638,3.79872664221199
01/07/1995,-0.21128476975388,2.72223840190626,5.23654699922919,5.70612050238619,6.69412299667695,7.51472398514037,1248.49079281524,1249.78558865779,1251.34699273495,-4.03312908580027,-2.39544670692723,-1.07126675007149,3.09667402223936,3.36840281163209,3.66867762224898
01/10/1995,-0.113073589785468,2.80255593686506,5.47735016817867,5.68121380847829,6.66909798485992,7.49430734312859,1249.68948906817,1250.97475961838,1252.5748607586,-4.04198154893693,-2.43139788916494,-1.18666532248865,2.91758767834011,3.21254833797344,3.50400607710105
01/01/1996,-0.0151140816527562,2.93175721642683,5.70881980146073,5.69781475456403,6.67279516342569,7.44354942806632,1250.77698966868,1251.97229185937,1253.50486164965,-4.11794398037413,-2.50775083646858,-1.35077160439965,2.80643999505608,3.08959297239213,3.40019368679327
01/04/1996,0.101046139494828,3.12612611791452,5.90412984654724,5.66743352376022,6.64434422933819,7.41683168693515,1251.49433059596,1252.70886617411,1254.24756693445,-4.36017582658741,-2.80787213135644,-1.57973735807259,2.7384411293779,3.02000214959475,3.31120448357823
01/07/1996,0.303677785608107,3.15402255476805,5.81817807209522,5.685877250947,6.6668459302903,7.41794682810326,1252.57937834987,1253.8002224311,1255.25416104702,-4.44888574471283,-2.87072129072134,-1.66493148536154,2.65703873924818,2.95391990504421,3.24940654699752
01/10/1996,0.317982896866259,3.24434394540218,5.73076110754578,5.67224930748708,6.67545058050577,7.42560860344378,1253.64422919983,1254.84729633932,1256.35930848754,-4.30835426959279,-2.82489001904625,-1.6671329492732,2.65666209422152,2.93869408153534,3.22869338186752
01/01/1997,0.248805429226804,3.33461750503503,5.77434757955256,5.68977626928879,6.66425799427239,7.3907499300065,1254.65693913195,1255.81515660801,1257.25280211867,-4.22716174303492,-2.70303673057704,-1.48343227955306,2.62961791503755,2.89583531522731,3.15360202017438
01/04/1997,0.153236383517659,3.44108932618758,5.89636741350981,5.66391003337064,6.61028807677128,7.33627341120897,1255.75386204004,1256.87231864633,1258.28826549145,-3.75086093692447,-2.27938485929974,-1.16610815575491,2.5015264459248,2.79114431048386,3.07832646403592
01/07/1997,0.343569910840838,3.39225920329043,5.8759136058833,5.68263897328016,6.61621964759412,7.3119208658225,1256.38799799659,1257.48992684065,1258.88461283974,-3.46874764040092,-2.06688276674243,-1.01643306527868,2.44010186001238,2.72511142885805,3.01875105719669
01/10/1997,0.37970795934571,3.36651512509108,5.93444271934978,5.63241718495565,6.53812936408421,7.21689374746332,1257.53718417141,1258.62310740509,1259.92874613199,-2.93140259345791,-1.69908494402772,-0.609507239711329,2.45935830432151,2.74975651320884,3.06824911933549
01/01/1998,0.346080104629343,3.36569569462736,6.04457986740027,5.63569922251214,6.51748836094165,7.22164393146355,1258.23226332761,1259.3440309202,1260.7155886216,-2.98563514342568,-1.64254276419552,-0.524217725287494,2.4349140013729,2.69595408305215,2.97408843516044
01/04/1998,0.401388497513121,3.40918406060337,6.00353708693596,5.64302039836514,6.48743188422455,7.20780908193534,1259.12456950975,1260.236246474,1261.52378557244,-2.92243819046152,-1.54079373905788,-0.52941919472275,2.3487329704344,2.63346966763771,2.92027140443911
01/07/1998,0.4464161196782,3.38279116146762,5.99345992558154,5.68983810154011,6.53143348360976,7.22383485034242,1260.18585206403,1261.25301017478,1262.56616731439,-2.68003592822592,-1.33328474928504,-0.329959675459583,2.28622206371888,2.5753472777477,2.84345620627541
01/10/1998,0.390501621385542,3.28453860321925,5.95183832228264,5.6593543074018,6.46388296201443,7.09376521872627,1261.2852696959,1262.20984349904,1263.53158593746,-2.08637375556101,-0.79638245030656,0.141352381264673,2.22981199588872,2.54748485041706,2.81913798007219
01/01/1999,0.170565280188957,3.21243808802518,5.90926143610345,5.6574522195767,6.44809949862398,7.06490254682807,1262.09343205033,1263.06439604158,1264.40699092452,-1.72263177059936,-0.391330676169241,0.533490167016091,2.25244001246343,2.54671112270965,2.85345465924194
01/04/1999,-0.0195145622293528,3.13324166981576,5.91526932716926,5.64984739815677,6.44574785643194,7.05777353513086,1262.66439778995,1263.61092562556,1264.90012879349,-1.57290795744329,-0.299187448294152,0.590131199151047,2.2673781804109,2.54176832462899,2.81710539583911
01/07/1999,0.155333677192362,3.1686606284945,5.79045129181999,5.68877677878638,6.47042149198905,7.11427007539119,1263.37509370613,1264.32942475185,1265.63098633276,-1.47930527355224,-0.253962954597709,0.702126448100926,2.30983753745693,2.59406664209139,2.89471376204378
01/10/1999,0.16004082278534,3.11912394200869,5.84400763615754,5.65882942139225,6.41549296714216,7.04422622072934,1264.3362787344,1265.30439527753,1266.53634158558,-1.11083121865311,0.1162771526037,1.00936816285166,2.30226175834709,2.55988094378004,2.82010279444899
01/01/2000,0.148087120989053,3.17305119082252,5.84087852400805,5.71847101459454,6.45879642787355,7.08848024836246,1265.07981168823,1266.10518774285,1267.27503212451,-0.828871167193824,0.303027566578778,1.25845885495201,2.24934401174419,2.52931892079846,2.81763417133506
01/04/2000,0.104484960806939,3.00229706156653,5.75960797827988,5.66289846469044,6.36932431773583,6.97072320164854,1265.8789334173,1266.82770821165,1267.92581713091,-0.701741314436213,0.423080100411897,1.35750240812729,2.18438424958011,2.48666208250943,2.75406980709652
01/07/2000,-0.0738330896478983,3.04787867620009,5.69900504230266,5.56542805744784,6.26082085854615,6.85221576201328,1266.57326127942,1267.52308189915,1268.62889725152,-0.989997116448591,0.109207213519874,1.03626220433021,2.16355128394537,2.4760238684488,2.73243411083934
01/10/2000,0.0853740611269915,3.10400801633061,5.79427249912678,5.58102367730538,6.23583585449946,6.84653059721697,1267.01958434177,1268.02834471849,1269.00314636421,-1.48169893740307,-0.456931910924453,0.419399036954296,2.18077961790107,2.46882906233716,2.74703887368854
01/01/2001,-0.0181162588642576,3.062113934722,5.89421523661868,5.549687110937,6.21560761367326,6.82442619804113,1268.20015414968,1269.11653932916,1270.16642225877,-1.81964257083426,-0.832771357299197,0.0330005695470115,2.20767764732765,2.5047472908721,2.76939442054555
01/04/2001,-0.0283761693199098,3.05283336997945,6.00582406436593,5.64054739889497,6.31487586114257,6.89999659109495,1269.46253738103,1270.37018267553,1271.42463502359,-2.11634900580119,-1.07380244347969,-0.187179556803105,2.19945943785998,2.48109299351242,2.75073349434208
01/07/2001,-0.205331077576554,3.01564501269003,5.89313203804845,5.60123608071029,6.27822002590948,6.88609274991781,1270.23165992592,1271.21060974387,1272.28476222281,-2.16889713532526,-1.05801528597081,-0.105754228767372,2.17456427284931,2.47331315311834,2.75507716854568
01/10/2001,-0.300208889745447,2.98526556223734,5.80445685302193,5.6263076943013,6.29007937903984,6.92293416075915,1271.13960599092,1272.08394480272,1273.12530278731,-1.85796337493915,-0.820251496023543,0.182788999895167,2.20828519900068,2.51172835628026,2.78114898165748
