date,rstar_q05,rstar_med,rstar_q95,nairu_q05,nairu_med,nairu_q95,taustar_q05,taustar_med,taustar_q95,gap_q05,gap_med,gap_q95,trend_inflation_q05,trend_inflation_med,trend_inflation_q95
01/04/1986,-1.76776101609775,1.60679787539787,4.41297067780198,5.53906879068937,6.91041769360021,7.97528998167973,1215.80088093098,1216.83805303433,1218.07272157947,-2.16603961461578,-1.02170628043583,-0.0373975559774057,7.6890051755922,7.98944585802402,8.23641367114169
01/07/1986,-1.70230594638091,1.68393827043197,4.53790841988957,5.74955699554748,7.10314355928434,8.16124776425512,1216.68957942893,1217.62045875251,1218.83538074354,-2.33089938483621,-1.0981138967182,-0.204104825787346,7.6264357386772,7.89180366941499,8.19281508266641
01/10/1986,-1.62239152802115,1.80035586720977,4.67902539407794,5.70791342748053,7.05112370893728,8.09907445043321,1217.4198913705,1218.25744392163,1219.4165463883,-2.55740665293881,-1.27927715260133,-0.412378317775485,7.55641171310839,7.81286002789535,8.12100111935445
01/01/1987,-1.33635851979956,1.90759270635955,4.85840273079726,5.59954169505369,6.90811833196109,7.92063906139409,1218.57920738089,1219.56553375519,1220.82999371456,-2.37429329935552,-1.21505939382999,-0.36032837517823,7.41417709022851,7.71188884847637,8.01612739968575
01/04/1987,-1.45220134677492,1.9991768756363,4.90992500548273,5.5704562781938,6.75658425329225,7.77012705431082,1220.07069491893,1220.95220868973,1222.13304806038,-2.21271441659181,-1.04728860195343,-0.149178935589398,7.39476778609059,7.68919253878533,7.97402657501012
01/07/1987,-1.30464546289157,1.96850559775611,4.87094521949872,5.43009814571103,6.65401333303528,7.7769802441528,1221.85492433928,1222.73369847857,1223.80037890014,-1.90017810724043,-0.808036369500561,0.00959653707023916,7.42812739735848,7.71071002056035,7.97991099227404
01/10/1987,-1.29235771193547,1.99306247796282,4.93239395265117,5.50203375594312,6.71427511263657,7.77563848935688,1223.59765008718,1224.45993161091,1225.49058187024,-1.40067140134305,-0.343610864676855,0.534214215362261,7.35029560535565,7.65240226364651,7.91423809210908
01/01/1988,-1.16838074449358,1.95234803129118,4.90442005909325,5.34236762655539,6.53923922217417,7.58594898477286,1224.84628170066,1225.7876680857,1226.98002568952,-1.46314519672499,-0.281486295175137,0.627265196949645,7.35267381809987,7.63332140916763,7.89156812994055
01/04/1988,-1.44538140863118,1.90840864129956,4.73793750713132,5.54783648510955,6.72799391957978,7.75652270774371,1225.78641826415,1226.70122817478,1227.85401471221,-1.39401413339712,-0.25704690821743,0.60414188363565,7.44517668094797,7.71464008402437,8.00374525922906
01/07/1988,-1.44104965158791,1.80372128257579,4.70072528021439,5.19862176509635,6.36969777061076,7.40159807108683,1226.61435151502,1227.5568390956,1228.63487437677,-0.978291153731499,0.0938625874114872,0.969488017983327,7.56010432445434,7.85643632224933,8.15779855582312
01/10/1988,-1.44573067734253,1.79711345590192,4.80600050190941,5.21434879033819,6.47319435179334,7.48241052721499,1227.89579881287,1228.79198490689,1229.86850116656,-0.587807829578533,0.399091437666164,1.21725015807725,7.74893041715728,8.03009343377316,8.34635927920255
01/01/1989,-1.32836445895144,1.8471772951865,4.91140807858414,5.22408461178633,6.51291025125877,7.45827896032102,1228.87630234025,1229.7216651154,1230.67120523936,-0.633438377971279,0.372304833126923,1.17792617755533,7.75459183561172,8.05716944258861,8.3597322550523
01/04/1989,-1.31934138525877,1.78793824805761,4.70617247832896,5.09735636236496,6.33493455898085,7.27707325776559,1230.19415969647,1231.06734508804,1232.06273455333,-0.550084859758409,0.504023841597248,1.33530189934043,7.6011740950801,7.86855945782281,8.17877321800989
01/07/1989,-1.37466766756115,1.71608063501248,4.73940257778447,5.09947397664791,6.29054924157594,7.31799449509722,1231.25503506275,1232.17800880122,1233.15085899053,-0.465906752438213,0.439432937351998,1.28302363304455,7.34719398621878,7.6264572578213,7.90003892822465
01/10/1989,-1.35561148755472,1.73599582791462,4.60479051078041,5.0045426361746,6.18973393461156,7.22832282175663,1232.01951320131,1233.04387901353,1234.12078027934,-1.00580653905476,0.0880836120608718,0.991413932779826,7.03858271026179,7.34779785166849,7.63060311715064
01/01/1990,-1.53764589912494,1.68138088458986,4.62286436520547,5.16615167937675,6.36914482855512,7.38436217600981,1233.29822477228,1234.26758509996,1235.22655713214,-1.24447531854144,-0.210098869410567,0.67106889426922,6.80258472292796,7.08832296317682,7.36492172732183
01/04/1990,-1.51774523389872,1.53782438930446,4.45082177609608,5.19546478337168,6.37581993962507,7.4078700322368,1234.06689440921,1235.0280334112,1236.02972131071,-1.7788952596263,-0.748813629369771,0.183792864126191,6.40046053243267,6.72828947435089,7.02563827894718
01/07/1990,-1.6041883268375,1.59277585236436,4.42620629131227,5.40207369683255,6.62378211197285,7.66554308428675,1234.62901565114,1235.57968024091,1236.67574587442,-2.54413872903164,-1.43630794051224,-0.46994279105126,5.88651522268844,6.2028852873576,6.52245339473339
01/10/1990,-1.7464267388324,1.51952594526341,4.50820023588321,5.54806247432439,6.70356576677968,7.69334793781359,1234.94414227071,1235.87532228396,1237.01350821163,-3.16149420746265,-2.04275509563291,-1.17385218588492,5.33192449654246,5.62527910088827,5.91537350684359
01/01/1991,-1.73970635750738,1.48193129280079,4.33982529055733,5.81600291541785,6.90176705901811,7.95533671988852,1234.77777750791,1235.7959702623,1237.01796528365,-3.73136045640667,-2.54143343522008,-1.61739901708637,4.96376255256672,5.23369750053177,5.52151216644588
01/04/1991,-1.75331326096054,1.43954305928906,4.41378333230582,6.08815151142978,7.14718855927667,8.2195328196838,1234.90771502274,1235.87659786467,1237.11796102612,-4.07793224358025,-2.81589552330553,-1.83539749986544,4.7940460867959,5.07295211632129,5.36415008333775
01/07/1991,-1.50232788584502,1.54961791656224,4.27979572360991,5.99190531406906,6.99894857509598,8.0711391049488,1234.9639641933,1235.92039094847,1237.27718130543,-4.11713898567006,-2.839421878278,-1.82908526275311,4.63230260235732,4.89437246127587,5.19806699277441
01/10/1991,-1.39303521230757,1.64501628997391,4.40988962887734,6.00912957995828,7.05768040753642,8.0936464796726,1235.00862181112,1236.03594219808,1237.54441556596,-4.29719159636697,-2.95026047377988,-1.84713970119451,4.50089602777543,4.79151525115683,5.07578055182487
01/01/1992,-1.22938128050189,1.7384865570332,4.56430804263701,5.93919808840762,7.01824649466045,8.06425706593243,1235.69023277849,1236.83529409372,1238.31148619573,-4.41420038969978,-3.0098144192587,-1.86247001727271,4.16936806659057,4.44415677459769,4.69973177662332
01/04/1992,-1.19902259066916,1.77870191505859,4.73387419326121,5.95275289275732,7.02911368182781,8.02020423070794,1236.18397232109,1237.31592816175,1238.90667444011,-4.63368068421799,-3.06662316805722,-1.95944691085574,3.85563376863232,4.14202774724999,4.41310733739301
