date,rstar_q05,rstar_med,rstar_q95,nairu_q05,nairu_med,nairu_q95,taustar_q05,taustar_med,taustar_q95,gap_q05,gap_med,gap_q95,trend_inflation_q05,trend_inflation_med,trend_inflation_q95
01/10/1990,-1.31812774388027,1.80003003806447,4.63202760275358,5.62986150088085,6.70400716343452,7.61895047551791,1235.14746948014,1236.42394699366,1238.01017852934,-4.20361968697522,-2.65855287939815,-1.43026443950287,5.31552523247245,5.63797060929494,5.90708754236744
01/01/1991,-1.55462113363915,1.68319221582344,4.65313396739922,5.83255318559141,6.85361948907511,7.80240851302627,1235.53110033572,1236.77590663724,1238.41366384073,-5.16103319507308,-3.52752572638944,-2.25270517067124,4.97810808299106,5.24591268410324,5.54181280108244
01/04/1991,-1.55740845096628,1.68887524553205,4.5408971165794,5.97354741016537,7.02665440680855,7.94661754774028,1235.95378239977,1237.17969918358,1238.99491354862,-5.94300380554271,-4.19908656653886,-2.93154919545458,4.80542804951477,5.06871305164635,5.37784495725099
01/07/1991,-1.57454043420505,1.63814344089597,4.46250821723865,5.84142859004799,6.90199081847734,7.86152349536471,1236.16048772431,1237.55227104519,1239.49535556009,-6.46832539805873,-4.51843114636816,-3.09386552873922,4.65056425105455,4.92600190586465,5.20262536831405
01/10/1991,-1.54018244507488,1.68665804023319,4.55862538102556,5.88130420606976,6.92269954740081,7.80444038138916,1236.47326985381,1237.954551182,1239.88049696865,-6.77590168867608,-4.78485880375803,-3.34615041936028,4.51572079111972,4.7816449136407,5.03902004259082
01/01/1992,-1.48107326005261,1.73503651298512,4.68485164531959,5.81682526780441,6.85190342123411,7.74871176870771,1237.28699671752,1238.76322069856,1240.78142458537,-6.95094704039499,-4.96342207852904,-3.47464858829476,4.1726793930767,4.44487700357206,4.74547706679948
01/04/1992,-1.40293220485291,1.78259829902962,4.60022752855218,5.8723963522813,6.85703752199916,7.72917512899967,1237.74799756759,1239.33488616122,1241.35776618152,-7.11377020705663,-5.13524670292059,-3.49160790570613,3.90941590566782,4.16868497339783,4.4697840526207
01/07/1992,-1.20178929314756,1.8697940198176,4.62582959985105,5.88558355233404,6.845337376301,7.72243365176883,1238.4862143068,1240.15976681888,1242.21664238474,-7.3472390536147,-5.25616067572233,-3.55488133550657,3.60731092070596,3.92777527674632,4.19254275939068
01/10/1992,-1.13040907757358,1.9783240799641,4.6537800864444,6.00286382655988,6.99454745497145,7.811976330031,1239.59389107594,1241.27401633953,1243.32185630565,-7.038959159609,-4.91766332293009,-3.27727578090691,3.48075114987529,3.81198700216172,4.09671299970014
01/01/1993,-1.13782928485293,1.96767318859223,4.50226967132821,5.98047779490804,6.95465051773928,7.83028444489867,1240.46088286864,1242.18560523054,1244.20837985298,-6.45411421256029,-4.52255306085033,-2.79848612662091,3.33430810085913,3.63967051703517,3.94396304261887
01/04/1993,-1.08906680337206,1.96994975894148,4.66136145294755,5.99489726835847,6.94612988587204,7.82207456852158,1240.98891724075,1242.85809832164,1244.85285234671,-6.23013795800732,-4.36440041323459,-2.58523234768371,3.31888170159047,3.5786240502847,3.87508991029465
01/07/1993,-1.02819070286283,1.95464264635701,4.73914371098929,6.05968813457524,7.02419044021161,7.88034034298738,1241.64869764988,1243.44194257051,1245.41249808429,-6.23887182098824,-4.3329351655307,-2.44606096569344,3.27012602289633,3.5494811303294,3.85324936237131
01/10/1993,-1.09036895266085,2.08049199944686,4.75508306120708,6.1157777505617,7.03395519433818,7.90613689419756,1242.39454955692,1244.11762120777,1245.99075642914,-5.92488996317695,-4.05295703744361,-2.33055025360496,3.2444197320791,3.53507011420497,3.80528177584818
01/01/1994,-1.00202410467221,2.10947885455078,4.79895105849367,6.01797568632287,6.98635284983368,7.85467378959696,1243.28221136281,1244.91046086583,1246.73725630905,-5.1338588444957,-3.30870983826387,-1.67262679782548,3.25961859158657,3.52114894283558,3.81531409540496
01/04/1994,-1.00391261503093,2.21390008792767,4.88714914924592,6.01215332993119,6.93660395173572,7.74763727473169,1244.06070040246,1245.53705948514,1247.40053945528,-4.21964309957779,-2.53492522055463,-0.935305700802471,3.28314598491356,3.56914337173468,3.85387412863235
01/07/1994,-1.00079249700773,2.30830695079891,4.98056831036591,6.03977051238887,6.90997185069333,7.73978735893439,1245.02783943912,1246.53416658948,1248.18846075372,-3.57419084834974,-1.9696002529452,-0.450342584501196,3.31435180744884,3.59499407532742,3.89114514859993
01/10/1994,-0.694857458056953,2.31353572140551,5.01634738696312,6.02689242080501,6.88649429770628,7.66194942460645,1245.19311818276,1246.66946958224,1248.27433539536,-3.30100320884522,-1.72253835367146,-0.231349484724002,3.3293163202845,3.60833817593575,3.88555388891177
01/01/1995,-0.798051128676926,2.4429412676487,5.12538109103782,6.0273963398405,6.86009124355302,7.63271467749645,1245.70767602161,1247.13666417229,1248.68036750747,-3.14815883175059,-1.71825642447897,-0.276909079918783,3.31209505842196,3.58719321482884,3.87491583310879
01/04/1995,-0.461891506182306,2.64532227576516,5.45554029682173,5.99906308017273,6.78229962771888,7.53722588785955,1246.73231888383,1247.9531603061,1249.53335518815,-3.16209233150616,-1.61454562089502,-0.288530459627225,3.23305555114139,3.50661216628101,3.8047684482009
01/07/1995,-0.380239525428952,2.7973480563779,5.57684920071822,6.0119569804639,6.77378329742136,7.48814678766994,1247.9131146936,1249.16073976498,1250.58071258293,-3.10343136703226,-1.72126870589566,-0.519880020766157,3.08046102213112,3.36870721232436,3.62897828575115
01/10/1995,-0.270801283547126,2.92091126966572,5.69095716977908,5.95163254092837,6.76069746136267,7.49819547024133,1249.15320338591,1250.35055352605,1251.8258026574,-3.21786036142943,-1.80242119810127,-0.687377696937451,2.92533355982817,3.20177379975836,3.45469722725173
01/01/1996,-0.0323216059617843,3.09458391561351,5.84915904662112,5.93552241912431,6.72770566063296,7.47467332164202,1250.31882790099,1251.43219171884,1252.77578167376,-3.33433128732994,-1.93738242194034,-0.898484916979255,2.80533516200811,3.09205537457416,3.37769111697421
01/04/1996,-0.0625709610097925,3.18740605055958,5.90923827938261,5.87035395571553,6.69224330541452,7.42652961688744,1250.99038216495,1252.09887708887,1253.5353811297,-3.60144511970834,-2.25456518427398,-1.14158923537513,2.74053718981024,3.03830499118187,3.31386029376891
01/07/1996,-0.0390005038401312,3.21895262911257,5.91379626388741,5.86795768195168,6.71101698659764,7.42576132149587,1252.18050319449,1253.31400343969,1254.6923974988,-3.68242586416332,-2.41346083244369,-1.3331775502247,2.70100717577571,2.96054774106478,3.22696148054375
01/10/1996,0.121539156317232,3.29951481744851,5.90740282177361,5.91670659127553,6.67144299813562,7.4002986850812,1253.20456385947,1254.3714986249,1255.58519398595,-3.61660155503692,-2.33767873788366,-1.29382512902864,2.66981501519995,2.94697652318047,3.21985257606469
01/01/1997,0.339699835127972,3.33757016394303,6.03667354232878,5.90913846765376,6.67477074662317,7.38800273070911,1254.27355414424,1255.35730634789,1256.63172439414,-3.53084188575938,-2.26284827301885,-1.1754845575646,2.63994320832841,2.90954595432469,3.20507010776545
01/04/1997,0.265719223205167,3.3440890023322,6.13195902390471,5.92168843415109,6.66590098088706,7.33372934711297,1255.38653065651,1256.44392622087,1257.6926923264,-3.05354482230147,-1.85819590231028,-0.817498350862062,2.50785627813057,2.78749023939526,3.07549570484731
01/07/1997,0.254693510640542,3.33654558827942,6.15904812962184,5.91997029237178,6.64797338685734,7.3315962894342,1255.98567910179,1257.0425373153,1258.24467024829,-2.89458940912595,-1.62735224633494,-0.614118296180141,2.47069130973584,2.73410077356288,3.00132914843737
01/10/1997,0.415459012890565,3.42126624809637,6.15399378913971,5.8530973441986,6.58750662084445,7.23696825150744,1257.22304818923,1258.17827439796,1259.30497186866,-2.37889786406873,-1.28238499457676,-0.273097782585398,2.47284805351836,2.7544801629364,3.02658253333385
01/01/1998,0.244126034816449,3.42487342357606,6.04302487464025,5.81426350259924,6.56475434413542,7.20803733257533,1257.89621931832,1258.92095932509,1260.04906891264,-2.35480899168217,-1.20056130022041,-0.249749764634742,2.40117520192621,2.69053561050577,2.99528198428291
01/04/1998,0.487826788800977,3.40824012963666,6.20808648261017,5.82361377577864,6.53943625842702,7.18321735058372,1258.92603946141,1259.84080548423,1261.00103286851,-2.27562519959352,-1.19508950455214,-0.218650986033944,2.34259882930035,2.63436661136832,2.93403272168559
01/07/1998,0.336086558067495,3.39706483298343,6.01017699349822,5.87704314170521,6.57581173669553,7.22366712605989,1260.02081827989,1260.91764603164,1262.03854296968,-2.1391658590625,-1.03895608738619,-0.151588002719829,2.26169198256751,2.56539606182901,2.85211985850764
01/10/1998,0.192915186148283,3.24846648169004,6.05292633781603,5.80610239713238,6.51519804530447,7.15085674762984,1261.06717294849,1261.94054072189,1262.98436370757,-1.51294993819543,-0.514291733573091,0.344483448063808,2.25287108052309,2.55254858622469,2.86455322590629
01/01/1999,0.0915686507954263,3.19672359039223,6.03382533411747,5.75213438259801,6.48551119051789,7.14853432230915,1261.96742111072,1262.78382618454,1263.84247645339,-1.20183158318265,-0.129224341067156,0.728654184687682,2.2515535881404,2.55326532252956,2.80231365586377
01/04/1999,0.121356686919177,3.15687468487817,5.98458319001068,5.77563928548773,6.48122271812763,7.11810552587518,1262.45341457777,1263.30321796071,1264.3185884408,-1.10510834659045,-0.0594982436089947,0.810790055434827,2.26542863011262,2.55349133195344,2.84821014339893
01/07/1999,-0.0187956565210718,3.09385066384513,6.08040251606131,5.81155415048128,6.502085212251,7.10014831216007,1263.37711840049,1264.09480811106,1265.15990691351,-0.969026704411305,0.00191070455274224,0.794848597022,2.30363790799171,2.59159941288346,2.86256221419486
01/10/1999,-0.0869318324606316,3.02895714404801,5.75553638557363,5.78541480595239,6.47527244915961,7.06032558004569,1264.31584125921,1265.13799606807,1266.12184656881,-0.776072443279592,0.237623885977707,1.02098254093496,2.28104956613433,2.55460228799786,2.84753712438712
01/01/2000,-0.2441124319197,2.99863797463661,5.88484992600751,5.81503284597026,6.52050845229321,7.07763681163618,1265.17825360907,1265.99850712144,1266.96217130188,-0.54069783069559,0.397285057153562,1.16343426831286,2.25176688551775,2.52957572129703,2.79822509937499
01/04/2000,-0.137489357170347,2.99362762959238,5.81791687851596,5.75146512601338,6.4342335483077,6.9415549170822,1265.98646363262,1266.73850320835,1267.6429506687,-0.362341302963049,0.504346555516519,1.2819800002396,2.22027996959987,2.49303388433112,2.75440143971147
01/07/2000,-0.0491938972511581,3.04466966863894,5.91462284099354,5.66179110688635,6.31195605779642,6.83717110650202,1266.60621929887,1267.44633218497,1268.31469832074,-0.669170669724831,0.185265130944151,0.946557387196346,2.19549541505873,2.45274831216409,2.7571031630948
01/10/2000,-0.0693006707483792,3.03222018108453,5.99292352764073,5.6529621350723,6.28738931251107,6.86981604606891,1267.10404389022,1267.93917596535,1268.81102061148,-1.21658017530828,-0.358795990102122,0.45699652691938,2.17991513817063,2.46917634561233,2.72746389685355
01/01/2001,0.109628310182843,3.0850691833782,6.03953048402255,5.65264655397589,6.28211487151296,6.84303525545331,1268.21823197701,1268.99841382889,1269.91694565477,-1.5943566991514,-0.699887824744795,0.0135576557320322,2.19238398025637,2.4918045442324,2.76018721668683
01/04/2001,-0.0607117612345306,3.07822047648916,6.14860631724428,5.71088846010146,6.35155990395986,6.91220673414165,1269.50799409368,1270.26909276973,1271.16708215103,-1.83598550307811,-1.02021268670266,-0.24270554025293,2.18629369722848,2.47389932060593,2.74561365170785
01/07/2001,-0.0284705334045889,3.01738979837306,5.9596683325728,5.65304936077768,6.31689687466465,6.85203676363593,1270.25804880164,1271.08965355636,1271.95958314349,-1.78063916226606,-0.933056231468751,-0.178169208620066,2.18272429170463,2.46544686469072,2.75464799299676
01/10/2001,-0.0864761912871541,2.93529556550254,5.8247239541129,5.71008776378271,6.33886191395087,6.86786366114651,1271.19274317704,1271.98679141786,1272.93896292363,-1.57672059675851,-0.715550289545331,-0.0191706855154273,2.21785574705408,2.49853868556846,2.79074827431481
01/01/2002,-0.28965880415841,2.82499290154154,5.49222992668509,5.63234296135612,6.25465375179078,6.78125077927635,1272.14424187094,1272.89830710088,1273.76187177603,-1.06203664059094,-0.211738670487573,0.550236981317766,2.23083193097189,2.5049959590558,2.78880739968493
01/04/2002,-0.332236125762253,2.79525560025607,5.47771245542728,5.65521532791213,6.22465890268397,6.73311748941229,1272.80179511863,1273.64151933556,1274.51880295019,-0.619943075023621,0.185974920274656,0.949997688260558,2.22404654731421,2.49431773654425,2.76651297625492
01/07/2002,-0.541840908462675,2.67442295390294,5.20513925380657,5.6449808948725,6.19277505534354,6.75084794623503,1273.56158655817,1274.3361130099,1275.28461024569,-0.498477916215727,0.329655263839858,1.13081055331854,2.2275982201382,2.52623014201694,2.80622638747844
01/10/2002,-0.483410796304488,2.55478536298359,5.25076014943044,5.65788216171853,6.18602934202531,6.73430896739845,1274.29866261634,1275.10200874954,1275.9403097285,-0.464677738608603,0.327986222344874,1.10527449300201,2.23973174389562,2.52459532753395,2.8454774152075
01/01/2003,-0.686550227792132,2.4241472631044,5.11955432278598,5.6151618753348,6.16271069146458,6.67163031697163,1274.9672193914,1275.74770413043,1276.52296096521,-0.641322366725084,0.17811609426497,0.890013745102882,2.22013840880331,2.51605094640082,2.83246299844662
01/04/2003,-0.695599185692765,2.39716573105487,4.97467767666533,5.56096218566405,6.13566683461983,6.64357557275396,1275.52212954427,1276.2523088772,1277.03519752305,-0.645820542548753,0.15160030036939,0.789658563401619,2.21580405568017,2.4746728034182,2.76950082689776
01/07/2003,-0.673218117967029,2.3720355396212,5.03129192387023,5.5469079565255,6.09881489998595,6.6114518137363,1276.29750544017,1277.04312900914,1277.85116366536,-0.42012908381938,0.382788777346528,1.0622480622592,2.22776897127464,2.52014408934809,2.79254115115648
01/10/2003,-0.820629939090532,2.37175328317535,5.07570938310382,5.5154819228927,6.08014943345784,6.60458000515838,1277.29406212912,1278.13621353618,1278.87745160954,-0.0810013067209043,0.711047750829104,1.47630572224174,2.26948756626877,2.54079403366086,2.83422540499147
01/01/2004,-0.962077148590539,2.3286675249741,4.96202004616747,5.49125355045317,6.06710371678988,6.56473169146354,1278.21026172885,1278.9985788046,1279.74611219842,0.164779928396735,0.945014771059762,1.72515337756712,2.26089790441722,2.54798371522049,2.82101792148285
