stage,phi,ess_pre,ess_post,acc_rate,wallclock_s,lml_inc,m_stage,n_cloud,wf_m,wf_p,mean_gamma1,mean_gamma2,mean_xi1,mean_xi2,mean_rhoU,mean_theta1,mean_theta2,mean_rhopr,mean_lam1,mean_lam2,mean_rhohpp,mean_chi1,mean_chi2,mean_rhok,mean_rhow,mean_phisum,mean_phi2,mean_nu,mean_alpha,mean_gzbar,mean_gwbar,mean_pistar,mean_alphapi,mean_phiy,mean_phiu,mean_phipr,mean_phihpp,mean_phik,mean_sig_c,mean_sig_Ustar,mean_sig_pie,mean_sig_z,mean_sig_gz,mean_sig_k,mean_sig_gk,mean_sig_w,mean_sig_gw,mean_sig_hpp,mean_sig_ghpp,mean_sig_pr,mean_sig_gpr,mean_sig_xi,mean_sme_y,mean_sme_pi,mean_sme_w,mean_sme_U,mean_sme_pr,mean_sme_hpp,mean_sme_k,mean_sme_pieobs,mean_m84_y,mean_m84_z,mean_m84_c,mean_m93_pi,mean_m93_U,mean_s0_y,mean_s0_u,mean_s0_pr,mean_s0_k,mean_rho_c,mean_kapc_2021,mean_kaphpp_2022,mean_kappop_2021,mean_kappi_2023,mean_kapHyp_lm_w2021tot,mean_kapHyp_lm_w2022tot,mean_kapHyp_lm_w2023tot,mean_kapHyp_la_w2021tot,mean_kapHyp_la_w2022tot,mean_kapHyp_la_w2023tot
1,0.00556219377661624,1999.99999999998,1000,0.207,14.0817884166667,-7.3984643963291,2,4500,500,9,0.599841254879088,-0.198803106665659,-0.252274903051091,-0.267441463531255,0.543395625364178,0.258266201200344,0.213559463036397,0.484265598285014,0.231235558754011,0.216736226391417,0.502810768983718,0.00800728162650847,0.00383415025214971,0.50040106886332,0.499239650654023,0.518636385485329,-0.21507262274424,-0.0976347471898398,0.349883243367034,0.287981839892073,0.394922320237046,2.50300758407289,0.431882092349722,-0.0730423779748816,-0.0317917993872013,-0.00394993305669808,0.00217339413707242,-0.00129663793034883,0.69623030890375,0.141463251138116,0.277573051217939,0.482436984052002,0.0490852956616025,0.269792538197514,0.047237937993771,0.177221010031234,0.0473424674328571,0.368188581936649,0.0474436243395918,0.281402281626319,0.0474261693865364,0.144324378340121,0.546389488211301,0.91071650534223,0.177768471337863,0.239421740737221,0.293500883051949,0.468015696937272,0.183783054566779,0.299999999999999,1.79057604691226,1.75300381940427,1.61394711100901,1.70438941293799,1.79010107554409,1.83966397544977,1.77533799253296,1.81106137533218,1.7715034745604,0.608848498274122,3.48896213602266,3.59014880587257,3.36392097692639,3.27968639720742,0.931408786889655,0.975999299973407,0.896323232638854,0.703332651086885,0.708159482842249,0.702253765835555
2,0.0126423851499444,4500.00000000003,2250,0.218125,12.0125052916667,-8.43335181512193,2,4500,500,9,0.589783093058108,-0.199067407365276,-0.278512943043523,-0.247066803099617,0.575169753150451,0.276918109506748,0.251907440564067,0.503073987858034,0.196790529828329,0.228479735944609,0.511424636584127,-0.0069427879426121,0.00809808898077208,0.494253075972612,0.515000751606173,0.5189586198387,-0.165454467138291,-0.0839774569770398,0.349700155237958,0.280607252736286,0.383835442967423,2.50159104748282,0.380643691748516,-0.0618069929838159,-0.027266390130142,-0.00681594407283894,0.00584005419072837,-0.00194241383511928,0.637643101390609,0.14480963988914,0.270610140863568,0.475556197190379,0.0500626093380191,0.25793960047869,0.046983133215468,0.168008200762982,0.0456860490693235,0.359243164870573,0.046591225073572,0.2772977259055,0.0474463957276676,0.144081822164087,0.541908755582881,0.873119039557584,0.171753579448277,0.239982981759303,0.286207976992029,0.45035144476411,0.177391116165878,0.299999999999999,1.72967656096846,1.75462850962346,1.59413509925554,1.70874502576357,1.78808114680716,1.95488169245099,1.82941766938922,1.86570410155662,1.81510037790372,0.623611200529027,3.32391193631697,3.67547266465817,3.23583078705718,3.40351510786519,0.922224708542797,0.990511975880554,0.933030566415189,0.653543127312709,0.697378358768526,0.703027602357693
3,0.0214748860361244,4500.00000000003,2250,0.228375,14.4218064583333,-9.58056972064476,2,4500,500,9,0.588186042968575,-0.194761386637685,-0.290579855391752,-0.260714184577222,0.607961366735974,0.280927043706672,0.25049624372075,0.551996450837416,0.215084838723579,0.199017995624373,0.54967415276546,-0.00789316006043805,0.00918958651552548,0.513060606698703,0.552356286062706,0.506796399398852,-0.0893888441198047,-0.0636584980263359,0.345344396752516,0.275999214600765,0.382545305851258,2.51337524101464,0.342410169538175,-0.0540825046137918,-0.023353506760994,-0.00728084740283136,0.0129182347514338,-0.00306197164813165,0.581642515626051,0.14643225889752,0.264827038053277,0.475347012985721,0.0509818118205457,0.246445137643662,0.0465154018216727,0.163844896964603,0.042820047234777,0.346131311954002,0.0451268816548395,0.270463995283623,0.0492856793591997,0.144783421211446,0.534874557426074,0.834641065269637,0.159898562963331,0.245611469667369,0.295683705536812,0.429798915924653,0.170495299684923,0.299999999999999,1.6798079694293,1.77499266599917,1.55452531153705,1.65726699725605,1.72836068205143,1.99486975447499,1.94954052727669,1.85510384101494,1.83850801072064,0.638092073352265,3.27826506955935,3.99493117352614,2.99794246987553,3.78862569060963,0.87071743206959,0.971744320892649,0.965532134591558,0.645201469634215,0.687387831524274,0.689934212404454
4,0.0319942173131154,4500.00000000003,2250,0.245625,12.3662721666667,-10.4817195450766,2,4500,500,9,0.600782597142592,-0.187410197572327,-0.256043297219508,-0.22043403679767,0.664390097877625,0.231254457047166,0.237107337025626,0.57835862846949,0.246615264186045,0.143740755094332,0.611235224213633,0.00934102595423116,0.0310254135224402,0.527977686122435,0.597035949373011,0.526076339434992,-0.0383790047316994,-0.0523703913401043,0.337849123859397,0.273031126680718,0.367692572087067,2.51504039263893,0.309172073566974,-0.046913571936314,-0.0192404079841959,-0.0074433589280559,0.0141596579099667,-0.00226596919691109,0.548630036357276,0.147108990786724,0.268094986540326,0.461354168868434,0.0503708364157388,0.239209086508349,0.0466801697460871,0.156295382765468,0.0414882099546283,0.328504179244018,0.0439298307532987,0.261374388588889,0.051200960809985,0.143678760301306,0.529884090224043,0.799933667581749,0.150008704355209,0.241982818502193,0.305160114960557,0.415614330408065,0.165612976751511,0.299999999999999,1.56370264724639,1.70597174541745,1.52734032201117,1.61016703616507,1.6114268785013,1.99472828090097,2.03537131410156,1.86891030702238,1.86662953354145,0.656924678405995,3.00878830261619,4.31039476765945,2.7688851538194,4.18294516263847,0.830681117892027,0.990570508573593,1.02419174090866,0.677878430918682,0.652278363319508,0.702016589914035
5,0.0447575722162753,4500.00000000003,2250,0.260875,16.9993700416667,-11.7649034072013,2,4500,500,9,0.616527851296863,-0.183103318442067,-0.258504797933528,-0.242699745563844,0.709902585606771,0.191795791077307,0.202927618605453,0.594660103626324,0.269135604566807,0.0788159119822261,0.670511516933697,0.00401889432608971,0.0530105527169519,0.56023572783863,0.632270789047533,0.54855931543376,-0.0327667680062691,-0.0427156752549723,0.332342887254833,0.283446959679715,0.352233165071703,2.52321833727687,0.263244653141783,-0.043655496834668,-0.0144477766872359,-0.00708057800918773,0.0126513201273373,-0.00140619943180204,0.531251461324163,0.145449018888234,0.274594599752328,0.430656140775528,0.0508574249374443,0.237568681558214,0.0456644869318211,0.149643525602074,0.0395248685802662,0.316254513727728,0.0429096867522059,0.256375867120104,0.0537445204325792,0.141704042765959,0.512674780336173,0.768682065932656,0.141394755710358,0.227238439816042,0.305779377374895,0.414246993732874,0.163898217709938,0.299999999999999,1.50336861183715,1.66001442009239,1.46806446595393,1.51847925100098,1.47796686453724,1.95286872661597,2.07535101482098,1.92462847623726,1.79922646554667,0.6772831351723,2.78125433688133,4.36386639479993,2.44212962795237,4.47291686658854,0.742876255838601,1.00364594198851,1.08492249154341,0.705990101104561,0.603933003525252,0.742496865145059
6,0.0587258060315483,4500.00000000003,2250,0.286,16.043746875,-11.9668417820572,2,4500,500,9,0.634022896488911,-0.173901819278353,-0.265916939294722,-0.269909367758732,0.743144101303597,0.155822605980721,0.197490992180449,0.623420938591443,0.268358236917306,0.0504241353453468,0.695637766836214,-0.0031413118422306,0.0568677136942411,0.600971784789638,0.680052190774166,0.59567316409721,-0.00782430130452922,-0.0337902082429401,0.323573225757917,0.282292265951564,0.334958655705418,2.55290182909484,0.234975706902447,-0.0407034231129261,-0.0114660977711717,-0.0066112250357887,0.00662536317391342,-0.000636619680503739,0.508354847600992,0.145582110897869,0.27615755135998,0.404130301322546,0.0501009645318848,0.235637797724048,0.0447268012691401,0.141175973029197,0.0387035512270431,0.310767235849234,0.0416298143406426,0.255589026232681,0.0565598121894328,0.139439910689498,0.498758461794187,0.7380268924378,0.135667868223887,0.210061669779263,0.296934559846836,0.413259338420106,0.165380384195577,0.299999999999999,1.489755402802,1.63310995099075,1.42291383554487,1.50020588137463,1.33757721937067,1.91146892999339,2.15419374293909,2.03420064520229,1.77809173130625,0.69720953765382,2.73146998935559,4.3468566065098,2.34549997198655,4.59740713997948,0.708618341508214,1.05766057910702,1.13588731121781,0.729518447962274,0.505043930656036,0.756906124737034
7,0.0739886743174603,4500.00000000003,2250,0.3125,14.1854534166667,-12.1672845136537,2,4500,500,9,0.646870475638757,-0.169395787262177,-0.268274931704136,-0.2711146855229,0.775693521483752,0.139591859177874,0.14963055024662,0.664667875328187,0.238040322390976,0.0562739647141934,0.711352686071943,-0.0215687472107492,0.0473842940671071,0.636588823030345,0.704932301969831,0.638151808201045,0.00204329428751006,-0.0371719964607733,0.320716786361447,0.270600004867885,0.321566224832441,2.54835945695504,0.2220890277036,-0.0368980019437222,-0.00941419240553715,-0.00639304776413794,5.33164166529604e-05,0.000356090744776682,0.483749240706992,0.145353616949148,0.281247725251343,0.385190182702615,0.0487844739010997,0.22631533984928,0.0447034702344932,0.135646212964894,0.0388481420141201,0.314283377732028,0.0417827654980425,0.252309471357082,0.0562759108487227,0.135408837661001,0.47731654588872,0.716495265759208,0.133194728775722,0.197688822508791,0.277680619264835,0.414350745857591,0.160495456087221,0.299999999999999,1.48797813972888,1.66069284352885,1.39136770539607,1.50589568606506,1.23842554843728,1.90939670117367,2.18720637550473,2.21921771041191,1.67232013508564,0.720231474126754,2.77747190857663,4.2246586375647,2.42666189930448,4.19966040295301,0.713098733955734,1.09699288782375,1.07945519612965,0.731419959839426,0.488717197595065,0.790775026874553
8,0.090584988677686,4500.00000000003,2250,0.318,12.8230545416667,-12.3398367332887,2,4500,500,9,0.646510089409673,-0.168401787155716,-0.25708200889335,-0.237580112716291,0.794521476820235,0.145836150883587,0.112909419255274,0.677703848721378,0.217238986658486,0.0244683496355327,0.732318943318238,-0.0306910709008156,0.038458520928817,0.660327054031755,0.701517705374873,0.65609141033267,-0.0115491300620864,-0.0441764030005663,0.319302778638748,0.25204431776738,0.320117416668126,2.55526097910053,0.22716207244074,-0.0336209119050396,-0.00821684086528945,-0.00726380816883006,-0.0103728823966665,0.000482560993779601,0.462757828674079,0.143138267265186,0.279151904577666,0.385863696388641,0.0459291073001248,0.214653219405737,0.0441513836945089,0.130111683259033,0.0389508129076296,0.321160966301771,0.0419618298408904,0.249304753938922,0.0573099621557806,0.13373918764806,0.462905908512215,0.69985752957985,0.130243313048581,0.191621894854076,0.268543647344877,0.410847211752639,0.149650828269712,0.299999999999999,1.51038603720648,1.64513097774842,1.31909750926732,1.49363226123982,1.20852803053418,1.93060334634262,2.25037541312357,2.41729924551654,1.58724880173463,0.725785841283322,2.91838659741864,4.3433515835525,2.3086745035524,3.83731812149377,0.729625410570513,1.09868467367239,1.01574916423615,0.746142058548887,0.496451810512555,0.784770548749911
9,0.110266549842565,4500.00000000003,2250,0.3155,13.6261680833333,-13.6632522914234,2,4500,500,9,0.638824663270133,-0.169317841862402,-0.274750055417887,-0.208798556263555,0.810567959484763,0.134546913103015,0.0847209695503043,0.705134815684147,0.205690205203688,-0.023190175732711,0.749838483782348,-0.028354021516442,0.0209852210636228,0.675673804767531,0.713097269335827,0.669077195115263,-0.0264904136050702,-0.0482422563331769,0.319163072731673,0.236349690447048,0.326301014536441,2.56744411868243,0.22464931603667,-0.0303032913799395,-0.00711686069940315,-0.00685868513934808,-0.0160526202177963,0.000105462713156592,0.452368359509848,0.139552304673874,0.276755085081018,0.386482548924575,0.0447649575873264,0.204046210485898,0.04326982605077,0.124925125659729,0.0384378737850503,0.32476820096952,0.0414947052415637,0.242084974451793,0.0588766089135772,0.133456769903609,0.445234464559465,0.692694139298933,0.126064018239225,0.186385752982079,0.260516980344386,0.411201270104646,0.138071107787849,0.299999999999999,1.49800836593643,1.62190741461095,1.2512246795936,1.48731050186265,1.19080890987225,1.88793392031092,2.31037570379234,2.69889957867205,1.48470613542434,0.724974233694319,3.04361699684365,4.3512502128263,2.32052848375593,3.39044943112747,0.755447198842388,1.11121343974967,0.93721969410787,0.790606334626794,0.47989043747813,0.803858706620645
10,0.133378920588631,4500.00000000003,2250,0.329375,14.7875769583333,-15.0721194294338,2,4500,500,9,0.626412650687631,-0.169214364471612,-0.303227085645623,-0.201694830460195,0.812473817254509,0.0961704303797775,0.0805508173598998,0.747230832908566,0.210075197700127,-0.0414773999234854,0.7290316071482,-0.0202944685119305,0.0128791368305481,0.684779572556329,0.73091713586985,0.705831251678299,-0.0230718644164852,-0.0487868646060893,0.318500984475036,0.224484354430732,0.331749347826922,2.57686390294172,0.224164858999534,-0.0279692690579467,-0.0061786296158875,-0.00532064242755316,-0.0178936547594094,-0.000201953745712425,0.442903295825427,0.137148438276152,0.270406756859051,0.38955871015438,0.0446197456114037,0.193616726782169,0.0432174879525124,0.119274163360274,0.0378381610667955,0.32338635959396,0.0415195072710151,0.235443083733543,0.0600080720832021,0.132487020366583,0.424955313717167,0.68964665850562,0.122365401730956,0.181151899810143,0.25372656230497,0.414534357802974,0.131104442587372,0.299999999999999,1.47812852454303,1.61443822202431,1.22221559616202,1.48929183903908,1.19523839090147,1.83822263282872,2.3668970389272,3.08569028785242,1.38573810190382,0.72795348800318,3.1834560025373,4.4980635707288,2.28932194466516,3.1028086484979,0.787193403007447,1.1066263320764,0.888424213534436,0.792875995878802,0.417548165731892,0.860752114357987
