stage,phi,ess_pre,ess_post,acc_rate,wallclock_s,mean_gamma1,mean_gamma2,mean_xi1,mean_xi2,mean_rhoU,mean_theta1,mean_theta2,mean_rhopr,mean_lam1,mean_lam2,mean_rhohpp,mean_chi1,mean_chi2,mean_rhok,mean_rhow,mean_phisum,mean_phi2,mean_nu,mean_alpha,mean_gzbar,mean_gwbar,mean_pistar,mean_alphapi,mean_phiy,mean_phiu,mean_phipr,mean_phihpp,mean_phik,mean_sig_c,mean_sig_Ustar,mean_sig_pie,mean_sig_z,mean_sig_gz,mean_sig_k,mean_sig_gk,mean_sig_w,mean_sig_gw,mean_sig_hpp,mean_sig_ghpp,mean_sig_pr,mean_sig_gpr,mean_sig_xi,mean_sme_y,mean_sme_pi,mean_sme_w,mean_sme_U,mean_sme_pr,mean_sme_hpp,mean_sme_k,mean_m84_y,mean_m84_z,mean_m84_c,mean_m93_pi,mean_m93_U,mean_kapc_2021,mean_kapy_20,mean_kapy_21,mean_kapu_20,mean_kapu_2122,mean_kappr_20,mean_kappr_2122,mean_kaphpp_2022,mean_kappop_2021,mean_kappi_2023,mean_kapk_20,mean_kapk_21
11,0.26252385571663,1999.99999999998,1000,0.468,23.9813400416667,0.566752918069013,-0.275073492319655,-0.199376762043485,-0.214562103969768,0.612535841059115,0.37164982796467,-0.140418132649294,0.633996877070767,0.313063931345907,-0.116739689173762,0.420564280792342,0.00603051872599611,-0.0181948898825317,0.298533124200342,0.690092396151593,0.821608020243373,0.074116404820913,-0.0794854111169415,0.384309632697206,0.300158389340244,0.360065775369273,2.04993991546869,0.454607153690213,-0.019622691736215,0.00374639764304067,-0.0278817734162835,0.000912961566253124,0.00584281190090199,0.521427579060872,0.132848569791015,0.252735258446233,0.382636570280138,0.0479948527329801,0.174790968518813,0.0564325877204169,0.130699483517127,0.0394783247014996,0.33150484032047,0.0462029674982508,0.225396724171796,0.0308074684346258,0.167278509979009,0.468021519233041,0.631008524783483,0.12325954739273,0.223891434897062,0.271222370132236,0.367504175183819,0.121344284659949,1.38524058068463,1.12015327435287,1.21585894185809,1.92494268230796,1.54251428566865,5.2953061823424,3.17285419035562,5.47424096984088,6.44556217804307,6.38312680228419,4.15050865804617,3.46379284851159,4.48121942299079,3.70746722597784,3.87191570240287,6.36102127486902,2.75661415822478
12,0.324360209327617,1999.99999999998,1000,0.456875,23.9381817916667,0.571181765944531,-0.285130646255744,-0.180840659150002,-0.227279120487921,0.62050120040712,0.354098795500728,-0.129739676958172,0.665520709510231,0.331096581626231,-0.140260865478512,0.414715181606966,0.0134794792409252,-0.0259860181152281,0.292472992903189,0.707607413546495,0.822304997536073,0.0726902159169929,-0.0862191434283678,0.382420198617272,0.307472474514249,0.359344552382337,2.07897730861443,0.441263352645819,-0.0229378793635662,0.0032222929729805,-0.0279517529536872,0.00158563365888442,0.00569040265556888,0.52748059379671,0.132805562175538,0.24673633682566,0.387499957400639,0.0484348987156152,0.170154565546911,0.0568184985062577,0.127220065614933,0.0390185277985771,0.327017570610192,0.0470856722159756,0.224294305779547,0.0305250426685085,0.167471197987011,0.474200858406529,0.620949306671065,0.11981208329486,0.219131452140754,0.275359542704127,0.361404779037024,0.119049018813315,1.31762067140746,1.06214143123804,1.18959513293162,1.90328978079652,1.50345958945594,5.24734114964754,3.0992703860233,5.76862167025045,6.65681987207395,6.14928682610849,4.15241512951156,3.40488303167336,4.48761461034522,3.58412715935048,3.69145196678925,6.57349293108798,2.69136548670126
13,0.390226384930058,1999.99999999998,1000,0.463875,24.428300875,0.577541252796572,-0.294821866167496,-0.168762906302206,-0.237867446487253,0.62433905426371,0.350866539191769,-0.137381972477407,0.704674323115059,0.343283371480011,-0.15862005838013,0.413105347576952,0.026161438186462,-0.0337870434373305,0.291187394552364,0.716883773683336,0.821107299775836,0.0700121465566739,-0.0919965214819684,0.380651146364695,0.314150916072134,0.3590740705946,2.10255412129986,0.424816562397262,-0.0263619347993143,0.00292234101962031,-0.0291106752866051,5.1925557810083e-06,0.00511810378996199,0.528350497249827,0.133046477626929,0.240189802866566,0.396018656355614,0.0486128031065244,0.163456718930789,0.0578573717857291,0.122805761716714,0.0388486695319601,0.320776136646872,0.0478160786108026,0.223821272684617,0.030226810242234,0.16775447319212,0.482617413831465,0.611932314916173,0.116551825865404,0.215222288573644,0.279377733103214,0.357597059272116,0.117199283450166,1.258174946612,1.00874484196934,1.16688830770495,1.88531580756504,1.48170927722496,5.21238121241439,3.03989814331698,6.14029432525587,6.88710512444365,6.04250512443334,4.17228498698858,3.30146617525168,4.48779963281103,3.48790057051076,3.56686746658647,6.71214238290323,2.65906917935523
14,0.469258323002472,1999.99999999998,1000,0.465,24.4008575416667,0.579721778227815,-0.305447475025912,-0.165976645467637,-0.244490871388892,0.634361582525353,0.357690264930487,-0.148034206860574,0.747652209214825,0.348857569796166,-0.164670848637432,0.422935982502816,0.0363263130981805,-0.0364708880279255,0.292437065224666,0.720271053257502,0.814280829087411,0.058701728598659,-0.0929862726613172,0.380077428769519,0.32076422153812,0.357909896875042,2.11947137760986,0.414983081624546,-0.0287575881675706,0.00260986177190127,-0.0299799657793151,0.00112466222159897,0.00530846558559605,0.52208124237633,0.13316509700977,0.23530485735558,0.403728112097439,0.0484589803839959,0.154396678906082,0.0588209773622755,0.119552629647784,0.0393058600274837,0.313909885580931,0.0487370340550601,0.222065809637199,0.0298222465502233,0.168282192274996,0.487770934843109,0.604396818374326,0.114320078569442,0.214183874447837,0.281801307173265,0.354914708576961,0.115538495227087,1.20944798067489,0.991662342491786,1.17836149579495,1.89449926531211,1.47395576951459,5.13661754795985,3.08555841447838,6.41285139714277,7.10914080413957,6.02287146912309,4.21134136828223,3.19295840787056,4.50385814554798,3.46017148882453,3.60163235190988,6.82897454409655,2.69674899650628
15,0.559840010072539,1999.99999999998,1000,0.4755,24.0987265833333,0.580085398051631,-0.312092590908555,-0.169774075696449,-0.248447028771244,0.636794178485597,0.365795030646149,-0.153459963258114,0.77683119868655,0.352918939930416,-0.165381628333512,0.429856351934549,0.0400157755140362,-0.0394497226735887,0.287377949531177,0.729037356132854,0.81072275256528,0.0532104223574966,-0.0907365035005697,0.379681174267817,0.328594114911928,0.353193451995411,2.13149513765132,0.403554571586911,-0.0312756457520513,0.00302465619483767,-0.0300463464898488,0.00313720334134052,0.00591901680981981,0.515158796372046,0.13413038270581,0.231332087411054,0.406721327258605,0.0482872931332595,0.147490446622734,0.0599339871434937,0.117424719562884,0.0395476893020558,0.310000993155667,0.0499184884725278,0.2178487513611,0.0294644373557764,0.168770260661748,0.489319883926407,0.598650197790541,0.112116162432583,0.21308673703808,0.285403977288255,0.35235667305006,0.113781730624087,1.18042384650979,0.997783573873183,1.19276135845478,1.91640770618344,1.47947419551013,5.04731020993236,3.16761271457204,6.70663837156685,7.31678045901064,6.03267520198787,4.21725933269422,3.1268760870037,4.54899941441733,3.44157034104997,3.63350337288213,6.9899034073572,2.74462776525515
16,0.659254332430722,1999.99999999998,1000,0.477125,25.919781875,0.581901917552356,-0.31526727379847,-0.17467954311194,-0.247739863787745,0.636295580304942,0.369159116821407,-0.158908709088748,0.794272774845177,0.356817468859855,-0.171955130200928,0.431143436311777,0.0411075727823081,-0.0449491952547971,0.279246922169935,0.739321113493757,0.811112209688034,0.0527664453876229,-0.0884243022307371,0.379473354937166,0.335714090274105,0.347900635175091,2.14508465164392,0.392906645560518,-0.0328201940556729,0.00390632972830732,-0.0298592977410831,0.00545511418600969,0.00633833708924914,0.512837061521583,0.136247432270702,0.226202940651803,0.405118622835885,0.0483003328415056,0.141890426329452,0.061379125542313,0.115390539747911,0.0392688761865823,0.308038912388729,0.0509087084905621,0.212167717230132,0.0292761254152354,0.168726704206144,0.491151392949574,0.59254936316424,0.109001315326241,0.21133862467294,0.291084184281237,0.349958636632526,0.111600482173508,1.16347572986766,1.0016283328825,1.19015727116168,1.92786964954269,1.47441268943716,4.97482653904434,3.20214857983295,7.06784919454122,7.53931754599959,6.04567767064576,4.21086969120302,3.07528927986228,4.57440804873325,3.38983849923009,3.66703511556998,7.16969747993732,2.77510083189156
17,0.763091341464051,1999.99999999998,1000,0.476375,23.6794255416667,0.582155796383101,-0.317416430788063,-0.179883119716606,-0.243353865386113,0.629080496012271,0.378834712652172,-0.166808534454022,0.806515520163676,0.356940007194304,-0.178561644095456,0.430700825915309,0.0441311945662162,-0.0514674141836128,0.279712180728583,0.743384224761171,0.816900167756446,0.0604763099748561,-0.0857355881621968,0.378417941014984,0.341371795346575,0.344181379820919,2.15829260035577,0.381049623895681,-0.0351356069593711,0.00503083571017379,-0.0288694388653343,0.00633827199563476,0.00588362432043034,0.510761544568804,0.140002037063576,0.220009437320521,0.398457046276133,0.0483678335696564,0.138688621397173,0.0630228297704157,0.11253709168998,0.038890594258941,0.305851411356287,0.0515387730012703,0.205727805887792,0.029558938980284,0.167761138435342,0.492252442464522,0.590964156950172,0.105492851927119,0.209782066344817,0.298648836177825,0.349971933697568,0.10880262814436,1.15233644527111,1.02836118301326,1.16898314692788,1.92248808075498,1.46841847725954,4.93515592159064,3.11809650214054,7.51692029784007,7.70894841439968,6.12134810457127,4.20033263743976,2.95360423285182,4.62557475888931,3.28279976977527,3.65845237683996,7.26269168293445,2.7490571174101
18,0.874585638087458,1999.99999999998,1000,0.46575,23.0027957916667,0.584645105837837,-0.322448033122347,-0.184527670594198,-0.241243029488879,0.62539326448768,0.398661286590097,-0.179545602874928,0.81784571774028,0.359976725461882,-0.183072675094014,0.427389581199873,0.0475069575564866,-0.0578679796756058,0.28529364724696,0.750175283017526,0.819962503112726,0.0651373890302941,-0.0803891345341615,0.378499746196741,0.347783182816222,0.338364238846852,2.17784532611929,0.375498683278617,-0.036883691344897,0.0070605035844004,-0.0272717510423007,0.00624116127067178,0.00487413747615075,0.506398367104999,0.143462909739763,0.212688585906109,0.388502204260084,0.0479040637962919,0.136625800051342,0.0642608782475956,0.108678094679715,0.0384849918734309,0.303045569924031,0.0518441932602899,0.199812424146679,0.0297356375963944,0.167367375098409,0.494804620319658,0.589279369648365,0.10170994045579,0.209264644394252,0.307197065191759,0.349905595381131,0.106286191044208,1.13164447794545,1.06493851180033,1.13962969006962,1.90849508042964,1.46770377982178,4.84790341795222,2.96296055495637,8.00163623513317,7.83318904987699,6.1938302384409,4.19737494050812,2.8255803160266,4.68738939323046,3.17661283042471,3.62197046454108,7.37547268238538,2.68365183448771
19,0.993695306387773,1999.99999999998,1000,0.4705,23.155337875,0.588710691951529,-0.331095330718998,-0.188695930973376,-0.244245234313657,0.62541583520511,0.426739869310313,-0.198940337954919,0.834006828502873,0.382136918868672,-0.200727394539634,0.419640741779856,0.0475797866986446,-0.0598167171320417,0.287910337585254,0.761456577284403,0.817147090659098,0.0542398914178264,-0.0714931370166048,0.380199816165804,0.350038008221483,0.326668473050961,2.19479797617967,0.371782337362831,-0.0377716086618705,0.0102197995903243,-0.0257864342835403,0.0061632904327313,0.0035313994575811,0.499227958840999,0.14565374572167,0.20565304375116,0.377534160532868,0.0469408019493509,0.134245640643447,0.0639569296186946,0.1052964361596,0.0383567481152948,0.300260243117708,0.0522236036870314,0.196399670290973,0.0297296365616278,0.168297840488009,0.495590932822416,0.586771094750544,0.0990419756493447,0.210844666075375,0.314438510183666,0.346932109568752,0.103557010601199,1.10053589823937,1.09845442730445,1.12546960790884,1.90693730677814,1.46957626359543,4.68452357705472,2.86476987552767,8.49733437063781,7.95262512881105,6.28187549179448,4.15101442113099,2.68822521281439,4.72679617098623,3.14281589372079,3.5994528002442,7.56663858805101,2.59240037088942
20,1,1999.99999999998,1995.88609848301,0.478125,23.2751710416667,0.589012152064434,-0.333045873801087,-0.189747444233039,-0.240993357528814,0.625254726668532,0.427175693861839,-0.200506342880717,0.838221291670291,0.389866051210423,-0.206569934209708,0.415472186385277,0.0464419471700198,-0.0589065188538466,0.285826106132421,0.763718130271322,0.818298696200001,0.0504901421421974,-0.0696180928006692,0.379829982205426,0.34949947760291,0.325796902053663,2.19482811721818,0.368143608049427,-0.0380584454634945,0.0107139878477671,-0.0252045804621134,0.00617242273862839,0.00318929152583191,0.498082066451681,0.146068408271556,0.205022318575083,0.374573142604887,0.0467632186713024,0.134238011097773,0.0634874990942071,0.104933430430277,0.0382866671524185,0.300083839738844,0.0524525302984683,0.196475489298687,0.0298942568928683,0.168814011497513,0.49343400560557,0.587968714688837,0.0989407334569649,0.210848170054323,0.316088341181784,0.346402406823971,0.102700838826643,1.09795100502565,1.10018570086311,1.1328680166233,1.90144385320782,1.46011607373057,4.64373896384604,2.8700276838617,8.59612260951424,7.97817926036713,6.28014424418858,4.12003273186523,2.63300590937783,4.73461768542988,3.12272962218286,3.55162704756201,7.59911061656646,2.55452638646108
