metric,base_med,base_q05,base_q95,flag_med,flag_q05,flag_q95,delta_med
rstar_end,0.754523185097793,-2.76023643463236,4.17582881792464,0.723035972497997,-2.75788884421976,4.0751413477124,-0.0314872125997958
nairu_end,5.26974454017608,4.36614594503322,6.21942749852032,5.23491896867393,4.34748121654675,6.16074363043724,-0.0348255715021422
gap_end,1.21262644272522,-0.0322229259558197,2.66225110912946,1.14029589411022,-0.0751265356538623,2.57021604400938,-0.0723305486149961
trend_inflation_end,2.4886505388119,2.16302513026429,2.81372407450352,2.48881345839635,2.16873451924861,2.81457645468854,0.000162919584449916
gap_2020Q2,-2.68494985128283,-5.43715937048641,-0.257457556988095,-2.30719799948306,-5.30800132948703,0.0303509388633598,0.377751851799772
