metric,base_med,base_q05,base_q95,flag_med,flag_q05,flag_q95,delta_med
rstar_end,0.754523185097793,-2.76023643463236,4.17582881792464,0.701630836697455,-2.95924845976218,4.28402213618238,-0.0528923484003379
nairu_end,5.26974454017608,4.36614594503322,6.21942749852032,5.24135706607411,4.35687620197189,6.18781086931735,-0.0283874741019661
gap_end,1.21262644272522,-0.0322229259558197,2.66225110912946,1.22243074721008,-0.0559746003960613,2.70202161870372,0.0098043044848608
trend_inflation_end,2.4886505388119,2.16302513026429,2.81372407450352,2.48741705899298,2.15338691616418,2.81425830708874,-0.00123347981892152
gap_2020Q2,-2.68494985128283,-5.43715937048641,-0.257457556988095,-3.29103636666531,-6.10140449683993,-0.407235515006783,-0.606086515382477
