param,neff,post_sd,pooled_mean,q05,q50,q95,rhat_classic,rhat_rank_bulk,rhat_rank_folded,rhat_rank
phiu,4.356811374577,0.00346712700630397,-0.00789691495626998,-0.0139919172249651,-0.0075913849842891,-0.00278183659799386,1.13733443008397,1.14104602306708,1.02855586231314,1.14104602306708
kapHyp_la_w2122,4.36625739093585,0.564275850516734,0.777882157362654,-0.15771780308848,0.782260175029355,1.69720169425379,1.13697756835281,1.13596334063881,1.03141985455361,1.13596334063881
sig_c,4.58222647647153,0.0395719391272796,0.370450855978969,0.308975806569109,0.368231615896737,0.439495005559062,1.12929767071553,1.13007678690569,1.01901684802072,1.13007678690569
kapy_20,4.69875877169534,3.920957101343,7.08666086440135,2.24853408461764,6.41089297134099,14.3763624711502,1.12550209285255,1.15543848196507,1.01953478589761,1.15543848196507
kapc_2021,4.99110497763232,2.78646238184247,5.30810921631251,1.60418855292065,4.94107094808324,10.3952703291461,1.11689617720779,1.1619219077143,1.02177355842732,1.1619219077143
phi2,5.21340651609679,0.128687715332372,-0.444757791558573,-0.633471687360898,-0.457220498565127,-0.211647595461862,1.11110495560181,1.10730352245198,1.02319282676934,1.10730352245198
kapHyp_lm_w2020,5.61535101098197,0.342687641979645,1.50314553478459,0.925565023562021,1.51102077684326,2.0492320044066,1.1019737492715,1.10227193758869,1.01359237295932,1.10227193758869
sig_k,5.69333097786856,0.00571885734647546,0.0733215179199696,0.0647915241012812,0.0728404426066608,0.0834780556352059,1.10037371437926,1.0893510136631,1.03372639577493,1.0893510136631
kapk_20,5.7650679924244,1.90027788626121,3.30802265184552,1.27744320865129,2.82837955432583,6.96127149748064,1.09894557971412,1.15160153444484,1.02058179399492,1.15160153444484
sig_Ustar,5.99327970175831,0.0144973944955423,0.097070540930784,0.07515278336008,0.0959760150999304,0.122436713598042,1.09466144007802,1.08979197911387,1.0234372028436,1.08979197911387
sig_pr,6.12318747124809,0.0247453583084011,0.180380476532662,0.141694298468012,0.179042189365198,0.22358830555481,1.09238473958971,1.0912381693138,1.01414087807965,1.0912381693138
sme_pi,6.12851199499442,0.0445854445874291,0.646311662008327,0.57807827017152,0.643780917225357,0.723390129536015,1.09229376292117,1.09075009094817,1.01273505383381,1.09075009094817
rhopr,6.22806007339142,0.0852736950527239,0.811288783443262,0.66454029816567,0.815622230403933,0.945672989213035,1.09062530241226,1.0932831201256,1.01851298620762,1.0932831201256
phisum,6.31841766218364,0.0222746132281747,0.955237471165494,0.914075690156432,0.958740755837137,0.984946865420632,1.08916235128029,1.10460395044017,1.02100396114772,1.10460395044017
sme_hpp,6.32102138149281,0.0312862737339741,0.355243941445333,0.305001830465383,0.354491279416304,0.407911168032376,1.08912089630749,1.08944626724745,1.01115709323453,1.08944626724745
kapu_2122,6.54083046383504,0.731444323627845,1.89400717608379,1.13310350330513,1.69923565574416,3.31838794193158,1.085755176849,1.1119436656076,1.02313154157301,1.1119436656076
sme_pr,6.59702526979671,0.023592643239293,0.228023427141657,0.189376670136188,0.22794356783129,0.267415992805585,1.08493519877205,1.08569455940359,1.01881986754669,1.08569455940359
rhok,6.62659773501923,0.0203435201172857,0.974798167048669,0.935408304350156,0.980015668979257,0.996027916963696,1.08450996181422,1.10462553159384,1.01423584523568,1.10462553159384
gamma2,6.76428034201351,0.0600347356653292,-0.230368657696406,-0.33467000272929,-0.226598654233285,-0.138888298308897,1.08258502248343,1.08135279873922,1.01432520035733,1.08135279873922
m93_U,6.87326686917075,0.430597241981422,1.69506865228501,1.036253847395,1.67159153035674,2.44038020828379,1.08112245133854,1.0853273490594,1.007097280855,1.0853273490594
sme_k,6.88925863327668,0.00521176573503288,0.0580075320677595,0.0501188867221614,0.0576433670750997,0.0670733386107336,1.08091219931358,1.07932382928707,1.01108723115674,1.07932382928707
m84_y,7.10456784839267,0.41460922472703,1.22375837349216,0.653957867917426,1.16540450995911,1.99529463624305,1.07818409605599,1.0736775282403,1.01977279893335,1.0736775282403
gwbar,7.20282055653736,0.0663397328036562,0.352316980578721,0.244006137550037,0.352163186007285,0.461630789003261,1.0769994551177,1.07694818427568,1.00531007916076,1.07694818427568
gamma1,7.24692261876988,0.0699722632123403,0.505765276696981,0.391472289561565,0.505677154103231,0.621204389067852,1.07647932263141,1.07647644308628,1.00725467936873,1.07647644308628
m84_z,7.45083924378589,0.46316432556868,1.88452283078936,1.17024778364207,1.85622649502936,2.687081096884,1.07416306613674,1.07633512876697,1.01363141610879,1.07633512876697
kapHyp_la_w2021tot,7.6678064197338,0.540429330055347,0.630065542752622,-0.268958705868813,0.631881990854225,1.50740979395765,1.07184799058177,1.07185533045542,1.00950496491179,1.07185533045542
kappi_2023,7.71622304766291,0.515083038442166,2.24372898954479,1.56607128568553,2.15850593205189,3.19715347331558,1.07135098845182,1.07395061896358,1.00960873207771,1.07395061896358
sig_hpp,7.83493773691114,0.0327869123240649,0.231614140271808,0.18163613459895,0.229287887446053,0.288709019111557,1.07016101404787,1.07009359342684,1.00472312490665,1.07009359342684
kappr_2122,8.18385916666553,0.801298589814107,2.4230132871075,1.42445943244544,2.28045400801438,3.90061082981296,1.06688274826195,1.07649473330758,1.0120302343416,1.07649473330758
xi1,8.2629586921113,0.0587489318479733,-0.276720867875932,-0.376744790696413,-0.274706313387505,-0.183679021049982,1.06618176650214,1.06580277586048,1.01210236914905,1.06580277586048
kapu_20,8.32705658049959,2.77577351497899,5.59242140714865,2.24833295191129,5.04632442601127,10.8002971156144,1.06562442707328,1.08105073409984,1.01171279521463,1.08105073409984
m84_c,8.36142831551706,0.337312062355139,1.71455419118866,1.20834344188228,1.68808308423683,2.3064637390417,1.06532941323646,1.0672329528166,1.00443387275142,1.0672329528166
kaphpp_2022,8.38272229556425,0.991752850592131,3.8129360878574,2.47049039946071,3.67160223530766,5.61085644346249,1.06514797446586,1.06922645381994,1.00927862427136,1.06922645381994
sig_z,8.6839520350589,0.0403395764814633,0.33083830852946,0.267719090847069,0.329249374387125,0.399709007034953,1.0626852780769,1.06298233810667,1.00864279550066,1.06298233810667
phihpp,8.76310960906359,0.0173027607839711,0.0113607218213758,-0.0172888637369726,0.011472363015994,0.0396348134438863,1.0620687420993,1.06161112313072,1.01269087701528,1.06161112313072
theta2,8.83524846707836,0.0821001516453953,0.0934442688303979,-0.0405276463056858,0.0927743057192582,0.230334402930326,1.06151735056896,1.06203771741665,1.00901393883941,1.06203771741665
sig_gpr,8.92761613763154,0.00747334398276772,0.0364638819651565,0.0259837367738881,0.0355393199052259,0.0500834059262077,1.06082549421841,1.0666299562122,1.01007742464869,1.0666299562122
sig_w,9.0009134954195,0.00487496682428751,0.0571662163906508,0.049842976510769,0.0568012596271972,0.0657532824705713,1.06028746454735,1.05836645062722,1.00915103704972,1.05836645062722
alpha,9.04865620907349,0.0420470525625446,0.356094026575612,0.286940678024751,0.356073835284077,0.425440883109051,1.0599421092765,1.05986806812572,1.01289296441065,1.05986806812572
m93_pi,9.19907722896368,0.223165047120617,1.75605993972812,1.42288406605082,1.73839181104349,2.14726594684763,1.05887944565466,1.06312162868211,1.00859947339232,1.06312162868211
phiy,9.39579230673901,0.014033595206324,-0.0220465415157297,-0.0487889712569662,-0.0192816333414178,-0.00487648346945166,1.0575453436329,1.06508813044256,1.01624346049391,1.06508813044256
sig_pie,9.63365005758626,0.0195731385139567,0.208915075734396,0.178455018772904,0.207813018249598,0.242838427460564,1.05601086517823,1.05584573576252,1.00684958586379,1.05584573576252
gzbar,9.73823982805206,0.0717559396305621,0.149270641201105,0.0307130405432405,0.150005348820124,0.265807880046971,1.05536175247065,1.05529329340937,1.0052111334875,1.05529329340937
kapy_21,10.0340051891312,2.00800602882295,4.26581212316242,1.80253868067045,3.88755188383252,8.02171251969536,1.05360504967484,1.06243674115605,1.01893506870627,1.06243674115605
sme_w,10.1884093184751,0.00480241300948001,0.0569596956377628,0.0495762939802095,0.0566714148103325,0.0653541494499899,1.0527315624447,1.05246629012754,1.00473509813824,1.05246629012754
kapHyp_lm_w2021,10.2926506173907,0.403070156551378,0.917061872977486,0.24635316012207,0.922287632019854,1.56375327971693,1.05215778531219,1.05176159853056,1.01001152043849,1.05176159853056
sig_gw,10.4371925480259,0.00392106988455556,0.0295603654301105,0.0236651248361898,0.0292371394941936,0.0364692248304029,1.05138254707584,1.05187297536359,1.00966070601084,1.05187297536359
rhohpp,10.517321344448,0.139938100917802,0.568506580605049,0.332931908702763,0.57038016049798,0.794149851831994,1.05096263678412,1.05067362453001,1.01046831641457,1.05067362453001
rhoU,10.6348538489723,0.0977088967785148,0.636330766603825,0.469723722029578,0.639766062654944,0.789760936786228,1.05035899120036,1.04973358488676,1.00803533606085,1.04973358488676
alphapi,10.687164879655,0.0482114178498659,0.122880158112677,0.0514122912483654,0.118518006101177,0.208043997509149,1.05009489963587,1.05354097955866,1.00665386479502,1.05354097955866
kapHyp_lm_w2122,10.860281142232,0.375126230568583,0.734867787408025,0.11038329908479,0.737435151944789,1.34666185201467,1.04924034945473,1.04904709722651,1.00929763730776,1.04904709722651
lam1,10.9378702974042,0.10419007318644,0.300853967488834,0.130503995033001,0.300500024071634,0.472465726524643,1.04886674288697,1.04904134378193,1.00727558689522,1.04904134378193
sig_ghpp,11.0863694167961,0.006895029201789,0.0340748665292952,0.0245124201493074,0.0332157522796538,0.0467378813310954,1.04816728257502,1.05023441811971,1.00455750241314,1.05023441811971
rhow,11.2392365991234,0.0271492303509566,0.958030682549659,0.905838386128336,0.963099843526319,0.992590432727768,1.04746787069958,1.06755927556588,1.00546424159201,1.06755927556588
