flag,n_params,max_rhat_rank,median_neff,econ_deltas,latent_deltas
FixSingletonKappa,75,1.1619219077143,9.0009134954195,gamma2: base=-0.2244 flag=-0.2266 d=-0.0022; nu: base=-0.0181 flag=-0.0154 d=0.0026; alpha: base=0.3586 flag=0.3561 d=-0.0025; phisum: base=0.9591 flag=0.9587 d=-0.0003; phi2: base=-0.4563 flag=-0.4572 d=-0.0010; rhoU: base=0.6491 flag=0.6398 d=-0.0093; sig_k: base=0.0725 flag=0.0728 d=0.0003; sig_Ustar: base=0.0932 flag=0.0960 d=0.0028,rstar_end: base=0.755 flag=0.702 d=-0.053; nairu_end: base=5.270 flag=5.241 d=-0.028; gap_end: base=1.213 flag=1.222 d=0.010; trend_infl_end: base=2.489 flag=2.487 d=-0.001; gap_2020Q2: base=-2.685 flag=-3.291 d=-0.606
PoolAcuteOnly,69,1.18808052084534,8.18258542858649,gamma2: base=-0.2244 flag=-0.2328 d=-0.0084; nu: base=-0.0181 flag=-0.0172 d=0.0009; alpha: base=0.3586 flag=0.3584 d=-0.0002; phisum: base=0.9591 flag=0.9562 d=-0.0028; phi2: base=-0.4563 flag=-0.4408 d=0.0155; rhoU: base=0.6491 flag=0.6544 d=0.0053; sig_k: base=0.0725 flag=0.0716 d=-0.0009; sig_Ustar: base=0.0932 flag=0.0962 d=0.0030,rstar_end: base=0.755 flag=0.723 d=-0.031; nairu_end: base=5.270 flag=5.235 d=-0.035; gap_end: base=1.213 flag=1.140 d=-0.072; trend_infl_end: base=2.489 flag=2.489 d=0.000; gap_2020Q2: base=-2.685 flag=-2.307 d=0.378
