stage,phi,ess_pre,ess_post,acc_rate,wallclock_s,lml_inc,m_stage,n_cloud,wf_m,wf_p,mean_gamma1,mean_gamma2,mean_xi1,mean_xi2,mean_rhoU,mean_theta1,mean_theta2,mean_rhopr,mean_lam1,mean_lam2,mean_rhohpp,mean_chi1,mean_chi2,mean_rhok,mean_rhow,mean_phisum,mean_phi2,mean_nu,mean_alpha,mean_gzbar,mean_gwbar,mean_pistar,mean_alphapi,mean_phiy,mean_phiu,mean_phipr,mean_phihpp,mean_phik,mean_sig_c,mean_sig_Ustar,mean_sig_pie,mean_sig_z,mean_sig_gz,mean_sig_k,mean_sig_gk,mean_sig_w,mean_sig_gw,mean_sig_hpp,mean_sig_ghpp,mean_sig_pr,mean_sig_gpr,mean_sig_xi,mean_sme_y,mean_sme_pi,mean_sme_w,mean_sme_U,mean_sme_pr,mean_sme_hpp,mean_sme_k,mean_sme_pieobs,mean_m84_y,mean_m84_z,mean_m84_c,mean_m93_pi,mean_m93_U,mean_s0_y,mean_s0_u,mean_s0_pr,mean_s0_k,mean_rho_c,mean_kapc_2021,mean_kaphpp_2022,mean_kappop_2021,mean_kappi_2023,mean_kapHyp_lm_w2021tot,mean_kapHyp_lm_w2022tot,mean_kapHyp_lm_w2023tot,mean_kapHyp_la_w2021tot,mean_kapHyp_la_w2022tot,mean_kapHyp_la_w2023tot
1,0.00583061311230368,1999.99999999998,1000,0.204375,10.3008315,-7.72664071018973,2,4500,500,9,0.586100268232651,-0.201964510035008,-0.279933928769981,-0.182595303923131,0.543453450695136,0.23908091567205,0.224051904572944,0.496522980296291,0.209353213545472,0.247249611381879,0.467446824385126,-0.00108289116170145,-0.0118053006958313,0.487483935782552,0.516208378638245,0.53833320150258,-0.186207079767982,-0.100859623467199,0.352064826669526,0.292139042033109,0.388684149330639,2.5424179707462,0.436573722435383,-0.0693786833730306,-0.0345808132241226,-0.00344538953008636,0.00245038686085621,-0.00180715467662465,0.68204143230174,0.141290396190546,0.289571261935671,0.470640439123439,0.0469386669086409,0.280652549604331,0.0471683606276248,0.180077743414138,0.0465171088292212,0.371543546630385,0.0479599313230943,0.278291388457187,0.0461172500030285,0.138753638493435,0.554716677459708,0.916692650564022,0.174464429292025,0.233842675763963,0.293127421979949,0.461170865125254,0.184769835857055,0.299999999999999,1.78367884314344,1.68038746184649,1.5971869781715,1.71875106778287,1.7717033351916,1.88121295490113,1.85254513544719,1.84478505102125,1.87777057380525,0.60842235594572,3.27747158385133,3.42608749900229,3.35566303182124,3.31777552742239,0.924769032029522,0.936284460472774,0.863330254933024,0.709259274413429,0.675878039436571,0.673725925402161
2,0.0135921357510508,4500.00000000003,2250,0.211375,10.6488157083333,-9.23848425736523,2,4500,500,9,0.572746425489288,-0.191719770968937,-0.312283937706513,-0.152297710116448,0.575590673422813,0.245692822290958,0.164143317482389,0.494344121573975,0.207108176837602,0.207986354489233,0.46400819036707,0.00576880483153699,0.000190481668836715,0.506504878051112,0.536357766770995,0.532729944017694,-0.191423625502354,-0.0881401160655039,0.347202325017752,0.284371470369684,0.390590412713487,2.51937469383488,0.371642356002053,-0.0678975519829382,-0.030368194930498,-0.00560216666238971,0.00131144396673725,-0.00150295217273601,0.635781504179565,0.141804023640001,0.283912163829502,0.470239532527378,0.0470812937097855,0.268336161028839,0.0477400493102675,0.170055390047857,0.045551297479843,0.377541827366461,0.0522772904154032,0.274621239915437,0.0454401843440078,0.139067555544981,0.542602919879912,0.868757639572289,0.161399709962122,0.226791598519428,0.292604065279769,0.439370940187406,0.176312012873598,0.299999999999999,1.77243477420769,1.6818360843842,1.5283109840696,1.70676299979309,1.83563456036392,1.85096961701139,1.86169301905159,1.84545914696829,1.84211861026582,0.618632629793698,3.18463702706586,3.47015765140009,3.17251804397965,3.11128942217385,0.915320087804806,0.934288958870441,0.824596052511947,0.702834510392028,0.690514793939616,0.705843673472901
3,0.0218321443834836,4500.00000000003,2250,0.23525,10.604174125,-9.03837894332224,2,4500,500,9,0.542462188650285,-0.178451887658212,-0.346635395889604,-0.149305837978627,0.586212458925835,0.292313507566785,0.196914692610073,0.532789115936366,0.179454321289938,0.160966424834268,0.466818156440944,0.00324407841979747,0.000462022772899563,0.549770046381123,0.537794249775148,0.51928776248821,-0.222230054797594,-0.0686071754693998,0.344989203226095,0.276303809805435,0.391915833551047,2.52438552927816,0.319280795064102,-0.061570518559715,-0.0267434739564661,-0.00837215714704349,-0.00105215065872854,-0.00141284830306991,0.589910180338968,0.144058196497376,0.27446380105402,0.473581643805922,0.0455373319304306,0.257397223257231,0.0489872735067798,0.161665444905496,0.0442148308030979,0.391533677327845,0.0615706564024663,0.274265728935656,0.0461340895827048,0.135162869345112,0.537120132003512,0.833312736911002,0.149056762551506,0.221844401962139,0.288681509368258,0.427163071287635,0.164074610569798,0.299999999999999,1.69006472695245,1.66068049373803,1.46289681244302,1.70813336692206,1.97796206605375,1.76996590698278,1.82318423854,1.86227474298538,1.91363883584135,0.63496149090352,3.16697341026331,3.62046608122286,3.01853148861693,3.03934458821171,0.922234817266845,0.932739404628949,0.826073669202339,0.748210876686991,0.702307896292883,0.749044387858604
4,0.0307862029071987,4500.00000000003,2250,0.27075,10.631738,-8.9879863992565,2,4500,500,9,0.517699742664967,-0.162826861692549,-0.387626961005046,-0.0887322898376808,0.621010644698007,0.329219979413739,0.262373130155131,0.570491003382744,0.115212827195803,0.167013074129911,0.485441399781286,-0.0381422841607356,-0.0258096825778634,0.612004969363393,0.517279532071216,0.517656551686489,-0.26590493844618,-0.0539849587475924,0.340501804942556,0.259987513317249,0.408764490222379,2.52860825151074,0.271970914895942,-0.0575032857141171,-0.0236565944336908,-0.0110137111841138,-0.00370340454106306,-0.00124513410497258,0.558426767211862,0.140539249157201,0.264132965399658,0.463122597694609,0.0442101810840915,0.239609887336732,0.0491854122402954,0.150839197451742,0.0422564503267574,0.398671653249042,0.0702739288310633,0.274736867940781,0.0460201268673398,0.128141710953767,0.512179449864804,0.815003578706346,0.136885428888633,0.212633222476585,0.28490661387972,0.421116077643142,0.151307815184172,0.299999999999999,1.66063263310004,1.59434682939238,1.3342814684334,1.69529516645875,2.06909417420246,1.6612341451193,1.78297329349158,1.89452311548744,2.12807735694927,0.643552849678152,3.26288371527166,3.825562482853,2.77893261520251,2.91579301658963,0.950704833889362,0.971023803840507,0.813118550819793,0.809876661224619,0.690856644993731,0.814262789892273
5,0.0417615478541289,4500.00000000003,2250,0.303125,10.5667954166667,-10.0696659594596,2,4500,500,9,0.509515529033351,-0.159464566696769,-0.410763372239067,-0.0519145008550912,0.674960761898946,0.377066172603973,0.302417245900894,0.616524744190726,0.0766149979512527,0.101511571302095,0.535865602740664,-0.050603229039054,-0.0303339284081075,0.682879321989965,0.525701666136195,0.521075616297992,-0.262393314813911,-0.0440835121760825,0.336854003394669,0.253150563495103,0.4319022098767,2.50633596869526,0.216257458137693,-0.0554476255595266,-0.0205112414646465,-0.0128013563336048,-0.00779438638652144,-0.00199793471991301,0.528453312768484,0.138147275222843,0.251525530050135,0.454744442314063,0.0429780906479405,0.224060896981703,0.0496555883777595,0.141462939643045,0.0402303879726561,0.406224640358044,0.0746666922840548,0.269094613925096,0.0457180397069194,0.124079649993916,0.485980358558526,0.813427091139711,0.127658407470119,0.209487266127227,0.281996522606028,0.415719015823133,0.142693006764639,0.299999999999999,1.5882844260112,1.52375847357025,1.16032981956286,1.6965647119626,2.0879784762655,1.51470522195011,1.76438951375644,2.00187332519562,2.20139630360929,0.66819479794839,3.22246984992493,3.94250383783604,2.65969447403101,2.84459321595265,0.968269336317962,0.997041864337617,0.811328556493652,0.841786784798062,0.687866187387015,0.895072248179016
6,0.054962332142076,4500.00000000003,2250,0.331125,10.6497551666667,-11.1079530186043,2,4500,500,9,0.511290475542815,-0.165113691294812,-0.374222344602702,-0.0297345884528545,0.719942028342683,0.378226324096254,0.282484510948079,0.633562379077063,0.0721866765900105,0.0491593352370164,0.585016161266761,-0.0534446100370628,-0.0393129363628508,0.731681941429221,0.568115700396543,0.527756146195907,-0.264188755606126,-0.0489482308101118,0.332257455038606,0.262657665266451,0.447645279192416,2.4849449959697,0.173373869804517,-0.0510852416916944,-0.0183251091978055,-0.0134088266120304,-0.0107612825652501,-0.00347017612424285,0.500389535018624,0.130573956278861,0.242351762483168,0.448543763777109,0.0427491927780272,0.211398611138043,0.0498581533381921,0.13660772194114,0.0388189289769789,0.413647333052634,0.0736559452603862,0.263524989718225,0.0460875830938499,0.122678310583672,0.46717764043218,0.812671015015318,0.122218898216803,0.208595175911435,0.276157410384124,0.412323687928471,0.138489566408927,0.299999999999999,1.5256955883378,1.47673478308846,1.11585669475854,1.6621956785606,2.07717039231099,1.39716867695787,1.74892556039162,2.15808276087714,2.25590285048618,0.691642762334932,3.24586867783994,4.04671860115189,2.50961641856897,2.80469896201822,0.986686769294075,1.04295267352556,0.810691995847128,0.874587996937809,0.6818445142866,0.912807258669328
7,0.0712913320631575,4500.00000000003,2250,0.335875,10.7730600833333,-12.7260857987175,2,4500,500,9,0.520161048172537,-0.179546348355096,-0.349526463777427,-0.0193908695430923,0.757456128208422,0.329045576443439,0.229336204549119,0.630268822712559,0.104737707612328,0.0201131715241777,0.623053252921886,-0.0484891189581323,-0.01776745736471,0.751107260082153,0.630145214076824,0.523392779214995,-0.278282619365495,-0.042299092114046,0.332282443435907,0.277336683675459,0.448468209938501,2.47156250242022,0.145435116124538,-0.0476931697574822,-0.0163260754154177,-0.0134897332905374,-0.0134557565523226,-0.00389550159123034,0.480093303000122,0.128212083754435,0.234898944500991,0.440317459987673,0.0430891064529802,0.198929263594983,0.0496817808264762,0.131853741719571,0.0376627235091073,0.404731227993337,0.0691674664003072,0.257481404650838,0.0467524514590592,0.125143125657728,0.458501526613846,0.794917537853597,0.120066153273822,0.209415411348387,0.267313151323944,0.404260884046873,0.136359852108958,0.299999999999999,1.47140073454045,1.51531556817974,1.10943429608017,1.63738378306231,1.98681732273357,1.30082999211249,1.72709251135141,2.36041672128536,2.17810303033242,0.709399009104391,3.05822416934486,4.19090424658958,2.36188152164666,2.68274070773234,0.988539110326336,1.07529907991838,0.775829966089262,0.899988975756619,0.673345093039846,0.88268681800568
8,0.0907299495619026,4500.00000000003,2250,0.331625,10.9529454166667,-14.1357038498938,2,4500,500,9,0.52055118043649,-0.18860569651452,-0.314020598587505,-0.0349410770712821,0.767499569719089,0.267230883701323,0.144542603471248,0.615311777476724,0.131849163838313,0.0187367217079609,0.639288356655471,-0.0383054673267273,0.00900865233674367,0.764286379865765,0.69885214806081,0.540382536713343,-0.25137221649229,-0.0296597230651531,0.334244146445961,0.297654373192388,0.432884450925159,2.49460613103572,0.137329278715942,-0.0424461181004501,-0.014283957723242,-0.012016881973566,-0.0115091762537952,-0.00341849494494058,0.471464770480117,0.128818398379348,0.227821776820492,0.430797484245793,0.0441853075385222,0.186127258627747,0.0492946621144663,0.128615451115993,0.0365050129574916,0.387720981845161,0.0649283049695636,0.246626656688619,0.0462832772036471,0.132646414592214,0.449824911535806,0.792015841218657,0.11996803263183,0.206721286884219,0.260123112125326,0.393571798650524,0.132822874840602,0.299999999999999,1.46001835158981,1.59844622400359,1.09309246809131,1.61573073659672,1.97187646324356,1.29830844109654,1.71279217915372,2.62790708190564,2.062863187103,0.720419082577483,2.932429119593,4.15748140530132,2.47715825580842,2.64073516454354,1.02587822583881,1.06330355400248,0.776642317305222,0.890230123417441,0.647819502138071,0.86279632404767
9,0.113031064011493,4500.00000000003,2250,0.31075,11.1157041666667,-15.2426124775157,2,4500,500,9,0.524373777721684,-0.183979655396573,-0.2997382941173,-0.0676951240738711,0.767791779974035,0.226686129360812,0.0942248744907209,0.616146818229641,0.16740092243454,0.015851740738442,0.631388870662022,-0.0272772611359107,0.0236770595081855,0.779374116141643,0.736521542841568,0.578765800178089,-0.17432761878992,-0.0235419543808494,0.334912050200382,0.302516889156176,0.412771246524344,2.51519937157627,0.130184081015263,-0.0389461460083722,-0.0130769153837379,-0.00943877784802871,-0.00812629649499133,-0.00239338347938881,0.46066563721968,0.129682935697993,0.223845179747495,0.421386452427339,0.0453720263726813,0.173326256321173,0.0498066206895568,0.125549042613522,0.0356833814538937,0.369788926633253,0.0623976603994198,0.237093285638255,0.0454495708086074,0.141972591002265,0.43552971424079,0.795394366094533,0.11768327860203,0.203000990960574,0.251519649475781,0.386947318711693,0.128975044492744,0.299999999999999,1.51362597820358,1.73343396073548,1.06759264329101,1.56316875142172,1.92706813042054,1.3373552579322,1.71135672276299,2.90373907772402,1.85155134300433,0.718047430877002,3.04986460213583,3.95074649701099,2.46630609806458,2.62677453179799,1.03819470438312,1.02039585302479,0.780834532389007,0.858927414669588,0.626562158425254,0.889094276760275
10,0.134973787401928,4500.00000000003,2250,0.300875,10.8301209166667,-14.1336822639856,2,4500,500,9,0.525914331251033,-0.188677069373115,-0.304455824850363,-0.107368450067104,0.754941170848967,0.200053299115209,0.0694333379825522,0.628996373741988,0.188797860631716,0.0217589582006068,0.611220347496674,-0.014247361227306,0.0259059711092013,0.797066745146705,0.771506186157187,0.632379612323143,-0.103075682540886,-0.025825481819455,0.336064020601636,0.285288494361486,0.393652913793555,2.5481359074894,0.133762210107109,-0.0335971866696871,-0.0113220737682764,-0.00599433392383735,-0.00926104659548084,-0.00112290210044995,0.452482999063548,0.130134878857816,0.22170397742202,0.413180054629316,0.0460264158762911,0.163565563057578,0.0498291618784395,0.124309675407763,0.0356403820832155,0.352292318073395,0.0594118141381001,0.229097661315754,0.0446783221565221,0.146986008258484,0.416735489164967,0.790089097746995,0.113785138141529,0.199600780724428,0.247707626946439,0.383710207021317,0.12459449575454,0.299999999999999,1.63009692175577,1.84173684301819,1.08773243681719,1.54632441484011,1.85958192281564,1.40135976951723,1.71390401564157,3.11372532830833,1.68361687610849,0.71434542840923,3.14641914142853,3.89226330278428,2.50643235928111,2.53868328263006,1.00187421866778,0.981075903277509,0.768742448117481,0.798600027537861,0.586976365014679,0.930540754569722
