stage,phi,ess_pre,ess_post,acc_rate,wallclock_s,lml_inc,m_stage,mean_gamma1,mean_gamma2,mean_xi1,mean_xi2,mean_rhoU,mean_theta1,mean_theta2,mean_rhopr,mean_lam1,mean_lam2,mean_rhohpp,mean_chi1,mean_chi2,mean_rhok,mean_rhow,mean_phisum,mean_phi2,mean_nu,mean_alpha,mean_gzbar,mean_gwbar,mean_pistar,mean_alphapi,mean_phiy,mean_phiu,mean_phipr,mean_phihpp,mean_phik,mean_sig_c,mean_sig_Ustar,mean_sig_pie,mean_sig_z,mean_sig_gz,mean_sig_k,mean_sig_gk,mean_sig_w,mean_sig_gw,mean_sig_hpp,mean_sig_ghpp,mean_sig_pr,mean_sig_gpr,mean_sig_xi,mean_sme_y,mean_sme_pi,mean_sme_w,mean_sme_U,mean_sme_pr,mean_sme_hpp,mean_sme_k,mean_sme_pieobs,mean_m84_y,mean_m84_z,mean_m84_c,mean_m93_pi,mean_m93_U,mean_kapc_2021,mean_kapy_20,mean_kapy_21,mean_kapu_20,mean_kapu_2122,mean_kappr_20,mean_kappr_2122,mean_kaphpp_2022,mean_kappop_2021,mean_kappi_2023,mean_kapk_20,mean_kapk_21,mean_kapHyp_lm_w2020,mean_kapHyp_lm_w2021,mean_kapHyp_lm_w2122,mean_kapHyp_lm_w2021tot,mean_kapHyp_lm_w2022tot,mean_kapHyp_lm_w2023tot,mean_kapHyp_la_w2020,mean_kapHyp_la_w2021,mean_kapHyp_la_w2122,mean_kapHyp_la_w2021tot,mean_kapHyp_la_w2022tot,mean_kapHyp_la_w2023tot
1,0.00640364491891466,1999.99999999998,1000,0.193,10.160527625,-8.13678495435084,2,0.598367440228746,-0.198707613083037,-0.305630228393954,-0.223665108424838,0.547135912205069,0.228940938915595,0.252304106395741,0.499368910987367,0.243812554019457,0.227448682922464,0.497948546115665,0.00836358948388772,-0.00257468023901782,0.501591634561114,0.517450480579108,0.516036902011981,-0.20602157783206,-0.0911277361957015,0.350612763842333,0.290160049748631,0.399681224986578,2.54421347913507,0.441451589436419,-0.0734031371918649,-0.0350535752055045,-0.00161670818251028,0.0022730736139145,-0.000441691111191363,0.691355347404481,0.14366771325205,0.280454704993755,0.466170204378742,0.0463075210540538,0.271993420635733,0.0467500689176669,0.179581823430028,0.0469358446131155,0.371340116605994,0.0469128145737636,0.281291539236933,0.0464088222705536,0.141622851549629,0.546687225296867,0.90137205371032,0.176237170776263,0.230168344837719,0.283445842312319,0.468116088206917,0.184444966573518,0.3,1.74753233619189,1.69607211729112,1.58461075290383,1.70484918354866,1.72697418548387,3.34203799880943,3.60448731441008,3.42465414117663,3.67503101959313,3.40422645025698,3.89033614675489,3.47602753020664,3.50102852568677,3.30683474060837,3.24768844219302,3.48476918287223,3.48853178002169,0.968009068818787,0.929237454839227,0.926064797609432,0.894464438608207,0.953239108741384,0.921791581586946,0.672996800711159,0.718565745677042,0.682475665031856,0.664336930780372,0.674304887810113,0.728836913730664
2,0.0143658161933281,1999.99999999998,1000,0.30025,10.4506328333333,-9.17918170393318,2,0.59122310731409,-0.201052930127747,-0.318889148784807,-0.245871015938552,0.58906010829817,0.171813604632874,0.185403809203804,0.507746630047249,0.267535348479056,0.173590272399625,0.501686541481204,0.0148859252530251,-0.00827680819202872,0.513088163334985,0.547819236479154,0.512616605391002,-0.171243418558864,-0.0829194019600769,0.351537295794702,0.28181139821991,0.397708765479496,2.57992724007247,0.391742811644781,-0.0675061337734453,-0.0309132243852415,-0.00333460296539295,0.00382949821376916,-0.00156532750221239,0.625654560219549,0.143573483676385,0.280099082447395,0.456666557019142,0.0459824854966207,0.252810075207343,0.0452819322711773,0.167102728140382,0.045726062426802,0.355135655830318,0.0470334134272007,0.280183429761395,0.0455210905408116,0.14074786806271,0.531648245853152,0.886724602959639,0.164372421665895,0.221100142331246,0.285239705136796,0.462124473076818,0.181458532094627,0.3,1.75051932707109,1.69650854089211,1.47360398657038,1.72518920962154,1.73493989475568,3.53098693932822,3.66953611415564,3.24772662380893,4.0062457576135,3.51458885394374,4.34836082788511,3.6919800137832,3.73355400695649,3.55228840165789,3.03211452736634,3.5699303988253,3.45240299658927,0.991024174557443,0.931574123049713,0.949485766285797,0.909451856076282,0.961701044529461,0.916546454732342,0.681135037436839,0.718759149918758,0.673432224218727,0.619201468056735,0.666955955529688,0.756517251888062
3,0.0231869614758104,1999.99999999998,1000,0.335875,10.7318022083333,-9.34341319159494,2,0.608218437286336,-0.214588265289368,-0.376710058094014,-0.300005529692737,0.582223924545684,0.0678040187834142,0.153253275029404,0.528470109559142,0.314951056185944,0.121622802636451,0.487250024011882,0.00356832417972759,0.022151086024196,0.537277659789494,0.601251540733893,0.503596021095526,-0.137907401689058,-0.0725373846190222,0.354576227908352,0.266370308644098,0.393869969898839,2.66574654799969,0.329289762705646,-0.0595244775864439,-0.0277544297975689,-0.00689808177352045,0.00982795099978308,-0.00516538667636199,0.565679927730217,0.135961389048866,0.286794469838287,0.447228647087222,0.0455465433114385,0.23096391581345,0.042934887741348,0.153019728303387,0.0434696736414994,0.329445536805565,0.0479940548373347,0.286873246778167,0.0438155372572705,0.13762037932029,0.502270149592162,0.893294117219282,0.153877912833773,0.204845190811909,0.312509345381223,0.455632511493454,0.175914917996899,0.3,1.69720028665987,1.76182459472717,1.3267136222636,1.69257234505814,1.74401702071535,4.38886144909508,3.72370130047722,3.00733120401195,4.17784504348068,3.92392884532423,4.480289683708,3.95752449229102,4.01820349332281,4.34513091064355,2.73561366272111,3.68068860267194,3.34051588058774,1.00103301339975,0.977660226727753,1.02849584572154,0.974830738746138,0.943895438986331,0.910011884813633,0.79619670758793,0.725329237474205,0.666020007322416,0.441613340662529,0.672886632786627,0.719869652421032
4,0.0333048849469775,1999.99999999998,1000,0.408,10.4710528333333,-9.81388495555554,2,0.658869050497245,-0.237766419890597,-0.494474807882077,-0.421625321450418,0.523993501804074,-0.0496130757233725,0.153066678933228,0.559337666118509,0.385283965531645,0.0503271211506046,0.461109577312679,-0.0704400535053942,0.0861070859979106,0.561713913105637,0.690605767232677,0.506348077080216,-0.111784495973657,-0.0535045681853433,0.358452592214608,0.235641957672664,0.38017357891256,2.79903197926866,0.265447305846892,-0.0511491656624203,-0.0261097404288091,-0.0112380499762535,0.0185165369949996,-0.0104818095402816,0.508985345510074,0.123962923256165,0.302245113225705,0.435260944227681,0.0445736196302311,0.20936601952433,0.0402737565862281,0.139448875557576,0.0405640135812286,0.295209619178935,0.0493305400592295,0.297838147147794,0.0416491613492482,0.132100179272388,0.469173738301385,0.91006799031242,0.141918331695218,0.188197334160702,0.355371430662531,0.454139293402565,0.16453578538347,0.3,1.56805488056217,1.89272223491969,1.17835908780204,1.6533229336852,1.76794232079781,5.58094400268239,3.59913279090176,2.87134075531316,3.94144450924591,4.2550696502176,4.07548383923145,4.33880995326343,4.28363475293807,5.41600932288248,2.31407278555725,3.60769646698876,3.26857928758673,0.982084589311208,1.0897123800987,1.13184065595878,1.07647145793908,0.881522336033097,0.907474612369714,1.02069129953116,0.73053038914298,0.644231868854035,0.185627665128672,0.66928028504503,0.563209393742359
5,0.0475376247760997,1999.99999999998,1000,0.4175,10.4028640416667,-12.5666332864063,2,0.697496383711288,-0.25624970860527,-0.578238992572965,-0.52857853585374,0.482882683759049,-0.116433657028101,0.175801517833206,0.587002508039752,0.419973706906038,0.0282104573201723,0.441345988794807,-0.130096626246749,0.115968137991684,0.573645406943077,0.762031473452615,0.529974835250979,-0.108225116710227,-0.0427798875430112,0.358964265124469,0.215488434870436,0.374654104522241,2.8762129840512,0.207333213744566,-0.0453847474747828,-0.0245123600704815,-0.0135063213655059,0.0237174572219789,-0.0136714148715802,0.469208036579277,0.115605718125479,0.312083834547355,0.42745100910033,0.04380497501885,0.193461926201199,0.0382981763801605,0.130761453732129,0.0385812726001942,0.270916183395591,0.0496446122550883,0.303526882352939,0.0400590702353458,0.1271898239042,0.450375600094709,0.913734046380698,0.133700153460144,0.176962828620679,0.376727292060931,0.450458149773039,0.15399484473498,0.3,1.46315848625482,2.0009528878218,1.09631074801922,1.6362437703122,1.81331451275975,6.23140482058215,3.48801939536372,2.81925008863067,3.39571573555856,4.32621143026915,3.67890257758542,4.48594770472505,4.25177710169257,5.99486885714557,2.0332644940534,3.48133828334879,3.30438546481864,0.947940142222053,1.18718067242505,1.19444025396382,1.16890903987123,0.840658556140878,0.90415011385564,1.1702471664251,0.721159589658234,0.625689185768135,0.0287210560420123,0.681725223777758,0.43040587606304
6,0.0665763267585034,1999.99999999998,1000,0.344,10.6851191666667,-15.5942563230397,2,0.697231446351891,-0.258476448816217,-0.538433890481411,-0.550034765871706,0.505092329774196,-0.100092414383438,0.188648595495923,0.598186428229812,0.405855423775414,0.0276193630419843,0.45007830579371,-0.136415117645413,0.0985674070405548,0.565653350596713,0.750840447925724,0.591234269383522,-0.113042711374366,-0.0451905863791781,0.355521095535012,0.21034088689337,0.376315704717906,2.81943846391958,0.182850637917128,-0.0436586193674188,-0.0219354439227394,-0.0119408074840195,0.0236504005854823,-0.0133601547703802,0.45902297436651,0.113511185735463,0.305626802002576,0.428467511380208,0.0429730114272672,0.184549681962523,0.0377626201354548,0.127828981899526,0.0375530063224861,0.264051771698943,0.0490780350167212,0.296584873725644,0.0393474416239398,0.12578383293939,0.441540866934761,0.890794416081242,0.129749087764164,0.173734649646711,0.360801471435438,0.445936874379535,0.150642837349228,0.3,1.44161397348074,2.0679153886618,1.07554347895972,1.6513697963785,1.8226368558987,5.90771873454447,3.44722213674342,2.86741128419241,3.12742157131752,4.14331063021383,3.53944992836334,4.46113658730131,4.11594978311181,5.61460946792667,1.96089375513266,3.55017453399632,3.37507911298684,0.956076408872063,1.211917023412,1.17078998644077,1.19009428495312,0.840090183516667,0.921822828100694,1.14120313850343,0.734738464848093,0.571428806322285,0.058974004053321,0.728805762037877,0.38507719395732
7,0.0871380910312337,1999.99999999998,1000,0.3055,10.78802875,-15.9290638660153,2,0.676899209672196,-0.25129884891278,-0.478123498860708,-0.493221686036459,0.551481444606897,-0.0615019612431925,0.194218222422858,0.616894352142417,0.377453719671205,0.0386183618903978,0.45984789248501,-0.108641787846626,0.0805072280893808,0.570739094768923,0.709765091423635,0.642263676769271,-0.084488691730175,-0.045138401915587,0.355056996956623,0.220557639280134,0.381040885220687,2.74384424320137,0.186176499202087,-0.0433117609355683,-0.018672291577059,-0.00983908208983518,0.0198791666664369,-0.0109087735973443,0.457933147620474,0.112427233542125,0.292071751252477,0.43602837790561,0.0426181497872566,0.179952454647437,0.0381608280498434,0.124976260538571,0.0372058001318966,0.259086745742417,0.0476205853482002,0.289165994848102,0.0392956023657304,0.12766775026361,0.438328169981135,0.865361312481838,0.126546475809314,0.170896910803134,0.34176176629572,0.440067273150054,0.149883427009277,0.3,1.47498932830026,2.16437290330047,1.06368491073402,1.68878622585935,1.8218931562659,5.39644579868313,3.44598345950982,2.92676567091942,3.06060183710976,3.79797452814953,3.60332239467232,4.27733706687247,3.93986706225435,5.20518975874031,1.93289641176687,3.64748001137296,3.47463816345241,0.990984700192171,1.20188289641615,1.09904898669696,1.19524636327593,0.82517468380245,0.961800605462205,1.08879906527082,0.77562345279341,0.529464918405768,0.14079934273145,0.79181515238521,0.393054864234714
8,0.108489108913159,1999.99999999998,1000,0.278125,10.483342125,-15.6864046000373,2,0.650470610618777,-0.240624187027473,-0.438824515997608,-0.414860469518993,0.60737337175285,-0.0268724216338251,0.177376743918476,0.639378552459745,0.362639045660428,0.0365213061223687,0.468340857246342,-0.0797308345744106,0.0654599475840349,0.59158546128654,0.684812541206383,0.683771264459401,-0.0346065196784869,-0.04528612566659,0.354796287052529,0.231196376415041,0.381545370446631,2.67746261220787,0.199884635151194,-0.045162912016034,-0.0150627259882961,-0.0100921211713776,0.014572709870563,-0.00846373692820731,0.458640535274728,0.110210782158121,0.276432874142226,0.435830142720453,0.042355156640099,0.174587705765756,0.038640981807789,0.121077591579495,0.0369501057111935,0.254890078466013,0.0460534113763751,0.282189782734171,0.0397169665937623,0.131276715331927,0.435443745739485,0.842128205142363,0.123253100543932,0.167800946323631,0.329793447291757,0.433616909385833,0.149230343237176,0.3,1.50293950058899,2.23670070620861,1.06491445177783,1.70640828581509,1.80700373853848,4.9155505408001,3.48723363502738,3.094362920738,3.1066141369745,3.39190662934269,3.76353872157323,3.84416431805985,3.66588282700017,5.05338471834473,1.84971627608829,3.70712904340074,3.70199555362297,1.03435021835466,1.20610451910661,1.01252127370386,1.17385689849309,0.779136191927906,0.984245227364076,1.06954535063525,0.841418742521924,0.523052810559154,0.209340798900529,0.836081548481438,0.440268245222225
9,0.129843413388631,1999.99999999998,1000,0.269125,10.4375431666667,-14.843101030043,2,0.627837627506242,-0.233881997780361,-0.409086223272417,-0.355075498437059,0.650781945352279,0.0160875462536547,0.146799671838261,0.656290570968191,0.352208122708536,0.0374454850067799,0.472937201488194,-0.0506392571443372,0.0478674988095414,0.620365230442573,0.697513131526829,0.722445375494633,0.0133956719108483,-0.0455700352693584,0.351759472735103,0.243406810096166,0.377914757689122,2.65324361003296,0.205400233690269,-0.0474087287826795,-0.0125719242734617,-0.00946999668362184,0.00771860620592006,-0.00718609323024331,0.455927184131581,0.107904787796849,0.267344399507073,0.433156462069243,0.0420406580858815,0.168666234221114,0.0391237494973226,0.11752103228053,0.0367055319554478,0.249750114664298,0.0448312489845222,0.270926622148888,0.0398431977604797,0.135919852995482,0.438516232770112,0.820285138505108,0.119924490845053,0.164705959236866,0.324099113542725,0.421579342369348,0.146779309035411,0.3,1.53070108231792,2.34890777215063,1.08870308462072,1.6803022887065,1.7596444669265,4.64938712163951,3.58085132315637,3.23433372121495,3.18407291840059,3.06450873732647,3.91674257853831,3.40082188058308,3.46058257438527,5.23723934545192,1.75085648047441,3.70378467954274,4.01966202169479,1.07028116371893,1.20567288790807,0.938809121615632,1.15691884848874,0.733877747972485,0.992133404618459,1.07758336565294,0.899672286476734,0.523579016523905,0.259666884996006,0.854420596927689,0.482109957129465
10,0.151650824218792,1999.99999999998,1000,0.277875,10.335230125,-14.3367825158098,2,0.610527466580498,-0.229678717450624,-0.376931273142689,-0.330536930802103,0.686223732228278,0.0764493989594571,0.115823534237214,0.682445537998265,0.348349699475851,0.0362513093005778,0.466066220244533,-0.0409597414465241,0.036573422034017,0.655160612659393,0.750146135502526,0.764188367415183,0.040632891763359,-0.0485870197720076,0.34335664716904,0.252054611007256,0.365046506360853,2.66912606191534,0.200547425965332,-0.050105377634818,-0.0107564428496207,-0.00916266379735075,0.00132303893684529,-0.00690334050763886,0.444785707982098,0.105294192843549,0.267882317610596,0.4315183768006,0.0414476376174686,0.160011616008636,0.039266724242326,0.114587547659411,0.0358216177119725,0.247614693964169,0.0439992389877753,0.254572754784811,0.0389658130053604,0.141094301159326,0.446564640186376,0.788017928870041,0.116530770433163,0.161459682367138,0.319159807211634,0.409985324149125,0.140721782701733,0.3,1.57564979479576,2.40369187134135,1.12893836106069,1.63509331599339,1.66825421891373,4.61481120825627,3.66974117069637,3.25304955814139,3.11644731631731,2.81112900722973,4.11958041176088,3.0770625467209,3.28496141427572,5.74438462822445,1.73281537096521,3.65841421891201,4.25756643166077,1.08434645421151,1.19508728098829,0.901483216274242,1.14059422845162,0.710166512298986,0.958964749684472,1.06370228967836,0.932331850438983,0.528312424316621,0.274583388047296,0.830979954015881,0.518011455403034
