param,rhat,means_by_seed_1,means_by_seed_2,means_by_seed_3
gamma1,1.11653494948299,0.4582576314607,0.4521968907737,0.509446678921302
gamma2,1.22681361928986,-0.235071390684982,-0.165578274345792,-0.241972847838875
xi1,1.13087095997559,-0.277329921135064,-0.336173498604999,-0.280069572808613
xi2,1.4481234553874,-0.125062573862151,0.0759256106207879,-0.091536053548819
rhoU,1.31262833832314,0.60951383939324,0.790304753563739,0.636221680527844
theta1,1.49396608018923,0.128318757403605,-0.0369685202180303,-0.0498047589261628
theta2,1.45376408543224,-0.00212297220723127,0.143909712479949,0.172745397397656
rhopr,1.17479000216095,0.810107496726783,0.69104956767873,0.73366712728326
lam1,1.07128673228997,0.379703753442087,0.316227629644127,0.279437603017521
lam2,1.10170332487649,-0.172362799726634,-0.0708365917307432,-0.0274456438151867
rhohpp,1.08464369234636,0.502587451167279,0.472762513795138,0.39910763904448
chi1,1.02650372814922,0.0387538239965142,0.047108515808443,0.0343735429567869
chi2,1.03248379065353,0.0124307927832042,0.00430174820460304,0.0181992729016136
rhok,1.08769190419382,0.961278349014714,0.972074548198443,0.945190438331786
rhow,1.11913261200508,0.974288715513984,0.953089998507559,0.976762769233422
rho_rg,1.68295200478714,0.857914162014362,0.803414243989639,0.973550532125786
phisum,1.23433315783813,0.925309829533501,0.903338766506564,0.95863630075786
phi2,1.19192304712873,-0.318849019323373,-0.0998170328594946,-0.201286000737366
nu,1.01659316515303,-0.0485629842414933,-0.0470652798195826,-0.0608375369841367
alpha,1.59961485578088,0.351019789682015,0.284336497333557,0.35362087999792
gzbar,1.26050471415721,0.110530230676699,0.188598390124536,0.221979410727431
gwbar,1.10432707298499,0.311804053878639,0.357367861776996,0.304806356390232
pistar,1.13596576269022,2.63346828404263,2.54435672410838,2.46991937285772
alphapi,1.14118809801214,0.157509712548259,0.115285542442195,0.101008543722315
phiy,1.21587576347536,-0.0541166563431945,-0.0358769769967132,-0.0358029727254951
phiu,1.62591071028813,-0.00983046027503627,-0.0161536915293654,-0.00753529703134064
phipr,1.26305031322681,-0.00353466024918248,-0.00407113670116477,0.00962758613792994
phihpp,1.02769933679226,-0.0103783486327205,-0.00934657646449663,-0.0181106912007886
phik,1.10975256749494,0.00157589270316682,6.75118835465109e-05,-0.000376194712448637
sig_c,1.20021520258426,0.347627783081207,0.4033987668519,0.382580292889059
sig_Ustar,1.07486435150077,0.106099479421394,0.116050661449433,0.104663798941189
sig_pie,1.38161105128926,0.235110713018296,0.19764134330236,0.229678441555006
sig_z,1.41234054472808,0.423041548138783,0.346060142720526,0.346521136514245
sig_gz,1.27646267885888,0.0428970646238486,0.051078392413872,0.0399612107143412
sig_k,1.19065151240864,0.0833322135463433,0.0793668654773685,0.0740971875375292
sig_gk,1.37460410837982,0.0369557685174493,0.0425099436979834,0.0337345708643041
sig_w,1.0037757198874,0.062252395583438,0.0615972002650906,0.0612400866705225
sig_gw,1.03764277347968,0.0284587506308302,0.0307003993364145,0.0292287150714988
sig_hpp,1.09473418715245,0.215596341562642,0.235767707591901,0.245944721992346
sig_ghpp,1.0405061541871,0.0380796320949712,0.0418617075326094,0.0383655140080293
sig_pr,2.07614464736658,0.163133968669479,0.234510458619043,0.158841441722903
sig_gpr,1.16177389667825,0.048184598136584,0.0363212476235252,0.0448020592280098
sig_xi,1.17332604502549,0.117468126585037,0.142187691150016,0.156825863137847
sme_y,1.10382447830063,0.29281912471839,0.276839797208626,0.307451505118855
sme_pi,2.20199367907327,0.604770346225214,0.585394281724067,0.738105549684414
sme_w,1.08506355432231,0.0590456663616431,0.0543085372592891,0.0560254221306599
sme_U,1.0488844799645,0.112715224314399,0.117811032304625,0.108886744566127
sme_pr,1.79582749527407,0.263479200614816,0.194664359462901,0.239606228038768
sme_hpp,1.04778671019447,0.352986740754407,0.336125789165532,0.335967766641622
sme_k,1.57193628559287,0.074241197129082,0.0605805296021331,0.0606088924080076
sme_pieobs,1,0.3,0.3,0.3
m84_y,1.22605572425059,0.935781510759516,1.40093593070689,0.9207143115315
m84_z,1.11945856828278,1.70766613813342,1.83519897697205,2.129712915805
m84_c,1.06202888744477,1.38640539490933,1.59723639302192,1.45052465738303
m93_pi,1.72039498537739,2.14255080534205,1.89400463615798,1.50184114824644
m93_U,1.06740541634372,1.8510352291118,2.01250017842422,1.6959312685465
kapc_2021,1.20924131199116,5.22697068622922,5.20450681181903,2.84413418069828
kapy_20,1.18415431350759,8.14690790761825,5.65273757669983,10.6785569127206
kapy_21,1.35900595603472,6.70021588049211,2.55690099392078,4.26633482765572
kapu_20,1.2211012478226,5.80468738575331,3.02934312999365,6.18520086503296
kapu_2122,1.02543132065895,2.64098313965042,2.75289526983895,3.13747605200557
kappr_20,1.03108838862772,8.33699185711703,8.21303456369642,7.24707168658307
kappr_2122,1.44411001780511,2.35394223022012,2.38786520756682,4.21552799636937
kaphpp_2022,1.07257541756617,4.55231432427958,3.8720417451691,4.72905773109004
kappop_2021,1.10467258661958,5.44210082077804,5.6580128691118,7.36366248443302
kappi_2023,1.44187962915758,2.56389478557739,2.1428503008416,1.57485315686969
kapk_20,1.18688908282571,5.15629368606544,7.03926456496275,3.13050193645977
kapk_21,1.16508120547629,3.15901445145514,1.7671729429181,2.83704069633759
kapHyp_lm_w2020,1.24991357944978,1.48755393584347,1.18916184018421,1.6539239327449
kapHyp_lm_w2021,1.62122733694814,1.34840678566399,0.467273011114247,0.943273980328338
kapHyp_lm_w2122,1.32857362548688,1.04013965548833,0.726861846029788,1.16378873739199
kapHyp_lm_w2021tot,1.04109822373121,1.1041521808688,1.27519387193695,1.12664257114919
kapHyp_lm_w2022tot,1.06802770508919,0.855905933910176,1.06121890160277,1.0896413743977
kapHyp_lm_w2023tot,1.36048434989914,1.21621525521259,1.0567333549076,0.612481613234088
kapHyp_la_w2020,1.23430897900057,0.8406178781334,0.112835490306267,0.712964870493482
kapHyp_la_w2021,1.0699135160274,1.03932343286635,0.763265001803699,0.713662545472968
kapHyp_la_w2122,1.3995005116805,0.683890900573041,1.09592541564984,1.44283807971994
kapHyp_la_w2021tot,1.03859952074089,0.902705370264649,0.652178200646101,0.739533101386778
kapHyp_la_w2022tot,1.52464702281138,0.282608499808148,0.81517544263651,-0.140345423493186
kapHyp_la_w2023tot,1.57666281752076,0.827115530954684,1.49639736599559,0.526689613779105
