stage,phi,ess_pre,ess_post,acc_rate,wallclock_s,lml_inc,m_stage,n_cloud,wf_m,wf_p,mean_gamma1,mean_gamma2,mean_xi1,mean_xi2,mean_rhoU,mean_theta1,mean_theta2,mean_rhopr,mean_lam1,mean_lam2,mean_rhohpp,mean_chi1,mean_chi2,mean_rhok,mean_rhow,mean_phisum,mean_phi2,mean_nu,mean_alpha,mean_gzbar,mean_gwbar,mean_pistar,mean_alphapi,mean_phiy,mean_phiu,mean_phipr,mean_phihpp,mean_phik,mean_sig_c,mean_sig_Ustar,mean_sig_pie,mean_sig_z,mean_sig_gz,mean_sig_k,mean_sig_gk,mean_sig_w,mean_sig_gw,mean_sig_hpp,mean_sig_ghpp,mean_sig_pr,mean_sig_gpr,mean_sig_xi,mean_sme_y,mean_sme_pi,mean_sme_w,mean_sme_U,mean_sme_pr,mean_sme_hpp,mean_sme_k,mean_sme_pieobs,mean_m84_y,mean_m84_z,mean_m84_c,mean_m93_pi,mean_m93_U,mean_kapc_2021,mean_kapy_20,mean_kapy_21,mean_kapu_20,mean_kapu_2122,mean_kappr_20,mean_kappr_2122,mean_kaphpp_2022,mean_kappop_2021,mean_kappi_2023,mean_kapk_20,mean_kapk_21,mean_kapHyp_lm_w2020,mean_kapHyp_lm_w2021,mean_kapHyp_lm_w2122,mean_kapHyp_lm_w2021tot,mean_kapHyp_la_w2020,mean_kapHyp_la_w2021,mean_kapHyp_la_w2122,mean_kapHyp_la_w2021tot
1,0.00594440367572489,1999.99999999998,1000,0.195375,9.13782454166667,-7.5249194548994,2,4500,500,9,0.583763971591623,-0.197680405886518,-0.312442077595372,-0.229263076331345,0.56157221852616,0.221865870156714,0.248146847819131,0.497170154545742,0.192488118520233,0.266062760011965,0.493091152106355,0.00633317230034201,0.0499710184315159,0.506521922093375,0.512649316841714,0.508963383263698,-0.189355038611023,-0.0853455025089602,0.351397786621406,0.296062515640528,0.401873865985317,2.53218529967522,0.449319266450631,-0.0756383509620832,-0.0360331519177934,-0.000950541467927492,0.00421649702074184,-0.00397026150813039,0.681931762897987,0.142572997613452,0.28159076028617,0.455321730048742,0.0464539102763741,0.268255613898301,0.0471709308427918,0.177312434162207,0.046755742875127,0.372061745386127,0.0469548474050739,0.282323456193417,0.046254290230556,0.142471794928047,0.558479048156831,0.921785026173339,0.173609949300365,0.231572733438816,0.279098939753459,0.457946530709207,0.18280066754288,0.299999999999999,1.72816230088886,1.74350800014495,1.65761969172332,1.71019623574522,1.79721115046363,3.24295493429848,3.70486534186461,3.55894303776881,3.71080371301096,3.46676556580778,3.70723109462678,3.49902391194202,3.19494544544154,3.28378208803039,2.92054486911854,3.49511273887984,3.34540057624658,0.95918955393067,0.939634275480752,0.93487754065727,0.907362534704001,0.647836464232343,0.688630984395659,0.680649102713476,0.656321889798812
2,0.0132046176454538,4500.00000000003,2250,0.304125,9.82832266666667,-8.31145979599361,2,4500,500,9,0.580248841705213,-0.19359963198875,-0.309822755651312,-0.236332224369133,0.582628496351257,0.165989697646085,0.175470147510153,0.484581560424689,0.122470912228148,0.285010045555473,0.479774253818798,0.0216584131202449,0.0383542647940639,0.520138328547311,0.562399002907914,0.519008992119016,-0.174599902967751,-0.0738176690780358,0.352102363496334,0.283897068315643,0.39846217390005,2.55253916863737,0.379558173938785,-0.0634806868701086,-0.032957992230837,-0.00477942388212551,0.00477896832587466,-0.00219548506734385,0.627562057242602,0.142881361686021,0.276032283648902,0.457539169718427,0.045783188198972,0.254939660911089,0.0478932501890531,0.168812588544364,0.0467929572804046,0.362860307511061,0.0471638952877434,0.276101467865617,0.0460365757698042,0.144335498569947,0.533102857769817,0.900436345624205,0.160139644550551,0.229784967802191,0.269597129683213,0.450528177993685,0.1765105483405,0.299999999999999,1.67914489233444,1.81063040991729,1.53769569968126,1.67086375682692,1.8388413751643,3.0657880247797,3.77934961824835,3.36207924088014,3.97515827209734,3.21351943557437,4.42611185903868,3.46013006391762,3.24518092537703,3.23129266410003,2.70842915749705,3.50250459799107,3.27246456652438,0.990172253208849,0.915574626968945,0.919323577527083,0.870602546013634,0.565074585386186,0.765824365961678,0.660219492257594,0.661350841140299
3,0.0215042695859356,4500.00000000003,2250,0.324,9.74070233333333,-8.68542014351771,2,4500,500,9,0.585075620774294,-0.185783361205549,-0.300888968613754,-0.246111708398673,0.611513771672821,0.149572764231909,0.127999805749381,0.500244340618534,0.0302236948709662,0.329673285857482,0.482617443905826,0.0382750990048764,0.0447912799300531,0.526868997842283,0.59854229474193,0.511460611971715,-0.167662624090243,-0.0562427429812723,0.352316404904776,0.267996266212134,0.392070504169356,2.59600910448677,0.323350087123794,-0.0506126043366454,-0.0291625043497736,-0.00946332019593879,-0.00713278459652538,-0.000332258224332917,0.568194854552582,0.139756163319836,0.272121216207403,0.468538734889354,0.0450886467581716,0.239434606634757,0.0485425481791113,0.160724474773154,0.0482268637420902,0.36484982894116,0.0472129205543149,0.261461957170675,0.045868401012908,0.149988990386048,0.510748468756892,0.862907296356825,0.150550196369139,0.232858290494094,0.262097701853661,0.44453114267335,0.167838699286074,0.299999999999999,1.62511556997765,1.92260738372293,1.47594837056173,1.63116250511428,1.7830176203999,3.05470122053997,3.75056039554692,3.07345131487034,4.28749823297212,2.8587349380788,4.97462599409384,3.37390436825113,3.07903949485461,3.0387722670046,2.46505005114507,3.51111887471625,3.12462386968261,1.00842729685177,0.891116149112016,0.885747213251967,0.836611019717392,0.38734122559454,0.846164536287827,0.661432294969817,0.655298491262555
4,0.0309937681019037,4500.00000000003,2250,0.373875,9.65494445833333,-9.08427479642347,2,4500,500,9,0.582830707268982,-0.178120772425991,-0.30683475276656,-0.282293170169966,0.648559389579591,0.116232249503693,0.0667258850684245,0.526679780107317,-0.0387687089896015,0.388353047104206,0.483979922977648,0.0654721181281597,0.0214807216728874,0.545173540265291,0.61699365179831,0.491277808544408,-0.150951730393858,-0.0290749511333701,0.351037408244689,0.245681941209456,0.390409017524525,2.68160215699144,0.264670020870249,-0.0366698976730708,-0.0244773898017946,-0.0141810740191627,-0.0151312961670235,0.00108477348583839,0.534681535633058,0.137116130972954,0.269376054309264,0.474012870418008,0.0438166023425025,0.220872978447983,0.0494691059314089,0.151933468484837,0.0496577944990513,0.364141368096398,0.0452548678349792,0.253734330293771,0.0464182404928293,0.163493208057251,0.502283676360595,0.829352594851025,0.141835461197373,0.239207631472007,0.252249831176473,0.438382396362408,0.155250842827676,0.299999999999999,1.54210291591395,1.9585958689263,1.3640500376512,1.68349053553281,1.64867069311227,2.80548723611477,3.70845663223287,2.76397692817279,4.35564638477424,2.45710995459211,5.6760828140502,3.09113186950592,2.92153383236039,2.91155898617988,2.23517658966633,3.55523658908974,2.65300616030608,1.03163995259943,0.829879202068361,0.82682970551149,0.754206246570042,0.15167647718192,0.943947528077403,0.637605791097662,0.636544022516312
5,0.041858439469702,4500.00000000003,2250,0.332,9.68104791666667,-9.52499056056273,2,4500,500,9,0.577531940630499,-0.173626799653134,-0.273245511908314,-0.309537497139268,0.704178457678992,0.127212979797364,0.0315918479152359,0.553967082974175,-0.0689132317488569,0.372528361916391,0.473713173940574,0.0610907836045721,0.0109846156550774,0.580096268837394,0.634285775779463,0.480795427738507,-0.129284166027581,-0.0116404575682336,0.351520158339318,0.237774161637277,0.381433032365285,2.74318425500133,0.223541623224168,-0.0281291626041368,-0.0206186372697237,-0.0156531136020186,-0.018299827880901,0.00254918290032103,0.511388414347712,0.137341723764984,0.258882576730012,0.479992173793914,0.0416423753983153,0.20725364721281,0.0502835947273628,0.142925763234696,0.0495442533035888,0.367513770134541,0.0446709789178295,0.250940156419462,0.047365014679548,0.171746860989672,0.492338017343544,0.819626106060441,0.134725929371404,0.238483285315901,0.243452195807948,0.439409008698666,0.147334470231207,0.299999999999999,1.38651255692334,1.88126056120744,1.28223796291817,1.68156044878941,1.6365490969458,2.69326037379303,3.65823715514507,2.39091919165573,4.21485091348355,2.07198946012175,6.03316871399842,2.79488903253319,2.61567367138652,2.75409674926948,2.08351108259811,3.58704906006252,2.23760007410312,1.06730387608026,0.744821438430453,0.770596775718884,0.700042723384212,0.0279586761691078,0.971550653348069,0.662186768098529,0.661062376637604
6,0.0547237739632138,4500.00000000003,2250,0.35875,9.725601125,-10.3495780668207,2,4500,500,9,0.569386628145664,-0.178300979238218,-0.237654930698994,-0.306550886614158,0.769164324282704,0.183219389736652,0.0258908036821817,0.565756787734853,-0.00147815277769443,0.290820453424525,0.459933219806377,0.0660361694366325,-0.00469924489399988,0.617552617215476,0.661322834630609,0.473721304581471,-0.0848625474046989,-0.00633774900238507,0.350087534941568,0.237512973440824,0.376576578677082,2.80692115874196,0.196418551639225,-0.0250371674185951,-0.0180697350224638,-0.016037889407664,-0.0206300881550136,0.00401153576206942,0.495785864218981,0.136638830965444,0.248096424387154,0.4836377945155,0.0407520062575292,0.192994059053867,0.0498958946965414,0.133074916293676,0.0478828384595599,0.367214953023551,0.0455283903419859,0.24962952181513,0.0473993381245613,0.173811389224793,0.478912196844661,0.814314247167883,0.12866854220881,0.22948051074746,0.241972803397193,0.438511145819174,0.141336506136101,0.299999999999999,1.24512673405496,1.71019424063269,1.20170519150391,1.64974992285755,1.64517154745913,2.607123217189,3.62469776693001,2.16713670104099,4.11293873326066,1.92365804227377,6.11693404853724,2.71769791472997,2.45053655726092,2.54749266129467,2.00276159189338,3.53805697178484,2.04980566364877,1.10394248802308,0.692087232058658,0.745193601485575,0.688002185897999,-0.00520129757054733,1.01856852607587,0.66549968704129,0.713569125716861
7,0.071525306012085,4500.00000000003,2250,0.27275,9.685793375,-12.4770065334022,2,4500,500,9,0.555529156202118,-0.188657945696527,-0.232808417675772,-0.252360047880239,0.81297204235042,0.221622892137322,0.0273483025351636,0.592033839735013,0.0742253627774432,0.218004686681661,0.44843553322645,0.0657731476407443,-0.00231274934752148,0.634462661556795,0.700248517798984,0.463766150052284,-0.0634774087732888,-0.00574588240767288,0.349342995645374,0.237291113790553,0.376664318252452,2.82020664178939,0.181144347641091,-0.0283092041127087,-0.0167939425261279,-0.0177369651915993,-0.0221786254603146,0.00391484391919442,0.482748173354038,0.135741388098019,0.236532768507726,0.4837089441456,0.0406858030231746,0.183816083175918,0.0485186931547256,0.125107664429361,0.0453532433857701,0.366202712660179,0.0465409979915485,0.250332575081776,0.0459837269460779,0.171973790160951,0.465604382385221,0.816101998055617,0.122630178396569,0.219338688859146,0.244687503381848,0.443401081724026,0.133344896176508,0.299999999999999,1.1744249512887,1.52490033699953,1.13728742135333,1.57969669602197,1.71740825373276,2.58187059629293,3.5277834102503,2.07987404066451,3.89659818799197,1.97967315669353,6.33848627822128,2.78770471543177,2.46054844089201,2.55430848240739,1.9682909953698,3.16742598113417,1.93456467672247,1.13816880771848,0.645075988666607,0.732795127065217,0.670585145796661,0.0745319869575154,1.07770849381207,0.690841833491555,0.778267575529158
8,0.092852725531878,4500.00000000003,2250,0.25975,11.245015375,-14.8569014011742,2,4500,500,9,0.538084759311739,-0.193811839837473,-0.230591123408597,-0.182734130394116,0.838762294794304,0.186438879387037,0.0101458446894398,0.621366701318788,0.0721811193517987,0.164688487119699,0.448434397046407,0.0511171108074801,-0.00557359468977753,0.647019284850094,0.73928727888096,0.483312333537204,-0.0611564093828927,-0.00108722542526187,0.35128301227671,0.242735019348153,0.38017228940843,2.82819471268107,0.174242728368486,-0.0305972296333403,-0.0169756661934285,-0.0186798598149628,-0.0225950445613271,0.00302271798809162,0.478283321281234,0.132983388559998,0.228794613365714,0.484579445304621,0.0411745264623673,0.176145864415789,0.0474767925064885,0.118625631057101,0.0439626656231021,0.367771698828095,0.0474206696867271,0.248671827905882,0.0448828780209585,0.173272976453645,0.451998629820931,0.79842759186852,0.118949902163218,0.210208312369249,0.248456613261358,0.450445438296223,0.12640576617191,0.299999999999999,1.20052003279276,1.41687555248423,1.12272387699744,1.61696242386125,1.74340765434392,2.59206004515421,3.45671490369757,2.16396539025412,3.80250679906646,2.17534939277925,6.65891907394061,2.88628799459075,2.44793573913747,2.45504670354093,1.92603341807423,2.8018141853678,1.91234925380731,1.13755192149836,0.640069154468642,0.766118682227917,0.664395221513216,0.138512619754087,1.0610867008155,0.676017810667515,0.813083156625217
9,0.117024083248999,4500.00000000003,2250,0.25275,11.0573452916667,-15.9346368402527,2,4500,500,9,0.522735775188744,-0.191409024034525,-0.223872427724685,-0.147222013324186,0.856615002058838,0.13859248690575,0.0059645084846924,0.641028684765955,0.0441868255424183,0.143687200349403,0.441915115041951,0.0379960912480104,-0.00628342648887992,0.62655754489519,0.768890986008613,0.527461801506535,-0.0748762537288615,0.0120641682126979,0.352969031713259,0.239617642193861,0.384517478675243,2.81984644924253,0.179066895304264,-0.0316712332167014,-0.0169085997475798,-0.0173225082429399,-0.0270545346058316,0.00125089963845359,0.476103746392463,0.131497400196699,0.226517130307337,0.482639719066402,0.0413105740059674,0.168880868749958,0.0458781279509381,0.112999057537272,0.0434993865984131,0.373608436231048,0.0475636740003243,0.245640181851867,0.0436368083586602,0.177304455483372,0.440072196617412,0.783694240348148,0.114302991111058,0.199982578071274,0.249788411172313,0.45042198237756,0.121039671054315,0.299999999999999,1.17322673743794,1.39743745014823,1.11522280313422,1.6575214771303,1.77916873939439,2.64040198267843,3.56731107669134,2.42007482932044,3.87808618124964,2.62616200763396,6.7623434443512,2.88429293261285,2.57869774529793,2.35539880940987,1.864637544352,2.83696166034851,1.96629215652528,1.1460835464935,0.655671353970944,0.829273783557398,0.680398897936574,0.204984066172401,1.0216348647491,0.596747053809294,0.835246025088749
10,0.14362098010508,4500.00000000003,2250,0.259875,10.1381874583333,-16.6370233073918,2,4500,500,9,0.525475907996376,-0.198205967182854,-0.228191574190817,-0.123698015948494,0.876314176536461,0.0974509938348824,0.013386516359393,0.640196871475576,0.0283164975662788,0.125978308554861,0.446534537722514,0.031557281060602,-0.00656197264847552,0.61855249178803,0.791569511676038,0.58065794313339,-0.102364308805694,0.0127916011950081,0.356984228447815,0.232523843386108,0.383329867927072,2.79738522757774,0.182749750466625,-0.0365641021939079,-0.0169426936190241,-0.0160483697315147,-0.0285920743616661,-0.000361911110922851,0.477118239799277,0.129825164702855,0.226003326817052,0.480912091189575,0.0418722850691615,0.162032522674373,0.0443683187202207,0.110296609312859,0.0424836841691296,0.370178355794557,0.0469497361045488,0.243466038283726,0.0417434788676648,0.177396329862769,0.424317085704052,0.774866114374295,0.109717117811508,0.189422522934802,0.248825756357904,0.440784321771546,0.117392754416132,0.299999999999999,1.12516131563037,1.47838198122482,1.10620287936602,1.6748933265771,1.78311091283314,2.75244675493654,3.7322884025501,2.67143551775836,4.00823005400404,2.98833016543036,6.61816672974152,2.66876184839096,2.73877066808739,2.18591921676546,1.80480551623172,3.02049546310872,1.9960113451078,1.17673059826749,0.66351659041801,0.843602216465217,0.678013630726567,0.281468584865365,0.977279055665878,0.524881028335657,0.854254350766462
