stage,phi,ess_pre,ess_post,acc_rate,wallclock_s,lml_inc,m_stage,mean_gamma1,mean_gamma2,mean_xi1,mean_xi2,mean_rhoU,mean_theta1,mean_theta2,mean_rhopr,mean_lam1,mean_lam2,mean_rhohpp,mean_chi1,mean_chi2,mean_rhok,mean_rhow,mean_phisum,mean_phi2,mean_nu,mean_alpha,mean_gtrend_sum,mean_gtrend_split,mean_pistar,mean_alphapi,mean_phiy,mean_phiu,mean_phipr,mean_phihpp,mean_phik,mean_sig_c,mean_sig_Ustar,mean_sig_pie,mean_sig_z,mean_sig_gz,mean_sig_k,mean_sig_gk,mean_sig_w,mean_sig_gw,mean_sig_hpp,mean_sig_ghpp,mean_sig_pr,mean_sig_gpr,mean_sig_xi,mean_sme_y,mean_sme_pi,mean_sme_w,mean_sme_U,mean_sme_pr,mean_sme_hpp,mean_sme_k,mean_sme_pieobs,mean_m84_y,mean_m84_z,mean_m84_c,mean_m93_pi,mean_m93_U,mean_kapc_2021,mean_kapy_20,mean_kapy_21,mean_kapu_20,mean_kapu_2122,mean_kappr_20,mean_kappr_2122,mean_kaphpp_2022,mean_kappop_2021,mean_kappi_2023,mean_kapk_20,mean_kapk_21,mean_kapHyp_lm_w2020,mean_kapHyp_lm_w2021,mean_kapHyp_lm_w2122,mean_kapHyp_lm_w2021tot,mean_kapHyp_lm_w2022tot,mean_kapHyp_lm_w2023tot,mean_kapHyp_la_w2020,mean_kapHyp_la_w2021,mean_kapHyp_la_w2122,mean_kapHyp_la_w2021tot,mean_kapHyp_la_w2022tot,mean_kapHyp_la_w2023tot
1,0.00621641580559285,1999.99999999998,1000,0.20125,15.009799875,-7.88112668085546,2,0.594577957300208,-0.202220367229333,-0.262686384995584,-0.239964847100902,0.541982038629769,0.236522719836864,0.212378117260561,0.510385641990435,0.268829809927222,0.231911652406741,0.511837317157479,0.0160110135525405,0.00855269611794865,0.487013873566711,0.532624804169751,0.545999606264978,-0.212809652061571,-0.0993464387764234,0.351307963174977,0.692071018306118,-0.0978452129914955,2.55457101334828,0.446339970645983,-0.0702418088201991,-0.0341737577947296,-0.000198807790780461,0.00512693258632523,0.00103495660429785,0.684093634687924,0.145333792633951,0.282438722178276,0.458284666557764,0.0465317373282242,0.269234154435623,0.0475453131823052,0.180326821842582,0.0471556171645817,0.376417980320628,0.0470180401754346,0.280971847121648,0.0463091943894387,0.141991515320858,0.550914700128561,0.917528761620247,0.17464866138653,0.23643389730487,0.28326288575609,0.463048143191777,0.179888508494211,0.3,1.67964542852061,1.70070145882361,1.64037866195677,1.6636733499052,1.76532778949985,3.23493993562714,3.6163475361564,3.62367490793376,3.50045980238733,3.34514386162626,3.69682690038881,3.63477859218696,3.67355243906616,3.35634414023689,3.28518953717935,3.73574754862877,3.56342179990686,0.957465716644503,0.970587969816317,0.944176875897414,0.904222449438969,0.971129358105671,0.890427228902617,0.710225598852115,0.673908248659411,0.719107326602335,0.7103067817839,0.693173321158129,0.703326864387246
2,0.0141923732287062,1999.99999999998,1000,0.2005,9.50223108333333,-9.13751401091493,2,0.586490732979935,-0.204956535723215,-0.269750824355534,-0.195932355172851,0.594183644440414,0.222965973279829,0.17470198463373,0.525861526535309,0.277418388417914,0.209568933252056,0.505772784177775,0.00309779021742894,0.0111328451101481,0.475317001693425,0.572225440163738,0.563428769875886,-0.179211371678666,-0.094492842798541,0.3501373002467,0.68307745549609,-0.111532429119422,2.56479344145712,0.397367947325386,-0.0663303624009035,-0.0311286082255186,0.000386271259125932,0.00637098844366388,0.00208106162929166,0.630220308303918,0.142717088177756,0.278412468250619,0.449590111035345,0.0462531615251485,0.252914564354768,0.048269587881401,0.172327744542349,0.0469430699397943,0.364542248824504,0.0471651740935116,0.279614487464654,0.0460307186064627,0.14177562449704,0.528875919984476,0.886812294769619,0.162902387862131,0.235127206297516,0.275145468082019,0.448721319891125,0.173807563409197,0.3,1.65589303417268,1.71620364634642,1.55624571556227,1.70684618408633,1.77294210735503,3.12773140271967,3.88480344865543,3.82171000626833,3.5241332444977,3.20801902731079,3.97456119640471,3.69150050301309,3.80106553288231,3.31731113231063,3.05637331319987,3.65204970297686,3.60066402356115,0.981707258200596,0.978102741050924,0.944294239889827,0.885413475405558,0.965374109650105,0.863083167840926,0.75276312105505,0.644860510370124,0.694468867031376,0.735954562696751,0.727160375105257,0.671339461030624
3,0.0248887025583215,1999.99999999998,1000,0.231125,9.776403875,-11.2113498329172,2,0.572989893466957,-0.206022414290437,-0.279747576233611,-0.190120355600687,0.65447779498273,0.183740467883215,0.162195267501375,0.54923214989006,0.319942552053358,0.222526345284436,0.491967191691722,0.00467842090578094,0.0185297621849701,0.430638361192821,0.614311177476555,0.57375010218577,-0.147731470573588,-0.0864180088029907,0.345822780333922,0.683777285747886,-0.141015869517538,2.56995712539068,0.360511042551141,-0.0631733778207332,-0.0280450343082888,-0.00139160339263981,0.00684786355275324,0.00439048895818478,0.591878997217541,0.135734822848878,0.277689473119873,0.433969788539166,0.0462304582674746,0.242628116086228,0.0512205012184235,0.163318559125506,0.0474832657086257,0.348371189815322,0.0480238548009465,0.272961136643065,0.0458779174502915,0.139134187128022,0.510307498829552,0.860792729263703,0.152076667901976,0.231094465105322,0.264297940787219,0.431971435789726,0.169935320300569,0.3,1.65156012055281,1.72276305389415,1.48019119949092,1.70083563789739,1.78810827020792,2.9721013592607,4.12494979387157,3.96977677679431,3.5356917700457,3.02777283262046,4.3065503996735,3.6526941416392,3.85885074794008,3.25070041011299,2.94797124005571,3.44198144159521,3.48136684541138,0.990937982693963,0.974729882257598,0.909209606749784,0.832712335129891,0.960325798890159,0.828606086149534,0.796336119818114,0.583802415329617,0.65103915333835,0.770892615034019,0.826215130204636,0.592831009741292
4,0.0391297850977603,1999.99999999998,1000,0.2635,10.2822420416667,-13.8650066046895,2,0.564705408451312,-0.209913685082668,-0.29380357973899,-0.194111645778841,0.706272541018611,0.110477551645799,0.169571988505907,0.548668275048152,0.334426558412711,0.260112807636544,0.45842892652419,-0.0045808324914524,0.0115688759544382,0.364165131724278,0.652570446965061,0.573914382470815,-0.138707944560758,-0.0811993851520661,0.343730689346424,0.688601338338682,-0.173010159726322,2.56358821092853,0.338208222158959,-0.0596841593672153,-0.0259519454950194,-0.00577898401964964,0.00354114653260818,0.00739759355104685,0.566210735735901,0.12768190569127,0.283469614874488,0.423456213376168,0.0459640361562944,0.23073204059893,0.053870360953827,0.160235613775449,0.0489451003014408,0.333687160326441,0.0492589832354393,0.262352907826968,0.0458514264946224,0.133667386230618,0.482307480690246,0.843909186189645,0.14502744442114,0.229178146692512,0.253767919418325,0.417711675306336,0.171036870911056,0.3,1.59659668325032,1.78269227633707,1.42853055293489,1.70684864373051,1.80150119749797,2.8729394425989,4.28319966201824,3.9829593217032,3.48768875020833,2.87188438394563,4.72190586825081,3.51602521585519,4.0005556745902,3.0873431724357,2.97505975720392,3.24772750910757,3.26493898521552,0.987441169135459,0.947385185459349,0.866477577001034,0.760094379726472,0.993920849511832,0.79670765556537,0.801728440155689,0.536310326555279,0.636780655617366,0.810672272060242,0.967757577711573,0.516512505542748
5,0.0552355213417001,1999.99999999998,1000,0.274875,10.0257430416667,-14.7552150576487,2,0.577125254219399,-0.217730138027635,-0.308930954742538,-0.177877636335211,0.732862864213758,0.0290335448333387,0.213575636468182,0.553547995963758,0.32374987605099,0.228055342136181,0.435428463805526,-0.00685618338744068,0.023406359148828,0.311500051715759,0.675514501063841,0.564565865619792,-0.17498030647225,-0.0841362110307999,0.343842398653617,0.707948721259423,-0.213070548401623,2.5627528781792,0.323083670394494,-0.0570993994828065,-0.0234224701911291,-0.0101820249717404,0.00350731780324348,0.00964423549480579,0.543963550294769,0.122424647059492,0.287708471290807,0.413471020284511,0.044977513003242,0.21686730629263,0.0542067346012653,0.159102572739811,0.049726366277893,0.323159895443041,0.0490808800091187,0.251087262061085,0.0452417034679666,0.129251651436258,0.451189629411734,0.843211535908427,0.141052440076182,0.225645320863466,0.250821028794114,0.406589604842703,0.169794664331266,0.3,1.49910789274228,1.85810549067746,1.40637284547342,1.70049212368611,1.74537548244335,3.04607895573177,4.60852239524023,3.82487484925714,3.49974835682887,2.67732011991711,5.27785110835212,3.35437488987155,4.11322715491574,3.17726331861639,2.9445236607002,3.08986017873074,3.27346931013302,0.99619785685278,0.908613069633451,0.829486198697871,0.721355675970288,1.02700946925168,0.807243187967817,0.794600268483239,0.492926504136892,0.6681185426341,0.824886121755809,1.03868042140581,0.517235176476536
6,0.0728032447373618,1999.99999999998,1000,0.31075,10.0213330416667,-15.1761217567611,2,0.601721476180047,-0.228715632667318,-0.337032676189686,-0.13610490798869,0.749830271343481,-0.0369348517150033,0.250811936478549,0.56107853640726,0.328875321039517,0.135166487808033,0.443280410986769,0.0105465271874088,0.0316900394592063,0.285407375989155,0.700161798512787,0.562601789969944,-0.213163603563363,-0.103252417656445,0.342332808904288,0.733546080734867,-0.251347428503782,2.54354170436943,0.307539155413808,-0.0547345250064373,-0.0200822500926915,-0.0145764683571196,0.00989189114195231,0.0104593827550498,0.520510924624927,0.122260166130273,0.296454052089167,0.401295556934752,0.0435553783342113,0.200363765893766,0.0529702542641075,0.155367096882081,0.0484167284579702,0.318153278440174,0.0468704281754093,0.245280268957919,0.044460963037452,0.129471350565051,0.42058813340661,0.850305384411759,0.137632733427815,0.223566675714661,0.25387841744698,0.397245716345129,0.163883120995514,0.3,1.4031493142629,1.93864737344133,1.42390917616526,1.67827232850847,1.65497839896196,3.3037745114489,5.02405302411424,3.50426417609526,3.54302696954053,2.36243487175385,5.82263697045424,3.24078423731324,3.96177633783824,3.45173307681775,2.89383161015361,2.88540950396992,3.40016187396352,1.03205359137158,0.851545350127709,0.748230749468905,0.763386898691411,1.02209736215099,0.851373672350223,0.808346367222938,0.429174854688537,0.753508328026836,0.810231526676663,1.03199090932224,0.572091698587277
7,0.0916680892227756,1999.99999999998,1000,0.325875,10.1030162083333,-15.3741105293082,2,0.61656134850616,-0.236906081727075,-0.367546008042292,-0.0892848342595733,0.766433852069086,-0.0679222062703538,0.271620790449038,0.575551389574849,0.338125703311365,0.0201199569841496,0.467305805757586,0.0412015123751018,0.0410199683567661,0.281340492882249,0.714221119693031,0.563729139625441,-0.261887040131332,-0.121057836026805,0.341464582893326,0.755579022639883,-0.283888260202832,2.51851866198285,0.299681208096635,-0.0501663045321226,-0.0171920308604285,-0.0167764711950403,0.0191055009409774,0.00984358757205627,0.50080235135146,0.120368715256239,0.302680763153283,0.389374384082087,0.0417611954355731,0.185147244795135,0.0511629946484556,0.150289787968708,0.0479242989475585,0.318721081918296,0.044182194054956,0.241372928724785,0.0434692838241048,0.130973811507046,0.398065684208436,0.854807719014521,0.13376478919807,0.224742620811891,0.257929647149913,0.389313989317301,0.156438821201047,0.3,1.31422733088338,2.00667259271485,1.40909092597851,1.64713316108653,1.54526050535749,3.41269039787749,5.28474785914142,3.14172459413167,3.5750719508769,2.11054997308345,6.20318645705969,3.28644988403532,3.83169353312264,3.71527089652643,2.86057210791235,2.62129544202127,3.3108375453779,1.05561416001485,0.790615676646005,0.677311047288515,0.816184700013385,0.994908589253853,0.897967702251016,0.846640881900473,0.368723064202916,0.828558084957848,0.771085459655904,0.995026247084085,0.638468115369355
8,0.112710868485005,1999.99999999998,1000,0.345,10.1930169583333,-16.1964244792654,2,0.620458311210923,-0.243377217337543,-0.37112604327422,-0.0606237054845012,0.805222505904926,-0.0836441992876412,0.272305387932952,0.573418381911347,0.322422345440418,-0.0621080553080269,0.476727463057975,0.0579869010231172,0.0466129678695116,0.308832074365881,0.728535838227058,0.565821026337958,-0.302786820343132,-0.133129490810039,0.342162595924256,0.77193473153498,-0.305281514256549,2.50476355727475,0.291777953318914,-0.0448553817853369,-0.0147295901875228,-0.0161615037838732,0.0259123770514371,0.00821829560046013,0.48575800084751,0.116689956248988,0.305390948051547,0.383076281115875,0.0404405439699928,0.172274250742639,0.0494422605659365,0.146130932630724,0.0483002752246245,0.317703499207714,0.042322942861782,0.240841575502277,0.0421636577757268,0.133762758259658,0.387341594865966,0.846132565044307,0.130853547797454,0.226922664785648,0.258116410456438,0.385134456193542,0.147929955495074,0.3,1.24074731026571,2.04578071428469,1.3486551822651,1.64303184617251,1.42924515823057,3.25694301173695,5.34845367108368,2.85956465946416,3.43862203987563,1.90684889932718,6.48799491544703,3.34627556521154,3.75061185012734,3.77489185671956,2.90759892886917,2.4938020019278,2.9371267579303,1.06837618374037,0.759474900897466,0.622839527830711,0.836917254059415,0.969615829448108,0.95418942323655,0.871597553746061,0.341619074647047,0.844471717981042,0.735159321394059,0.992340771819131,0.659830723291968
9,0.136963791589751,1999.99999999998,1000,0.35425,10.21801775,-17.6544451410951,2,0.620170807288294,-0.243582101689838,-0.347124529981203,-0.0345302625829749,0.845075872086634,-0.108557146712558,0.276152380547949,0.55059993817613,0.312580815256723,-0.125446554345197,0.482804140707365,0.0503662087231179,0.0474610920564635,0.361690618950217,0.754632081605903,0.57761120321876,-0.348433027481363,-0.139724420341873,0.341901632011533,0.788246352719242,-0.328562096481062,2.4977932838443,0.284434540655081,-0.0408729105240773,-0.0129057577032052,-0.0147270762601681,0.0262308334585613,0.00641921022389071,0.477585709673291,0.112862926620839,0.308686064983638,0.377240172105592,0.0398908479368256,0.161637809593197,0.0485952836325707,0.141466062127015,0.0486009822494441,0.31383484878457,0.0411469253921441,0.243008804955558,0.041299549448325,0.135230254443963,0.384848460924151,0.834700280593158,0.128083214873146,0.227473039313353,0.256893979512623,0.379595738930637,0.140389359910969,0.3,1.20582581862938,2.03321819140546,1.31286230715863,1.64883718720032,1.31391900066107,3.23239275276949,5.20842746821207,2.74815144586243,3.32939177461304,1.82851727587666,6.68404677649741,3.38820996231713,3.6050664934394,3.77663277860013,2.99976303313728,2.52495773378899,2.68867351877893,1.07488265605106,0.791816135992168,0.601344094561117,0.828259543481889,0.933611757944339,1.01901602747918,0.872994562725527,0.348214345698681,0.870800053850811,0.701737644516823,1.01891144957798,0.665610813639995
10,0.164092554896454,1999.99999999998,1000,0.286125,10.0263767916667,-18.7345304508962,2,0.619891765436396,-0.24369017509533,-0.321560568647082,-0.0188825382948901,0.869519431283038,-0.110778802547878,0.26078312402652,0.535679048360203,0.310375952393694,-0.173365721395626,0.484352439508662,0.0274135508455836,0.0514129487626908,0.432314510108055,0.800165196180581,0.597495191470825,-0.384336505789924,-0.14350291559206,0.343378703998689,0.797744720832201,-0.346457057284706,2.51442559358571,0.274693458829235,-0.0385812718169648,-0.0117342895194068,-0.0121897419127939,0.0234751551079476,0.00576936257224376,0.473052419416284,0.109537082371595,0.309391395836069,0.373127275306864,0.0398286342179291,0.153971290126924,0.0488569751867262,0.137181121931334,0.0479166582062017,0.310439252642242,0.0405573193156437,0.244141406737509,0.0412711055926258,0.135591769689544,0.386225782256633,0.823380101786723,0.125978517530759,0.226467259922534,0.256110529075816,0.372946880877701,0.135517468579251,0.3,1.19765482450476,1.99261242147005,1.28720095942191,1.64476616769961,1.24306252042994,3.10522977491361,5.10059894911559,2.75463365632775,3.29053197629038,1.84297517429482,6.90478600322893,3.49696262729176,3.54265080503768,3.63531138464702,2.98768642749956,2.66206146519787,2.54056143057096,1.08582921043581,0.860529663880226,0.607977423091287,0.777688439087252,0.903533294413791,1.06955973202243,0.846435185878005,0.359429874930075,0.852757657853208,0.689873663009966,1.03669309686425,0.709459178386864
