L_entry,group,median,q05,q95,band_excludes_zero
Lr_hpp_y,1,0.0269149422454627,-0.0429849066426197,0.0841275311514502,0
Lr_k_y,1,-0.00577697931457372,-0.0360776484312513,0.0703943626204939,0
Lr_wapop_pi,1,-0.0153617191339017,-0.0334220010175667,0.0155521818548781,0
Lr_U_pi,1,0.0186471789056553,-0.067651195501408,0.0473444060670638,0
Lr_lpr_pi,1,-0.015019267689557,-0.0692627667459442,0.0326181875039765,0
Lr_hpp_pi,1,0.00220929807751703,-0.0139397569036228,0.0613803381885146,0
Lr_k_pi,1,-0.000648629257663547,-0.0150921506481301,0.0233135119838478,0
Lr_U_wapop,1,-0.152475260694301,-0.362127148206669,0.0855746120258943,0
Lr_lpr_wapop,1,-0.0159538634346777,-0.189537642167825,0.15481310043086,0
Lr_hpp_wapop,1,0.0414986561331189,-0.0167172914887009,0.34919356357371,0
Lr_k_wapop,1,-0.0128539140215998,-0.162985426231657,0.0178342421992492,0
Lr_lpr_U,1,-0.0672619805434727,-0.157047676036717,0.0407357878918655,0
Lr_hpp_U,1,-0.117455700899788,-0.319628678158355,0.111206137707037,0
Lr_k_U,1,0.109632299037616,-0.0170661927710593,0.220021925665043,0
Lr_hpp_lpr,1,0.0610419416537307,-0.0220353702611362,0.170148121061866,0
Lr_k_lpr,1,-0.0206795928796188,-0.0664120268177277,0.0300787924787615,0
Lr_k_hpp,1,-0.0379319471128634,-0.0898737573426457,0.0516374164439028,0
