L_entry,group,median,q05,q95,band_excludes_zero
Lq_Ustar_c,2,0.615510609092567,0.398820802209918,0.826285910505431,1
Lq_pie_c,2,0.0342920397195326,-0.22033275797325,0.272122675515841,0
Lq_zstar_c,2,-0.00922374442891699,-0.20447105955934,0.0564109837922225,0
Lq_gz_c,4,-0.0896077348566452,-0.162108892995721,0.0182051339677352,0
Lq_kstar_c,2,0.157196848774448,-0.0293109325237036,0.257934178497192,0
Lq_gk_c,4,-0.00685997023717821,-0.0452670320027012,0.0181106563092108,0
Lq_wstar_c,2,-0.0607684809718225,-0.0976799379707403,0.0240052741017756,0
Lq_gw_c,4,0.00755647682774088,-0.0304669994062451,0.0545061713758753,0
Lq_hppstar_c,2,0.081240949511817,-0.335171910654114,0.259860119516099,0
Lq_ghpp_c,4,-0.000527955071829029,-0.0943229977324562,0.0556010073134909,0
Lq_prstar_c,2,-0.0160061517135644,-0.187267219944089,0.0523604888864595,0
Lq_gpr_c,4,-0.0139648360693543,-0.058172649706294,0.0122165439776826,0
Lq_pie_Ustar,2,-0.280726377227477,-0.621597042442318,-0.069480743094224,1
Lq_zstar_Ustar,2,0.154976741773659,-0.0366006634554196,0.306763391723979,0
Lq_gz_Ustar,4,0.112718465105159,-0.00238012389636019,0.231783880229633,0
Lq_kstar_Ustar,2,-0.0345838481502515,-0.119044662764167,0.117218526523429,0
Lq_gk_Ustar,4,0.0302744473412584,-0.208151520803295,0.0949667889415254,0
Lq_wstar_Ustar,2,-0.00443738675221554,-0.12203273898926,0.22782897742288,0
Lq_gw_Ustar,4,-0.0564690872926446,-0.345146884400674,0.0236897879138546,0
Lq_hppstar_Ustar,2,-0.841250299596736,-1.38568334605985,-0.5581400048047,1
Lq_ghpp_Ustar,4,0.109350590070908,0.00136568030878233,0.19318375586113,1
Lq_prstar_Ustar,2,0.210909613676977,0.00238504723486141,0.427941422063341,1
Lq_gpr_Ustar,4,-0.161649445870219,-0.254014707493705,-0.0308337243229394,1
Lq_xi_Ustar,2,1.06404702632033,0.669912024218758,1.52321523025069,1
Lq_zstar_pie,2,0.0278925776388241,-0.108702072684218,0.421919977504643,0
Lq_gz_pie,4,0.00742818854867934,-0.0323282365940739,0.0869126405167544,0
Lq_kstar_pie,2,-0.0445790329199409,-0.0941113195292485,0.0440061623290405,0
Lq_gk_pie,4,0.0484158225183099,-0.00938949452506817,0.173512153564851,0
Lq_wstar_pie,2,-0.0938266014623227,-0.184079011283707,0.0330939775246968,0
Lq_gw_pie,4,0.0698423173151797,-0.06386476950575,0.155654964779555,0
Lq_hppstar_pie,2,0.0367582603939256,-0.0743422534842113,0.573679993724607,0
Lq_ghpp_pie,4,-0.095336721829602,-0.173091774102103,0.0146130496762359,0
Lq_prstar_pie,2,0.228460083808671,-0.0937646415868298,0.436881251587055,0
Lq_gpr_pie,4,0.0773216848100571,-0.0447534642176884,0.19895331789744,0
Lq_xi_pie,2,0.353502805542913,-0.165172466857403,0.724169399674769,0
Lq_gz_zstar,4,-0.167319944104063,-0.265353903441397,-0.0206652412273852,1
Lq_kstar_zstar,2,0.0630475774865724,-0.00793566478217454,0.0805631358630137,0
Lq_gk_zstar,4,-0.0244610285171857,-0.0424302067237275,0.023734683459654,0
Lq_wstar_zstar,2,-0.00903642012605206,-0.0449536369033527,0.0361953071163933,0
Lq_gw_zstar,4,-0.010800094559347,-0.0641851287185851,0.0251473975953127,0
Lq_hppstar_zstar,2,-0.123699179100404,-0.27115037542041,0.15979361003379,0
Lq_ghpp_zstar,4,-0.0662721058900618,-0.158244976040659,-0.0024722499676916,1
Lq_prstar_zstar,2,-0.0433855864682863,-0.279622814950106,0.029696206796348,0
Lq_gpr_zstar,4,0.00225454846211663,-0.0465764351177502,0.110389118057978,0
Lq_xi_zstar,2,0.0424383256998914,-0.286428890639684,0.385803153550451,0
Lq_kstar_gz,4,-0.29322323141443,-0.53876515634625,-0.0326455613422944,1
Lq_gk_gz,3,0.166863747782533,-0.0475208181147448,0.506478092994113,0
Lq_wstar_gz,4,-0.0408926019458742,-0.225384702744192,0.0171016254336724,0
Lq_gw_gz,3,-0.233651563731334,-0.562133161168423,0.0055710016506866,0
Lq_hppstar_gz,4,0.11856220615719,-0.0515634468517184,0.333086165060162,0
Lq_ghpp_gz,3,0.370009623755608,0.00574820467140149,0.789666872962518,1
Lq_prstar_gz,4,-0.297536301281515,-0.541575421093563,0.0322006918399807,0
Lq_gpr_gz,3,-0.359464027715914,-0.707181858234195,0.00607882714211792,0
Lq_xi_gz,4,0.770422477942291,0.358339177822372,1.17968490488289,1
Lq_gk_kstar,4,0.00558789319598084,-0.266690613471049,0.0757784995337969,0
Lq_wstar_kstar,2,-0.0206783434688126,-0.0937171041627923,0.0974521111925229,0
Lq_gw_kstar,4,-0.105260996323731,-0.277660958982305,0.0154276381580362,0
Lq_hppstar_kstar,2,0.0727088863027307,-0.123127833364445,0.253137473510391,0
Lq_ghpp_kstar,4,0.203018426545835,-0.0940578491316519,0.813714772215926,0
Lq_prstar_kstar,2,-0.0233458624074112,-0.0992051362241615,0.0315866316338643,0
Lq_gpr_kstar,4,0.00664849786623307,-0.124031055320018,0.0743056932735222,0
Lq_xi_kstar,2,0.116631091017747,-0.159028986729651,0.387717100618623,0
Lq_wstar_gk,4,0.0879224325522807,-0.0406053242174752,0.19883401704221,0
Lq_gw_gk,3,0.082421844760139,-0.186051790484044,0.2313081445601,0
Lq_hppstar_gk,4,-0.00717268268359699,-0.103040030900343,0.0138534185973297,0
Lq_ghpp_gk,3,-0.00456795274843728,-0.140207050243271,0.283976273507286,0
Lq_prstar_gk,4,-0.0208890770866917,-0.118697886484332,0.0349168862259774,0
Lq_gpr_gk,3,-0.0104920214812231,-0.0813933008141723,0.127039985518218,0
Lq_xi_gk,4,0.332899967617696,0.0214464710125944,0.592933479357654,1
Lq_gw_wstar,4,-0.000875706993549877,-0.0715321212258836,0.0177363655186383,0
Lq_hppstar_wstar,2,-0.228581074692351,-0.551205047712584,0.0163964705353019,0
Lq_ghpp_wstar,4,0.0329858690034969,-0.14172692970036,0.143106394260617,0
Lq_prstar_wstar,2,-0.160859482439231,-0.422108501894023,0.0105634647665409,0
Lq_gpr_wstar,4,-0.242385978938945,-0.375636516809207,-0.0285724391529648,1
Lq_xi_wstar,2,-0.0686738596322036,-0.317760683979762,0.126512690177441,0
Lq_hppstar_gw,4,1.1104803275747,0.314681326522975,1.51733681577812,1
Lq_ghpp_gw,3,0.00933610524853615,-0.354446809107387,0.326048033370163,0
Lq_prstar_gw,4,0.0321463442779784,-0.890190014459452,0.0843195180882719,0
Lq_gpr_gw,3,-0.552212655457793,-0.819752447393742,-0.178272506220355,1
Lq_xi_gw,4,-0.112627724321343,-0.294777031473479,0.0839564378975542,0
Lq_ghpp_hppstar,4,-0.00120288167925678,-0.0338321165055573,0.0373930515252341,0
Lq_prstar_hppstar,2,0.0365537245378144,-0.0803178943937616,0.174988223235629,0
Lq_gpr_hppstar,4,0.0164211473655685,-0.0176408796006885,0.0791957191919815,0
Lq_xi_hppstar,2,0.0228286534497087,-0.14623551124907,0.091449183945403,0
Lq_prstar_ghpp,4,-0.170379306579677,-0.420865430067068,0.302418088843214,0
Lq_gpr_ghpp,3,-0.420712192035894,-0.672497460905006,-0.109816120157205,1
Lq_xi_ghpp,4,0.185625052273687,0.0204755509897978,0.568283854923225,1
Lq_gpr_prstar,4,-0.0254777961872374,-0.139582727341127,0.0449473767753925,0
Lq_xi_prstar,2,0.20504290725329,0.0225781898016794,0.488337905631237,1
Lq_xi_gpr,4,0.0160256309405116,-0.130928089982355,0.22891355073398,0
Lr_pi_y,1,0.165089248556235,-0.0412285828262171,0.407489542771011,0
Lr_wapop_y,1,0.0125668772322976,-0.0162121923591647,0.0289669043392697,0
Lr_U_y,1,-0.0345864999452642,-0.197994854443615,0.0329556262071596,0
Lr_lpr_y,1,-0.0589366026714098,-0.150884372709817,0.0177205255802397,0
