stage,phi,ess_pre,ess_post,acc_rate,wallclock_s,lml_inc,m_stage,mean_gamma1,mean_gamma2,mean_xi1,mean_xi2,mean_rhoU,mean_theta1,mean_theta2,mean_rhopr,mean_lam1,mean_lam2,mean_rhohpp,mean_chi1,mean_chi2,mean_rhok,mean_rhow,mean_rho_rg,mean_phisum,mean_phi2,mean_nu,mean_alpha,mean_gzbar,mean_gwbar,mean_pistar,mean_alphapi,mean_phiy,mean_phiu,mean_phipr,mean_phihpp,mean_phik,mean_sig_c,mean_sig_Ustar,mean_sig_pie,mean_sig_z,mean_sig_gz,mean_sig_k,mean_sig_gk,mean_sig_w,mean_sig_gw,mean_sig_hpp,mean_sig_ghpp,mean_sig_pr,mean_sig_gpr,mean_sig_xi,mean_sme_y,mean_sme_pi,mean_sme_w,mean_sme_U,mean_sme_pr,mean_sme_hpp,mean_sme_k,mean_sme_pieobs,mean_m84_y,mean_m84_z,mean_m84_c,mean_m93_pi,mean_m93_U,mean_kapc_2021,mean_kapy_20,mean_kapy_21,mean_kapu_20,mean_kapu_2122,mean_kappr_20,mean_kappr_2122,mean_kaphpp_2022,mean_kappop_2021,mean_kappi_2023,mean_kapk_20,mean_kapk_21,mean_kapHyp_lm_w2020,mean_kapHyp_lm_w2021,mean_kapHyp_lm_w2122,mean_kapHyp_lm_w2021tot,mean_kapHyp_lm_w2022tot,mean_kapHyp_lm_w2023tot,mean_kapHyp_la_w2020,mean_kapHyp_la_w2021,mean_kapHyp_la_w2122,mean_kapHyp_la_w2021tot,mean_kapHyp_la_w2022tot,mean_kapHyp_la_w2023tot
1,0.00649214417494869,1999.99999999998,1000,0.187,15.037071375,-8.18438057061001,2,0.590152604208448,-0.198199145560825,-0.289564610908293,-0.272538813976117,0.558580516247056,0.236320376613175,0.209850934716745,0.515045115775469,0.254657807347783,0.266876886694985,0.490977833296685,0.0111607628911902,-0.00131572741208608,0.497529805536915,0.527313975959643,0.855660276666109,0.517281337684109,-0.213801581932052,-0.0962094315681405,0.345819146839976,0.2880687138772,0.389896915841698,2.53787580688523,0.439423771343652,-0.0727247052076061,-0.0347837242281489,-0.00206374248268295,-0.00217867414615197,0.000135423988511596,0.691854127719198,0.142948719781406,0.279262351593673,0.464866024516903,0.0462907160161911,0.275718969140999,0.047605198655246,0.178912786609979,0.045871938006082,0.372794104149717,0.0475804314957326,0.273728046905273,0.0466469575218254,0.141057088145399,0.540383386438384,0.898537001966609,0.177665641260896,0.23450379322076,0.278835567260639,0.452924387594602,0.182221374771726,0.3,1.6563072365737,1.73711842633938,1.61862483463511,1.6890095400896,1.77816784630144,3.33422298630264,3.64736249189472,3.22598731965888,3.54550167894188,3.35342199075751,3.61716405260747,3.4380178015669,3.64986040173333,3.19608103450936,3.25961938794727,3.47669526343854,3.2975534668366,0.94919090040847,0.909201290419656,0.945320771971654,0.902128972715318,0.929989731153094,0.880178494847424,0.671751843475317,0.6779152979791,0.684476325165827,0.692298266612594,0.688306070056233,0.67265826651096
2,0.0150924054043694,1999.99999999998,1000,0.2975,9.452417375,-9.81006866408216,2,0.579430321504225,-0.196680199963245,-0.306818731909938,-0.232557004898944,0.595974698305295,0.251204242033036,0.141526239032745,0.525691830901325,0.255805897110104,0.297085155742965,0.481089195090631,0.027916635017698,-0.0278762834602274,0.494636399500809,0.567996943131505,0.855179230880431,0.522922365223102,-0.205406514882731,-0.0960525281094957,0.343909031885762,0.282757172999159,0.383295041525218,2.55470598696574,0.404741039726892,-0.0673210986663415,-0.0316082147259042,-0.00405011763298873,-0.00314891684292753,-0.000743383884210409,0.643906835030405,0.144433065892588,0.275898428115675,0.462998024782809,0.0454331505543459,0.262680429540343,0.0473002312774288,0.167083337203157,0.0453161057977155,0.363223797277243,0.0479028095356413,0.264736402069425,0.0461209740879179,0.138408592235903,0.520057674065792,0.867958684231,0.167993682830964,0.232270647459224,0.275585715399737,0.441944315442386,0.175274549530742,0.3,1.56786576769639,1.72112134979047,1.51571528975285,1.68444537725789,1.82821539709973,3.40510482600025,3.7896643247942,3.17016294593396,3.64798800093788,3.49884822437416,3.89585242000055,3.52945756161253,3.84740102850221,3.07040522727852,2.91009054000998,3.5802698307207,3.4107670716422,0.965809232772324,0.917985474692236,0.977235072407852,0.904012666284937,0.939733077424371,0.845617749803501,0.699351891668695,0.67977745517687,0.676783111076646,0.702350055157537,0.667673359523857,0.665209869124089
3,0.0260157964238567,1999.99999999998,1000,0.319375,9.67675291666667,-11.4782350148911,2,0.573177679826714,-0.195077422217322,-0.264367417337239,-0.223314887518625,0.63218969089842,0.283758107474215,0.0908472867206447,0.539705528175553,0.268199687846545,0.318858018005173,0.464837462003939,0.0355353255683834,-0.00379261378768606,0.499694142522545,0.616423290920957,0.848687088505003,0.51597990095802,-0.183732739341057,-0.0849905039460291,0.341716998685915,0.275165700096913,0.377401383521053,2.53556185678674,0.365035583138899,-0.0625263840103586,-0.0275639960898731,-0.00805085939712675,-0.0100723842601819,-0.00057740924004203,0.607679502258683,0.14763873269604,0.273419372828025,0.461330805613575,0.0435858020159427,0.247723959249613,0.0474482909280356,0.157263355951538,0.0460740711546898,0.345258280350672,0.0479083015479706,0.249102478192178,0.0456823993324077,0.132485149778069,0.515277830926258,0.833997534763437,0.164743336793301,0.229534922659559,0.270555072947399,0.43399626052154,0.16888668588917,0.3,1.45615921257212,1.69782490997544,1.41550312288983,1.70254412358503,1.85714741478825,3.58517626827033,3.94984017573964,2.9161314343327,3.65536209811227,3.60026174573285,4.16917599048073,3.59835077255309,3.81087373761729,2.87530178944021,2.635440213481,3.75688404219315,3.62056838099409,0.944990486134138,0.911396773793532,1.02082844323319,0.910015010820467,0.921494403702632,0.803932977183367,0.717602112673658,0.663334673402125,0.674690297022832,0.722637287751907,0.625332025044109,0.664889557962515
4,0.0390800760804649,1999.99999999998,1000,0.357125,10.2926746666667,-12.7896555922545,2,0.575436535369526,-0.192679648079381,-0.20006425857702,-0.213734313778383,0.648806992015466,0.299981608140848,0.0573855940592462,0.534162460288942,0.261209271680809,0.298027205944899,0.461447472818579,0.0248950515757177,0.0633684693522612,0.504734385072701,0.67182611998633,0.842770390451898,0.495713092245918,-0.153044969806125,-0.0675847330780475,0.339123792378372,0.264171534209605,0.374043859632954,2.51185266935004,0.325871498756292,-0.0578323547906788,-0.0235072421564432,-0.0102863287426513,-0.0187038078434117,-4.63782124731634e-05,0.566350551987248,0.151985747225932,0.274701388062182,0.466002315185054,0.0413748348363841,0.239250823161847,0.0476864946207277,0.147420372204169,0.0469781966781404,0.324496343189835,0.0481914464828802,0.235504790905444,0.0452209603221928,0.126151754996323,0.510257772764512,0.798877341746044,0.162392546118099,0.225222382307285,0.27065200750354,0.437524394998121,0.163510244033972,0.3,1.32737125128818,1.64644907953186,1.35405784311732,1.69828660653762,1.9438774914396,3.52087536366947,3.99411745558025,2.55054969314249,3.60197560620408,3.74573052419201,4.16067863746572,3.62659760122806,3.84361015008353,2.74146800272924,2.59916926600097,3.87401852644613,3.89147958871436,0.911019171540213,0.890307368072569,1.06211838805171,0.887656721438693,0.898519046792306,0.811543190548287,0.739755191599739,0.613863654572373,0.678006253705891,0.716559131181314,0.59766716801501,0.664446640281723
5,0.0544731428130968,1999.99999999998,1000,0.301875,10.062108,-14.106530835347,2,0.574074935753849,-0.191932210945787,-0.186585577730666,-0.21787197872058,0.640760538122161,0.308131907542553,0.0461241305682126,0.532068645525886,0.212111839451259,0.229460201714982,0.484378242213748,-0.00192514595556695,0.131984885079221,0.515136338543653,0.724225999505556,0.84158234061063,0.488325069882463,-0.140159823275386,-0.0488285069288974,0.337470341785502,0.247151448784083,0.375555068318731,2.50746433475335,0.284739771864634,-0.0537096843454796,-0.0195940215734436,-0.0097846307949102,-0.0283123159632442,0.000464949380922829,0.521248313950259,0.157208555066227,0.283642776607314,0.470279899732041,0.0400366293642295,0.23186797155853,0.048572926686269,0.140683883073098,0.0474140228791801,0.307135683425644,0.0490400715408852,0.227666429229516,0.0444140645826372,0.121610541608585,0.505226461977393,0.768103002985236,0.162383922191045,0.218930382926504,0.279445778277176,0.445516954127354,0.15837749930581,0.3,1.18817781550415,1.53706387028022,1.30270707668051,1.66989280431848,2.06699317621082,3.2389954269302,3.9052432249621,2.24032285602241,3.48493485523254,3.66895874466137,4.17025757621774,3.43420780882783,3.95835537017333,2.71374520787005,2.73053077472558,3.99093897877416,4.37170240000549,0.895142899526761,0.876805532319519,1.06672429976945,0.848926331546023,0.902572175151847,0.867011539156806,0.778503023481523,0.494015673645968,0.701525980336111,0.728997905123309,0.546577106415111,0.654526983055311
6,0.0723378877011662,1999.99999999998,1000,0.325125,10.1211267083333,-15.4059004430464,2,0.568183981847614,-0.200801177854904,-0.217213936949684,-0.20104558781777,0.633765402168809,0.298475931441446,0.0466853742791866,0.542161795516938,0.140252619134004,0.143178753417414,0.509772099058171,-0.0207578634291346,0.163367162270955,0.535140826984303,0.788869962280564,0.841873689875508,0.501891157280717,-0.14038108576449,-0.0351989366768928,0.334428619928497,0.228816714859515,0.379182295703775,2.51636929059975,0.254270846189403,-0.051964332649978,-0.0178828225948416,-0.00762380873865653,-0.0336133138244114,-0.00168655843512205,0.477042304082725,0.161403205789327,0.292530210758682,0.470709909878267,0.0391896952820238,0.225530983498335,0.0491405931580769,0.135787820071353,0.0477265182979371,0.298693069894851,0.0488852369218229,0.223305086151722,0.0437619051498593,0.118008519180022,0.494473231423305,0.742243041028122,0.164935492653399,0.210787675462338,0.291383254444995,0.449016673631164,0.154466979777024,0.3,1.1009927374972,1.39212349577657,1.24686089887157,1.67472241042026,2.23940965534669,2.82848273395461,3.74219280259132,2.10442922794856,3.45955998233439,3.53828817864798,4.39451925310807,3.13555191078238,4.06881621772387,2.67201387847786,2.86134965642578,4.09047758843825,4.6970969494841,0.944543983536749,0.87376126595962,1.07147654588147,0.800971168095644,0.923204882812394,0.920181246675585,0.845100031451509,0.371293785978418,0.740078307797423,0.762915399564414,0.52578984684613,0.640653015340312
7,0.0921590027401677,1999.99999999998,1000,0.359,10.190944625,-16.1526154850458,2,0.561298793135024,-0.214727482163774,-0.240762993972886,-0.176670658897732,0.640617588742659,0.318603424239065,0.043833141766369,0.545078280129158,0.0722622690761265,0.100880736975773,0.535048225880801,-0.0388561089894386,0.151809496577206,0.583724487143767,0.838774571124093,0.842786026242208,0.54655310950122,-0.133248031609011,-0.0244631962234778,0.330961125735322,0.212811447490953,0.380243529271768,2.51909936625027,0.240019538798041,-0.0543322699415848,-0.0163459047501048,-0.00474765917835726,-0.0346799530602632,-0.00369421993685343,0.440200867455229,0.159244182948989,0.295586947500006,0.479430018977107,0.0384337463515663,0.219398166755299,0.0500635034807514,0.13284453201212,0.0480356396988776,0.293815288998012,0.0471025419890981,0.220439210217343,0.0428973504227387,0.115360232507581,0.487197711913853,0.72621408587293,0.166031230614887,0.204772632237758,0.295707513263508,0.444008040550055,0.151278122912457,0.3,1.07863400593526,1.27254961236333,1.20611066571914,1.71329682476644,2.43831394937873,2.49405162882602,3.70067065626983,2.03336232691878,3.49802386914064,3.39150281853289,4.68570080105443,2.74962934915983,4.23803082873543,2.65851631055605,2.99123239599497,4.0377482476285,4.59067027627234,1.01301010124968,0.856941461139045,1.05608130843542,0.764890835316743,0.948061307304823,0.944219150165299,0.930505594383314,0.31337946082908,0.800215722497488,0.770374714204119,0.523867262978281,0.650196273196209
8,0.112298424070458,1999.99999999998,1000,0.301625,10.284851375,-15.5492381555849,2,0.55982863172822,-0.228878610088354,-0.248889013965581,-0.155729485670557,0.656540621128683,0.317361787312222,0.0111302476847178,0.567336937462312,0.0338191687642872,0.0943509626350903,0.544205537131676,-0.0649033528782262,0.139559461470017,0.603729114225328,0.869563756433782,0.844044978596511,0.61483483207867,-0.140072031041375,-0.0215099780627049,0.327328394954961,0.196095077127273,0.378296457656783,2.52579124396313,0.231192767495879,-0.0587024135634669,-0.0159062495795261,-0.00423316787327036,-0.0286584889349355,-0.00526509161781271,0.418713401590484,0.154573871811202,0.291155013684869,0.493046018596991,0.0380658958270818,0.213292721205364,0.0506679396662572,0.131404042507461,0.0481430703402866,0.289714318895773,0.0455400828620759,0.215677489882933,0.0419558655722616,0.113508611391324,0.486406194520539,0.713987991413366,0.162426502964367,0.201722458756657,0.292297572996879,0.428883758479119,0.148261077541245,0.3,1.1146282835093,1.20693771345927,1.15151826040299,1.75345195068234,2.5773824497295,2.26913312492091,3.76545074754415,1.940202173409,3.68764487547104,3.28755669190931,4.83800328874346,2.5347836774232,4.25044560015908,2.70182647741017,3.17022635259337,3.94962238433449,4.06062715513997,1.09087784707198,0.828053436401172,1.0556572180261,0.742854264654748,0.963456390659018,0.975081016168859,1.00761090707649,0.311743371811564,0.870594043597759,0.768832200070185,0.526817729306283,0.699769981815219
9,0.134739478869243,1999.99999999998,1000,0.303375,10.3162872916667,-16.4144761285621,2,0.551316239319842,-0.24578406309132,-0.24694567296302,-0.141789635874702,0.686045168243959,0.292920801652796,-0.0434687868771797,0.613678702104231,0.00393073157666521,0.120147765666673,0.537538357565925,-0.0913284777111863,0.134645754166809,0.621430842785562,0.891062954627012,0.845974773940733,0.675783080003236,-0.159179094636954,-0.0242276060898459,0.323636002739906,0.171475433956687,0.373616985002257,2.5335106580857,0.22779313846419,-0.0628019257717802,-0.0150888888974875,-0.00638124513023048,-0.0206693242110085,-0.00573608541135223,0.40709116284879,0.146294923245858,0.282900772351968,0.513674013301421,0.037413435748077,0.206812460404118,0.0509874475612185,0.129825441856305,0.048245965120359,0.284665594869186,0.0440263361811295,0.209796143632017,0.0410020564743737,0.113628571485852,0.486123809669825,0.702479282960738,0.154803546499166,0.201216377264631,0.286733065825029,0.408654870714452,0.144671669833794,0.3,1.16910556384199,1.17455001233097,1.07923892326552,1.78143688511593,2.69440241659799,2.08643631633064,4.03386096402067,1.91311888143971,3.91272000333184,3.20041021483537,5.15649741720938,2.48210643396481,4.13296518099142,2.80893523535437,3.37110989538182,3.86800788774746,3.37579923685904,1.17875184705574,0.803813306717437,1.05831340980331,0.72964593043216,0.959016348544327,1.02238792671896,1.05498998677889,0.304545722521908,0.945716560160207,0.760588425151268,0.542100445903271,0.766794354501435
10,0.163610796186337,1999.99999999998,1000,0.348,10.2279307916667,-19.9925622106965,2,0.546452955152183,-0.25713735453196,-0.239921145501778,-0.139042692605138,0.711779490045067,0.241743059327422,-0.0862353768458851,0.657382708819286,-0.0252379724513583,0.156906313377434,0.541263274473885,-0.112451983446352,0.130075649702939,0.64785817328597,0.902992699281065,0.849448227366214,0.708051544663506,-0.180144059536897,-0.0284771700393626,0.321013545391843,0.148046655254433,0.362298476271233,2.53580188090967,0.222437526428853,-0.0648296434744915,-0.0142413351279026,-0.00917940967618648,-0.0134900960018182,-0.00512524942040595,0.404149009821165,0.137326177020619,0.273178560776117,0.533277021277939,0.0368979035643738,0.198287131336635,0.0509299222926188,0.127751980908197,0.0481621203080639,0.279154062427325,0.0431579589996949,0.206441826871506,0.0412959444499722,0.114123873407559,0.484687176135455,0.696221684160678,0.146021069927509,0.199035320036695,0.284522982475527,0.391445570452848,0.141411835188015,0.3,1.20030621600743,1.16028403404947,1.0311075180286,1.77763704022103,2.77015649940563,2.01901886892756,4.53422967080452,1.97685500129569,4.10640883137776,3.17592787839054,5.77979420823118,2.46424317511251,4.05315842588552,2.9458002178671,3.48019540758132,3.95749185263952,2.79264306072554,1.25511439002134,0.821607911870974,1.07759840136259,0.733819719065609,0.957258271250596,1.06009343262904,1.01440369034882,0.283258707432011,0.982847766074541,0.786702364802731,0.538105494624566,0.826603741436617
