param,base_mean,base_sd,base_q50,flag_mean,flag_sd,flag_q50,delta_mean,delta_q50
alpha,0.352115519182295,0.0389672757559111,0.352996605035894,0.356748078047666,0.0410189398775985,0.356236679121026,0.00463255886537134,0.00324007408513194
alphapi,0.123984022447168,0.048775509911465,0.121675960198229,0.127622927885729,0.0491642878083949,0.12352823084951,0.00363890543856052,0.00185227065128121
chi1,0.0337195460752727,0.0196002620454208,0.0339438890039604,0.0347832517454798,0.0176072774719584,0.0344801291045746,0.0010637056702071,0.000536240100614253
chi2,0.0106264224413684,0.0194859569848381,0.0102427332481652,0.00786888365219239,0.0179946769396604,0.00761087526796839,-0.00275753878917603,-0.00263185798019683
gamma1,0.501742283071854,0.067848545656469,0.502106815318234,0.50567157492268,0.0688054918454505,0.506366874145779,0.00392929185082536,0.00426005882754488
gamma2,-0.225170550873147,0.0603234889742368,-0.222589426287753,-0.224333635737627,0.0556291743024422,-0.222153000016126,0.00083691513551995,0.000436426271626544
gwbar,0.338586601457129,0.0645850476283255,0.339457074571198,0.34715790166366,0.0643640623351438,0.347556319315228,0.00857130020653124,0.00809924474403029
gzbar,0.162667580511161,0.0706709166416431,0.162604260070725,0.153075045251062,0.0699718202795273,0.153954837182198,-0.0095925352600994,-0.00864942288852755
kapHyp_la_w2020,0.550470551101488,0.520541955194546,0.553787263364961,0.641041788142105,0.540680034943299,0.65267771989117,0.0905712370406174,0.0988904565262085
kapHyp_la_w2021,0.667116189385937,0.516717618427837,0.679597670572075,0.646225761480433,0.530168476488938,0.654212884245615,-0.0208904279055036,-0.0253847863264601
kapHyp_la_w2021tot,0.603588652801963,0.554152076523608,0.579672348077044,0.617857234602421,0.552117871881685,0.620599567485174,0.0142685818004576,0.0409272194081298
kapHyp_la_w2122,0.853049944339638,0.565772864904686,0.838965759492213,0.776584859245413,0.58081433088643,0.789792906196059,-0.0764650850942252,-0.0491728532961535
kapHyp_lm_w2020,1.49265813150475,0.341124412331074,1.50355661119317,1.49043876609141,0.357972385566999,1.49745465745124,-0.00221936541333667,-0.00610195374192446
kapHyp_lm_w2021,0.991343070174254,0.40005270989016,0.982545597632841,0.947716311835126,0.38837270573358,0.948995759397584,-0.0436267583391273,-0.0335498382352573
kapHyp_lm_w2021tot,1.18473249509591,0.3867277644067,1.17693781288949,1.24325397400718,0.369484345674834,1.24454253122424,0.0585214789112636,0.0676047183347486
kapHyp_lm_w2122,0.736761218796832,0.368152445483917,0.747130816153885,0.74312082191006,0.361939443125329,0.755562912441729,0.00635960311322836,0.0084320962878438
kapc_2021,4.37416210752579,2.57599129498604,3.83729577345634,5.22610681345372,2.60041285500838,4.853974473525,0.851944705927925,1.01667870006866
kaphpp_2022,4.05113392338719,1.08514157528779,3.90878942083571,3.67852685913273,0.931685547922262,3.55147590682077,-0.372607064254463,-0.357313514014941
kapk_20,2.75813251030832,1.57940191648634,2.30107711288062,3.35117989841073,1.87174839541022,2.88668465173207,0.593047388102409,0.585607538851447
kapk_21,2.22474735382056,0.980051354121535,1.96811359871132,2.05096525176663,0.885160882229504,1.80948218635651,-0.173782102053934,-0.158631412354811
kappi_2023,2.28428268675669,0.503006230025364,2.21098577729818,2.29040543954489,0.532298072500124,2.20350383194703,0.00612275278819974,-0.0074819453511501
kappop_2021,5.45579496360225,1.66084126517238,5.22085825588667,5.83962496109689,1.89266129861306,5.53826376115649,0.383829997494633,0.317405505269825
kappr_20,9.98696945618173,3.14863218592412,9.39630776262921,9.58696997324405,2.97903820321925,9.06480077427672,-0.39999948293768,-0.331506988352489
kappr_2122,2.62890433807958,0.794066140419517,2.49233870545584,2.41426100693399,0.812968077158191,2.28464999032905,-0.21464333114559,-0.207688715126789
kapu_20,5.77111295041361,2.83052664601408,5.29172847293531,5.39173930827483,2.64640016350383,4.87432893566275,-0.379373642138784,-0.417399537272564
kapu_2122,1.89027653521561,0.664668016061892,1.72616503583683,1.87424912172378,0.716583104865965,1.68335467770219,-0.0160274134918335,-0.0428103581346375
kapy_20,8.12826624280175,3.99090593874601,7.73191988543242,6.95163292495063,3.54612904388603,6.35334354756103,-1.17663331785112,-1.37857633787139
kapy_21,4.70437410823149,2.21846916980124,4.3293652362552,4.34596447311097,1.97122717173358,3.96272782549689,-0.358409635120527,-0.366637410758319
lam1,0.307306060139928,0.111624672088193,0.307687988826542,0.288830424989323,0.1005592108687,0.28935896366474,-0.0184756351506051,-0.0183290251618026
lam2,-0.165573304902505,0.126990487523889,-0.168322261602125,-0.163991416857951,0.120240924290177,-0.169990406242244,0.00158188804455361,-0.00166814464011864
m84_c,1.77391028480769,0.339880154017498,1.74596704885601,1.70588699094461,0.327504060398198,1.68395959808776,-0.0680232938630789,-0.0620074507682487
m84_y,1.10089952483989,0.394171777922571,1.04582212652982,1.24404715876019,0.419693052467986,1.184552371984,0.143147633920294,0.138730245454185
m84_z,1.93528232027864,0.457306514965309,1.90218803584296,1.82259743128306,0.470599369417326,1.79381874914227,-0.112684888995583,-0.108369286700687
m93_U,1.76973673826363,0.410722548520719,1.73977974911117,1.69247301890086,0.428156368840823,1.66873695510592,-0.077263719362769,-0.0710427940052485
m93_pi,1.80067884460042,0.23680452286738,1.77737270462517,1.75359426831644,0.220250977286066,1.73417176090224,-0.0470845762839804,-0.0432009437229293
nu,-0.0215055014354699,0.0257186852358385,-0.0182154937475404,-0.0193060236154667,0.0261942864673047,-0.0159005541122481,0.00219947782000316,0.00231493963529226
phi2,-0.453296731719822,0.122828967950442,-0.462813651411536,-0.437314888741936,0.127237470842609,-0.45002527827652,0.0159818429778856,0.012788373135016
phihpp,0.0116509162266327,0.0173910413058227,0.0118352716120928,0.0121643963679218,0.0165248429082444,0.0123759671702173,0.000513480141289102,0.000540695558124471
phik,0.000331202835275201,0.00142592395050076,0.000352371305781113,0.000463597184855807,0.00149084638110074,0.000443763927348419,0.000132394349580606,9.13926215673051e-05
phipr,-0.0020814285644657,0.00840329751516194,-0.0024894214141581,-0.00248294548304797,0.00781461328453568,-0.00278044791726519,-0.00040151691858227,-0.000291026503107085
phisum,0.954503949762219,0.0211025260757335,0.957315743038651,0.956544021424694,0.0219181257720632,0.959769983695046,0.00204007166247477,0.00245424065639477
phiu,-0.00757820777455062,0.00301655852222527,-0.00734948402380428,-0.00748492559988634,0.00312194172627749,-0.00722267568297077,9.32821746642788e-05,0.000126808340833512
phiy,-0.0272752649147061,0.0170963520955333,-0.0241849309442504,-0.0223613997337505,0.0139538471706141,-0.0197159898977434,0.00491386518095564,0.00446894104650703
pistar,2.57073694933116,0.153798831711207,2.57003965254911,2.57559521305203,0.162725454268973,2.57257896920606,0.0048582637208705,0.0025393166569434
rhoU,0.657020545986651,0.0950997569660343,0.658629616716255,0.628041020932437,0.0993315621000448,0.630886194909906,-0.0289795250542135,-0.0277434218063493
rhohpp,0.561182806125507,0.131617902251082,0.563830045898554,0.591824887942695,0.13592449151765,0.591532145928876,0.0306420818171884,0.0277021000303225
rhok,0.976854731726663,0.0201998913433598,0.981812776656682,0.974382761422522,0.0199741582948369,0.979403005117509,-0.00247197030414048,-0.00240977153917266
rhopr,0.810056378514484,0.0864409923672,0.813671416466752,0.809943982455662,0.0829688991511918,0.81348674553178,-0.00011239605882174,-0.000184670934972653
rhow,0.962683462863439,0.025803239405772,0.96843823318128,0.958409384598194,0.0269092043338376,0.963596973284179,-0.0042740782652444,-0.0048412598971006
sig_Ustar,0.0953367800328289,0.0130012075502717,0.0946859967360713,0.0955375720556405,0.0137170059365396,0.0947073841564761,0.000200792022811647,2.13874204048753e-05
sig_c,0.3570207355921,0.0341214676470667,0.35518646382952,0.378869608250033,0.0396393344873207,0.375900802775195,0.0218488726579332,0.0207143389456752
sig_ghpp,0.0356122545800639,0.0074942507905776,0.0346913010273484,0.0347696014318997,0.00723509641071476,0.0338550773666677,-0.000842653148164195,-0.000836223660680736
