param,neff,post_sd,pooled_mean,q05,q50,q95,rhat_classic,rhat_rank_bulk,rhat_rank_folded,rhat_rank
phiy,3.25322118380953,0.0170963520955333,-0.0272752649147061,-0.0598418106731538,-0.0241849309442504,-0.00526560631168529,1.19371245687244,1.23846571787225,1.04315979679716,1.23846571787225
kapc_2021,3.32473365259842,2.57599129498604,4.37416210752579,1.3427932067974,3.83729577345634,9.30603210995954,1.18845127428881,1.24376648836296,1.03351549518659,1.24376648836296
kapHyp_la_w2122,3.40558646263887,0.565772864904686,0.853049944339638,-0.0530991883344244,0.838965759492213,1.79767957138017,1.18283902491955,1.18077289744433,1.02718274291967,1.18077289744433
kapy_20,3.55976518931802,3.99090593874601,8.12826624280175,2.31665883699972,7.73191988543242,15.3185633238102,1.17301877160104,1.22904491262304,1.03699670420566,1.22904491262304
kapHyp_lm_w2021tot,3.99693446609384,0.3867277644067,1.18473249509591,0.565768534416484,1.17693781288949,1.83428502302116,1.15017388036943,1.14772771836943,1.00803266564222,1.14772771836943
kapHyp_lm_w2021,4.07529504524854,0.40005270989016,0.991343070174254,0.343814051627276,0.982545597632841,1.66132350233944,1.14670456705015,1.14459230624491,1.02458309281484,1.14459230624491
rhok,4.39500919602989,0.0201998913433598,0.976854731726663,0.937418930091451,0.981812776656682,0.99793357163394,1.1340733133534,1.20006113374436,1.01419663608068,1.20006113374436
sig_gk,4.85777597502724,0.00444844818655777,0.0368169945581918,0.0297928023893407,0.0366228769614959,0.044347906191785,1.11922614161616,1.11813783550363,1.00760472810747,1.11813783550363
m93_U,4.95405288655409,0.410722548520719,1.76973673826363,1.14965519399186,1.73977974911117,2.4977291225704,1.11654231344028,1.12680527219093,1.01092374009284,1.12680527219093
kapu_20,5.03497730507327,2.83052664601408,5.77111295041361,2.26192593855443,5.29172847293531,10.9704908785914,1.11437843477646,1.14671952949007,1.03515511396288,1.14671952949007
phi2,5.06112040109512,0.122828967950442,-0.453296731719822,-0.638514614686644,-0.462813651411536,-0.23674504966675,1.11369649847013,1.10772713893523,1.02091635739785,1.10772713893523
sig_Ustar,5.19526169526323,0.0130012075502717,0.0953367800328289,0.0754645495291871,0.0946859967360713,0.117782291267729,1.11032188365883,1.1080024827488,1.01760851587296,1.1080024827488
kapHyp_la_w2021tot,5.24901007039411,0.554152076523608,0.603588652801963,-0.26606688439667,0.579672348077044,1.54707730485447,1.10902542095635,1.10608836542283,1.01772911726679,1.10608836542283
lam1,5.30155177120568,0.111624672088193,0.307306060139928,0.122166769113717,0.307687988826542,0.489148545228059,1.10778725487322,1.10782995049627,1.02453230018288,1.10782995049627
sig_pr,5.33258645431815,0.0248025191032974,0.181115259810675,0.141911060920806,0.179923207399322,0.223757545004948,1.10706906590901,1.10863080381589,1.00672231624351,1.10863080381589
kapHyp_lm_w2020,5.33281685082259,0.341124412331074,1.49265813150475,0.919870157364156,1.50355661119317,2.03615884573695,1.10706377006468,1.10850203552323,1.01119767536194,1.10850203552323
sig_k,5.5343540804488,0.00555792642697643,0.0727988276514928,0.0644873263056105,0.0723108335921205,0.0827726695449593,1.10262405230969,1.09796486489061,1.0174653764881,1.09796486489061
