metric,base_med,base_q05,base_q95,flag_med,flag_q05,flag_q95,delta_med
rstar_end,0.73230674470889,-2.76415494978127,4.17266368552748,0.69624607503986,-2.82783320688673,4.22001945106963,-0.0360606696690303
nairu_end,5.26274564844927,4.34920904977507,6.21824897839958,5.2975899135101,4.40063338015943,6.24939159405887,0.0348442650608352
gap_end,1.18448114748648,-0.0685937819455999,2.61347055727471,1.32405478763247,0.0263700846449845,2.83329305228929,0.139573640145988
trend_inflation_end,2.48531059513177,2.16498555221472,2.81718779451699,2.47996267153043,2.15001923267969,2.80975652624857,-0.00534792360134118
gap_2020Q2,-2.370869680332,-5.09210764756918,-0.0568309697532567,-4.99022579043108,-6.83785196667141,-2.55610834673971,-2.61935611009909
