param,neff,post_sd,pooled_mean,q05,q50,q95,rhat_classic,rhat_rank_bulk,rhat_rank_folded,rhat_rank
phisum,2.89177951262747,0.0228934303240722,0.953526343154953,0.910589470768937,0.957107354576323,0.984088795259929,1.22558704454537,1.23290149348036,1.04395325291738,1.23290149348036
rhok,3.64113400257484,0.0203197448756129,0.976561381347807,0.937562580118742,0.981736036772341,0.997271244027965,1.16825190727667,1.17139019127911,1.05980039802897,1.17139019127911
kapHyp_la_w2122,3.67634747881884,0.57344120022495,0.859800443830247,-0.0947505394815183,0.86273324816735,1.79424034504821,1.16626989253817,1.1654584844454,1.01820143690194,1.1654584844454
kapHyp_lm_w2021tot,4.13484295531825,0.397829965372223,1.29865110017071,0.622679758730527,1.31864410328206,1.91678297016923,1.14417394564096,1.14152970592428,1.00991471941774,1.14152970592428
gamma2,4.21335147125105,0.0598319126496416,-0.234410544356029,-0.338939633914649,-0.229779001878252,-0.144080117070418,1.14096854164386,1.13679860810334,1.02613337194446,1.13679860810334
rhoU,4.23325836891544,0.104340548006822,0.63703632851095,0.463376292081278,0.638033989228827,0.806741518936265,1.14017838382831,1.14202138651267,1.01989997100772,1.14202138651267
phiu,4.37833885020948,0.00318890138048568,-0.00803328778348104,-0.0136002769227629,-0.00773796268242909,-0.00331761898855362,1.13467773158588,1.14138555171741,1.01207933433002,1.14138555171741
alphapi,4.83199117668617,0.0496495970100016,0.121852220626896,0.0476919440164769,0.117831506314599,0.210128254701814,1.11996610224974,1.12712861330711,1.01460223382854,1.12712861330711
kapHyp_la_w2021tot,4.92145108863404,0.568875494956677,0.682283873256899,-0.247468108443291,0.666407260765037,1.64420716309826,1.11743745169022,1.11634364953412,1.01141563516928,1.11634364953412
kapy_20,4.94233282103617,4.13265984464872,7.46736741552705,2.46437261584751,6.65866639602482,15.2668441242519,1.11686252802486,1.14329576343974,1.01071291865865,1.14329576343974
sig_pr,5.05231349222165,0.0251577921806191,0.1780905028179,0.139441941296963,0.17654695391134,0.222153541550471,1.11392531195975,1.11533966903503,1.00973902215748,1.11533966903503
m84_y,5.25379521894578,0.396278813618338,1.09734405651682,0.559627962199278,1.03688708448172,1.82252540237398,1.10891147790982,1.10294120833465,1.02560975127812,1.10294120833465
pistar,5.35302830479336,0.163618781825178,2.53390908669949,2.25439167847085,2.54230415362403,2.78525478879155,1.10660122887313,1.10698059778365,1.02830244413159,1.10698059778365
kapc_2021,5.39484175644705,2.73912475764058,5.50776019697303,1.66882911648363,5.24836396945137,10.4105767778595,1.10565692808518,1.12866943572347,1.01059846339302,1.12866943572347
xi1,5.42894909695225,0.0589994698793853,-0.277237658084328,-0.375182150656647,-0.276455445363937,-0.183124569258778,1.10489898864658,1.10485069693806,1.00723917298999,1.10485069693806
sme_pi,5.44557197572,0.0437579703570001,0.645238494514734,0.576057094695406,0.643404726197077,0.719799546065293,1.10453352892612,1.10675608827045,1.00736979329304,1.10675608827045
sig_z,5.44722564666626,0.0413877071738638,0.331856289405359,0.266317627171238,0.33003473157014,0.402672561452722,1.10449731194285,1.10191870127418,1.01556889948101,1.10191870127418
rhopr,5.8520941712277,0.0823880082111624,0.821562676603081,0.680934173508758,0.823907630690153,0.957210303973481,1.096327857216,1.10204875444768,1.03277280276494,1.10204875444768
kappr_2122,5.87672963452726,0.787768615089057,2.56626966084592,1.57099100948583,2.42050779497579,4.07989202067477,1.09587187524558,1.1099190242713,1.01461053794334,1.1099190242713
kapu_2122,6.11728236392398,0.81896628061621,1.92769580449702,1.11394165375748,1.70321585670901,3.50762874601005,1.09163669267653,1.10785259547365,1.0306489481501,1.10785259547365
