metric,base_med,base_q05,base_q95,flag_med,flag_q05,flag_q95,delta_med
rstar_end,0.73230674470889,-2.76415494978127,4.17266368552748,0.71439403903195,-2.78388662851871,4.10838111693909,-0.0179127056769404
nairu_end,5.26274564844927,4.34920904977507,6.21824897839958,5.25407481396459,4.37412964767275,6.18024146930428,-0.00867083448467287
gap_end,1.18448114748648,-0.0685937819455999,2.61347055727471,1.15148366696756,-0.0631938872055473,2.57107231858614,-0.0329974805189217
trend_inflation_end,2.48531059513177,2.16498555221472,2.81718779451699,2.48785215003739,2.1683981681656,2.81943971471916,0.00254155490561514
gap_2020Q2,-2.370869680332,-5.09210764756918,-0.0568309697532567,-2.45274458570716,-5.38556750911346,-0.0557291655213386,-0.0818749053751637
