param,base_mean,base_sd,base_q50,flag_mean,flag_sd,flag_q50,delta_mean,delta_q50
alpha,0.352115519182295,0.0389672757559111,0.352996605035894,0.363350794844405,0.0451034818317858,0.362446324587587,0.0112352756621102,0.00944971955169271
alphapi,0.123984022447168,0.048775509911465,0.121675960198229,0.120286849014329,0.0494567961309676,0.115882960568315,-0.00369717343283991,-0.00579299962991386
chi1,0.0337195460752727,0.0196002620454208,0.0339438890039604,0.0330080249451226,0.0186427464256329,0.0328722321743011,-0.000711521130150113,-0.00107165682965931
chi2,0.0106264224413684,0.0194859569848381,0.0102427332481652,0.0124672858263841,0.0195641337069724,0.0117928372251088,0.0018408633850157,0.00155010397694354
gamma1,0.501742283071854,0.067848545656469,0.502106815318234,0.50514128895175,0.0696206316462421,0.504512586135014,0.00339900587989517,0.00240577081677995
gamma2,-0.225170550873147,0.0603234889742368,-0.222589426287753,-0.233526477994969,0.062782910646116,-0.229154227692996,-0.00835592712182207,-0.00656480140524318
gwbar,0.338586601457129,0.0645850476283255,0.339457074571198,0.336905160742363,0.0649275290000374,0.337013838159481,-0.00168144071476578,-0.00244323641171706
gzbar,0.162667580511161,0.0706709166416431,0.162604260070725,0.151098363023356,0.0701068334503662,0.151970725872299,-0.0115692174878048,-0.0106335341984262
kapHyp_la_w2020,0.550470551101488,0.520541955194546,0.553787263364961,0.499828591029493,0.576758215991861,0.50082645961246,-0.0506419600719948,-0.0529608037525013
kapHyp_lm_w2020,1.49265813150475,0.341124412331074,1.50355661119317,1.50195956257798,0.366014480317488,1.51242192051193,0.00930143107323755,0.00886530931875984
kapc_2021,4.37416210752579,2.57599129498604,3.83729577345634,4.09164996679819,2.09751820629805,3.79792427812454,-0.282512140727601,-0.0393714953317961
kaphpp_2022,4.05113392338719,1.08514157528779,3.90878942083571,3.98926752817862,1.04869273467617,3.85842504864227,-0.0618663952085714,-0.0503643721934424
kapk_20,2.75813251030832,1.57940191648634,2.30107711288062,3.26987121000508,1.88355417600848,2.80039836771774,0.511738699696758,0.499321254837124
kapk_21,2.22474735382056,0.980051354121535,1.96811359871132,1.97002324340158,0.838570951773499,1.74498771861845,-0.254724110418977,-0.223125880092871
kappi_2023,2.28428268675669,0.503006230025364,2.21098577729818,2.18457279113285,0.470187563500243,2.11383170228981,-0.0997098956238363,-0.0971540750083659
kappop_2021,5.45579496360225,1.66084126517238,5.22085825588667,5.28842017169286,1.4724265851767,5.10692795170887,-0.167374791909398,-0.113930304177802
kappr_20,9.98696945618173,3.14863218592412,9.39630776262921,9.76907851955056,3.1562557200497,9.19069364126503,-0.217890936631171,-0.205614121364176
kappr_2122,2.62890433807958,0.794066140419517,2.49233870545584,2.84298174559465,0.860492019137271,2.7068709542793,0.214077407515073,0.214532248823466
kapu_20,5.77111295041361,2.83052664601408,5.29172847293531,5.94190737974846,3.17993883445139,5.3676398704466,0.170794429334847,0.0759113975112866
kapu_2122,1.89027653521561,0.664668016061892,1.72616503583683,1.89323931977048,0.72011279776336,1.70830867317542,0.00296278455486787,-0.0178563626614121
kapy_20,8.12826624280175,3.99090593874601,7.73191988543242,8.38255806638706,4.16620120648527,7.80009537467397,0.254291823585307,0.0681754892415469
kapy_21,4.70437410823149,2.21846916980124,4.3293652362552,4.50199259293344,1.75490478266182,4.30602578336511,-0.20238151529805,-0.0233394528900934
lam1,0.307306060139928,0.111624672088193,0.307687988826542,0.292465358302264,0.113360736848863,0.294721341186343,-0.0148407018376641,-0.0129666476401995
lam2,-0.165573304902505,0.126990487523889,-0.168322261602125,-0.138067127269093,0.143316494933513,-0.152758014638036,0.027506177633412,0.0155642469640896
m84_c,1.77391028480769,0.339880154017498,1.74596704885601,1.76175053537528,0.343263740611551,1.73084457365539,-0.0121597494324142,-0.0151224752006234
m84_y,1.10089952483989,0.394171777922571,1.04582212652982,1.20994776222731,0.41932327449825,1.16440823861663,0.109048237387418,0.11858611208681
m84_z,1.93528232027864,0.457306514965309,1.90218803584296,1.85595313837704,0.474784290630012,1.83260640720555,-0.0793291819015984,-0.0695816286374098
m93_U,1.76973673826363,0.410722548520719,1.73977974911117,1.68260735129758,0.425197778608327,1.6587839605046,-0.0871293869660452,-0.0809957886065633
m93_pi,1.80067884460042,0.23680452286738,1.77737270462517,1.74139155481766,0.215871495132813,1.72583257823382,-0.0592872897827581,-0.051540126391344
nu,-0.0215055014354699,0.0257186852358385,-0.0182154937475404,-0.0212887684894598,0.0280284745005597,-0.017354505240239,0.000216732946010073,0.000860988507301416
phi2,-0.453296731719822,0.122828967950442,-0.462813651411536,-0.420156627873949,0.147931522402662,-0.437588094772845,0.0331401038458724,0.0252255566386908
phihpp,0.0116509162266327,0.0173910413058227,0.0118352716120928,0.00959229230982715,0.0182558718761151,0.0102397931033727,-0.0020586239168055,-0.00159547850872008
phik,0.000331202835275201,0.00142592395050076,0.000352371305781113,0.000229206377428234,0.0014370161800748,0.000221836990884093,-0.000101996457846967,-0.00013053431489702
phipr,-0.0020814285644657,0.00840329751516194,-0.0024894214141581,-0.00202937983322527,0.00912143144378458,-0.00227323063280853,5.20487312404344e-05,0.000216190781349573
phisum,0.954503949762219,0.0211025260757335,0.957315743038651,0.949728636161969,0.0294257873030888,0.955905367416763,-0.00477531360024963,-0.00141037562188828
phiu,-0.00757820777455062,0.00301655852222527,-0.00734948402380428,-0.00720552877843393,0.00339760529282823,-0.00694772855633708,0.000372678996116691,0.0004017554674672
phiy,-0.0272752649147061,0.0170963520955333,-0.0241849309442504,-0.0249165266143337,0.0154327754472395,-0.022183826844426,0.00235873830037241,0.00200110409982446
pistar,2.57073694933116,0.153798831711207,2.57003965254911,2.56880074385568,0.170698232843836,2.56914689476073,-0.00193620547547368,-0.000892757788388376
rhoU,0.657020545986651,0.0950997569660343,0.658629616716255,0.663383475379322,0.104805551509702,0.663609607991299,0.00636292939267102,0.00497999127504356
rhohpp,0.561182806125507,0.131617902251082,0.563830045898554,0.53229996879827,0.129820966762518,0.537262053016331,-0.028882837327237,-0.0265679928822229
rhok,0.976854731726663,0.0201998913433598,0.981812776656682,0.975603138498643,0.0194827987719144,0.98042180955207,-0.00125159322801982,-0.00139096710461184
rhopr,0.810056378514484,0.0864409923672,0.813671416466752,0.84250658277972,0.0924729988121996,0.848683485391479,0.032450204265236,0.0350120689247267
rhow,0.962683462863439,0.025803239405772,0.96843823318128,0.960385529900468,0.0277615673093604,0.966592004545178,-0.00229793296297054,-0.00184622863610251
sig_Ustar,0.0953367800328289,0.0130012075502717,0.0946859967360713,0.0976736173580348,0.0147740815798855,0.0967457396632284,0.00233683732520598,0.00205974292715715
sig_c,0.3570207355921,0.0341214676470667,0.35518646382952,0.366379210952845,0.0378518874263771,0.364874380420968,0.0093584753607453,0.00968791659144796
sig_ghpp,0.0356122545800639,0.0074942507905776,0.0346913010273484,0.0343205300588152,0.00680151884784578,0.0333971135909466,-0.00129172452124873,-0.00129418743640181
sig_gk,0.0368169945581918,0.00444844818655777,0.0366228769614959,0.0356483641287079,0.00423843781275919,0.0354216197582775,-0.00116863042948392,-0.00120125720321842
sig_gpr,0.0359879717769421,0.00710441088891154,0.0352645020246626,0.037348711021011,0.00780370812263328,0.0362945244400496,0.00136073924406893,0.00103002241538707
sig_gw,0.0301680764426314,0.00388376112334227,0.0298875148326117,0.0298554829593238,0.0037578013931369,0.0296229222223852,-0.000312593483307554,-0.000264592610226464
sig_gz,0.0416415231971701,0.00887424241426926,0.0404386685438201,0.041311235141546,0.00883268968103443,0.0403054259353456,-0.000330288055624177,-0.000133242608474443
sig_hpp,0.225731091853441,0.0305478347851831,0.223314583791012,0.2279187905923,0.0326859035661102,0.225875425400581,0.00218769873885913,0.00256084160956863
sig_k,0.0727988276514928,0.00555792642697643,0.0723108335921205,0.07172168253453,0.00541450665160074,0.0713471598348136,-0.00107714511696277,-0.000963673757306882
sig_pie,0.207428482168011,0.0186818344543038,0.206356524157297,0.208080609557367,0.0190155431645868,0.206865990514394,0.000652127389356438,0.000509466357097532
sig_pr,0.181115259810675,0.0248025191032974,0.179923207399322,0.183466663113297,0.0254149649442239,0.182018153545648,0.00235140330262218,0.00209494614632558
sig_w,0.0573683544153025,0.00469496977213698,0.0571257105251716,0.0570188052470442,0.00491050417886539,0.0567817681792921,-0.000349549168258328,-0.000343942345879457
sig_xi,0.129029647669156,0.0356587641920055,0.122587308985356,0.132203706979856,0.0356287146394857,0.12650632417685,0.00317405931070006,0.00391901519149455
sig_z,0.325778693116286,0.0400711384343002,0.324260374438405,0.335030712996732,0.0394916325972504,0.333776796041729,0.00925201988044572,0.00951642160332383
sme_U,0.116363196318514,0.012424148162633,0.11588260160364,0.116103360919407,0.012324797689589,0.115349942705308,-0.000259835399107497,-0.000532658898331734
sme_hpp,0.354882128538106,0.028916112845368,0.354309497640705,0.3536335249094,0.0300880979928323,0.35309379557654,-0.00124860362870571,-0.00121570206416477
sme_k,0.057054654537129,0.00472888339142825,0.0567698217936224,0.0570279000373322,0.0048513008356233,0.0566382971394444,-2.6754499796805e-05,-0.000131524654177942
sme_pi,0.638467638513097,0.041190653992098,0.637095459213177,0.643479990330393,0.0419119707280554,0.641477406874136,0.00501235181729565,0.00438194766095978
sme_pieobs,0.3,4.44089209850062e-16,0.3,0.3,4.44089209850062e-16,0.3,0,0
sme_pr,0.225270499704501,0.0227422215734683,0.224747612142927,0.225816483663589,0.0255968304799143,0.22540757137458,0.000545983959088003,0.000659959231652796
sme_w,0.0575577076434656,0.00491229689585936,0.0572955246575812,0.0566399480175255,0.0049658769009889,0.0562111728364173,-0.000917759625940075,-0.00108435182116395
sme_y,0.263272301605691,0.0268052850899137,0.262738136259923,0.252146153711885,0.0264465371657857,0.250361695795041,-0.0111261478938068,-0.0123764404648823
theta1,-0.0358592078558984,0.0779232395791129,-0.0372161496506572,-0.0206200674150302,0.083447973686202,-0.0201475868601289,0.0152391404408681,0.0170685627905283
theta2,0.117407891287433,0.0805139346558605,0.119441135003472,0.100337351016859,0.0902933526669853,0.098974418277912,-0.0170705402705734,-0.0204667167255599
xi1,-0.288300871530264,0.0592446902434629,-0.287219931440771,-0.283600866320905,0.0667952102944295,-0.281242746589278,0.00470000520935931,0.00597718485149301
xi2,0.00800515379952479,0.0920594379756631,0.00509451393923574,-0.000530963184324843,0.103667537573822,-0.00410071902546663,-0.00853611698384963,-0.00919523296470237
