metric,base_med,base_q05,base_q95,flag_med,flag_q05,flag_q95,delta_med
rstar_end,0.73230674470889,-2.76415494978127,4.17266368552748,0.704389532581966,-3.05317661312172,4.285870678539,-0.0279172121269246
nairu_end,5.26274564844927,4.34920904977507,6.21824897839958,5.2476513412154,4.36065313339865,6.20112487056489,-0.0150943072338681
gap_end,1.18448114748648,-0.0685937819455999,2.61347055727471,1.2413198868642,-0.0458164153585786,2.71730902298097,0.056838739377721
trend_inflation_end,2.48531059513177,2.16498555221472,2.81718779451699,2.48687885773596,2.15045083846197,2.8129514844253,0.00156826260418574
gap_2020Q2,-2.370869680332,-5.09210764756918,-0.0568309697532567,-3.34997231930714,-6.17161559741633,-0.377949277016108,-0.979102638975144
