stage,phi,ess_pre,ess_post,acc_rate,wallclock_s,lml_inc,m_stage,n_cloud,wf_m,wf_p,mean_gamma1,mean_gamma2,mean_xi1,mean_xi2,mean_rhoU,mean_theta1,mean_theta2,mean_rhopr,mean_lam1,mean_lam2,mean_rhohpp,mean_chi1,mean_chi2,mean_rhok,mean_rhow,mean_phisum,mean_phi2,mean_nu,mean_alpha,mean_gzbar,mean_gwbar,mean_pistar,mean_alphapi,mean_phiy,mean_phiu,mean_phipr,mean_phihpp,mean_phik,mean_sig_c,mean_sig_Ustar,mean_sig_pie,mean_sig_z,mean_sig_gz,mean_sig_k,mean_sig_gk,mean_sig_w,mean_sig_gw,mean_sig_hpp,mean_sig_ghpp,mean_sig_pr,mean_sig_gpr,mean_sig_xi,mean_sme_y,mean_sme_pi,mean_sme_w,mean_sme_U,mean_sme_pr,mean_sme_hpp,mean_sme_k,mean_sme_pieobs,mean_m84_y,mean_m84_z,mean_m84_c,mean_m93_pi,mean_m93_U,mean_kapc_2021,mean_kapy_20,mean_kapy_21,mean_kapu_20,mean_kapu_2122,mean_kappr_20,mean_kappr_2122,mean_kaphpp_2022,mean_kappop_2021,mean_kappi_2023,mean_kapk_20,mean_kapk_21,mean_kapHyp_lm_w2020,mean_kapHyp_lm_w2021,mean_kapHyp_lm_w2122,mean_kapHyp_lm_w2021tot,mean_kapHyp_lm_w2022tot,mean_kapHyp_lm_w2023tot,mean_kapHyp_la_w2020,mean_kapHyp_la_w2021,mean_kapHyp_la_w2122,mean_kapHyp_la_w2021tot,mean_kapHyp_la_w2022tot,mean_kapHyp_la_w2023tot
1,0.00628148193432787,1999.99999999998,1000,0.195,10.3244064583333,-7.90171753420525,2,4500,500,9,0.59073146121239,-0.201513228749886,-0.284280669743802,-0.210681734844811,0.538442613330346,0.250667207986804,0.213296223203595,0.502486905665879,0.242633603366997,0.23820973734219,0.48792941099532,0.0247748709765977,0.00307154813450135,0.500084226321173,0.526708542934976,0.520328276942662,-0.186946475739658,-0.093155774896568,0.345316253290494,0.305481711974049,0.392540550374395,2.53925173679138,0.449156179971806,0,-0.0354016310784186,0.000914950692909805,0.00787268583104338,0.000132947018946779,0.677852288186182,0.141809704519648,0.279552730405689,0.465157055389327,0.0468678599473167,0.266508510396686,0.0451487372508551,0.176970871740489,0.0466206858521235,0.371133388599603,0.0479838208187216,0.273345105507056,0.0471045877261632,0.143223763724408,0.548315835801044,0.916999228554351,0.177194601045817,0.232533531717031,0.278858365738148,0.453737957328401,0.181601850605656,0.299999999999999,1.64275035710079,1.68674557447404,1.58555596958462,1.71105189278919,1.79710330775942,3.33663560815068,3.7002666802788,3.42623217602255,3.66960427413804,3.57004870610003,3.7806607230534,3.48465763896007,3.66017837927604,3.32874614618375,3.41753101059284,3.74801394102272,3.52061709288994,1.02966473824763,0.934700984970699,0.960854471283253,0.903593527668504,0.984547532931734,0.925591861295265,0.688129297644061,0.616448221828427,0.713286248147387,0.682863304413365,0.690614546395024,0.70849466841629
2,0.0144208983580897,4500.00000000003,2250,0.30125,10.7744790416667,-9.27423582372762,2,4500,500,9,0.601935449680695,-0.205830986601246,-0.239611264011171,-0.152174573398612,0.580732955409251,0.235818020420093,0.148111292022458,0.494681095741593,0.210849693326348,0.194138760849344,0.501438827340227,0.0186276595040766,0.0545628223274103,0.510653539511012,0.543452383035418,0.504517606913148,-0.211180445904024,-0.0855547001555602,0.343734562421795,0.312456907967225,0.391683978937165,2.56264482202383,0.40419762156088,0,-0.0282648980391847,-0.00120581365704776,0.0052090343462183,0.00261402440080478,0.624638482108838,0.146404549953533,0.272989091851922,0.467855497623773,0.047368858153157,0.25616898431799,0.0451116978523299,0.169274770973404,0.0459293976886278,0.361652099506787,0.0472431072657008,0.264152833029354,0.0468813230655464,0.139091914662805,0.510529672283942,0.901995871591886,0.166707354801973,0.225413680067273,0.274219921898322,0.446052806475267,0.173878961719078,0.299999999999999,1.68257697621317,1.68311952077137,1.50150838179636,1.79317295133465,1.85031406842331,3.17899417476081,4.03956985163225,3.5724045389846,3.96394895300408,3.5228037682713,4.3945294445001,3.64240034755298,3.72888819259121,3.16686892794546,3.03195722821426,4.16318551680795,3.71237770965857,1.11831213509308,0.945058615210728,0.945520932045337,0.870667591859209,0.981752782329077,0.881202781278098,0.684046545592924,0.622501425396035,0.695084552556567,0.69406637209803,0.672329250235437,0.743201675039321
3,0.0247430994564363,4500.00000000003,2250,0.32,10.9235402916667,-10.772491476068,2,4500,500,9,0.606871231678474,-0.194929567678216,-0.196294361242946,-0.121090401690429,0.582315897527982,0.239564224556864,0.082880974281213,0.479785409325054,0.130613908858776,0.183683876294849,0.495213936599741,0.00496823181440985,0.086150397207862,0.54886513658797,0.576746809960678,0.507529036277617,-0.211904534592692,-0.0801491045882341,0.341167589920542,0.319901395281248,0.384606112757319,2.58865550503688,0.383364626268832,0,-0.0226862914582722,-0.000909081491950145,0.0042131443409124,0.00385865185488984,0.585836768328568,0.145917054170883,0.267572523798099,0.477452082384301,0.0483423850905058,0.236647479016821,0.0453303541958749,0.158527912047391,0.0448185157395007,0.348779010188396,0.0465125279806753,0.263242727306343,0.0462809471850298,0.136073509102003,0.468108095829253,0.900880085627144,0.156292388423424,0.220326057670473,0.26958054241748,0.43761673424636,0.164982393220323,0.299999999999999,1.73939386702038,1.67493745357365,1.40836748234265,1.86166333654123,1.8734413759286,2.94928697766978,3.97168105855577,3.59602144422256,4.24358959808128,3.36530239415167,4.8441458230021,3.75752227562061,4.08213817769415,3.02897003183771,2.71465489050853,4.51217534579862,3.66866189299258,1.20273902171701,0.960621146136004,0.927042588641003,0.868971282772361,1.01940368931931,0.833533953871766,0.672257552026764,0.678411647619566,0.685691683725523,0.699899917912607,0.69068643889221,0.736126387623453
4,0.0364271434959614,4500.00000000003,2250,0.34075,11.005123375,-11.3106223822658,2,4500,500,9,0.617061859847825,-0.193622992279126,-0.202886504081346,-0.110305417899811,0.589904953724589,0.195854388121928,0.0231989900099778,0.463753767146053,0.13380145548584,0.150253452609249,0.500721367378445,-0.0267287357747807,0.0827049922648993,0.59918434735218,0.63276160346682,0.517924588206362,-0.216816420168999,-0.0654274896141111,0.338388198795077,0.320356637909032,0.380279400664565,2.59170526946696,0.354171974987837,0,-0.0194227311944037,0.000769287343526328,0.00550383810583724,0.00492915280062765,0.564005358864642,0.145244046270117,0.257085200229494,0.495958807850542,0.0499914744166825,0.22547512159921,0.0452652685414302,0.152331151540538,0.0442352747863234,0.348817281807456,0.0469282995490964,0.252342504583737,0.0478643977140216,0.128713872634438,0.444121966679256,0.904353006060814,0.148775877255615,0.207394025676,0.27030275967002,0.422183234267544,0.155937912615443,0.299999999999999,1.81312400369212,1.61689027357369,1.34138757322847,1.86581752673929,1.83561736212135,2.70912469207112,3.82060299504729,3.47256218195594,4.47621794531499,3.1909156138741,5.11106332172971,4.09172960975486,4.41046867439601,2.78397213818161,2.57970966634409,5.02134313353836,3.62811969452845,1.26481506240023,1.01216271735542,0.923507179511298,0.86249628143016,1.06876990279643,0.787112564505541,0.640964989785946,0.770613594917811,0.680478370576081,0.660447421454697,0.783964150875202,0.702063077339021
5,0.0482900908047312,4500.00000000003,2250,0.385875,10.957312875,-10.6655651813973,2,4500,500,9,0.622016365151123,-0.199945805476524,-0.240123531101607,-0.117104221510829,0.567834397649585,0.181894191408618,-0.00969640319646369,0.480840722186925,0.210458450564845,0.0746327658490647,0.533953947908777,-0.0424953956861311,0.0502818169399438,0.65148900328526,0.683274332847011,0.568297373736891,-0.197972607401735,-0.0518841179896236,0.330113759948891,0.311942425906242,0.369233483954814,2.59692231491456,0.320270929201112,0,-0.0174438470036748,0.00226039630761366,0.0100607658584891,0.00574711606424696,0.553576367513165,0.141807099793951,0.236343121095108,0.510321833788886,0.0517024589998921,0.220839492882368,0.0468900018172997,0.148766033975975,0.0430210795564967,0.351276695453271,0.0469941451061696,0.235267861020497,0.0495254789831172,0.120584388036422,0.432066140110224,0.900152140126574,0.139297545320711,0.189666538025615,0.265849621531436,0.404480665395967,0.150971805824427,0.299999999999999,1.89944323451994,1.5199663022645,1.32169158211274,1.85502221528829,1.7636404858151,2.48378823835772,3.47887603759738,3.7560416901314,4.53259944766697,3.02095007025664,4.77856751173383,4.20210875280004,4.47853882865401,2.64797332049272,2.44847533362148,5.37230335736253,4.01589448764702,1.27289802143911,1.12329821555347,0.89841695081959,0.885791693535159,1.12386294898825,0.742789899550722,0.668569118197757,0.785606650824324,0.660744006708141,0.564871266572467,0.87563145763199,0.63917804195505
6,0.0618306787965524,4500.00000000003,2250,0.318,12.5639230833333,-11.2144696165234,2,4500,500,9,0.642119172310294,-0.210627618030497,-0.294182099802852,-0.143280561655883,0.544341754061133,0.16729692871525,-0.0341785362321701,0.515533191900865,0.285740971998543,0.0177309395041048,0.545279351613239,-0.0442503673282114,0.046636512287525,0.686878172954262,0.748296696552004,0.635113901641366,-0.17814098766773,-0.0471445970444073,0.319244997934393,0.316264367386944,0.358121439171808,2.5949066663949,0.29172475946567,0,-0.0170315394182802,0.0015622551499724,0.0136500740821171,0.00723722157132796,0.546979618918414,0.136536257776018,0.215621069338127,0.515518783226538,0.0530385236891163,0.21670176733152,0.0482416507044339,0.144758412315091,0.042086290752078,0.349702082978391,0.0468012709720815,0.221172346724166,0.0501911754077478,0.113369483879872,0.427127789090139,0.889763858710972,0.132062052472015,0.172656351312526,0.258844816966219,0.392354195714119,0.145764985905018,0.299999999999999,1.91299408843061,1.41165750712606,1.33032533931424,1.87705062410474,1.74367414371929,2.55624548546719,3.17558907096423,3.90392090317721,4.50361027451082,2.85698072248273,4.54253329011646,4.14899937275194,4.27880588557465,2.5048378371474,2.30895071645415,5.57579246319359,4.16756328299828,1.30002377419431,1.18807877086267,0.876964566284822,0.917324876121504,1.13470658123783,0.693635473555283,0.705704987823008,0.755471577632107,0.654647630103516,0.48191801439933,0.99043736898394,0.590648486919062
7,0.0786536717332084,4500.00000000003,2250,0.327625,11.8291916666667,-12.9249867878019,2,4500,500,9,0.649938574166262,-0.224950570891462,-0.303486190733917,-0.19305216305919,0.54428021575017,0.168532258821313,-0.0343662679031226,0.549049007355776,0.328391123719144,0.0112166746485383,0.542693683922997,-0.0262793978953974,0.0477289871160092,0.726686742773647,0.780386400704585,0.686795115453246,-0.178554802139851,-0.0442964244648491,0.308128048641116,0.322463904580195,0.355140474177153,2.58660536740791,0.266190522545493,0,-0.0172858087913367,0.00344713649080695,0.0213965267314532,0.00679408740927117,0.537183850259903,0.134862627172722,0.202360942953456,0.510153312521783,0.0532213840257337,0.209412603903201,0.0491071665735744,0.14290649337343,0.0414170186461045,0.350849563870831,0.046645764963343,0.213416367574681,0.0504699309538854,0.110844700159667,0.416000673510021,0.874232755425944,0.127136666107684,0.164776659697853,0.250531805262573,0.386929807737456,0.136004914429552,0.299999999999999,1.87582544082631,1.3488841249407,1.3077810880521,1.82572687292777,1.71326218129308,2.7670228457243,3.22643097830108,3.9661643534855,4.87487606896971,2.83145195434712,4.68360440812761,4.09582946932625,4.10256448396653,2.41750622191006,2.14665477925894,5.9456170866028,4.27800090623345,1.35917374605024,1.22447938853895,0.870956350993295,0.985135071698443,1.11006771789738,0.628780642715964,0.717867110840548,0.722920564806241,0.621517437890528,0.465795417250559,1.0425759905723,0.564052499413386
8,0.0963036089257327,4500.00000000003,2250,0.342125,11.3057610416667,-12.728278034947,2,4500,500,9,0.637251677823474,-0.235698491979216,-0.289762811105553,-0.197135535999481,0.576613778228306,0.172815814050906,-0.0491865820550232,0.566763444379472,0.304684001097172,0.0571490008203506,0.538536889675823,-0.00262242078198399,0.0424291660772672,0.770143421012137,0.792232867319371,0.711841166572954,-0.175333272565482,-0.0439423174335233,0.299754717070352,0.33648524879822,0.35387406652831,2.57468529653633,0.237904126146912,0,-0.0183260817120525,0.00661014719848859,0.0238636617751526,0.0054391975203805,0.532838203369602,0.133804822469234,0.198747926775207,0.501493936072375,0.0518701807032168,0.198136257294486,0.0490176442389761,0.14119056358493,0.0404956891357115,0.348729680655126,0.0461453011328244,0.213349209659172,0.0496590722371356,0.110023898463902,0.402929675265871,0.842032137291419,0.125506920084062,0.164531397636559,0.246442987500044,0.388069084534593,0.126430898420707,0.299999999999999,1.8384998180083,1.3041802989937,1.27390270668882,1.79910648732266,1.76478735641588,2.79143088356773,3.35497183370042,3.93019047873039,5.2711859513135,2.9192944339035,4.99016256726573,4.03444703659926,4.06674172293825,2.48782857453301,2.07731799285871,6.2537423512268,4.39510784404708,1.41870466685485,1.24593000250524,0.877800468116483,1.01911906306863,1.09789160980039,0.581048608832887,0.731299192452422,0.692101019791384,0.58668525232905,0.535089120223288,1.03057017942342,0.569588852996938
9,0.112813214053347,4500.00000000003,2250,0.352,11.5703155416667,-11.2050543649525,2,4500,500,9,0.635613540037115,-0.239976130257314,-0.249624333986332,-0.212334607021824,0.610773135706019,0.163088704953882,-0.0627537497385824,0.576518585913062,0.287153637819607,0.0784587510996603,0.515230008574368,0.0184203504866515,0.0396283793810666,0.80981586494109,0.816426789903354,0.737953634728282,-0.181221252113174,-0.0455218831954861,0.292277419933797,0.351901886174879,0.35257069863201,2.56903919399155,0.217710775270924,0,-0.0191324024640315,0.00768876175086992,0.0229514239853258,0.00425612607122776,0.524670886048894,0.134772484915142,0.197458893958633,0.493964762562139,0.0507093630315683,0.184892007039046,0.0487803819606784,0.138035608888869,0.0395709650339037,0.34719977743556,0.045601891049801,0.214985314533777,0.0484743038129016,0.108601313158594,0.384029076228235,0.823144770410598,0.124648167318391,0.166978735273863,0.244121839666644,0.38949828841529,0.115923331699325,0.299999999999999,1.77531193980546,1.28469828932145,1.25112326894158,1.80579172907318,1.75355308373766,2.9747767497994,3.3279015436742,3.73186553512202,5.30802289958352,3.09787042194404,5.15321904655206,4.01754566583234,4.11623877498635,2.54534982282258,2.04834581581566,6.37239702329287,4.39316773218763,1.46572179219738,1.23399433559619,0.89039647931752,1.09034856386254,1.10906032655263,0.512740914426946,0.706371912412149,0.682177279427809,0.549711418677328,0.654442864240219,1.00907800637648,0.55113732622339
10,0.130628744785032,4500.00000000003,2250,0.278125,11.5985259166667,-11.2970714765831,2,4500,500,9,0.616386247877873,-0.24292395780967,-0.225340633356549,-0.218472262577553,0.648653414866913,0.157114419059044,-0.0574084111910172,0.58332884705398,0.267842645531734,0.0944485083826179,0.481902683314422,0.0190441569206098,0.0337798125611452,0.843676357157547,0.840425405768586,0.754282713099098,-0.193289021772527,-0.0437434494189921,0.28574563017137,0.36629719640694,0.34486713088512,2.5655138145548,0.197212024112802,0,-0.0190619917793948,0.00880792261449276,0.0186157315295568,0.00256777125259991,0.515560861031885,0.132739705784336,0.198058516341115,0.489983727527306,0.0501920596638679,0.169965396920371,0.0478706915593951,0.131989602225588,0.0384852211258398,0.342545924650663,0.044374770480373,0.219451503913894,0.0466400796296009,0.105554095064767,0.366536876966509,0.801584167456286,0.124538039581788,0.172550095386093,0.241769687976913,0.380404881050711,0.106549591715551,0.299999999999999,1.7199478452541,1.25734760993436,1.25266126689313,1.80915302153724,1.71023753503549,3.15387313963443,3.33595245886837,3.38340950556833,5.1683680950164,3.4096533228767,5.19553894140276,3.91791518480401,4.13461095778947,2.59054890276324,1.96884783768224,6.1170006139999,4.41623687925906,1.49329462982384,1.20994498317813,0.904455311063978,1.17213323610741,1.12323442521825,0.422661405004771,0.682544659545191,0.695476460470672,0.509828456208564,0.852112771269033,0.985779933027552,0.507015325532268
