param,mean,sd,q05,q50,q95
gamma1,0.436212674329077,0.0639518121980934,0.327507730321431,0.439256583237749,0.537756889822451
gamma2,-0.172198816837835,0.0590334861799015,-0.280558683125626,-0.164989189391374,-0.0880244060031012
xi1,-0.282634633137668,0.0634382325666119,-0.384714867139579,-0.285188003079489,-0.171302552269699
xi2,0.0280831151190045,0.0979273178864188,-0.144699096821653,0.0329250003204828,0.17809426803962
rhoU,0.849168797556757,0.110691621756461,0.650770643823727,0.86368988853238,0.98787708440775
theta1,0.0465102061026527,0.0787771472692262,-0.0875951939461961,0.0474626759278256,0.175869778050901
theta2,0.0296570823867414,0.0894191148953783,-0.11371395953763,0.0299116672720915,0.174224765774561
rhopr,0.8072152586922,0.0999812244931198,0.612922056091327,0.827736019919991,0.939282644901337
lam1,0.201015294030446,0.150573205945762,-0.0390820325039188,0.201798398447224,0.451426499518378
lam2,-0.0284587021687275,0.188469892700036,-0.361545320126857,-0.0185929200128741,0.269576675084995
rhohpp,0.646870967865901,0.160927082845616,0.377880117503835,0.647647179249812,0.907635420252867
chi1,0.00661797460719763,0.027140756110708,-0.03868676396576,0.00756924873265578,0.0497994626480372
chi2,0.0397895611491372,0.0265869762048416,-0.005187002272753,0.040064028797946,0.0833890412305826
rhok,0.940154040080749,0.0347432724071615,0.877962346475862,0.9478239122142,0.979670940307934
rhow,0.969067917923175,0.0237936101393592,0.920742996242744,0.97538260769548,0.994188132451457
phisum,0.848649080296339,0.0802193900572685,0.691298585408638,0.867589426950314,0.940660035343391
phi2,-0.35324079749305,0.138551364661649,-0.576552009945921,-0.354045370975419,-0.135332321666388
nu,-0.0112858293664061,0.0308868557905844,-0.0655724191872359,-0.0100104909835823,0.0373068435756874
alpha,0.31907272520095,0.0383850399096731,0.256391622540935,0.31866267499623,0.384598723480639
gzbar,0.136435991210032,0.0706863717552361,0.0155257430220452,0.139784703963181,0.249173916053717
gwbar,0.335443967400148,0.0648717419107525,0.229139559595364,0.335456418926883,0.439154833587454
pistar,2.63401609072308,0.131390246837328,2.41567574678226,2.63787840761343,2.84159651821361
alphapi,0.0987271232451601,0.0546844628356864,0.0307185764986081,0.0875454475521353,0.19773373158427
phiy,-0.0466243208008937,0.0211028503531598,-0.0844955730873708,-0.0435835963349853,-0.0175929123330761
phiu,-0.0121032738300952,0.00432889374901315,-0.0200373216807963,-0.0116002273495152,-0.00636299909127807
phipr,-0.00578772492854547,0.00643491230055379,-0.0166228595307933,-0.00582842375784742,0.00479113682599766
phihpp,0.0129926124041844,0.0121304199581141,-0.00632252781391211,0.013006914200952,0.0331051214146564
phik,0.000582366419613247,0.00238119745985285,-0.00327051964612111,0.000629374838117784,0.00430643429519446
sig_c,0.361265129907818,0.0399902365126777,0.296673004797348,0.359516873478384,0.42803450129241
sig_Ustar,0.114952762429854,0.0136948408497708,0.0933892635987558,0.11470026367879,0.138255898253576
sig_pie,0.211180542502674,0.0176843245761911,0.184738517986214,0.209914532972212,0.241686768350423
sig_z,0.273214731483972,0.0398531912234077,0.210790190450169,0.269907394172017,0.341942968617459
sig_gz,0.0475004201558413,0.0110589760588438,0.0323382480640278,0.0461264688578075,0.0675910163421428
sig_k,0.0824196576069423,0.00750325898333276,0.0705292547683168,0.0820557424252446,0.0951044422790472
sig_gk,0.0357733132580541,0.00387191858157863,0.0300482192095155,0.0354433719429974,0.0427179805721978
sig_w,0.057513538240322,0.00561525882093851,0.0495044110686064,0.0568637127345525,0.0681319543151984
sig_gw,0.0309204848976085,0.00451514600103252,0.0239379569730852,0.0308353633021814,0.0388651357112378
sig_hpp,0.270604356551221,0.0352135221252102,0.212196198849836,0.270477262563515,0.329476578441439
sig_ghpp,0.042964585630049,0.00869214501008123,0.0305231967438072,0.0418997564915887,0.0592641862947191
sig_pr,0.203927348299086,0.0233509737196112,0.166677188730415,0.203803221655267,0.244447768922611
sig_gpr,0.0385972517664815,0.00705638586595756,0.027998929408954,0.0379533382966545,0.0508590529717231
sig_xi,0.168666129974862,0.0442879018582617,0.108950432538007,0.161603928287442,0.250382958805346
sme_y,0.274648628889385,0.0330067315151574,0.222918002679179,0.273071720973937,0.328497258734064
sme_pi,0.635636609660564,0.042745118625815,0.567237305593436,0.634115401561417,0.70841985035455
sme_w,0.0596567671835534,0.00562506417396036,0.0511729138696377,0.0592615738079539,0.0692130697654455
sme_U,0.103575285117288,0.0122212186642566,0.0845992472694135,0.102794659905643,0.124435787363181
sme_pr,0.235701153951133,0.0251677889447537,0.196551758937806,0.23441763142049,0.279002969369774
sme_hpp,0.357538322058485,0.0284451275002525,0.309595966631352,0.357486134613067,0.404186617349485
sme_k,0.0650545578360438,0.00658553087777341,0.0550942829632833,0.0647761486372841,0.075983968139352
sme_pieobs,0.3,5.55111512312578e-17,0.3,0.3,0.3
m84_y,1.24749613645038,0.481246924649647,0.637914165138181,1.16455859409126,2.17516954822669
m84_z,2.68085461413195,0.521485703995959,1.89976163085941,2.65785470663385,3.64191834551616
m84_c,1.47882388449118,0.407958251404386,0.917361385242466,1.44307375535439,2.19586238248082
m93_pi,1.83068517613249,0.238836396160814,1.47809844583106,1.80645270836571,2.27991370466312
m93_U,2.32698067516932,0.436983923445559,1.64296024752957,2.2954986584633,3.09770304396399
kapc_2021,3.68147961654122,3.1581103369241,1.07181539112478,2.42866128266827,10.2910717242433
kapy_20,10.4625968975093,5.30699026446931,4.14752459877698,9.57199597713279,20.6717038382075
kapy_21,6.26176927594075,2.61741914752574,3.141385318658,5.70073370372313,11.5680742996319
kapu_20,8.04891958646201,3.70933606817396,3.72619085227514,7.4245269610239,15.0133103800408
kapu_2122,3.44040604439143,1.52699655938654,1.7260162845979,3.06015207606406,6.38418480309121
kappr_20,9.26477681804343,2.93191947206314,5.68378575248255,8.74590202183888,14.4097774712054
kappr_2122,2.16697307933962,0.813856740892995,1.31089359677806,1.94499929759758,3.60561582134723
kaphpp_2022,3.91848926721912,1.14409812202968,2.45480941050609,3.73661484796817,6.21100537272843
