stage,phi,ess_pre,ess_post,acc_rate,wallclock_s,lml_inc,m_stage,n_cloud,wf_m,wf_p,mean_gamma1,mean_gamma2,mean_xi1,mean_xi2,mean_rhoU,mean_theta1,mean_theta2,mean_rhopr,mean_lam1,mean_lam2,mean_rhohpp,mean_chi1,mean_chi2,mean_rhok,mean_rhow,mean_phisum,mean_phi2,mean_nu,mean_alpha,mean_gzbar,mean_gwbar,mean_pistar,mean_alphapi,mean_phiy,mean_phiu,mean_phipr,mean_phihpp,mean_phik,mean_sig_c,mean_sig_Ustar,mean_sig_pie,mean_sig_z,mean_sig_gz,mean_sig_k,mean_sig_gk,mean_sig_w,mean_sig_gw,mean_sig_hpp,mean_sig_ghpp,mean_sig_pr,mean_sig_gpr,mean_sig_xi,mean_sme_y,mean_sme_pi,mean_sme_w,mean_sme_U,mean_sme_pr,mean_sme_hpp,mean_sme_k,mean_sme_pieobs,mean_m84_y,mean_m84_z,mean_m84_c,mean_m93_pi,mean_m93_U,mean_s0_y,mean_s0_u,mean_s0_pr,mean_s0_k,mean_rho_c,mean_kapc_2021,mean_kaphpp_2022,mean_kappop_2021,mean_kappi_2023,mean_kapHyp_lm_w2021tot,mean_kapHyp_lm_w2022tot,mean_kapHyp_lm_w2023tot,mean_kapHyp_la_w2021tot,mean_kapHyp_la_w2022tot,mean_kapHyp_la_w2023tot
1,0.00519119191941252,1999.99999999998,1000,0.20625,10.9307195416667,-6.90368618473032,2,4500,500,9,0.576522374543588,-0.202775738945838,-0.269188935813638,-0.210513696171777,0.549444907407123,0.244903459419563,0.241960221778854,0.490493090478739,0.232550080725027,0.230384571569218,0.497206889708018,0.0406936450553571,0.0374563066982785,0.50395579003961,0.519741521698428,0.532143419200632,-0.187306841765707,-0.0914182713651718,0.351686466232902,0.297364135001721,0.403763774407527,2.53170002637149,0.435265363042543,-0.0698259143637167,-0.0324103863823748,-0.00498058331431344,0.00268281450489191,0.000293535255158121,0.663684342878391,0.146798605780115,0.280407370278259,0.467670784079426,0.0463051901364456,0.268991337952808,0.0470823139545259,0.183212661407621,0.047297891534384,0.364933480455173,0.0456396533224153,0.281121320239573,0.0459439812951836,0.137325707315585,0.562522167037666,0.910954255428921,0.173855116888626,0.233033417435766,0.284792053206714,0.453664064447621,0.18659971618307,0.299999999999999,1.64322286442541,1.70851062657172,1.62225013912294,1.75375355807666,1.71438166051091,1.91827174016965,1.85022549622661,1.84553860879658,1.89872033576787,0.621526510241708,3.31438887478276,3.66112480250315,3.41608762974332,3.47801725405735,0.933929685358815,0.992847568156393,0.939616179867932,0.68276753478876,0.703787125433163,0.701575692541281
2,0.0117231388695606,4500.00000000003,2250,0.216625,10.8117001666667,-7.73085348029074,2,4500,500,9,0.578847728388001,-0.201188644448719,-0.280284798774396,-0.222787157915947,0.586404083325167,0.233078748233263,0.192899432700814,0.482050484532864,0.207144118423318,0.269887329288384,0.468809097669907,0.0311788286552882,0.0449154486505436,0.532648638809938,0.575429544498255,0.512789061413192,-0.142744935699761,-0.0806811662670108,0.350392991174464,0.284560416461561,0.397153687453388,2.56602175836371,0.379524400239873,-0.0592561741742067,-0.0277760078498621,-0.00586792391476278,-0.00106273403786498,-0.00041610235869493,0.623078783972544,0.145810466128032,0.276632191671994,0.462341074956426,0.0450127458198521,0.25633527491575,0.0475995371768129,0.173379779908967,0.0476533207818298,0.355523656938198,0.0462413236353017,0.277958093701935,0.0447802501373939,0.136999087970297,0.549487104901173,0.864027954028672,0.161819461786601,0.227345991815887,0.274128913621972,0.447898352268685,0.18036770110851,0.299999999999999,1.65607103605741,1.74444373974113,1.57499322208401,1.80898657342486,1.74324505370668,1.94090729611081,1.84569258961468,1.91787682014948,1.97161179705166,0.628141794894935,3.30433007929231,3.99467124083462,3.43440645676362,3.35837264419646,0.947780609931466,1.02209173726088,0.959291354886259,0.692220855958976,0.685190425247407,0.69097213154865
3,0.0192506622689019,4500.00000000003,2250,0.246625,10.7986910833333,-8.07781198807411,2,4500,500,9,0.577058707847413,-0.19294762160375,-0.296365929429078,-0.24939247790769,0.638420472382314,0.276209636874833,0.17280283750641,0.456505019475886,0.170222021318892,0.370495186376626,0.468169092794501,-0.0300400142748304,0.0639963390531203,0.56804440584592,0.609386256362737,0.474005560847306,-0.0733554561300334,-0.0640199368465399,0.3506354299391,0.268969278777348,0.385812839512314,2.59539390167844,0.317349210398842,-0.0503634896055449,-0.0223126803118236,-0.00759469862622987,2.0356377344906e-05,0.00160211080557808,0.57665820235413,0.142695853395213,0.272038460772984,0.479174523317188,0.0442753555759864,0.243241032611071,0.0477223438016015,0.16347513577448,0.0485523704487384,0.352812647260931,0.0455546395054781,0.270844519873253,0.0433154680483549,0.134373632151647,0.510439533693721,0.820556269204431,0.151212994148665,0.22069191096573,0.266563565246311,0.448573297924507,0.173155290168036,0.299999999999999,1.52491199911258,1.77603104583728,1.55528463765513,1.93341831410542,1.6927802153461,1.83825590850772,1.90496432817819,1.91951463968683,2.01166495327159,0.629018137688781,3.28101433114811,4.33320140868648,3.76761914028851,3.06974944450207,1.01072692364826,1.02416151726209,0.923848288381617,0.700903270772649,0.624715623455388,0.626031554524795
4,0.0279414970039084,4500.00000000003,2250,0.291625,10.9676304166667,-8.4599462704482,2,4500,500,9,0.583564058509482,-0.190321800048699,-0.336951086814046,-0.322624508711255,0.671092450048736,0.313204820031075,0.151708146346178,0.420667355603673,0.12325245520011,0.429854545199564,0.518036007482716,-0.0504480982939323,0.0920685545834071,0.597455588143573,0.665873729534637,0.4096820609586,-0.0321807391558348,-0.0542882400266259,0.349238459801628,0.253739994417021,0.363992250485184,2.61550957072632,0.251539332145363,-0.0415639107002097,-0.0178195139377864,-0.00731214924826616,0.00380792749058864,0.00464845676173784,0.556088761031203,0.135710136148508,0.265090419984551,0.500359927299329,0.0434023360973588,0.230760118131801,0.047910669067996,0.151900133938236,0.0516398103471533,0.34390767704822,0.0444673033668379,0.259771872175887,0.0402742204325718,0.130782044094283,0.47336081348235,0.769383598289222,0.142074414770719,0.215626341908865,0.264078520857439,0.441903048588718,0.162228565117913,0.299999999999999,1.35000927287284,1.77436987809712,1.49896225679257,2.0712345899286,1.61715168899807,1.79390654703443,2.02241928862801,1.96718726818426,2.10593372153432,0.622189851728369,3.04626313452669,4.43793917706685,4.03953240931748,2.74944575702395,1.07516889473934,1.02083188115711,0.89211638902568,0.727305570306586,0.552655119278006,0.541012913104244
5,0.0384860797401762,4500.00000000003,2250,0.3295,11.0350057916667,-9.35318775772633,2,4500,500,9,0.584497308618076,-0.185689277560247,-0.36412423172371,-0.289728423743659,0.721701826493709,0.33213031399645,0.154129055390696,0.404214634489905,0.120055146412731,0.393280246496039,0.553410541588571,-0.0339649416149092,0.107109914217158,0.601978193735352,0.700240112737964,0.39638712396019,-0.000729122591565476,-0.0451620478964943,0.350687558434359,0.242401703109608,0.352698594297377,2.62859525736091,0.202163048631442,-0.036417867229064,-0.015871273746567,-0.00512319627832949,0.00354962819103062,0.00592809128648841,0.545431129972487,0.130194566844054,0.253723229377424,0.519160437694976,0.0421397796570832,0.220996839547643,0.0477239287364963,0.141026408194193,0.0538390052269618,0.335946659723339,0.0436957327850055,0.247212169126648,0.0378669732773413,0.126057270130807,0.440562049641708,0.73360338936494,0.13488920504108,0.213479477767097,0.266114739650309,0.436332964312867,0.151134441972808,0.299999999999999,1.26718304683267,1.73152650333841,1.41798013525282,2.15480614043863,1.57799145780346,1.80941752747793,2.17300570355413,1.93575463971189,2.20023479949545,0.61890963210515,2.96788435685496,4.39120169282975,4.17149824999431,2.54559792138169,1.10921319750844,1.00301037025222,0.876508620260452,0.741156831927533,0.525401728870555,0.476484762070144
6,0.0522588432814611,4500.00000000003,2250,0.333875,10.976131875,-11.2293495254274,2,4500,500,9,0.57152273997063,-0.182541653024109,-0.343850958548576,-0.144486330863429,0.789034133345599,0.278572453904327,0.13822908053997,0.425488282622499,0.15145534519783,0.342986330764247,0.539369409993122,-0.0185904422809248,0.0923767551474948,0.591153933849715,0.727059706341464,0.437300838449288,0.011521268697033,-0.0413059726540997,0.351109950528552,0.235211170717187,0.347597516219373,2.63086907762222,0.177459627523337,-0.0318770430890503,-0.0151920788570727,-0.000137509008158989,0.000220686127509537,0.00644514355556713,0.532770990168332,0.133327742221866,0.237960263352582,0.523437524988269,0.0411454626225268,0.214781120446337,0.0475640516612223,0.134229423436924,0.0531947253866986,0.33245598705786,0.0435647638563259,0.239172865188308,0.0369478354967773,0.125035206393199,0.424107093982047,0.717876732635703,0.128333256465487,0.208086121923334,0.264948474625231,0.439421083656965,0.144358575589992,0.299999999999999,1.27990585400147,1.68644447514083,1.33353080095051,2.1563204341401,1.63434026620787,1.89258353842346,2.27328655369456,1.95037757102604,2.37543037481475,0.618673192722881,3.14043178671967,4.27414127968435,3.99778489079406,2.3847689879778,1.13307379315673,0.990764234374202,0.876221919731898,0.74157167457602,0.576765281703544,0.451312132692797
7,0.0695479619810187,4500.00000000003,2250,0.340125,11.0183405416667,-13.1194592156424,2,4500,500,9,0.55838469676032,-0.178949860417436,-0.310491991869516,-0.0582924911383378,0.814789093161775,0.229106974126432,0.114037398480375,0.460112632345702,0.155447850399015,0.295658902085979,0.510711075159503,-0.0100497511818833,0.0751074568137343,0.6105019947666,0.760235757169938,0.514430827522278,-0.00125354586942598,-0.0385122322776353,0.351805834416196,0.225445801603458,0.340391355495456,2.64058529050915,0.170102470384585,-0.0290956893123549,-0.0148476847026828,-0.000389900225202912,-0.00827032401405312,0.00734782434147287,0.525025009838919,0.134801043714786,0.228663168579159,0.516468888996967,0.0399821277332948,0.210660651108194,0.0467133377590532,0.130198986341167,0.0519877736263152,0.331590066619043,0.0432503291113265,0.236202978302686,0.0359892739847524,0.126430327783078,0.411225082357167,0.703326066957872,0.121909903335039,0.205499992156847,0.261300863405917,0.441534716172672,0.139626124051587,0.299999999999999,1.29412467015515,1.61084868931206,1.31120344516935,2.12044385824266,1.68232376363777,1.99270377762616,2.19594001981525,1.99285854966896,2.38709331882111,0.62379392813702,3.49588585766622,4.31106665766921,3.71111876093145,2.34613979114466,1.15591452515655,1.04018112659562,0.893801389299621,0.697404523326187,0.652996105500242,0.390648816087793
8,0.0892765447051206,4500.00000000003,2250,0.3605,11.090708625,-14.0804732811159,2,4500,500,9,0.530300243941622,-0.177448248520424,-0.301459945135685,-0.0440129267831713,0.814686337847187,0.22662602537719,0.0849211721064857,0.482275014984584,0.12524823370288,0.275204715420084,0.488654290384614,-0.0119463596258373,0.0554011073572657,0.647247835118122,0.805227463061207,0.599198891302368,-0.0176632066344801,-0.0431138867466529,0.358611569212397,0.222136521477588,0.326100614881026,2.66619708219182,0.174535542194281,-0.0272867249172288,-0.0137467807550553,-0.00328555942705276,-0.0139857758688572,0.00699282749535704,0.518863541051737,0.132784173421953,0.225502875431315,0.498474645728139,0.0385916753304236,0.205645920719891,0.0461767449094688,0.128502691170154,0.0518357650209924,0.335187884710221,0.0437780297825864,0.235800600102839,0.0347927706553984,0.128612543545479,0.403542122713957,0.69097907646238,0.117034811619496,0.200744404549629,0.261335457206908,0.443213782935085,0.136083621534699,0.299999999999999,1.27135155659419,1.61076794392579,1.27952749137747,2.06471647522379,1.70391344934685,2.09134317974488,1.95888460702996,2.02534804877113,2.25688649533469,0.620109273063581,3.64974515464317,4.60101440696443,3.41703969826111,2.23887977101542,1.1595666906643,1.15458967481097,0.885971198247446,0.641343904142837,0.684880818528572,0.267879589246085
9,0.11158725210017,4500.00000000003,2250,0.272,11.1860767083333,-15.0412138032524,2,4500,500,9,0.491995966424541,-0.179156601244995,-0.30077610074197,-0.0507426966760426,0.81092262814819,0.204296126995241,0.0358453697514624,0.491577410462448,0.126313421944851,0.243268891972675,0.455729375964509,-0.0111380222765129,0.0572560021302027,0.685228880047612,0.834052011550081,0.672086914022402,-0.0198898528955687,-0.0517148417739971,0.36430353171928,0.216650270680393,0.31965195045083,2.67791944622863,0.183503088872581,-0.0261222104658293,-0.0128187061827188,-0.00567758538295096,-0.0179001143510356,0.00729013530178886,0.509865216954859,0.130742924554514,0.222663484162442,0.488165714414614,0.0380935217850903,0.199130467379986,0.0458268475903622,0.12470191241701,0.050906807271754,0.332265687178367,0.0443552980500377,0.235728273366811,0.0342347386806572,0.131071169743983,0.39582357948665,0.685732059957916,0.11192137757133,0.19525734006135,0.26159343997531,0.438761118908031,0.133368911788937,0.299999999999999,1.27108821134345,1.5538874298234,1.22119863068358,2.01386081647408,1.67085923056532,2.12119688429141,1.73761888893668,2.07955657592518,2.08327263936553,0.618110923717901,3.93461601072712,4.65607407167489,3.21432647489797,2.14901276776431,1.1413598757134,1.21421068558307,0.884647390925891,0.629702178381244,0.694079664516447,0.152709172149423
10,0.134828240767655,4500.00000000003,2250.00000000001,0.26225,11.0641312916667,-14.7967890578123,2,4500,500,9,0.471277608493958,-0.18501759250818,-0.293060853460083,-0.0638363039017215,0.806630357249323,0.196986688471045,0.0160543034902064,0.519112818514938,0.190029886538021,0.159647967042761,0.418375071392724,-0.0116403675326201,0.0553743839871638,0.70964154356116,0.844408656070281,0.721665138762635,0.00157987431255171,-0.0621544914942933,0.368408217872413,0.207503686143199,0.317939483873618,2.67601673830622,0.189333726951816,-0.026050484465817,-0.012129855638544,-0.00770662899410516,-0.0178154609947407,0.0068860376377288,0.50188149031511,0.130472409575208,0.219656918231208,0.481232357001491,0.0376575026184032,0.19266881844913,0.0456289487926159,0.119849165636531,0.0500817684178042,0.322759377621663,0.0441140696519204,0.231023033458572,0.0343381181825415,0.130169068445171,0.388921732126777,0.690847881553001,0.106355872891297,0.190562340335212,0.261623556123039,0.423174897107475,0.12921551863736,0.299999999999999,1.28415698291236,1.52064051079212,1.20661182951226,1.99475442594526,1.63204457102115,2.1124948004591,1.76448486857419,2.20320334350417,2.08573822728524,0.611033715152695,4.1690976919009,4.44781750666241,3.12547508107324,2.09110080908254,1.12520342243529,1.22376963095642,0.872566909399019,0.594729676139617,0.703452163839768,0.0933028514259476
