x,ll,lp,lpost
-0.0332696503284529,-294.836906921763,-32.6171568898419,-327.454063811605
-0.0324379090702415,-293.315026295085,-32.6062265522163,-325.921252847301
-0.0316061678120302,-291.847157490153,-32.5955729319989,-324.442730422152
-0.0307744265538189,-290.433300983806,-32.5851960291897,-323.018497012995
-0.0299426852956076,-289.073456299205,-32.5750958437888,-321.648552142994
-0.0291109440373962,-287.767624390025,-32.5652723757961,-320.332896765821
-0.0282792027791849,-286.515803825755,-32.5557256252117,-319.071529450967
-0.0274474615209736,-285.317995083232,-32.5464555920355,-317.864450675267
-0.0266157202627623,-284.174198639293,-32.5374622762676,-316.71166091556
-0.025783979004551,-283.084414493937,-32.5287456779079,-315.613160171845
-0.0249522377463396,-282.048642170329,-32.5203057969564,-314.568947967285
-0.0241204964881283,-281.066881668467,-32.5121426334132,-313.579024301881
-0.023288755229917,-280.139132988353,-32.5042561872782,-312.643389175631
-0.0224570139717057,-279.265396606822,-32.4966464585515,-311.762043065373
-0.0216252727134944,-278.445672523875,-32.489313447233,-310.934985971108
-0.020793531455283,-277.679960262675,-32.4822571533228,-310.162217415998
-0.0199617901970717,-276.968260300059,-32.4754775768208,-309.44373787688
-0.0191300489388604,-276.310571682353,-32.4689747177271,-308.77954640008
-0.0182983076806491,-275.706894886393,-32.4627485760416,-308.169643462435
-0.0174665664224377,-275.157230865855,-32.4567991517643,-307.614030017619
-0.0166348251642264,-274.661579143901,-32.4511264448953,-307.112705588796
-0.0158030839060151,-274.219938766856,-32.4457304554346,-306.665669222291
-0.0149713426478038,-273.832310688395,-32.440611183382,-306.272921871777
-0.0141396013895925,-273.498693954844,-32.4357686287378,-305.934462583582
-0.0133078601313811,-273.219090473552,-32.4312027915017,-305.650293265053
-0.0124761188731698,-272.993497860331,-32.4269136716739,-305.420411532005
-0.0116443776149585,-272.821918022532,-32.4229012692544,-305.244819291787
-0.0108126363567472,-272.704349529643,-32.4191655842431,-305.123515113886
-0.00998089509853586,-272.640793812175,-32.41570661664,-305.056500428815
-0.00914915384032454,-272.631249439616,-32.4125243664452,-305.043773806061
-0.00831741258211321,-272.675717842479,-32.4096188336587,-305.085336676137
-0.00748567132390189,-272.774197590251,-32.4069900182803,-305.181187608531
-0.00665393006569057,-272.926689636607,-32.4046379203103,-305.331327556917
-0.00582218880747925,-273.133193981547,-32.4025625397484,-305.535756521296
-0.00499044754926793,-273.393710148234,-32.4007638765948,-305.794474024829
-0.00415870629105661,-273.708237659831,-32.3992419308495,-306.10747959068
-0.00332696503284528,-274.076777946849,-32.3979967025124,-306.474774649361
-0.00249522377463396,-274.499329578776,-32.3970281915835,-306.89635777036
-0.00166348251642264,-274.975893986125,-32.3963363980629,-307.372230384188
-0.000831741258211317,-275.506470692058,-32.3959213219506,-307.902392014008
0,-276.091058266063,-32.3957829632464,-308.486841229309
