stage,phi,ess_pre,ess_post,acc_rate,wallclock_s,lml_inc,mean_gamma1,mean_gamma2,mean_xi1,mean_xi2,mean_rhoU,mean_theta1,mean_theta2,mean_rhopr,mean_lam1,mean_lam2,mean_rhohpp,mean_chi1,mean_chi2,mean_rhok,mean_rhow,mean_phisum,mean_phi2,mean_nu,mean_alpha,mean_gzbar,mean_gwbar,mean_pistar,mean_alphapi,mean_phiy,mean_phiu,mean_phipr,mean_phihpp,mean_phik,mean_sig_c,mean_sig_Ustar,mean_sig_pie,mean_sig_z,mean_sig_gz,mean_sig_k,mean_sig_gk,mean_sig_w,mean_sig_gw,mean_sig_hpp,mean_sig_ghpp,mean_sig_pr,mean_sig_gpr,mean_sig_xi,mean_sme_y,mean_sme_pi,mean_sme_w,mean_sme_U,mean_sme_pr,mean_sme_hpp,mean_sme_k,mean_sme_pieobs,mean_m84_y,mean_m84_z,mean_m84_c,mean_m93_pi,mean_m93_U,mean_kapc_2021,mean_kapy_20,mean_kapy_21,mean_kapu_20,mean_kapu_2122,mean_kappr_20,mean_kappr_2122,mean_kaphpp_2022,mean_kappop_2021,mean_kappi_2023,mean_kapk_20,mean_kapk_21,mean_kapHyp_lm_w2020,mean_kapHyp_lm_w2021,mean_kapHyp_lm_w2122,mean_kapHyp_lm_w2021tot,mean_kapHyp_lm_w2022tot,mean_kapHyp_lm_w2023tot,mean_kapHyp_la_w2020,mean_kapHyp_la_w2021,mean_kapHyp_la_w2122,mean_kapHyp_la_w2021tot,mean_kapHyp_la_w2022tot,mean_kapHyp_la_w2023tot
1,0.00659736454007305,1999.99999999998,1000,0.037625,2.38035679166667,-8.35909949717677,0.59996001907758,-0.200583792284442,-0.296701719550882,-0.24897046827604,0.554901127843068,0.239600724027699,0.250449858348278,0.502912142734498,0.248950017745591,0.202973092174117,0.495478400427265,0.0272157741292553,-0.01056382464981,0.508627600276056,0.519160219727481,0.526935586585156,-0.198317099800331,-0.0970614640622878,0.349206178645859,0.291233603737431,0.396796056815269,2.53263449982562,0.441354823073997,-0.0747188306100252,-0.0366934376984241,-0.00171138398120886,0.00190228612739454,-0.000579342993681459,0.687562529821691,0.1435856748301,0.279576504626151,0.470285138122158,0.0470577808786932,0.271403074577364,0.0471670450331478,0.175659117282006,0.047052025280669,0.373220515892138,0.0463496666407962,0.27705964339296,0.0464150583398704,0.142859150295561,0.543718830009137,0.908929054205555,0.178547125139764,0.233257073940934,0.284365667651957,0.471958954716611,0.183854571478761,0.3,1.71185065425618,1.6601797841906,1.62490362642933,1.71260855912365,1.79367331209952,3.25937554839448,3.44477130836208,3.40236465552972,3.52978189234617,3.45970244412728,3.77824347367938,3.50748580953812,3.66483950028977,3.25103916673487,3.25641489903472,3.56960593841931,3.43151229823822,0.971195979737914,0.919919277175396,0.93808796766964,0.911629805774938,0.955493674234844,0.89386921310771,0.701990464152881,0.688319154446684,0.673181881694374,0.738944959092851,0.709052657967329,0.711405601431443
2,0.0157404296960288,1999.99999999998,1000,0.239375,4.83298158333333,-10.4953485962091,0.613497959882563,-0.208231684290432,-0.352899257661513,-0.25954131334209,0.600809804197074,0.213566217381043,0.301629666937328,0.511408825228578,0.239384920138776,0.188434929755432,0.457783364349816,0.0027547278022627,0.00614424621409315,0.521272070709013,0.55369320151326,0.549937356912042,-0.215191889705836,-0.0890376371537377,0.348580455382082,0.281133246942072,0.405997929415341,2.51647386348414,0.376368044129951,-0.0747952862273532,-0.0344876534302639,-0.00312901231059585,0.0070331143155728,0.000178018540222732,0.630786755388575,0.142134451937561,0.277789601440429,0.460164561920448,0.0471772965819418,0.264057401919655,0.048289260812236,0.163536807762963,0.0476040122037127,0.370927505371368,0.0461815905503352,0.270944562365004,0.0453250848050014,0.146996314605574,0.529474703175064,0.900998414240152,0.167886121672815,0.227110203566249,0.279736949641227,0.458817643440495,0.174135019861932,0.3,1.73311623782859,1.6815401890001,1.54368088673999,1.68828222962826,1.88688734001282,3.18661950041264,3.49617341132446,3.33881989256041,3.69402096043082,3.47320793515956,4.06162890981014,4.10259644225429,4.03510737134919,3.42370483641552,3.14084458640943,3.71154273868255,3.29513425181591,1.01421074856546,0.922594232117678,0.966846638290486,0.901377860463712,0.981142109057819,0.866124745225479,0.721203418472846,0.686775705876836,0.623196177698366,0.770620725870918,0.68844687024055,0.694413433098816
3,0.0273723235078719,1999.99999999998,1000,0.269875,5.32836658333333,-12.3527902406608,0.630204378994802,-0.217030301323394,-0.429295263799296,-0.276213184684729,0.634978339676883,0.168390264880626,0.362079194724981,0.499931329477383,0.236380998687317,0.197918064614506,0.394324393352265,-0.0672434931483302,0.0364802375137529,0.545365183569964,0.618486437336843,0.601329286391024,-0.279533364145705,-0.065246768454878,0.348104689412316,0.280835887228856,0.436522896205483,2.47842350967214,0.337662351948636,-0.079559006448098,-0.0326520935639149,-0.00928741704701621,0.0142938197372672,0.00191696709703657,0.584427335466214,0.141951595162274,0.286883623555994,0.442380114243393,0.0502540389624643,0.263297647568971,0.0491668380698306,0.151907807695123,0.0477579312097719,0.372714450861108,0.0479726769226056,0.275448595450091,0.0445304003699668,0.149882555541188,0.523303683933684,0.909487684678574,0.16056521516757,0.216884487313095,0.272634311410162,0.431448128781226,0.159485637187862,0.3,1.8104542578389,1.77491490989778,1.43173573334408,1.59811089773502,2.07166128261357,3.16944322792674,3.40650122020899,3.27795158275293,3.86098459419547,3.37088880204998,4.47458850686175,5.70764172203679,4.58964341048733,4.32782894456621,2.87945691368134,3.70269365082532,3.05619753325203,1.02765040952936,0.882894537683485,0.997272660500224,0.937045827385215,1.02548811646073,0.786780198890219,0.775302442875726,0.670159433196492,0.516557932336121,0.803841049539527,0.675519815898347,0.693913776938932
4,0.0412150506642492,1999.99999999998,1000,0.34525,6.37293933333333,-13.7582549159052,0.63892738197599,-0.207150729278372,-0.4841604373827,-0.23359672170173,0.627985102619432,0.123017316846343,0.389998002486479,0.463777157841742,0.250246072895822,0.226343167880811,0.329705979793307,-0.110056831226741,0.0702866020357923,0.560197151414853,0.687583506069422,0.696363549375494,-0.410592898045207,-0.00855280906182265,0.346869014079651,0.277271799347796,0.486746682549981,2.43812673610287,0.352365228483061,-0.0882678351225317,-0.0325752031293848,-0.0223197848884425,0.0250189699517935,0.00775452045206512,0.54016731616118,0.141492138018302,0.311808495180814,0.416499099196045,0.058299002993624,0.270066424330598,0.0488492373335314,0.140507221322095,0.0466342283369166,0.374811809069683,0.0548301135105104,0.299191765719256,0.0441332147289028,0.150263252398199,0.516676706630418,0.910309897394369,0.151616809777192,0.201693103994879,0.268667098480641,0.390722526778244,0.140998245880724,0.3,1.90324015607543,1.90856546031087,1.24807807750582,1.42196602207274,2.42856434785218,3.39238847629656,3.20218741314379,3.20288649525217,4.22357613921604,3.29222667985879,5.34934228352438,7.90289285080383,4.92732190056694,5.84814865679852,2.41677271142975,3.57240297126272,2.66815084736771,1.04078949751443,0.79857005619075,1.01677973616343,1.05543406072488,1.04727849856689,0.697074166724174,0.808711136400778,0.663640301180288,0.351113965528542,0.789047522679737,0.70702075202664,0.722980400453814
5,0.0570177220394654,1999.99999999998,1000,0.492125,7.80484675,-14.7391771419097,0.619030619269987,-0.170868868052552,-0.458472107156766,-0.161485894042643,0.594303502381941,0.142730258363697,0.361556128613969,0.420201587161742,0.233966775297426,0.288587382321258,0.302257810698048,-0.0849050269416316,0.123012394666796,0.541593083601231,0.713735543990235,0.787133737386636,-0.545008360565949,0.0541109300941254,0.340737298332941,0.262568526223648,0.537989987655008,2.37519208639344,0.425635515910989,-0.0937723589688432,-0.0348402819734256,-0.0363397312759002,0.0332545324276706,0.0150571969697531,0.503303718942247,0.139569243018671,0.339240931380112,0.392238059015274,0.0695563890696705,0.279951149606046,0.0476175985247895,0.131544694209299,0.0451070790095045,0.372637733964105,0.0665256915595269,0.322617638470412,0.0437668222153835,0.148451897498753,0.499375282203609,0.890611798768666,0.142309228561777,0.183608995668623,0.264330390950962,0.360894715838719,0.122307176831843,0.3,1.93714867007832,2.03837319318229,1.02853854298745,1.25660114868251,2.78178037188109,3.86523966069657,3.05414138941932,3.24436115079376,4.62569851791267,3.23822335730157,6.65143963244769,9.38571049940035,4.74847565686173,7.26940435381976,1.98968362143307,3.50937427145442,2.28005810616635,1.03786424158692,0.696513902109623,1.01975122091269,1.27067958260813,1.01297090166388,0.642410397201688,0.722566197277006,0.657833379004482,0.210862950442397,0.771671018959461,0.818225767118224,0.764945220667474
6,0.0770690393471452,1999.99999999998,1000,0.577625,8.745054125,-17.5046174618901,0.583161370838236,-0.136268259342962,-0.395823163905099,-0.117310337442263,0.566940744104568,0.201901948124109,0.324373735101627,0.372496057727432,0.177091547853281,0.339520606673934,0.305620429053998,-0.0242940839235785,0.175935818494971,0.51693617793066,0.705020894187153,0.821309800377788,-0.609536870042178,0.0875877348744467,0.334222817155637,0.250241497265326,0.570245509077578,2.34508437292148,0.490706802223515,-0.0901350940493636,-0.0364214732119739,-0.0433390768400478,0.0362946364548561,0.0176581362720689,0.476918318854861,0.138086418552299,0.34772512902659,0.382931946320175,0.0773678760928725,0.287988139779562,0.0460385467010622,0.126756245949483,0.0444887497707042,0.367238761996371,0.0763441687196098,0.330426975343642,0.0433546234663531,0.14844596094678,0.476703387796953,0.857239771628244,0.13576201941925,0.171729966588763,0.256452234790448,0.353400595087752,0.1114067589472,0.3,1.93863963110791,2.19203512565221,0.866711686374882,1.19557393663646,2.91794674612107,4.30499322686447,2.90677412688453,3.28681532097051,4.68420210315381,3.12116558743669,7.57577731676447,9.89110484838328,4.05621828808472,8.08754680998501,1.80573771346778,3.48007747910377,2.03654563371804,1.00234913846452,0.601455787920443,1.01902865948641,1.46769139269875,0.933273184774377,0.624077510941063,0.564065700277737,0.647067494511037,0.123732607548722,0.746449849818503,0.939974484565884,0.780402393854725
7,0.102795733991622,1999.99999999998,1000,0.584375,9.13782775,-21.2859725478514,0.554142809862875,-0.122859892224065,-0.355220384684297,-0.125586070275735,0.581411421514653,0.218127466465757,0.312114496304919,0.330393151928831,0.125764993568146,0.353146331084483,0.312467327320448,-0.00119528468919115,0.164776698808207,0.508361505146168,0.703449821750602,0.813905396490093,-0.600220655628861,0.0796299759102746,0.333257684549422,0.246338673355161,0.580019193112395,2.37037166185225,0.503528156476329,-0.0820218998501945,-0.0356203243169951,-0.0402121284235079,0.0360900374971045,0.0164221089201042,0.463905020498072,0.135420618796484,0.338731784085372,0.382736920815516,0.0773203051076539,0.286039152345514,0.0455905113960176,0.124981145270435,0.0446514088074142,0.3594485376049,0.077882770064658,0.325921786974572,0.0437048962010953,0.151649374808803,0.469489312705362,0.851657642731211,0.132440283084554,0.16866984138918,0.248812959749162,0.356441817280316,0.10930816914981,0.3,1.88900088177661,2.30922912126296,0.804311515061952,1.19700937111554,2.82555948671222,4.56668565132341,2.75577708847935,3.24333205443475,4.61114949591694,2.94149798383627,7.72023228839713,10.0209819129499,3.74378888783141,8.66122681574982,1.84735760701977,3.63779687396525,2.00499539890123,1.00101867434736,0.559962721830688,1.02930300770608,1.55792529383892,0.913055768897212,0.644827907698169,0.501754076284159,0.633821499930303,0.100431317147421,0.722463831327491,0.999258386039798,0.788074514883287
8,0.13391234308198,1999.99999999998,1000,0.532375,9.344783875,-24.6997315648725,0.534340417007567,-0.12192844818331,-0.32108441972693,-0.14195361139122,0.624352453065195,0.185709765236824,0.299009878363807,0.290181388998306,0.0991208107170488,0.356901847148764,0.320729674930692,-0.00828617593881286,0.118750758920551,0.504178199620053,0.711144295764391,0.797487329527668,-0.566268996269548,0.0608660378831674,0.336401423398825,0.242586359680601,0.584115642368892,2.41090428824429,0.489227018292543,-0.0767425794160342,-0.0339548043179149,-0.0335984637919608,0.0340733725046295,0.0151033808181964,0.459785826544285,0.130760976788378,0.325236187809854,0.381664881003266,0.0746497539088369,0.278668236277798,0.0457728843702235,0.123342391400083,0.0449309435926346,0.350347754064251,0.0761289768567,0.321227713271428,0.044279475763855,0.155083453836158,0.468190263809075,0.86185409547536,0.129979674639304,0.169183661359506,0.242666464585257,0.362926858803238,0.110327361422415,0.3,1.81856748591857,2.40015191137901,0.787924628602575,1.21640151512281,2.69418915592946,4.66073045448718,2.62736188401191,3.25334730799703,4.55255158070759,2.70129885801102,7.43414125433345,10.1332067827522,3.67350713421894,9.13943281259332,1.92218474368054,3.98576570703648,2.02933574933356,1.02321659941701,0.548818130136783,1.03633299027068,1.59239017820228,0.928423334021379,0.696716382464577,0.509567483826733,0.608622171316466,0.0963356906938719,0.705933407490663,1.02107044152843,0.795063165533929
9,0.170160552985561,1999.99999999998,1000,0.464625,9.58532383333333,-27.7630823938917,0.51402848423064,-0.122332209605576,-0.284610156407662,-0.14935462173614,0.661363242122131,0.134933323997603,0.270814003497356,0.255576918569529,0.0840719427742559,0.351791293983351,0.328071755310273,-0.0112843284392161,0.0619430375719415,0.506742205091638,0.722917439978987,0.792153036195508,-0.528674870005422,0.0447695172484224,0.339267593859951,0.242829326169673,0.588260506675083,2.45159829961272,0.474054952376399,-0.0729811327034914,-0.0317246285823355,-0.0270922032640722,0.0303259043636983,0.0135812987945266,0.458589291505125,0.127466300932261,0.314989321409255,0.379701589277176,0.0717638829308301,0.270857209910607,0.0461385551500174,0.12099137668662,0.0451134376705764,0.342754368618778,0.0742837089920958,0.319453406499418,0.0447871092303656,0.156190061116206,0.467027215563156,0.868035267565985,0.127667939621478,0.169262984150717,0.238200558464433,0.368280408532935,0.110978212884658,0.3,1.74799610028419,2.4757709940153,0.791477323078744,1.24895659546383,2.58950236405591,4.72045284289945,2.49654332297537,3.23206447655938,4.52393812626584,2.45079812856584,7.11892338080976,10.3806737617707,3.73332321526991,9.69537892917475,2.00000399391405,4.26226795451178,2.09945447789744,1.04037244033501,0.549827409381735,1.03885600808062,1.62318518409674,0.952581171178834,0.748074736302645,0.542878021035567,0.585498791415518,0.110540524968035,0.693855184616528,1.01994854334217,0.793847066387888
10,0.211614169743723,1999.99999999998,1000,0.37225,8.86669533333333,-30.7115327811537,0.500261996200886,-0.117660163100207,-0.265559154843152,-0.147198763429946,0.682489637197968,0.0859785965931609,0.22994228899686,0.232680026621052,0.0868968686147444,0.334294729150756,0.331507070543361,-0.00688381989954563,0.0237260719250778,0.505510270322749,0.73128457527402,0.796048618661286,-0.504563680720794,0.0345542304735325,0.339996882016789,0.246170943185525,0.59034426546573,2.48658864781655,0.465715112813683,-0.0719890631000255,-0.0295665891962754,-0.0215579553446456,0.0263480064485277,0.0126818191693905,0.451636528704191,0.124875000991725,0.306969331742312,0.381337603099438,0.0701827504402573,0.261599844336592,0.0464995279181756,0.117491491736245,0.0449693180800445,0.336961518481057,0.0737740514805653,0.316824332995921,0.0448527915262083,0.156672843353702,0.466596974611984,0.867371401761701,0.12578361805264,0.16716905874786,0.233271505438207,0.370280612000026,0.110868544376487,0.3,1.67998084459889,2.54258442718214,0.786570866362001,1.27972743166406,2.55350745130711,4.75467139064277,2.41569761672616,3.18714168100516,4.5872359509742,2.31909382951722,6.84532916486661,10.6365985118699,3.85679992667537,10.046187019803,2.01736049048364,4.38459750882642,2.15639376275513,1.05571250819595,0.552413613531703,1.03211916346987,1.62939712146407,0.964033936408692,0.771238298680311,0.575263375554479,0.566753671533946,0.111654900884729,0.684944407390273,1.0180257038173,0.788644570463919
