stage,phi,ess_pre,ess_post,acc_rate,wallclock_s,lml_inc,m_stage,mean_gamma1,mean_gamma2,mean_xi1,mean_xi2,mean_rhoU,mean_theta1,mean_theta2,mean_rhopr,mean_lam1,mean_lam2,mean_rhohpp,mean_chi1,mean_chi2,mean_rhok,mean_rhow,mean_phisum,mean_phi2,mean_nu,mean_alpha,mean_gtrend_sum,mean_gtrend_split,mean_pistar,mean_alphapi,mean_phiy,mean_phiu,mean_phipr,mean_phihpp,mean_phik,mean_sig_c,mean_sig_Ustar,mean_sig_pie,mean_sig_z,mean_sig_gz,mean_sig_k,mean_sig_gk,mean_sig_w,mean_sig_gw,mean_sig_hpp,mean_sig_ghpp,mean_sig_pr,mean_sig_gpr,mean_sig_xi,mean_sme_y,mean_sme_pi,mean_sme_w,mean_sme_U,mean_sme_pr,mean_sme_hpp,mean_sme_k,mean_sme_pieobs,mean_m84_y,mean_m84_z,mean_m84_c,mean_m93_pi,mean_m93_U,mean_kapc_2021,mean_kapy_20,mean_kapy_21,mean_kapu_20,mean_kapu_2122,mean_kappr_20,mean_kappr_2122,mean_kaphpp_2022,mean_kappop_2021,mean_kappi_2023,mean_kapk_20,mean_kapk_21,mean_kapHyp_lm_w2020,mean_kapHyp_lm_w2021,mean_kapHyp_lm_w2122,mean_kapHyp_lm_w2021tot,mean_kapHyp_lm_w2022tot,mean_kapHyp_lm_w2023tot,mean_kapHyp_la_w2020,mean_kapHyp_la_w2021,mean_kapHyp_la_w2122,mean_kapHyp_la_w2021tot,mean_kapHyp_la_w2022tot,mean_kapHyp_la_w2023tot
1,0.00656650030449337,1999.99999999998,1000,0.195,15.6990844583333,-8.32144654399131,2,0.602727591630499,-0.199310471934091,-0.293112057397837,-0.254310226108131,0.5560169144937,0.239008244777981,0.257167996391708,0.502928003658038,0.239951394183175,0.201111268302317,0.498928266808929,0.0201128103157959,0.00364755982040187,0.507855181532223,0.515138878443439,0.533113984689815,-0.200005764396721,-0.0984021231215563,0.349531905659495,0.685169635481347,-0.0997083513580144,2.52788818270569,0.438210870172486,-0.075604147723596,-0.037339722647043,-0.00121882003395506,0.000251704960949412,0.000222363772974577,0.686992963206136,0.144140803363301,0.278737883028252,0.468533928103933,0.047362718784901,0.270780736219012,0.0471714218604452,0.176160842381353,0.0470138542412455,0.373774775811853,0.0464859577480522,0.277985891401434,0.0466391508689859,0.143262732279877,0.543421285708686,0.912926014167046,0.178921217742302,0.232205756998741,0.287837327555117,0.470689039194313,0.183587247299058,0.3,1.70929522024944,1.66083535043764,1.59951457882334,1.73277875840895,1.78520894579962,3.27171629452709,3.45983178894694,3.4531804301318,3.487762915485,3.46224435581039,3.76030937510045,3.47857426072774,3.66569706065196,3.25138215606456,3.23542370431232,3.61006094332232,3.42202375800348,0.96133051962999,0.923535503703399,0.934468364004876,0.910594709188946,0.951971349305314,0.885459633857545,0.704938412354798,0.689867109739457,0.67386569081452,0.737374793079409,0.696651018886633,0.706687224011965
2,0.0154395005145027,1999.99999999998,1000,0.296125,10.1637686666667,-10.1945043604739,2,0.612377923575388,-0.208312913867755,-0.349105642870189,-0.257489599568105,0.602082284005629,0.23259486089244,0.284346865662114,0.522758163114838,0.22172729270094,0.207196677011591,0.473647390119531,-0.000495561813720301,-0.00140518690929682,0.521320606535035,0.550123002986679,0.549720620373688,-0.215655619086242,-0.0955043956364695,0.348383923771574,0.66933906311471,-0.087209069638748,2.52610659160974,0.377734899629492,-0.0732165886778425,-0.0338289626439362,-0.00379194019315536,0.00216162108303115,0.000814618334720321,0.636217774379082,0.143046056402766,0.275669284127201,0.463998877551813,0.0470623040683212,0.266331064197371,0.0477410465406231,0.163277863102852,0.0473403298744918,0.37250383894517,0.0464720496552134,0.269948839850175,0.0459211333963549,0.146613249246007,0.527244337755158,0.894561548255118,0.168137333753108,0.224995610341383,0.279139044620644,0.459671379761164,0.177166796388245,0.3,1.74170914242245,1.67403369379289,1.52503634491357,1.71368696768777,1.87992361543993,3.20528449796561,3.55809650437552,3.43598043447272,3.71294992639753,3.52402832117503,4.02085895605886,3.94740610829266,4.0774391996725,3.41600764461353,3.14976335779094,3.77608880819088,3.29271313972914,1.00874895273382,0.928571512349563,0.971824229835169,0.891846506291713,0.988811240498716,0.861627083451602,0.741267450919609,0.697642499040188,0.632942064309713,0.769864533988758,0.685041174404981,0.692212516815055
3,0.0270282165332677,1999.99999999998,1000,0.31225,10.2461653333333,-12.2916044180989,2,0.632736324121383,-0.219398808306366,-0.410831879512301,-0.258849957760381,0.642176989326924,0.196037598081065,0.323317272649259,0.540058950287851,0.216077487268113,0.224872870478962,0.425371656763041,-0.0378697052054761,0.00669014791146562,0.545430269527102,0.61876235815505,0.596808985713842,-0.2557658247329,-0.0874373154530845,0.348825651981888,0.663105341801466,-0.0640548561261953,2.51606408888913,0.334543407079949,-0.0739457125781167,-0.0306515319313944,-0.007151903483235,0.00909697203714025,0.00163667256006263,0.595938943298105,0.141893508852852,0.27657556752032,0.449620710706482,0.0475133814150019,0.263173063848697,0.0479148860046893,0.150858828589441,0.0471070624251523,0.371026657437101,0.0458760239640487,0.266513001042398,0.0449347018671147,0.148061656813877,0.517523319377208,0.894132557560097,0.160553650626957,0.217738713835294,0.270956043188537,0.439021492390716,0.165071322023475,0.3,1.86007022321015,1.7035291506273,1.44100247151275,1.64990646077378,2.04202737067094,3.20456237961306,3.39157880869635,3.31701922253887,3.77912619218279,3.63434012154009,4.31964135263141,4.94816889738283,4.52602278612146,3.86172097032189,2.93829041007682,3.77144962354914,3.03426381170937,1.04703190266148,0.909921089950875,1.01161755283565,0.870304581285299,1.03281287983107,0.813767280639476,0.807269326889726,0.678081971996697,0.542095210913454,0.802768032760778,0.66230358912392,0.663902020196966
4,0.0415085905269056,1999.99999999998,1000,0.333625,10.44736,-14.360518147288,2,0.648905900904911,-0.221015870956076,-0.446459514860286,-0.234103464753578,0.661983574307138,0.16110311799619,0.337947050971172,0.557764616672152,0.217948004879689,0.268065451486932,0.38605377474543,-0.0957059289802843,0.0327160273661608,0.575863783129169,0.691066514715737,0.677511050977614,-0.311033959846465,-0.0797103165753154,0.350001618351492,0.655344895541366,-0.0375293575450808,2.52074162878726,0.317350161722397,-0.0786535090016782,-0.0276288040407704,-0.0100263022569329,0.0144157009087942,0.00315728936025734,0.5743613786292,0.142392796997489,0.277140999781333,0.4259801997834,0.0484304126448712,0.257433667060664,0.0489030445368858,0.141739754877601,0.0463370395080607,0.363739718330163,0.0457812516129957,0.274278186843636,0.0437782206161903,0.147626676653112,0.519119047749435,0.915637014042279,0.152303257685952,0.210106749521047,0.265947779230684,0.407496866761967,0.153335944765392,0.3,2.01129893913574,1.72593809117797,1.40972673199106,1.57696026606071,2.2559688096244,3.3055531801753,3.23370862369658,3.35140799831946,3.75455376538408,3.83055078357154,4.68589116856934,6.2462593955807,5.02962229903144,4.49118891383545,2.63038670092872,3.593762022594,2.77083358554754,1.07092585742798,0.920512720148467,1.06294984220087,0.888429596427655,1.08784146551737,0.74618501428073,0.853480546083552,0.669527206610906,0.441860263151936,0.837486204064389,0.682198242033101,0.65092679876401
5,0.0573069487214748,1999.99999999998,1000,0.3745,10.1568115,-14.7548381146393,2,0.640999674010477,-0.205790585508278,-0.410284061884922,-0.184043796139944,0.664900994099443,0.147553562677696,0.353563711791986,0.583756867046013,0.249553327302846,0.283428556678495,0.381205969130491,-0.127758686834426,0.0519427799833537,0.61381779733778,0.744928428168868,0.734374674513088,-0.31765956310216,-0.082315394726262,0.348824235814857,0.643988490886412,-0.0159180139466132,2.54167623791152,0.319270451738685,-0.0812615789351519,-0.0242386927107764,-0.00854892178232608,0.0145406088078976,0.00379800588864821,0.569477516985104,0.142618750731273,0.270745496860037,0.406052731540029,0.0495097302768917,0.246934742030068,0.0504259745394467,0.137461248601918,0.0456640756598373,0.35412431406731,0.046584773313164,0.285658600020223,0.0441324843553297,0.14855262436274,0.528630587337588,0.943179360081595,0.145180565427456,0.201193658518828,0.263136235314252,0.377698357787061,0.145229996614462,0.3,2.08854750975736,1.69305613654552,1.39645449688198,1.50409928715358,2.40676421966007,3.37565368074148,3.169644667053,3.41677049789392,3.72337893821908,3.90973059368429,5.45932875748108,7.28183827275784,5.15702951478181,4.90467929216708,2.48111639106283,3.3699793882899,2.57095834913596,1.09757614757669,0.93535754467823,1.11002396824255,0.920317893985251,1.11563642390778,0.712506417180956,0.801837418068393,0.659079334050004,0.37696072225779,0.865085128200269,0.747141839928189,0.684440419368015
6,0.0735766276203866,1999.99999999998,1000,0.339,10.0691149166667,-14.2891965016254,2,0.606755446963535,-0.179249486698144,-0.326768021345207,-0.128826720053018,0.654119719116203,0.149976599601427,0.365075353229909,0.608407295051119,0.279837232279174,0.289831443909785,0.398742097975262,-0.122403458753665,0.0785349273161116,0.642895642270804,0.777997630063482,0.756105105379042,-0.27588449701669,-0.0938380314251852,0.347525495129181,0.618092565959195,-0.00260285994792998,2.56198428166069,0.324736988422417,-0.0842884872928538,-0.0203207380728001,-0.00663705104322274,0.0117458631708321,0.00246074240351098,0.571746014190593,0.145606072494378,0.258383807174799,0.39817525868957,0.0503228556559935,0.235632931945581,0.0514931849845083,0.134575389220245,0.0450387052714168,0.350514269189448,0.0479138108376013,0.286723798258167,0.0456806173154986,0.149361027102996,0.531191470592091,0.945011638933645,0.138544443476455,0.189936631624594,0.262389347006655,0.36381558036011,0.140000053654467,0.3,2.16939245043033,1.6643104105306,1.30981770164407,1.49073096316424,2.47414354595524,3.35613584819117,3.24802629423181,3.51834921782605,3.87782367629352,3.7180718450422,6.74666960740384,7.59548225871406,4.81387819800709,4.83299234758895,2.4542801159118,3.2250249338815,2.4128290465005,1.11346999663725,0.924358386722471,1.1491290880998,0.946465234763493,1.0463294926682,0.723826847766124,0.640478551377536,0.652850266070181,0.358343929644152,0.907890149546367,0.807195317400727,0.732400223482051
7,0.0912435004718383,1999.99999999998,1000,0.366125,10.299607,-14.5500742261331,2,0.571644846779329,-0.151668753271661,-0.255576707882044,-0.0912206131672031,0.627213390485702,0.137516560085046,0.357181062288744,0.625763733605314,0.302571203657349,0.263226693659688,0.401833963676981,-0.107160261573132,0.0933839901283846,0.659147984058264,0.797759487129502,0.763140837400918,-0.212803849011154,-0.0991128616173959,0.344811294877684,0.592432618512945,0.00583158511900959,2.56509689042961,0.328718992543285,-0.0871282941713572,-0.016774366543738,-0.00788954679152475,0.0110176953041798,0.00174435614388868,0.569338032405558,0.149221886124386,0.247741179819868,0.398550955348672,0.0516530795958884,0.223829234024391,0.0509191448809941,0.131868686661105,0.0449330913329814,0.348656709852096,0.0490482197866063,0.280253527737039,0.0474025077985642,0.146822230101287,0.525355872275032,0.923379611012984,0.132649592566293,0.176142858428394,0.262758638974804,0.361233345934526,0.135972831857309,0.3,2.21167874899898,1.67327530562602,1.2077968522987,1.49925741486465,2.50165523010334,3.21597397451672,3.43740861961726,3.82891842461706,4.1731380063898,3.34504199922575,7.7559565098017,7.12539185693423,4.48041220762361,4.53476648935632,2.4635414911677,3.20985945831554,2.22547170607851,1.14998069069281,0.895696770926197,1.16710248153406,0.947094299800512,0.943323355709079,0.751628406925255,0.494928429176974,0.679156091937907,0.378389358406549,0.951991817740446,0.840193432497632,0.748695967277891
8,0.110036661426438,1999.99999999998,1000,0.2845,10.1387322083333,-14.5366400489096,2,0.544755960511877,-0.132871969773192,-0.236056110368165,-0.081213481432797,0.609094896317157,0.1150224971034,0.339611238099583,0.653994787061696,0.295001687711195,0.247086768650031,0.386396354501137,-0.0853213574134158,0.0912878100838624,0.656745769791707,0.816671501539074,0.782092150958607,-0.17107282394094,-0.0964281148574864,0.337700404016942,0.569136610134018,0.00677189871685435,2.57592438142618,0.326887273353045,-0.0909391122252349,-0.0150385268873284,-0.0110003259581091,0.0105166724277585,0.00219529332266701,0.568140981887427,0.151892782447431,0.24125797778184,0.398500774179746,0.0521455586029286,0.211549653919797,0.0491742442271976,0.128810918993705,0.0449247546788733,0.349035241690684,0.0492641496004055,0.275645219303698,0.0481480130762876,0.141408305260767,0.510696397601569,0.900353514504948,0.12716475294451,0.165101598125971,0.263018343704525,0.362068997225016,0.130472648242088,0.3,2.27478607155854,1.68264681659533,1.1379269959494,1.52185299407713,2.48115159582038,3.08099068340997,3.64698390137201,4.1080324139738,4.41324556222774,3.23454198213623,8.1941548445215,6.67524178746769,4.27277562267702,4.15860661264874,2.41507646862841,3.3325180594517,2.12495686795397,1.20534142730688,0.865816729205041,1.20157764212462,0.911481490459299,0.888389471732811,0.756838098850787,0.431477925015135,0.71921409284915,0.420335439398833,0.98358873042458,0.8407999653572,0.744625260877135
9,0.129971024746502,1999.99999999998,1000,0.291375,10.3709949583333,-14.519293934209,2,0.520904363011964,-0.124799872732255,-0.234929602093978,-0.0885872792867715,0.613832960681489,0.080088772721249,0.328643780507709,0.681559357125443,0.300630939229814,0.212045891957957,0.372863400004659,-0.0658312650964546,0.0927088960332531,0.646587395887497,0.832096203205929,0.819132629278208,-0.122888763530921,-0.0899356357063467,0.330350746201801,0.552261791178567,-0.00285669503183788,2.58884079296688,0.324754115776524,-0.0917508704185477,-0.0145412240739987,-0.0154602199192918,0.00843241698740064,0.00333811893538496,0.572427540905698,0.151278090662642,0.240229117476254,0.395870880410317,0.0518287644557994,0.200839953135756,0.0472510750544093,0.126337818083456,0.0456595639515013,0.346923705095347,0.0495680312126462,0.272359521336092,0.0478633049691584,0.137153625483156,0.491632524476577,0.867379365491565,0.121927805355922,0.155765451953429,0.26384485635056,0.364698596978904,0.125765575479837,0.3,2.32368626865261,1.69112803464102,1.07596422048197,1.5657416477609,2.42641335371286,2.88751033791867,3.96799411288575,4.20435595991887,4.43763890083439,3.31250312251746,8.30643098722084,6.49258167555303,4.27874507440572,3.82824169000689,2.31148181591374,3.52960859415843,2.11181711350123,1.27219164590339,0.822561910818776,1.25925864021303,0.858425742780471,0.868520944547378,0.755482089339965,0.413602994838071,0.757658343265425,0.459573114753738,1.01718431716096,0.813515988441003,0.715618729402101
10,0.153675083166884,1999.99999999998,1000,0.29625,10.649822625,-16.2635016126183,2,0.502640899647449,-0.125943276090906,-0.243033458790576,-0.0929049812421349,0.649459408072112,0.0322342372900232,0.322429640808588,0.700813157574425,0.294877478231548,0.206549183364052,0.352459479199574,-0.0439350820369294,0.0882108146635657,0.641782351755875,0.823979018105802,0.857212086568529,-0.0895873002841198,-0.0805029740410389,0.323584129057954,0.547557540185185,-0.0159453202839331,2.58660974709854,0.309828846647282,-0.0934001940596371,-0.0145695263668961,-0.0176429802625845,0.00387743356828591,0.00422240781630247,0.574839139096967,0.146421169720593,0.240927284963857,0.39033977164152,0.0507351294376244,0.189654699157366,0.0451663092428585,0.12406253356465,0.0466240708721146,0.342169099948622,0.0497130499919216,0.265257818577018,0.0465066626491852,0.135254600149844,0.466635834256564,0.837794021696508,0.118166131461427,0.150267918674647,0.266470440757025,0.362553757961135,0.120510673382667,0.3,2.33381554325462,1.68126276679707,1.02132767471977,1.59923115845446,2.36553870405788,2.71912173288919,4.21580441132529,4.32271162987025,4.50252885181187,3.38736547863839,8.56292613994506,6.48791425735266,4.56529856794629,3.68446429885372,2.22181460309771,3.79258981805909,2.1561696429341,1.33254788377735,0.81279502683063,1.30804414294615,0.805027517042571,0.907994995224258,0.760652642101419,0.423879136694951,0.785617805917874,0.483098979658229,1.04413066080742,0.755982261300622,0.658899552702005
