path_id,t,ll,lp,lpost
3,0.948717948717949,-251.539848867194,-64.5993893891379,-316.139238256331
3,0.974358974358974,-251.848546118175,-64.805722313618,-316.654268431793
3,1,-252.164216514473,-65.016526849569,-317.180743364042
4,0,-260.14766164356,-73.0339163987965,-333.181578042357
4,0.0256410256410256,-259.687741146576,-72.8231118628455,-332.510853009421
4,0.0512820512820513,-259.240566946592,-72.6167789383654,-331.857345884957
4,0.0769230769230769,-258.806165103743,-72.4149260104045,-331.221091114148
4,0.102564102564103,-258.38452162778,-72.21756202651,-330.60208365429
4,0.128205128205128,-257.975643512764,-72.024696532721,-330.000340045485
4,0.153846153846154,-257.579532034724,-71.8363397120822,-329.415871746806
4,0.179487179487179,-257.196192287853,-71.6525024258777,-328.84869471373
4,0.205128205128205,-256.825612204113,-71.4731962577979,-328.298808461911
4,0.230769230769231,-256.467790686366,-71.2984335612742,-327.76622424764
4,0.256410256410256,-256.122743330387,-71.1282275102364,-327.250970840623
4,0.282051282051282,-255.790457602386,-70.9625921535697,-326.753049755955
4,0.307692307692308,-255.470940522517,-70.8015424735739,-326.272482996091
4,0.333333333333333,-255.16418623988,-70.6450944487566,-325.809280688637
4,0.358974358974359,-254.870201305072,-70.4932651213195,-325.363466426391
4,0.384615384615385,-254.588985596593,-70.3460726697341,-324.935058266327
4,0.41025641025641,-254.320534704899,-70.2035364868385,-324.524071191737
4,0.435897435897436,-254.06485042279,-70.0656772639276,-324.130527686718
4,0.461538461538462,-253.821939315223,-69.9325170813566,-323.75445639658
4,0.487179487179487,-253.591804612467,-69.8040795062261,-323.395884118693
4,0.512820512820513,-253.374416646515,-69.6803896977739,-323.054806344289
4,0.538461538461538,-253.16981203322,-69.5614745211604,-322.731286554381
4,0.564102564102564,-252.977979231157,-69.447362670403,-322.42534190156
4,0.58974358974359,-252.798923868289,-69.338084801293,-322.137008669582
4,0.615384615384615,-252.632617720215,-69.2336736752097,-321.866291395424
4,0.641025641025641,-252.479097415955,-69.1341643148471,-321.613261730802
4,0.666666666666667,-252.338345704588,-69.0395941729695,-321.377939877558
4,0.692307692307692,-252.210366796189,-68.9500033154317,-321.160370111621
4,0.717948717948718,-252.095164426838,-68.8654346198348,-320.960599046673
4,0.743589743589744,-251.99271563254,-68.7859339913313,-320.778649623872
4,0.769230769230769,-251.903067547414,-68.7115505972636,-320.614618144678
4,0.794871794871795,-251.82617527851,-68.6423371225039,-320.468512401014
4,0.82051282051282,-251.762048294984,-68.5783500475732,-320.340398342557
4,0.846153846153846,-251.710719433582,-68.5196499518522,-320.230369385434
4,0.871794871794872,-251.672140948128,-68.4663018444629,-320.138442792591
4,0.897435897435897,-251.64634949478,-68.4183755256982,-320.064725020478
4,0.923076923076923,-251.633333571466,-68.3759459822159,-320.009279553682
4,0.948717948717949,-251.633088354011,-68.3390938195948,-319.972182173606
4,0.974358974358974,-251.645634292526,-68.3079057362861,-319.953540028812
4,1,-251.670937956445,-68.2824750434844,-319.95341299993
