pair,xname,yname,mean_x_s42,mean_y_s42,mean_x_s7,mean_y_s7,mean_x_s101,mean_y_s101,sd_x_s42,sd_y_s42,sd_x_s7,sd_y_s7,sd_x_s101,sd_y_s101,mahal_42_7,mahal_42_101,mahal_7_101,rhat2D,pooled_corr,pooled_condnum,cos_angle_seedmean_vs_pc1,auto_shape_verdict,visual_connectivity_manual_check
gapAR_phi1_phi2,phi1 (=phisum-phi2),phi2,0.730717415971339,0.151498705673268,0.864487365871465,-0.138285202030884,1.22528868977442,-0.27999711014275,0.127811181657963,0.122389535389579,0.120574339779717,0.088553864814711,0.167354193827528,0.167649356514696,3.24827251476279,3.54492797090053,3.79112086252214,2.16241407688428,-0.897625710245667,18.8626715981323,0.999901350236628,ONE_RIDGE (seed means displaced along pooled principal axis),CONTINUOUS_RIDGE - clouds visibly interpenetrate/overlap along one smooth negatively-sloped band; no gaps between seeds
rhoU_nu,rhoU,nu,0.771411552147572,-0.0559752905515533,0.922775425351895,-0.0139913106355907,0.749819256614318,-0.0105894791992091,0.05835025206434,0.0360740783951359,0.0378963689483684,0.0294065788476167,0.0714714051832252,0.0220399540459774,3.07292421718021,1.55078658959834,3.00461506267491,1.96966838415412,0.11994543189025,7.19029242606171,0.999068411005574,ONE_RIDGE (seed means displaced along pooled principal axis),SUBSTANTIAL_OVERLAP - broad shared cloud; seed7 mean shifted right in rhoU but clouds mostly overlap; weak/no distinct ridge axis (pooled corr only 0.12)
gzbar_gwbar,gzbar,gwbar,0.218191464697474,0.281838165661831,0.330417109611045,0.201136876816645,0.0871269229936788,0.651248029300042,0.0348289636378124,0.0472050326546746,0.0362828516140437,0.045780134283887,0.0719903816792313,0.0306441321624779,2.90148820352482,9.13539709121497,11.6701582188044,6.20818237614098,-0.831920372827846,15.910708761015,0.999970989746949,ONE_RIDGE (seed means displaced along pooled principal axis),DISJOINT_ROUND_CLUSTERS strung along a shared line - 3 non-overlapping compact blobs (visible gaps) that line up along pooled corr=-0.83 axis; NOT visually continuous like gapAR pair
sig_xi_gwbar,sig_xi,gwbar,0.131292422848924,0.281838165661831,0.0849579939932356,0.201136876816645,0.208997993005105,0.651248029300042,0.0136960784472844,0.0472050326546746,0.0122564479459856,0.045780134283887,0.039941307411964,0.0306441321624779,2.79310582807726,9.65841068785942,12.2879986407871,6.54248820956665,0.84792922567886,49.1745370787505,0.999963277431295,ONE_RIDGE (seed means displaced along pooled principal axis),DISJOINT_ROUND_CLUSTERS same 3 seed blobs as gzbar/gwbar (same seed ordering: 101 high/42 mid/7 low) strung along pooled corr=0.85 axis; visible gaps between seeds
theta1_theta2,theta1,theta2,0.128573494473948,0.0234581120905277,-0.123363148155784,-0.0114129212631266,-0.0125144984223569,0.107332314252604,0.0421173445179623,0.0424683965601919,0.0757449678913445,0.0724222296745404,0.0600354146531614,0.0683217545387421,4.43970318202056,2.45388563660009,3.02220671786825,2.44479696193329,0.0214188354553411,2.2469136407894,0.99408225549976,ONE_RIDGE (seed means displaced along pooled principal axis),TRIANGULAR_DISJOINT_BLOBS not colinear - 3 blobs at rough triangle vertices, pooled corr~0, per-seed local corr signs disagree (-0.32/+0.04/-0.58); weakest evidence of a single dominant ridge axis of the 5 pairs
