L_entry,group,median,q05,q95,band_excludes_zero
Lq_Ustar_c,2,-0.391877815807429,-0.621750903043808,-0.260333548304051,1
Lq_pie_c,2,0.242925656578443,0.0320518376563173,1.0311720773439,1
Lq_zstar_c,2,-0.32828798281064,-0.605544067218847,0.17418907291449,0
Lq_gz_c,4,-0.00451908897352012,-0.0291781038335659,0.0373724959909573,0
Lq_kstar_c,2,0.178400363485275,0.0922801493284656,0.320842027434619,1
Lq_gk_c,4,0.103282223325724,0.0426968174110996,0.162702919534592,1
Lq_wstar_c,2,0.0019884626192211,-0.0578469541789669,0.0862670581714886,0
Lq_gw_c,4,0.0295045551090954,-0.00625738530756696,0.0553842182570732,0
Lq_hppstar_c,2,0.222738005925834,-0.0318480699356738,0.532897904986415,0
Lq_ghpp_c,4,-0.0196160462363515,-0.0473754148551384,0.0184241633510112,0
Lq_prstar_c,2,0.16726600421947,-0.0729877310239242,0.447536786753297,0
Lq_gpr_c,4,0.0707674239892198,-0.0193757431192355,0.145595186661241,0
Lq_xi_c,2,0.120368835063818,0.000111682212610958,0.310599002246645,1
Lq_pie_Ustar,2,0.116656526732869,-0.0135248087357907,0.614023080676112,0
Lq_zstar_Ustar,2,-0.228070137000533,-0.535030231744487,-0.0224259462081998,1
Lq_gz_Ustar,4,0.0360143325873141,-0.0339777141780695,0.2149873297554,0
Lq_kstar_Ustar,2,0.0226837347739113,-0.0889700758545467,0.135560559433446,0
Lq_gk_Ustar,4,0.0293007031926809,-0.112428443798696,0.0787260496216456,0
Lq_wstar_Ustar,2,0.048630898614958,-0.0297275092716581,0.189639207842713,0
Lq_gw_Ustar,4,-0.039758716713913,-0.182001514048377,0.0147481591569784,0
Lq_hppstar_Ustar,2,-0.225976223459465,-0.49835877750377,0.0624614341578163,0
Lq_ghpp_Ustar,4,-1.76357642695751e-05,-0.0510534735221317,0.087387748468725,0
Lq_prstar_Ustar,2,0.0321007803808454,-0.286336932129682,0.134421890564117,0
Lq_gpr_Ustar,4,-0.0111841442901014,-0.0802684053571521,0.105811624279108,0
Lq_xi_Ustar,2,0.00648054569954204,-0.0696559661318464,0.158163938147808,0
Lq_zstar_pie,2,0.271522033114125,0.0400693208265192,0.567623572110658,1
Lq_gz_pie,4,0.00539917998281424,-0.0266913657134858,0.0938388268340205,0
Lq_kstar_pie,2,0.0443257173863594,-0.0396224506571569,0.0813565041494521,0
Lq_gk_pie,4,0.00412124523167427,-0.0109331394983005,0.068053304194893,0
Lq_wstar_pie,2,-0.0166931851196903,-0.0688118351052732,0.03496895502204,0
Lq_gw_pie,4,0.0120874352511421,-0.0149248331534163,0.0496333605639767,0
Lq_hppstar_pie,2,0.0806352427338798,-0.0458155588410532,0.252192411759113,0
Lq_ghpp_pie,4,-0.0326840283019594,-0.0884531654729798,0.02216603573421,0
Lq_prstar_pie,2,-0.017376830642907,-0.261306437405709,0.0549656909198987,0
Lq_gpr_pie,4,-0.0201673980336482,-0.0718179305900819,0.0416485427767548,0
Lq_xi_pie,2,-0.0329538639722027,-0.213355387627657,0.0936680539613252,0
Lq_gz_zstar,4,0.0192489942791648,-0.00991229833333535,0.123087929039569,0
Lq_kstar_zstar,2,-0.013842456346421,-0.065009567683317,0.0665031226307219,0
Lq_gk_zstar,4,0.0162851332686004,-0.0105249563104932,0.0518712964084773,0
Lq_wstar_zstar,2,-0.00314415619611295,-0.0384069993447323,0.0424649764636974,0
Lq_gw_zstar,4,0.00711236805373262,-0.0346411491183855,0.0450086568610997,0
Lq_hppstar_zstar,2,0.248602343202936,-0.103334438015845,0.52242070891516,0
Lq_ghpp_zstar,4,-0.0313013554755844,-0.106831779983189,0.0370909518612762,0
Lq_prstar_zstar,2,-0.253326019837424,-0.414571028626251,-0.0295893593779461,1
Lq_gpr_zstar,4,0.00996618999342893,-0.0429419303349559,0.0314792702951719,0
Lq_xi_zstar,2,-0.0516699063737764,-0.2180309810446,0.140743053012151,0
Lq_kstar_gz,4,0.00903554765025667,-0.0688623681429822,0.133480413782539,0
Lq_gk_gz,3,-0.00909666273994353,-0.0457218065866576,0.0268296397305822,0
Lq_wstar_gz,4,0.092248642067407,-0.0126977196433416,0.412655191014403,0
Lq_gw_gz,3,-0.00199483956070481,-0.0286788105049641,0.0311081337446929,0
Lq_hppstar_gz,4,0.0245166104772462,-0.0191615833421522,0.10117357384587,0
Lq_ghpp_gz,3,0.0580131291153391,-0.111675589161919,0.225907246501983,0
Lq_prstar_gz,4,0.0177272240613257,-0.0209430225980428,0.0563497925070107,0
Lq_gpr_gz,3,0.0828588300455719,-0.0454030742160447,0.422962768887576,0
Lq_xi_gz,4,0.0390345766256241,-0.0308814765521682,0.249644384293046,0
Lq_gk_kstar,4,-0.524544353761592,-0.744661562247691,-0.342522158509286,1
Lq_wstar_kstar,2,0.0523051860893,-0.0440335876911132,0.236752379438899,0
Lq_gw_kstar,4,0.00215476728108747,-0.0531708045353346,0.0505871972352113,0
Lq_hppstar_kstar,2,0.0262446353605348,-0.0446927699287209,0.0941638398980274,0
Lq_ghpp_kstar,4,-0.087424494767524,-0.199803138258365,0.00676372907207446,0
Lq_prstar_kstar,2,0.147688492655469,-0.0336772223972292,0.740041477761644,0
Lq_gpr_kstar,4,0.0573052503123833,-0.0949412944768058,0.150110611018814,0
Lq_xi_kstar,2,-0.0264249406440672,-0.241714302141642,0.073534876922096,0
Lq_wstar_gk,4,-0.091182041632008,-0.335494341970779,0.0105810937013089,0
Lq_gw_gk,3,-0.0507830299525824,-0.349847326519292,0.0873568071012921,0
Lq_hppstar_gk,4,0.00537034124466178,-0.411730393748939,0.0653816622215,0
Lq_ghpp_gk,3,-0.0582382955031837,-0.29375843849529,0.0672646538350924,0
Lq_prstar_gk,4,0.00269129472875787,-0.0666536466730154,0.21965617661571,0
Lq_gpr_gk,3,0.0221702992870166,-0.0347754826557474,0.164252960643231,0
Lq_xi_gk,4,0.0556645178908069,-0.397931808651101,0.126007531823583,0
Lq_gw_wstar,4,-0.076604093980845,-0.292236045689352,0.00322736431130879,0
Lq_hppstar_wstar,2,-0.293527376223484,-0.590002996929257,-0.0641325954615025,1
Lq_ghpp_wstar,4,0.0578217389565709,-0.0154646845195071,0.157435455198379,0
Lq_prstar_wstar,2,0.0880111679995185,-0.0543383419714373,0.276325252006072,0
Lq_gpr_wstar,4,-0.0013631233461608,-0.0394266481550838,0.0174593447434952,0
Lq_xi_wstar,2,-0.0746425139923186,-0.185844750407898,0.0510309546715401,0
Lq_hppstar_gw,4,0.00764554525911763,-0.0409206246060321,0.0933976935034839,0
Lq_ghpp_gw,3,-0.0986457033419215,-0.327149941094787,0.0534928269891769,0
Lq_prstar_gw,4,-0.118954215124869,-0.284283362896454,0.00860025589826882,0
Lq_gpr_gw,3,-0.151078417043837,-0.469477802559655,0.00517006542749224,0
Lq_xi_gw,4,0.00142181861802074,-0.0145590284934398,0.0332388101655349,0
Lq_ghpp_hppstar,4,0.0203851218761829,-0.0373303987978677,0.0623211862057787,0
Lq_prstar_hppstar,2,-0.0224652840269068,-0.129534396915581,0.201064951568174,0
Lq_gpr_hppstar,4,0.0123121115984617,-0.0405083963515097,0.102519527742026,0
Lq_xi_hppstar,2,-0.0123617405997349,-0.0965539434636981,0.0644377390986751,0
Lq_prstar_ghpp,4,-0.00107213315932839,-0.290406157051776,0.105354044105233,0
Lq_gpr_ghpp,3,0.00491557139251067,-0.11136981320163,0.051504141949842,0
Lq_xi_ghpp,4,-0.0178708549108001,-0.141183967427498,0.0293580844086195,0
Lq_gpr_prstar,4,0.0250078126216494,-0.05210538553362,0.103728432537928,0
Lq_xi_prstar,2,-0.00460769888376237,-0.1639593651907,0.155952873570103,0
Lq_xi_gpr,4,0.00305726123406615,-0.0225486692774756,0.0762345197598226,0
Lr_pi_y,1,0.0276995992023427,-0.193842584756659,0.105172827328304,0
Lr_wapop_y,1,0.0133076652783922,-0.0110325629512225,0.0585925973045098,0
Lr_U_y,1,-0.0788050148080067,-0.163491221308482,-0.0191025858898485,1
Lr_lpr_y,1,0.00956354319414456,-0.0266467800414437,0.040860572246073,0
Lr_hpp_y,1,0.00809289549449448,-0.0301912070763483,0.076606067038431,0
Lr_k_y,1,0.0271447434908806,-0.0109401470685045,0.0744454389431813,0
Lr_wapop_pi,1,-0.00490016775629393,-0.0207065409619565,0.0171678576710169,0
Lr_U_pi,1,0.0227042943856268,-0.0513739121344092,0.0677289331360987,0
Lr_lpr_pi,1,0.0240180102252959,-0.015372980355716,0.0877262251084539,0
Lr_hpp_pi,1,0.031045775273857,-0.00715499958455898,0.0834005925969834,0
Lr_k_pi,1,0.011035533878939,-0.0227678474992634,0.0476073200001855,0
Lr_U_wapop,1,-0.00325579749158404,-0.0408085616034054,0.0711804077765234,0
Lr_lpr_wapop,1,-0.00137015787592158,-0.0324049667829386,0.0185267564225953,0
Lr_hpp_wapop,1,-0.00635384431221998,-0.125828405022347,0.0290975747475578,0
Lr_k_wapop,1,-0.0203780570121363,-0.181321078157275,0.0671550997165993,0
Lr_lpr_U,1,0.242226569773082,0.0308661839911391,0.463327109926705,1
Lr_hpp_U,1,-0.016163532025784,-0.0901351474920495,0.0268684344184612,0
Lr_k_U,1,0.051935712163219,-0.0102178128361149,0.132758776706476,0
Lr_hpp_lpr,1,0.00460960578386997,-0.0319786376858912,0.0387862441192402,0
Lr_k_lpr,1,-0.00199123641597139,-0.0537108179933318,0.055890161017673,0
Lr_k_hpp,1,0.00235934268820021,-0.0159566183369931,0.0209142434459451,0
