param,neff,std_mean,post_sd,mcse_over_sd,rhat_classic,rhat_rank_bulk,rhat_rank_folded
gamma1,3.27738848198065,0.046730705010431,0.0845992074921502,0.552377574160692,1.19568646773108,1.19496161699122,1.03916201373449
sme_pi,3.4392695308038,0.0285394114344504,0.0529271024294963,0.539221119698881,1.18394437199876,1.1842652902356,1.03326968344162
lam1,3.48354489899669,0.0871907058981192,0.162734974414967,0.535783449203654,1.18097581655773,1.18184996501939,1.04252126654179
sig_gpr,3.49350682264168,0.00480055391943753,0.00897267938970149,0.535018996103597,1.18032113351766,1.1808965783019,1.03586862569269
sme_pr,3.54090917704718,0.0145519341497412,0.0273828163995869,0.531425764880809,1.17727010471209,1.17944946219813,1.034409435727
kapHyp_lm_w2122,3.55673452420318,0.210709886154341,0.397384238567061,0.530242183016986,1.17627451175223,1.17699531168021,1.03794906433161
kapu_2122,3.66123984844817,0.528530889732392,1.01131037988904,0.522619860571768,1.16997219832708,1.20799341682834,1.05244975128137
kappr_2122,3.82319072496211,0.445580377123907,0.871242472205098,0.511430963639951,1.16105345109194,1.21551658470306,1.03678361484773
m93_pi,3.951387239122,0.127822728130975,0.254087253576954,0.503066274799426,1.15463382372744,1.15512868773662,1.02150085293811
nu,4.04016330027685,0.0177972553059354,0.0357727634054216,0.497508540344919,1.15048141813111,1.13766423124481,1.04211933340739
kaphpp_2022,4.07507766434786,0.675746195329211,1.36411678940743,0.49537268405204,1.14890906836373,1.16827224128444,1.03158118906341
phipr,4.37108280526153,0.00466019949532128,0.00974314184841822,0.478305619257494,1.13679598617198,1.12402039585273,1.04875753681305
chi1,4.41886935073185,0.0145358197779417,0.0305559021352402,0.475712342368628,1.13502351049389,1.13353063143119,1.02999649484466
kappr_20,4.77176966898824,1.42449314797934,3.11171705876678,0.45778363555454,1.12323590021614,1.13454481831611,1.02862477442499
theta2,5.12565896220599,0.0467892650131566,0.105930513265783,0.441697708910001,1.1133207800079,1.11289295633012,1.02235017937215
kappop_2021,5.33975782758233,0.830373033342108,1.91881903192185,0.432752135312324,1.10806272361,1.13429580956016,1.03336029500721
kappi_2023,5.50211922844451,0.240456257237924,0.56402854197704,0.42631930716675,1.10439028500512,1.12454705144118,1.01768270399279
theta1,5.56715360976831,0.046169027588427,0.1089349729342,0.42382190351591,1.10298851037776,1.10411943267803,1.01694087449546
phik,8.35798560704527,0.000795499085395882,0.00229980224788027,0.345898907668733,1.06535884242544,1.06501150750196,1.02312415147005
chi2,8.88720181125669,0.00976394698391119,0.0291077029201845,0.335442030952586,1.06112628136688,1.06105170330263,1.0134503213526
