param,rhat,means_by_seed_1,means_by_seed_2,means_by_seed_3
gamma1,1.98924547069512,0.532267268667974,0.522333281003055,0.421102570923381
gamma2,1.52947308106602,-0.187401980584614,-0.253917245773559,-0.227842117652294
xi1,2.07532334296593,-0.145670658629358,-0.288239537727512,-0.218049328670807
xi2,3.01359482050694,-0.238024165263474,0.0824662963990591,-0.0953607300077906
rhoU,2.73326952486639,0.559732104154514,0.860273566015746,0.810220419996959
theta1,3.13147065077344,0.0926198054621445,-0.161363361690893,0.151691198556922
theta2,4.7463543111498,0.0210837381279299,0.320000001978096,-0.122487167112532
rhopr,2.19433776660211,0.655086486732747,0.756726488824394,0.403900458414008
lam1,2.87347915406834,-0.0575779824100208,0.470430232088352,0.191381496510508
lam2,2.19791886555392,0.0271470605433801,-0.339562703409752,0.0167869703676311
rhohpp,2.40052317586034,0.201381532782531,0.524617790057981,0.585713999702854
chi1,2.40265239590777,0.060083540706462,-0.0331188834332554,0.0823807466528428
chi2,1.70189567850934,-0.00808084829259062,0.0383825866315616,-0.0406107574520088
rhok,2.19472762533105,0.886144577119269,0.586092997793274,0.842438464992716
rhow,1.80781120477805,0.687348527559484,0.899167197337184,0.939422257315708
phisum,1.58601055051098,0.92919695349181,0.826651420558936,0.8389525719948
phi2,1.36437060484515,-0.384116797726489,-0.224787558600003,-0.196372834709052
nu,1.31552903323241,-0.0445355375992141,-0.061288727921612,-0.0177911953079188
alpha,3.40328611300736,0.391574255742169,0.319593535931788,0.387457691832549
gzbar,2.65338411396347,0.32401479078376,0.280584832278558,0.0932787271820506
gwbar,5.03221250165244,0.418235261397423,0.133627269903186,0.393176671025763
pistar,1.79502733351549,2.63518232914999,2.42149888300006,2.5653271897558
alphapi,2.05330190920157,0.227120295504015,0.234746510068559,0.354114545726005
phiy,2.38787473609927,-0.104871990550564,-0.0481369686298744,-0.0739261556693643
phiu,1.2913230942314,-0.0147707662397668,-0.0212049747709269,-0.0174744173331593
phipr,2.82053057300766,-0.0196549050311612,0.0243847307878516,-0.00713607249063958
phihpp,3.37090263308044,-0.0326043700324718,0.0311644517879273,0.0709292083383775
phik,2.20231281140002,-0.00667921761460965,0.00636673426311705,-0.00628065881482558
sig_c,1.4382020510198,0.521171456625905,0.498737389747476,0.439482200872333
sig_Ustar,1.60474945000632,0.10084222567848,0.123543508996295,0.1321835486855
sig_pie,1.97593132533092,0.238980794630941,0.215361966965417,0.268104958073437
sig_z,2.01563611506054,0.304330673774188,0.284057903564921,0.391719927337367
sig_gz,2.23921974109456,0.0710965096928454,0.0437797936619561,0.0436025800799234
sig_k,1.59213204491855,0.0882938375587246,0.112197732219395,0.101601888672942
sig_gk,1.32397649675415,0.043580329021736,0.0317354178030182,0.0406258880331879
sig_w,1.16318226077207,0.0788204308053043,0.0720583530101492,0.0685450193872446
sig_gw,2.39425556292568,0.0549482389904801,0.0372373719231239,0.0377772049110955
sig_hpp,2.63512140939843,0.379342230597824,0.325541336349315,0.245149256086318
sig_ghpp,1.94028001602982,0.066022603738471,0.044987572468065,0.0464451727832021
