stage,phi,ess_pre,ess_post,acc_rate,wallclock_s,lml_inc,m_stage,n_cloud,wf_m,wf_p,mean_gamma1,mean_gamma2,mean_xi1,mean_xi2,mean_rhoU,mean_theta1,mean_theta2,mean_rhopr,mean_lam1,mean_lam2,mean_rhohpp,mean_chi1,mean_chi2,mean_rhok,mean_rhow,mean_phisum,mean_phi2,mean_nu,mean_alpha,mean_gzbar,mean_gwbar,mean_pistar,mean_alphapi,mean_phiy,mean_phiu,mean_phipr,mean_phihpp,mean_phik,mean_sig_c,mean_sig_Ustar,mean_sig_pie,mean_sig_z,mean_sig_gz,mean_sig_k,mean_sig_gk,mean_sig_w,mean_sig_gw,mean_sig_hpp,mean_sig_ghpp,mean_sig_pr,mean_sig_gpr,mean_sig_xi,mean_sme_y,mean_sme_pi,mean_sme_w,mean_sme_U,mean_sme_pr,mean_sme_hpp,mean_sme_k,mean_sme_pieobs,mean_m84_y,mean_m84_z,mean_m84_c,mean_m93_pi,mean_m93_U,mean_s0_y,mean_s0_u,mean_s0_pr,mean_s0_k,mean_rho_c,mean_kapc_2021,mean_kaphpp_2022,mean_kappop_2021,mean_kappi_2023,mean_kapHyp_lm_w2021tot,mean_kapHyp_lm_w2022tot,mean_kapHyp_lm_w2023tot,mean_kapHyp_la_w2021tot,mean_kapHyp_la_w2022tot,mean_kapHyp_la_w2023tot
1,0.0057838310589047,1999.99999999998,1000,0.20975,10.609650125,-7.62906647203447,2,4500,500,9,0.587961130112526,-0.195926622881045,-0.235503008166848,-0.251799367208969,0.536869175312784,0.228460702025322,0.280669835751082,0.511054046789165,0.252568946722295,0.242711797655969,0.49122230015228,0.0465478886763204,-0.015310800950262,0.496653462740816,0.509121038176997,0.523426311643918,-0.200187318913232,-0.0895086375379438,0.34923342469317,0.290351773812522,0.395728484200393,2.55477306236565,0.440020766145254,-0.070180040214725,-0.0323705869120608,0.000102584269446983,0.00829590253207209,-7.06951873426126e-05,0.693856056184022,0.145016086565654,0.279171539409309,0.461553912891092,0.0474704984413217,0.273285029285379,0.0472369183806517,0.179789590185507,0.0469720032405982,0.365005850050606,0.0462562268967094,0.278237439995308,0.0467150913035039,0.142362431411244,0.548098097982563,0.898977213343528,0.179672713038013,0.236006424962948,0.290741345540864,0.45763940673507,0.182603141459742,0.299999999999999,1.74688814618911,1.66926674968451,1.63896533107165,1.66823806642082,1.73644699451766,1.79495378472201,1.82648721306668,1.87652505634963,1.80418677913984,0.618664251781256,3.41802840071443,3.72026821448559,3.41703691721568,3.5115815230586,0.939410702069519,0.967716504143626,0.922964640307101,0.701983199121156,0.702809827220158,0.705032534953592
2,0.0128828618087586,4500.00000000003,2250,0.224,11.039393375,-8.3964511591264,2,4500,500,9,0.588239709137505,-0.197439311283731,-0.263793573866303,-0.19149524529776,0.56297391346222,0.195021617193224,0.270194556801524,0.517201858705399,0.241660917140367,0.276887578851845,0.49455590341977,0.0153792368218726,-0.0264293368535886,0.474014107362217,0.561412467537564,0.551835685289737,-0.158137540230809,-0.0935064178402479,0.347419337961831,0.287136364009451,0.399215822461499,2.59414297840743,0.402618144717761,-0.0614214576067757,-0.0284908443513081,-0.00140080925052073,0.00441080505675753,-0.00110863630953872,0.634068907156462,0.14840347228477,0.273327321892374,0.469450828486299,0.0471951931583783,0.254201101816151,0.047808349919202,0.170488670292394,0.0458622931677992,0.364280250419777,0.0455622849733018,0.271966805507669,0.0463131278435854,0.139831213171195,0.527744186532895,0.879956655091701,0.168551146059714,0.233235179604828,0.287997195440692,0.449517040567863,0.178259887842675,0.299999999999999,1.70041739511685,1.6372175864518,1.57695305109754,1.69343321504029,1.81821531213756,1.86859112488395,1.9215514497969,1.87702288506575,1.87462727629233,0.64028446988386,3.45089396557271,4.03810669435773,3.5045441858357,3.43069841930766,0.93092175725643,0.99913573987592,0.929481002850101,0.731231640917398,0.733601434329577,0.72100669211541
3,0.0210000737183343,4500.00000000003,2250,0.2345,10.8478599583333,-8.80784419982838,2,4500,500,9,0.591948463981099,-0.208766523338212,-0.246063301431176,-0.183165361164755,0.598052723851133,0.118347717362435,0.246735360053704,0.506325427554723,0.196264312928779,0.274281068095541,0.496084817906335,-0.008038247613997,-0.0478665549325839,0.459487660638714,0.61808229436238,0.568645254428139,-0.133010217945923,-0.0995840930578194,0.347294787231478,0.278147806887257,0.398447697053463,2.64877330928203,0.378474272589699,-0.055655338275874,-0.0241956571345943,-0.000211375477046936,-0.00887627769842955,-0.0012642878165742,0.587767451723426,0.151336994032443,0.27091450113691,0.468026987660192,0.04580135444151,0.244300589698824,0.0477507831654424,0.165884787200783,0.0435362167598952,0.369314661645957,0.0450224435902502,0.265642504577335,0.0445668154542707,0.135733800760914,0.507864502030232,0.865464517455157,0.160936061918551,0.233718954817062,0.282839249571256,0.421334657060397,0.173689879873477,0.299999999999999,1.65223902173062,1.59329428878082,1.50381513884389,1.65251488520922,1.87099087520049,1.91819145898873,2.02600795678071,1.87478645211627,2.01401921938646,0.65777678610081,3.41332590302747,4.51578330504596,3.34928542363471,3.12785751830289,0.898092191567347,1.0216167760387,0.979236197335569,0.751973794496773,0.69246798742944,0.777571677702007
4,0.0304449142269822,4500.00000000003,2250,0.25575,17.377991375,-9.40047819915946,2,4500,500,9,0.602136700121083,-0.218734559754797,-0.279834407566715,-0.165220822856697,0.627623597437818,0.0666959570684098,0.225305737504315,0.450555395111643,0.143976609379075,0.251918138751083,0.510736887836594,-0.0219438668192369,-0.0698275603868067,0.425201110292921,0.696740489436732,0.590549274035252,-0.102467396399084,-0.113068492583613,0.351430839092486,0.261242308949244,0.394062213508622,2.70525485612053,0.36332120383242,-0.0537753830149974,-0.0214765094030692,-0.00160356537460661,-0.0254131971745205,-0.00111616189602134,0.548243921504782,0.148429425408781,0.264831046364953,0.448940065883944,0.0440525999334559,0.231123976454517,0.0494134503593373,0.163935872218476,0.041358407603961,0.372752271342396,0.0439136681891958,0.261969255575258,0.0413359917325558,0.127709096935497,0.50047030413932,0.839255628046691,0.154502975183452,0.238789874335827,0.277915688518849,0.388638946289273,0.167018061825959,0.299999999999999,1.61456579748984,1.54018484117396,1.3951794807748,1.64672402431871,1.95092277298912,1.89683064054203,2.00158212174036,1.90511705356032,2.26277218809757,0.678195633210973,3.19855288717156,4.94243194934402,3.34403642873534,2.76478291718946,0.885413698723557,1.08696869192047,1.04049249510169,0.720685967490842,0.599362955616587,0.800126829978089
5,0.0426625652476784,4500.00000000003,2250,0.301,15.2066342916667,-11.2206990341795,2,4500,500,9,0.609074067912373,-0.224045029581618,-0.327730975864735,-0.143900862563254,0.642793638490264,0.00154964890819292,0.174881663493786,0.386893032346274,0.126396489018061,0.234803853153458,0.522337622664058,-0.0165049185796325,-0.0758261437514801,0.395597665327511,0.749669181341207,0.614859774852563,-0.0521018664025941,-0.124706499712123,0.353309992297785,0.248478267265893,0.38926844269528,2.71464536296934,0.340588563709769,-0.0539452693622586,-0.018730986872992,-0.00254769549805282,-0.0356801781839682,-0.00254478829784623,0.525223733935755,0.149505618152477,0.261126634637648,0.436076122084813,0.0425050732402126,0.221737696696362,0.0503797520964831,0.158876596882533,0.0393269471248868,0.375248963249724,0.0433053233172031,0.256285211311701,0.0388254405236344,0.118097426563122,0.479725434745547,0.822215170610708,0.14631049298874,0.233668378612393,0.268861274252694,0.362663662141724,0.160347947686225,0.299999999999999,1.52324995336479,1.49089338593178,1.32768430603705,1.67157226893975,1.94570910870711,1.87982331649259,1.92131612652741,2.01209825571323,2.4845058739707,0.691794482174525,2.90713819414184,5.36394632384973,3.152990437113,2.61669890034781,0.855064147350653,1.1495704979157,1.08726180614104,0.726255974933172,0.513295271723302,0.780010993902115
6,0.0578064689084841,4500.00000000003,2250,0.29525,24.0916115833333,-12.9163287248639,2,4500,500,9,0.605605304481215,-0.227864912387752,-0.345755494067024,-0.15437172698793,0.680460475200481,-0.0300582395898017,0.121763338808752,0.358818140371614,0.113826981482404,0.208800922987834,0.531603449007543,-0.0297111636608821,-0.0646156532546672,0.410083251853012,0.772083760334299,0.636603844560818,-0.0176341451299429,-0.130100681258901,0.348989415590655,0.245487304275197,0.375211062991937,2.66683888559217,0.307348576305891,-0.0511536922087691,-0.0163177651104247,-0.00708903339397274,-0.0435172356702133,-0.00259295643015302,0.49809194492932,0.148347226504621,0.256729968561096,0.42845734612886,0.0408663461570581,0.213089489493484,0.0504833160462712,0.156084578822036,0.0382387370189699,0.373755607193991,0.0429106441310046,0.251785192710654,0.0374789049077504,0.109571541852722,0.458229464012995,0.825274698954441,0.143932784205588,0.227846394700003,0.262250013952966,0.349544666286577,0.155761815203906,0.299999999999999,1.50596516145974,1.45410205413061,1.25082502254416,1.60769467168126,1.91986107305962,1.85298001945958,1.7514890566279,2.09279019688227,2.44808810178725,0.701711494826174,2.80383273874534,5.7888238227184,2.86398762031475,2.42459922931688,0.847233869113239,1.23814913778196,1.09093444026993,0.719657765218428,0.521079112421102,0.790930665983192
7,0.075708278385494,4500.00000000003,2250,0.329,14.8285897083333,-14.3046897180299,2,4500,500,9,0.591902123229104,-0.236454710504962,-0.302739951133357,-0.163483310632964,0.732013479411191,-0.0320005107669769,0.0787003310955572,0.363669828344441,0.130096231864238,0.194162330523864,0.524612681938424,-0.0299712078977747,-0.0302792626077517,0.479779873364053,0.768258378082681,0.65047664746569,-0.00590933931645605,-0.127218767747488,0.344518956376769,0.249118930675181,0.36271979366936,2.60828201656634,0.262619282299118,-0.046875802595386,-0.0147009758836793,-0.0116419306217284,-0.0430998764369,-0.00129689746142694,0.477457099108173,0.144755271873305,0.254841521048939,0.424886124057662,0.0403731537617299,0.20494578351757,0.0513346358677744,0.151294131394216,0.0367432384851425,0.366422692118653,0.0440932479411244,0.249247041245418,0.0376663244642979,0.107174581801418,0.436657264889617,0.829628974800996,0.13829927434359,0.218957741049113,0.257765899165963,0.344347843131953,0.154053140623002,0.299999999999999,1.53197967743139,1.48440900170028,1.18532310130287,1.55244168934854,1.8583552424378,1.82929296669809,1.67412752925961,2.11069930445107,2.26049167668805,0.714953760236902,2.89857198897637,5.63083472738043,2.74759706361851,2.31753894457376,0.909344153794552,1.30257047778158,1.04227779776851,0.699861892841418,0.624998520162631,0.763847919503908
8,0.0947273327760857,4500.00000000003,2250,0.320375,12.0015778333333,-14.2494538345765,2,4500,500,9,0.585242034964467,-0.24572834834946,-0.283921862673628,-0.15972736749668,0.770133558077842,-0.0291339006847196,0.0365118739934356,0.389438976322485,0.137528512001209,0.169063347012852,0.490811415289628,-0.0217866124600143,0.00366486320383802,0.548562854577854,0.784191181557503,0.674744334388539,0.00897626787728453,-0.118924132324792,0.342236159624395,0.258433345142583,0.35310363578922,2.59241755078504,0.243038026648919,-0.0457295836083447,-0.0139461811868047,-0.0144730878315078,-0.0413505261728664,-0.000636042966898356,0.465224172871484,0.14479841388852,0.252539035550937,0.42408617752537,0.0400512751993405,0.198860755297863,0.0511551318795604,0.142649872619635,0.0361302785830563,0.36023262611892,0.0455891803017004,0.245621671067661,0.0383172755158908,0.107087371886303,0.422936695305327,0.813870194817275,0.132179121481664,0.211107404189197,0.252742909450305,0.344937816049433,0.15227788573216,0.299999999999999,1.57267937612388,1.52000312890083,1.13870315421165,1.520104728776,1.81316030429253,1.82552027759458,1.67296585645332,2.22825098810621,2.06081570880324,0.716049016669147,3.0161115309751,5.72832968859772,2.6539016477989,2.32466887687359,0.948747884766106,1.35569682358148,0.996995252851529,0.678164192267831,0.709838244133366,0.767321542521574
9,0.114940891037099,4500.00000000003,2250,0.32275,11.530883,-14.2455969729313,2,4500,500,9,0.580711057375986,-0.254530519355282,-0.266902674484533,-0.147399601022637,0.809361029337166,0.00214083810781172,-0.00141036617409115,0.405685811411777,0.164537880397856,0.111517314619536,0.449256072068531,-0.0152347990241802,0.0147011299327547,0.602289093472815,0.808127797221132,0.700426125126849,0.0233497907494187,-0.108182148559252,0.339845297798598,0.257654347088834,0.348704700800739,2.59382144047535,0.244159974400545,-0.042148197690936,-0.0131942916672272,-0.01594687791944,-0.0382044477382404,-4.41334146231847e-05,0.457303329583515,0.14523787846755,0.255793774089505,0.4306609356625,0.0400028789940951,0.19336501265447,0.0509943357405711,0.132724665017839,0.0357561563144397,0.359145537583183,0.0455093002674671,0.239944934095831,0.0392720101582367,0.106846227025638,0.414602531551564,0.793519798696233,0.123150508507933,0.202957710427807,0.253110991896165,0.340616688015556,0.149213907184951,0.299999999999999,1.55774411104473,1.49571613155612,1.10972646204109,1.51177333978708,1.78753714712368,1.83995613847534,1.70989247592791,2.37337676256728,1.92763872423779,0.708399515285811,3.08852961306554,5.50944549071183,2.63401437881826,2.32370985784472,0.980451002982909,1.33253759797063,0.971575877199649,0.650235636452971,0.724340444478087,0.771941098899731
10,0.135847211451148,4500.00000000003,2250.00000000001,0.32375,11.2246825,-13.8271600026033,2,4500,500,9,0.587392986511014,-0.267197870796291,-0.251541964587657,-0.13343692967917,0.82800900166549,0.0322961696414452,-0.0298935948456088,0.427134642758114,0.180743766856827,0.0286084313998555,0.410960211078316,-0.00261591617918215,0.0358324111160282,0.634681136881237,0.840837076683747,0.726192026093774,0.0279462859877783,-0.0964906508003136,0.338372135084703,0.252929496250545,0.34252967961191,2.61051321678279,0.258034019443766,-0.0376657326114905,-0.01198759279387,-0.0165282235230305,-0.0343128756816661,0.000207695864052825,0.454749741086789,0.147894000895031,0.259901709419033,0.439057495181309,0.03994733298365,0.187449547157925,0.050798952605079,0.122650882409732,0.0356924592432669,0.358281666495156,0.0450645427595667,0.235491156235138,0.0402294059116044,0.105840424728901,0.406928201467395,0.768812088883293,0.114337715452252,0.19777088065819,0.253818942786176,0.331880336683767,0.143424022913047,0.299999999999999,1.54019101591578,1.5026766374365,1.10470329705595,1.52985868604357,1.71424326632477,1.84046523711917,1.7861587206933,2.58979403465423,1.86397216406004,0.701071388864538,3.05875340959843,5.21215435838752,2.64471439131944,2.44589230131308,1.00491531860151,1.30068321684908,0.964727838223726,0.59445580041187,0.743104761379205,0.752040707043535
