stage,phi,ess_pre,ess_post,acc_rate,wallclock_s,lml_inc,m_stage,n_cloud,wf_m,wf_p,mean_gamma1,mean_gamma2,mean_xi1,mean_xi2,mean_rhoU,mean_theta1,mean_theta2,mean_rhopr,mean_lam1,mean_lam2,mean_rhohpp,mean_chi1,mean_chi2,mean_rhok,mean_rhow,mean_phisum,mean_phi2,mean_nu,mean_alpha,mean_gzbar,mean_gwbar,mean_pistar,mean_alphapi,mean_phiy,mean_phiu,mean_phipr,mean_phihpp,mean_phik,mean_sig_c,mean_sig_Ustar,mean_sig_pie,mean_sig_z,mean_sig_gz,mean_sig_k,mean_sig_gk,mean_sig_w,mean_sig_gw,mean_sig_hpp,mean_sig_ghpp,mean_sig_pr,mean_sig_gpr,mean_sig_xi,mean_sme_y,mean_sme_pi,mean_sme_w,mean_sme_U,mean_sme_pr,mean_sme_hpp,mean_sme_k,mean_sme_pieobs,mean_m84_y,mean_m84_z,mean_m84_c,mean_m93_pi,mean_m93_U,mean_kapc_2021,mean_kapy_20,mean_kapy_21,mean_kapu_20,mean_kapu_2122,mean_kappr_20,mean_kappr_2122,mean_kaphpp_2022,mean_kappop_2021,mean_kappi_2023,mean_kapk_20,mean_kapk_21,mean_kapHyp_lm_w2020,mean_kapHyp_lm_w2021,mean_kapHyp_lm_w2122,mean_kapHyp_lm_w2021tot,mean_kapHyp_la_w2020,mean_kapHyp_la_w2021,mean_kapHyp_la_w2122,mean_kapHyp_la_w2021tot
1,0.00666909399920615,1999.99999999998,1000,0.1925,9.08698229166667,-8.38198721955083,2,4500,500,9,0.58180837838148,-0.18841909694606,-0.227525864251856,-0.268591786755906,0.555598341061597,0.213701339840895,0.203405256718456,0.49072860407009,0.23563519014494,0.256348675537213,0.46010892866774,-0.00271600936245729,-0.00383958941700848,0.499749735261535,0.531926575904903,0.530767575184749,-0.22375875496901,-0.0937707622224258,0.349845026130026,0.2922208761961,0.39448627585211,2.52371197173639,0.427712658021932,-0.0698210281623636,-0.0368435242254518,-0.000229747647673107,0.00840043381654937,-0.00177655935983863,0.678872174790153,0.143696391998429,0.276356388306073,0.465996028158341,0.0472970167210434,0.269710592109815,0.0466532828160247,0.178659520036209,0.0463628603428141,0.369000724187265,0.0469284848435727,0.277655706061065,0.0463952010428258,0.14328934341121,0.555177339727506,0.905613796665361,0.177318433073859,0.227719205654143,0.282044269696715,0.45700947901993,0.182174636011945,0.299999999999999,1.7040826777083,1.69201245066947,1.68129730729253,1.71979331223863,1.79218019643129,3.18646142570659,3.70727603654715,3.56651007697398,3.75965509904008,3.37034182301242,3.57296871843099,3.47474933943534,2.9754874459918,3.25341985035721,2.87123652670581,3.62918151573274,3.38598876176983,0.98780453414201,0.914890049607614,0.93900043845469,0.889822608556758,0.690026546598516,0.707815398832252,0.654445380004012,0.70391869312408
2,0.015581347660848,4500.00000000003,2250,0.294375,9.297966375,-10.1358116003675,2,4500,500,9,0.579879691512484,-0.186509846725202,-0.182710575417394,-0.23998437632631,0.5986166482823,0.185149874048684,0.226595613747774,0.535685326577792,0.199388989050596,0.233630290598753,0.460666606719784,0.00351512521622139,-0.016245693648527,0.479561837903056,0.578897860089309,0.514836567736408,-0.198667824399094,-0.0962695991981399,0.347155787267598,0.298531970337246,0.398106536576698,2.57275252693265,0.383093053764441,-0.0665887600437419,-0.0331892054629481,-0.00370717747711423,0.00664934674553586,-0.00271401846213696,0.61573455232138,0.143849466314762,0.272412394384242,0.478990666774916,0.0472672223663373,0.25375378494548,0.0470559789548351,0.167540368020759,0.0471538286923096,0.366313480357325,0.0482336170803323,0.267789565350813,0.0473188467579389,0.143662238568932,0.532358458722541,0.887022236851393,0.166914725098757,0.228184576984413,0.27828688592932,0.448038595306609,0.178261340859758,0.299999999999999,1.64086698970092,1.64569641254517,1.5726316427296,1.66200907837439,1.80420806505889,3.01500811117688,3.92387002922761,3.55613266590684,3.92463303588132,3.45799008721111,3.91466482007723,3.53853431166396,3.06643201937055,3.16221612843849,3.00923554710604,3.78615971752955,3.58923600502478,1.0058600297465,0.954378721740633,0.977946948281076,0.899606848572195,0.62965535952408,0.671178960349289,0.648672915814485,0.710921199769487
3,0.0267285210656705,4500.00000000003,2250,0.308375,9.40834029166667,-11.6734763944564,2,4500,500,9,0.583579106955807,-0.186670116020472,-0.130224997780709,-0.143968869287563,0.643597943285021,0.140326825113536,0.274312016755479,0.557956506641388,0.130430454288541,0.254416188402109,0.438292616764381,0.0139335320140155,-0.00274771665327581,0.485125339365504,0.629698926754769,0.506526406966091,-0.185084407423186,-0.103428714240158,0.343102685402956,0.298944314576886,0.409193654288199,2.650619716857,0.339021169995932,-0.0642376137323611,-0.0293436635234566,-0.0082058293940145,0.00720251592720413,-0.00344228936270077,0.576369735360124,0.148636120245474,0.26289013297729,0.47513095620429,0.0485924424040959,0.237365492841219,0.0490532794302631,0.157752164948084,0.0458084806388203,0.355983746767161,0.047279412361202,0.264279752085352,0.0476353169505367,0.149035568425778,0.504489510778446,0.867434332873199,0.160001384263719,0.227705705937542,0.273492706224037,0.438848194668235,0.1773728356974,0.299999999999999,1.63120978149145,1.627834591613,1.45413991827092,1.57838257858447,1.75727800099124,3.06482393328057,4.00032637389198,3.49742582471881,3.86601518352503,3.39126259294811,4.16396316397379,3.69990741862427,3.09149328376836,3.16799768131635,2.99800103916068,3.78555758909138,3.56345719339918,1.00045340986087,0.940254021557826,1.02113091138967,0.9535997860718,0.517515384884273,0.665056544043032,0.624837098699718,0.720257667936587
4,0.0398793012391758,4500.00000000003,2250,0.32225,9.4466195,-12.8158514238403,2,4500,500,9,0.587609111203609,-0.18351326796548,-0.120350128832129,-0.0879101031493763,0.651975642872327,0.119604234606417,0.266227542836188,0.588967119596867,0.0141406906293442,0.272032879224118,0.418209369441981,-0.012277516067229,-0.00936148950433834,0.519168999490973,0.691516361913575,0.488601254338997,-0.14627097070852,-0.116200018921656,0.336900977366018,0.311239965134849,0.428371350134211,2.71981569004094,0.287420090571465,-0.0615532315033703,-0.0249754655839321,-0.0095504646224551,0.00862490816711826,-0.00305638503125053,0.533792232566977,0.150002455188724,0.259322713228641,0.463347058473883,0.0501921078036582,0.22870687250067,0.0503758494469396,0.150014066256998,0.0440328974300609,0.365414274750694,0.0456171151394405,0.262011923976944,0.047098972815512,0.15310139066165,0.471397039105978,0.832397166249605,0.150116662329284,0.227346660290816,0.275220522641225,0.423608307409055,0.177291899857834,0.299999999999999,1.57108256955879,1.56921298567565,1.38056429287953,1.47290451330357,1.7063402693506,3.05865751227609,4.18206791943792,3.35390674713865,3.6058160635153,3.00920868258407,4.68305836529429,3.38297122654107,2.90506129326865,3.12372489990023,3.05398806327036,3.88850225356963,3.3485066815953,1.00682951744569,0.894879063713398,1.02159808796375,0.956058870093031,0.434220748472551,0.658940499799287,0.537456116825139,0.749576057646809
5,0.0542134062453947,4500.00000000003,2250,0.341625,9.61279833333333,-13.0854546635918,2,4500,500,9,0.591523357280628,-0.186228304880606,-0.129628232073212,-0.0476166324608513,0.663291750017449,0.112295506755692,0.240358212997346,0.600080165931374,-0.0635128641884127,0.278567401978118,0.401477413106041,-0.0123521761548625,-0.0178472746477001,0.568240833431908,0.738159725153577,0.489586361957042,-0.145345096730627,-0.110424543235196,0.332459790223696,0.319342807046454,0.4294589641568,2.77720862830406,0.238013358183196,-0.0563355626895695,-0.0230155379196597,-0.0088812808294289,0.0174710356712763,-0.00322509411262675,0.500970391933419,0.150995924140401,0.255263251780925,0.440677757138627,0.0502340946226074,0.220644047369461,0.0513501423382104,0.143406732167862,0.0424057839768896,0.371990626420071,0.0447741246981379,0.257583940129686,0.0459929215621943,0.152008160021078,0.445910541257488,0.814737049396362,0.142863692630238,0.223978354246992,0.282332270642333,0.403591685804678,0.17168190056109,0.299999999999999,1.57553066711709,1.56363978414896,1.32767808490382,1.42576555827585,1.68418284982811,2.92833336951934,4.21845676309243,3.08224211282478,3.3366676905875,2.79477875066287,4.95530297085298,3.29855187833757,2.79257371336738,3.18204307614328,2.96558630672179,3.58381317070716,3.16668505711798,0.997185405274014,0.853445636876885,1.04197378959985,0.951018219137344,0.384333363777645,0.628094295564719,0.426014609889676,0.757647690292054
6,0.070818151814509,4500.00000000003,2250,0.3675,9.70675425,-14.1740261590085,2,4500,500,9,0.588719412096397,-0.191990540609402,-0.164840162209397,-0.0505682073447334,0.687860951476609,0.0927979349605104,0.199823292026256,0.617221913600226,-0.081319084257235,0.270205103667616,0.386514750136972,0.0092630750753745,-0.0319019448022276,0.605401438823502,0.772566454883512,0.486763817845852,-0.123766596809947,-0.0944935264264145,0.331536127170744,0.328844096477716,0.43536391619709,2.78128012985481,0.196119116915894,-0.0540545499716152,-0.0218186302937452,-0.00703660984217991,0.0260603864717487,-0.00192538585150421,0.478757269274932,0.150267818650422,0.249862279113661,0.421651538256471,0.0502219650523179,0.211452507678356,0.0531651289464837,0.135654005079419,0.0408745543886445,0.377149576389803,0.0425804919374924,0.24962750487333,0.0443983156867444,0.147734068354763,0.423329997729117,0.803350824584099,0.134414209813307,0.217256441244185,0.290178196394265,0.394027984632638,0.167819492418091,0.299999999999999,1.58150592865308,1.54007804389029,1.32043674364502,1.39719798891074,1.70319427004136,2.49070686141689,4.31513962691762,2.82571762472184,3.38927058054288,2.65700777878397,5.16084443725029,3.16509471122241,2.63004441561221,3.14885828601056,3.01532187280613,3.44229250305782,2.97811463208758,1.00058237213472,0.816456413823573,1.05169936662492,0.929926588177558,0.378457523641684,0.607089381719776,0.345810977251277,0.783595877961395
7,0.0896627881150357,4500.00000000003,2250,0.29,9.65615866666667,-15.0265111544294,2,4500,500,9,0.578625250990407,-0.19783841103346,-0.185397615014873,-0.0711416879798284,0.727014847543273,0.0685233601467611,0.170049377350965,0.625645046916143,-0.0571923343212526,0.239289896386835,0.363364963729422,0.0473193332830463,-0.0246052547190162,0.615316130609093,0.781251504715926,0.511857061385344,-0.118253551078641,-0.0795999625064496,0.331668624013688,0.340774334760436,0.431937304074685,2.77148518925239,0.170818489048046,-0.0517336065981332,-0.020499368888382,-0.00603318077130917,0.0271558913246583,-0.00273164913989319,0.468578705249378,0.147674945920929,0.247096129042514,0.411184892776383,0.0505190418760999,0.203273056935909,0.0534506837145165,0.128250930663033,0.03986964668671,0.377086282896872,0.0407502158275989,0.244597862148902,0.0425834171573663,0.146185539780917,0.415593619345272,0.779572625317832,0.129686257546003,0.210371193847653,0.293247465567859,0.388046791926524,0.161181084812749,0.299999999999999,1.56984189888927,1.50231001664575,1.33929802842024,1.41666782624775,1.74740975482024,2.39237453248747,4.47939164853607,2.66350598847742,3.61905074937225,2.56528233963137,5.29240008909251,2.85096102853286,2.54892519586681,3.30515364949581,3.0507669210844,3.60121254694509,2.8495652341179,1.03462492802615,0.809556254823822,1.04282364112069,0.960974069334023,0.394911776506737,0.608974936548336,0.315200370100368,0.82547225897015
8,0.109672528981717,4500.00000000003,2250,0.30775,9.54231279166667,-14.9946712919696,2,4500,500,9,0.567480885879782,-0.204694147660282,-0.216159974572389,-0.0903637469790455,0.754822423055748,0.0478696623839491,0.178033877975953,0.629465485989729,-0.0512427847593866,0.220212243054572,0.359727543246721,0.0599741360797712,-0.0257778088893403,0.594749168590787,0.806910101940743,0.546807859518906,-0.116304882968745,-0.0658922720171543,0.330185329643945,0.335262832774807,0.435372476280899,2.75696604074764,0.161132219443978,-0.0461816129968796,-0.0193013412344602,-0.0049802463172021,0.0255352014419785,-0.00292641597576386,0.468380500232048,0.144378392112994,0.246735216282112,0.405489105069192,0.0515370771034018,0.194318954565663,0.0540563544206255,0.124002576611369,0.0389853464362369,0.364968303019452,0.0398125865259031,0.241689028280352,0.0420458263865096,0.142583077341202,0.40528667340351,0.766577648022551,0.126728698391335,0.201730959037703,0.292528800712791,0.388057091619377,0.15515236764623,0.299999999999999,1.51540111105649,1.44606972863485,1.3516972828429,1.4320442805047,1.7637902944257,2.42960192510842,4.86785846248214,2.45817589491619,4.07139026814503,2.52265181671582,5.17059391274061,2.58624137285661,2.5863462614893,3.53806204019138,2.94871465899306,3.74572363819744,2.68258161119094,1.06205947353214,0.821761968518136,1.02760960683971,0.998238434274228,0.403489423891609,0.623312077982661,0.329122162605349,0.860019840851803
9,0.132033906163283,4500.00000000003,2250,0.309125,9.51784366666667,-15.7486681115701,2,4500,500,9,0.550014167942745,-0.206459249867633,-0.237615286722671,-0.0893916549695914,0.781699782398603,0.0147617024775388,0.203293260286749,0.634057452863308,-0.0586795108706204,0.220146219436191,0.388086302420041,0.07171882603232,-0.0326077274984091,0.59928681598594,0.818133826779215,0.621568837412277,-0.10947453957942,-0.0544691684063937,0.328456801337748,0.332614444101731,0.438301595094305,2.76253555120489,0.146206699505402,-0.042228197469901,-0.0186097973321773,-0.00242592673996021,0.0219340539359453,-0.00275512150146661,0.468226378146916,0.139946029029273,0.244450051794276,0.400542135819073,0.0538505579653317,0.185654151280577,0.0537397400711853,0.121978185251666,0.0382866958053321,0.346624247322687,0.0382426113753134,0.238416344568245,0.0419619455658971,0.136740777217731,0.395466470313385,0.758892696926249,0.123953462297936,0.195040307376448,0.287996127109286,0.390251081090202,0.149008296670861,0.299999999999999,1.52893340609071,1.37735578326772,1.3425565894228,1.44561219226216,1.72448753176855,2.55809171300513,5.18802914976177,2.31443924511974,4.65246430290136,2.60414788544707,5.09006693271277,2.49902446909626,2.55925127342003,3.71952430820295,2.86995578846903,3.89467596403468,2.61171172494259,1.0963926226471,0.856509561978823,0.996679033667644,1.03409879606098,0.399592538033637,0.61858236199847,0.370063658362263,0.892368879196337
10,0.158321928038319,4500.00000000003,2250,0.32425,9.678164625,-17.443144650252,2,4500,500,9,0.531296521946919,-0.210313759438146,-0.258703310760504,-0.0824455775597846,0.781893107745148,-0.0295370720882941,0.222932918102201,0.634815764680423,-0.0563612563411658,0.243751544954289,0.432485372825054,0.0832467988537441,-0.0315165920004618,0.613649832656407,0.83885374864792,0.690300035496606,-0.0915852018977975,-0.046835018388905,0.327933206639003,0.325218830446508,0.444704297751838,2.76878328706745,0.135367667392992,-0.0388520364424465,-0.0172801959004249,-0.00118426602068714,0.0191624989666258,-0.00272619020283365,0.466258102616357,0.139919795562844,0.241471842843545,0.397795077745225,0.0547480231573998,0.175823224307589,0.053816796190251,0.120955116204639,0.03762824167199,0.339111663092808,0.0368572034390325,0.232355552733404,0.0419373749763846,0.130102854634457,0.384337172985192,0.758926310272496,0.120252744373663,0.189870249477855,0.280574018000011,0.388375527476977,0.140971462884712,0.299999999999999,1.53449020381981,1.36534728634118,1.29441264036125,1.47205813823951,1.68671603910857,2.72193964332995,5.60763561756078,2.23930931144747,5.23406633398643,2.54212813104092,5.32886388468027,2.30406465454624,2.564805759048,3.9715651539759,2.74473133587241,4.0603546364671,2.55177710314682,1.15340809596758,0.903487708653267,0.940090339879918,1.07120578437002,0.402476263282987,0.582310282033282,0.391892543191972,0.917602103911395
